
Stat, San Pietro In Lama,,,,,
Parm,NO2,NOX,CO,O3,PM10,BENZENE



27/07/2011 9.00,"8,3",14,"0,2","93,1",,"0,7"
27/07/2011 10.00,"6,5","10,4","0,2","102,8","14,7","0,4"
27/07/2011 11.00,"6,4","10,1","0,2","109,7",,"0,4"
27/07/2011 12.00,"7,2","11,5","0,2","113,2","21,5","0,4"
27/07/2011 13.00,"7,1","10,6","0,2","115,7",,"0,4"
27/07/2011 14.00,5,"7,9","0,2","116,7","24,9","0,5"
27/07/2011 15.00,,,,,,"0,3"
27/07/2011 16.00,"4,6","8,1","0,2","114,8","17,6","0,3"
27/07/2011 17.00,"5,3","8,8","0,2",113,,"0,3"
27/07/2011 18.00,"4,7","7,5","0,2","104,7","17,6","0,4"
27/07/2011 19.00,"7,2","10,8","0,2","93,6",,"0,3"
27/07/2011 20.00,"10,3","14,1","0,2","86,6","15,6","0,3"
27/07/2011 21.00,"25,5","31,8","0,3","61,2",,"0,6"
27/07/2011 22.00,"26,1","30,1","0,3","41,2","28,8",1
27/07/2011 23.00,"34,9",45,"0,4",29,,1
28/07/2011 0.00,"23,7","29,2","0,3","35,3","30,3","1,5"
28/07/2011 1.00,20,"24,6","0,3","36,9",,1
28/07/2011 2.00,"13,7","15,9","0,3","45,8","26,9",1
28/07/2011 3.00,"11,2","14,1","0,2","45,6",,1
28/07/2011 4.00,"8,7","10,3","0,2",46,"26,9","0,8"
28/07/2011 5.00,"8,8","10,8","0,2","39,4",,"0,8"
28/07/2011 6.00,"17,2","23,4","0,3","35,4","19,5","0,9"
28/07/2011 7.00,"24,8",36,"0,3","39,5",,"1,1"
28/07/2011 8.00,13,"21,3","0,2","68,4","15,1","1,2"
28/07/2011 9.00,"8,5","14,6","0,3","85,1",,"0,5"
28/07/2011 10.00,7,"11,7","0,2","96,5","29,3","0,5"
28/07/2011 11.00,"5,9","9,4","0,2","94,7",,"0,5"
28/07/2011 12.00,"4,1","7,5","0,2","88,8","18,6","0,3"
28/07/2011 13.00,"3,6","6,3","0,2","89,3",,"0,3"
28/07/2011 14.00,"3,5","6,6","0,2","91,5","9,3","0,3"
28/07/2011 15.00,"4,2","7,2","0,2","109,4",,"0,3"
28/07/2011 16.00,5,"7,7","0,2","120,5","18,1","0,4"
28/07/2011 17.00,5,"8,2","0,2","118,7",,"0,4"
28/07/2011 18.00,"5,9","8,5","0,2","90,3","21,5","0,3"
28/07/2011 19.00,"6,6","8,7","0,2","74,9",,"0,3"
28/07/2011 20.00,"6,3",8,"0,2","69,5","30,8","0,4"
28/07/2011 21.00,"15,9","19,2","0,3","79,4",,"0,5"
28/07/2011 22.00,"17,3","20,1","0,3",67,"37,6","1,1"
28/07/2011 23.00,"10,4","13,1","0,2","78,4",,"0,8"
29/07/2011 0.00,"7,1",9,"0,2","74,5","24,9","0,6"
29/07/2011 1.00,8,"9,9","0,2","61,3",,"0,5"
29/07/2011 2.00,,,"0,3",,"15,1","0,5"
29/07/2011 3.00,"6,2","7,6",,"41,4",,"0,7"
29/07/2011 4.00,"8,2","10,3","0,3","26,9","23,4","0,5"
29/07/2011 5.00,"9,9",12,"0,3","18,7",,"0,7"
29/07/2011 6.00,"16,3","23,3","0,4","11,4","18,1","0,8"
29/07/2011 7.00,"20,5","33,4","0,4","17,2",,"0,9"
29/07/2011 8.00,"10,7","15,7","0,3","49,1",20,1
29/07/2011 9.00,"10,9","16,2","0,3","63,2",,"0,8"
29/07/2011 10.00,"11,7",19,"0,3",74,"9,8","0,9"
29/07/2011 11.00,"11,4","17,1","0,3","77,9",,"0,7"
29/07/2011 12.00,"13,1","18,8","0,3","88,1","26,9","0,6"
29/07/2011 13.00,"15,1","21,1","0,3","93,4",,"0,8"
29/07/2011 14.00,13,"18,4","0,3","95,5","24,9",1
29/07/2011 15.00,"8,3","11,8","0,2","101,8",,"0,6"
29/07/2011 16.00,"6,1","9,8","0,2","104,4","18,6","0,5"
29/07/2011 17.00,"9,9","14,3","0,3","95,7",,"0,5"
29/07/2011 18.00,"13,4","17,7","0,3","90,8","16,1","0,7"
29/07/2011 19.00,"19,4","25,3","0,3","89,6",,"0,6"
29/07/2011 20.00,"16,1","21,5","0,3","91,6","26,9","0,7"
29/07/2011 21.00,"18,2","21,8","0,3","82,7",,"0,9"
29/07/2011 22.00,"12,7","14,8","0,2","80,4","16,6","0,7"
29/07/2011 23.00,"7,7","8,8","0,2","75,8",,"0,5"
30/07/2011 0.00,"9,6","11,1","0,2","65,2","6,8","0,3"
30/07/2011 1.00,"9,6","10,9","0,2","51,4",,"0,5"
30/07/2011 2.00,"7,6",9,"0,2","47,9","4,4","0,4"
30/07/2011 3.00,"7,5","8,8","0,2","42,9",,"0,1"
30/07/2011 4.00,"5,4","6,4","0,2","45,7","6,8","0,1"
30/07/2011 5.00,"5,1","6,2","0,2","46,8",,"0,8"
30/07/2011 6.00,"6,8",8,"0,2","47,7","10,3","0,8"
30/07/2011 7.00,"9,4","12,4","0,2","48,3",,"0,6"
30/07/2011 8.00,"6,7","9,8","0,3",76,"14,7","0,9"
30/07/2011 9.00,"6,3","10,3","0,2","86,4",,"0,6"
30/07/2011 10.00,"6,9","10,3","0,3","96,9","6,3","0,6"
30/07/2011 11.00,"9,4","14,3","0,3","94,8",,"0,6"
30/07/2011 12.00,"10,7","14,8","0,2","102,4","6,3","0,5"
30/07/2011 13.00,"8,9","12,9","0,3",115,,"0,5"
30/07/2011 14.00,"6,4","10,4","0,2","113,2","2,4","0,4"
30/07/2011 15.00,"4,8","7,6","0,2","115,1",,"0,4"
30/07/2011 16.00,6,"9,6","0,2","113,9","11,7","0,1"
30/07/2011 17.00,"6,1","8,6","0,2","120,7",,"0,1"
30/07/2011 18.00,"5,1",8,"0,2","111,8","6,8","0,1"
30/07/2011 19.00,"7,3","10,6","0,2","105,1",,0
30/07/2011 20.00,"12,6","16,3","0,3","99,1","18,6","0,1"
30/07/2011 21.00,"13,2","16,2","0,3","96,2",,"0,3"
30/07/2011 22.00,30,32,"0,3","63,1","31,7","0,8"
30/07/2011 23.00,"27,9","29,2","0,3","60,5",,"0,9"
31/07/2011 0.00,26,"27,9","0,3",53,"27,8",1
31/07/2011 1.00,"25,2",28,"0,3","59,4",,"1,1"
31/07/2011 2.00,,,"0,3",,"26,4","0,9"
31/07/2011 3.00,"33,6","36,2",,"31,6",,"0,9"
31/07/2011 4.00,"25,7","27,6","0,3",32,"19,5",1
31/07/2011 5.00,"23,7","27,1","0,3","21,9",,1
31/07/2011 6.00,"32,1","38,3","0,4","12,1",20,"1,1"
31/07/2011 7.00,"29,5","42,9","0,4","21,1",,"1,3"
31/07/2011 8.00,"19,1","26,2","0,3","70,4","19,5","1,3"
31/07/2011 9.00,"7,9","10,3","0,2","107,8",,"0,8"
31/07/2011 10.00,"5,5","8,6","0,2",119,"16,1","0,5"
31/07/2011 11.00,"5,4","8,2","0,2","124,3",,"0,3"
31/07/2011 12.00,"9,4","13,3","0,2","123,2","16,1","0,3"
31/07/2011 13.00,"3,7","6,3","0,2","125,7",,"0,3"
31/07/2011 14.00,"2,2","3,7","0,2","124,7","10,3","0,3"
31/07/2011 15.00,"2,8","4,6","0,2","122,9",,"0,3"
31/07/2011 16.00,"2,6","4,1","0,2","114,1","27,4","0,3"
31/07/2011 17.00,"4,5","6,5","0,2","110,4",,"0,3"
31/07/2011 18.00,"6,5","8,9","0,2","110,3","17,1","0,3"
31/07/2011 19.00,"7,5","10,2","0,2","104,7",,"0,3"
31/07/2011 20.00,"11,7","13,8","0,3","92,8","23,4","0,4"
31/07/2011 21.00,"17,5","19,6","0,3","83,8",,"0,6"
31/07/2011 22.00,24,"26,2","0,3",67,"27,4","0,8"
31/07/2011 23.00,"30,1","32,8","0,4","49,5",,1
01/08/2011 0.00,"33,9","38,3","0,4","38,1","24,4",1
01/08/2011 1.00,"29,1","33,8","0,4","37,3",,"1,3"
01/08/2011 2.00,"21,5","23,1","0,4","37,9","13,2","1,2"
01/08/2011 3.00,"27,8","32,6","0,4","20,4",,"1,1"
01/08/2011 4.00,"25,5","27,3","0,3","21,1","21,5","0,3"
01/08/2011 5.00,"23,4","26,1","0,3","17,2",,0
01/08/2011 6.00,"27,6","31,2","0,4","25,2","24,4","0,3"
01/08/2011 7.00,"39,3","48,1","0,4","38,6",,1
01/08/2011 8.00,"24,9","32,8","0,3","73,1","30,3","0,5"
01/08/2011 9.00,"14,3","20,1","0,3","99,5",,"0,4"
01/08/2011 10.00,10,"14,5","0,3","115,4","22,5","0,5"
01/08/2011 11.00,"8,3","13,6","0,3","112,9",,
01/08/2011 12.00,"7,4","11,7","0,3",118,"19,5",
01/08/2011 13.00,"7,6","12,2","0,2","121,3",,"0,6"
01/08/2011 14.00,"6,1","9,6","0,2","125,6","14,7","0,6"
01/08/2011 15.00,"5,3","7,7","0,2","125,5",,"0,5"
01/08/2011 16.00,"8,2","11,6","0,2","121,7","13,2","0,4"
01/08/2011 17.00,"5,5","8,6","0,2","121,5",,"0,4"
01/08/2011 18.00,"8,4","12,6","0,2","122,4","16,1","0,6"
01/08/2011 19.00,"11,1","15,5","0,3","116,3",,"0,6"
01/08/2011 20.00,"15,6","19,6","0,3","102,9","23,4","0,6"
01/08/2011 21.00,"21,3","24,3","0,3","85,5",,"1,1"
01/08/2011 22.00,"13,8","16,2","0,3","95,1","31,3",1
01/08/2011 23.00,"13,1","14,9","0,3","89,9",,"0,6"
02/08/2011 0.00,"12,1","13,8","0,2","93,1","29,3","0,6"
02/08/2011 1.00,7,"8,2","0,2",95,,"0,4"
02/08/2011 2.00,,,"0,2",,"28,8","0,4"
02/08/2011 3.00,"4,8","6,4",,"76,4",,"0,4"
02/08/2011 4.00,"2,9","4,1","0,2","82,2",23,"0,4"
02/08/2011 5.00,"3,8","4,9","0,2","70,8",,
02/08/2011 6.00,"8,4","10,1","0,3","47,4","23,4",
02/08/2011 7.00,"23,7",29,"0,3","42,2",,
02/08/2011 8.00,16,22,"0,3","90,6","29,8",
02/08/2011 9.00,"17,7","26,5","0,3","100,2",,
02/08/2011 10.00,"11,6","16,9","0,3","109,2","17,6","0,2"
02/08/2011 11.00,"8,5",13,"0,3","118,8",,"0,7"
02/08/2011 12.00,"10,5","15,5","0,3",118,"25,9","0,6"
02/08/2011 13.00,"13,9","19,9","0,3","115,8",,"0,7"
02/08/2011 14.00,"9,8","14,4","0,3","117,5","24,4","0,1"
02/08/2011 15.00,"8,4","11,6","0,3","118,4",,
02/08/2011 16.00,"9,2",13,"0,2",112,"26,4","0,2"
02/08/2011 17.00,"10,9","15,4","0,3","100,8",,"0,7"
02/08/2011 18.00,"10,4","15,6","0,3","97,6","25,9","0,8"
02/08/2011 19.00,"23,6","28,9","0,3","77,8",,"0,9"
02/08/2011 20.00,27,"31,8","0,3","73,4","24,4","0,9"
02/08/2011 21.00,"16,4","20,9","0,3","79,5",,"1,1"
02/08/2011 22.00,"13,5",16,"0,3","71,8","28,8","0,9"
02/08/2011 23.00,"9,1","10,7","0,2","76,5",,"1,1"
03/08/2011 0.00,"9,5","10,9","0,2","69,6","26,4","1,2"
03/08/2011 1.00,"7,5","8,5","0,2","65,4",,"0,3"
03/08/2011 2.00,"5,6","6,9","0,2","71,4","25,9",
03/08/2011 3.00,"4,1","5,7","0,2","71,1",,
03/08/2011 4.00,"3,4","4,8","0,2","70,9","24,9",
03/08/2011 5.00,"4,2","5,4","0,2","73,7",,
03/08/2011 6.00,11,"12,9","0,2","60,9",22,
03/08/2011 7.00,"16,1","21,2","0,3","56,9",,
03/08/2011 8.00,"16,9","24,2","0,3","62,3",20,
03/08/2011 9.00,15,"22,8","0,3","69,9",,
03/08/2011 10.00,"8,3","13,6","0,3","86,7","10,7",
03/08/2011 11.00,"7,1",12,"0,2","90,3",,
03/08/2011 12.00,"7,7","12,9","0,2","91,6","20,5",
03/08/2011 13.00,"7,2","12,3","0,2","94,6",,
03/08/2011 14.00,"6,6","11,7","0,2","92,8","14,7",
03/08/2011 15.00,"6,5","10,2","0,2","95,8",,"0,5"
03/08/2011 16.00,"8,8","13,2","0,2",94,"13,7","0,5"
03/08/2011 17.00,"6,6","10,3","0,2",97,,"0,5"
03/08/2011 18.00,"7,8","12,5","0,2","93,4","18,1","0,5"
03/08/2011 19.00,"14,3","19,7","0,2","89,9",,"0,6"
03/08/2011 20.00,"19,8","25,9","0,3","82,1","29,8","0,9"
03/08/2011 21.00,"23,4","28,4","0,3",72,,"1,3"
03/08/2011 22.00,"16,3","20,2","0,3","79,6","33,2","1,7"
03/08/2011 23.00,"17,5","19,9","0,3","62,5",,1
04/08/2011 0.00,"21,4","24,9","0,3",39,"33,2","1,2"
04/08/2011 1.00,"17,2","19,3","0,3",39,,"1,3"
04/08/2011 2.00,,,"0,3",,"30,3","1,1"
04/08/2011 3.00,6,"7,1",,"62,9",,"0,9"
04/08/2011 4.00,"6,2","7,6","0,2","59,1","14,7","0,7"
04/08/2011 5.00,11,"12,6","0,2","59,3",,"0,7"
04/08/2011 6.00,"26,8","29,4","0,3","43,3","14,7","0,7"
04/08/2011 7.00,"33,7","40,7","0,3","46,4",,"0,9"
04/08/2011 8.00,"35,2","48,5","0,4","53,7","18,6","1,2"
04/08/2011 9.00,"24,6","35,3","0,3","78,4",,"1,2"
04/08/2011 10.00,"15,6","22,4","0,3","97,2","17,1","1,2"
04/08/2011 11.00,"10,8","15,4","0,2","104,2",,1
04/08/2011 12.00,"11,7","18,4","0,2",105,"22,5","0,6"
04/08/2011 13.00,"12,8","19,4","0,2","113,3",,"0,5"
04/08/2011 14.00,"9,5",13,"0,2","114,1",19,
04/08/2011 15.00,6,"8,7","0,2","113,8",,
04/08/2011 16.00,"5,9","9,3","0,2","113,5","15,6",
04/08/2011 17.00,"9,2","13,3","0,2","99,1",,
04/08/2011 18.00,"9,6","13,9","0,2",95,21,
04/08/2011 19.00,"13,4","18,2","0,3","87,2",,"0,6"
04/08/2011 20.00,"13,9","18,9","0,3","81,6","26,4","0,9"
04/08/2011 21.00,"23,7",33,"0,3","62,6",,"1,1"
04/08/2011 22.00,"25,3","29,2","0,3","60,5","38,1","1,2"
04/08/2011 23.00,"24,4","27,4","0,3",56,,"1,1"
05/08/2011 0.00,"22,1","26,2","0,3","52,3","38,1","1,3"
05/08/2011 1.00,"21,5","25,6","0,3","50,5",,"1,5"
05/08/2011 2.00,"22,6","25,1","0,4","38,8",44,"1,4"
05/08/2011 3.00,"19,1","22,3","0,4","34,9",,"1,6"
05/08/2011 4.00,"23,4",25,"0,4","27,3","26,4","1,7"
05/08/2011 5.00,"17,2","19,4","0,3","42,9",,"1,7"
05/08/2011 6.00,"16,7","19,2","0,3",44,"37,1","1,2"
05/08/2011 7.00,"21,9","27,5","0,3","43,7",,"0,9"
05/08/2011 8.00,"13,8","20,8","0,3","67,3","33,2","0,7"
05/08/2011 9.00,"10,4","16,1","0,3","80,5",,"0,8"
05/08/2011 10.00,8,"12,8","0,2","92,3","16,1","0,6"
05/08/2011 11.00,"9,5",15,"0,2","99,5",,"0,6"
05/08/2011 12.00,"7,3",12,"0,2","102,1","17,6","0,6"
05/08/2011 13.00,"6,8","11,7","0,2","103,2",,"0,5"
05/08/2011 14.00,"5,4","9,6","0,2","102,8","23,9","0,5"
05/08/2011 15.00,"3,7","6,7","0,2","105,5",,"0,5"
05/08/2011 16.00,4,"7,2","0,2","107,3","19,5","0,5"
05/08/2011 17.00,"5,4","8,6","0,2","109,7",,"0,5"
05/08/2011 18.00,"6,5","9,8","0,2","108,6","25,9","0,5"
05/08/2011 19.00,"11,6","15,3","0,3","102,3",,"0,6"
05/08/2011 20.00,"11,1",15,"0,3","102,8",41,1
05/08/2011 21.00,"13,3","16,9","0,3","87,9",,"0,9"
05/08/2011 22.00,"10,4","13,4","0,3","83,8","41,5","0,8"
05/08/2011 23.00,"9,3","11,2","0,3","83,3",,"0,7"
06/08/2011 0.00,"12,9","15,3","0,3","76,1","39,1","0,6"
06/08/2011 1.00,"21,6","23,9","0,3","52,7",,1
06/08/2011 2.00,,,"0,3",,"36,1","1,3"
06/08/2011 3.00,"14,8","16,5",,"39,9",,"1,2"
06/08/2011 4.00,"12,6","14,2","0,3","36,5","32,2","1,4"
06/08/2011 5.00,"13,5","15,3","0,3","19,7",,"1,4"
06/08/2011 6.00,"9,1","11,1","0,2","29,1","18,6",1
06/08/2011 7.00,"15,1","19,2","0,3","45,8",,"0,9"
06/08/2011 8.00,"12,9","17,5","0,3","85,8","25,9","0,9"
06/08/2011 9.00,"7,8","11,1","0,3","110,7",,"1,1"
06/08/2011 10.00,"6,7","11,2","0,2","117,6","22,5","0,7"
06/08/2011 11.00,"5,7","9,7","0,2","119,1",,"0,9"
06/08/2011 12.00,"5,6","9,5","0,2","119,1","14,7","0,6"
06/08/2011 13.00,"4,4","7,6","0,2",121,,"0,5"
06/08/2011 14.00,"3,5","6,2","0,2","122,9","11,7","0,6"
06/08/2011 15.00,3,"5,4","0,2","126,5",,"0,5"
06/08/2011 16.00,"2,7","4,8","0,2","125,7","15,6","0,5"
06/08/2011 17.00,6,"9,3","0,2","127,1",,"1,6"
06/08/2011 18.00,"5,8","8,2","0,2","121,4","20,5","1,2"
06/08/2011 19.00,"9,9","13,6","0,3","113,1",,"0,9"
06/08/2011 20.00,"20,1","25,9","0,3","86,8","33,2","0,9"
06/08/2011 21.00,"31,2","37,4","0,3","63,8",,"0,9"
06/08/2011 22.00,"27,6","30,9","0,3","76,9","35,7",1
06/08/2011 23.00,"13,3",16,"0,3","85,7",,"1,1"
07/08/2011 0.00,"27,2","29,6","0,3","62,9","44,4",1
07/08/2011 1.00,32,"35,4","0,3","53,7",,"1,2"
07/08/2011 2.00,"21,7",24,"0,3","79,5","34,2",1
07/08/2011 3.00,"12,5","14,4","0,3","81,9",,"1,2"
07/08/2011 4.00,"12,7","14,8","0,3","75,1","37,6","1,2"
07/08/2011 5.00,"15,9","17,9","0,3","63,3",,"1,2"
07/08/2011 6.00,9,"10,9","0,3","64,6","35,2","1,5"
07/08/2011 7.00,"10,2","12,8","0,3","66,8",,"1,4"
07/08/2011 8.00,"6,4",9,"0,2","84,5","26,9","1,1"
07/08/2011 9.00,"3,1","5,4","0,2","105,4",,"0,6"
07/08/2011 10.00,"4,4","7,6","0,2","114,8",21,"0,5"
07/08/2011 11.00,"3,2","5,7","0,2","118,1",,"0,6"
07/08/2011 12.00,"2,9","5,1","0,2","118,3","32,2","0,4"
07/08/2011 13.00,"2,4","4,9","0,2","114,9",,"0,4"
07/08/2011 14.00,"1,7","3,7","0,2","114,8","35,2","0,5"
07/08/2011 15.00,"1,4","2,8","0,2","112,3",,"0,4"
07/08/2011 16.00,"1,4","2,8","0,2","110,2","27,4","0,4"
07/08/2011 17.00,"1,8","3,3","0,2","109,7",,"0,3"
07/08/2011 18.00,"2,4","4,9","0,2","106,1","30,3","0,3"
07/08/2011 19.00,"5,4","7,8","0,2","98,3",,"0,3"
07/08/2011 20.00,"5,9","9,2","0,2","94,8","33,2","0,4"
07/08/2011 21.00,"22,5","25,9","0,2",72,,"0,8"
07/08/2011 22.00,"24,8","28,3","0,2","51,3","39,1","0,6"
07/08/2011 23.00,12,"14,7","0,2","58,4",,"0,6"
08/08/2011 0.00,"19,9","23,4","0,2","46,4","36,1","0,7"
08/08/2011 1.00,"15,6","17,8","0,2","46,9",,"0,8"
08/08/2011 2.00,,,"0,2",,"36,6","0,9"
08/08/2011 3.00,"8,9","10,3",,41,,"0,7"
08/08/2011 4.00,"7,7","9,8","0,3","37,6","27,4","0,8"
08/08/2011 5.00,"6,6","7,9","0,3","35,6",,"0,5"
08/08/2011 6.00,10,"12,9","0,3",29,"34,7","0,6"
08/08/2011 7.00,"11,5","16,1","0,3","38,1",,"0,6"
08/08/2011 8.00,10,"15,3","0,3",57,"39,6","0,6"
08/08/2011 9.00,"5,8","10,1","0,3","77,8",,"0,6"
08/08/2011 10.00,"7,8",13,"0,3","88,4","33,7","0,5"
08/08/2011 11.00,"6,5","10,8","0,3","98,6",,"0,7"
08/08/2011 12.00,"4,1","7,8","0,2","101,8","31,3","0,6"
08/08/2011 13.00,"5,8","9,7","0,2","103,3",,"0,7"
08/08/2011 14.00,"3,9","7,2","0,2","103,6","25,9","0,5"
08/08/2011 15.00,"3,1","5,8","0,2","102,8",,"0,4"
08/08/2011 16.00,"3,8","6,6","0,2","101,4","33,2","0,3"
08/08/2011 17.00,"6,3","11,3","0,2","95,6",,"0,4"
08/08/2011 18.00,"7,4","11,1","0,2","93,5","44,9","0,4"
08/08/2011 19.00,"6,6","10,2","0,2","93,8",,"0,4"
08/08/2011 20.00,"9,9","13,5","0,3","88,6","47,9","0,5"
08/08/2011 21.00,"8,3",12,"0,3","80,9",,"0,7"
08/08/2011 22.00,"9,7","12,5","0,3","74,3",63,"0,7"
08/08/2011 23.00,"5,7","8,2","0,3","65,4",,"0,8"
09/08/2011 0.00,"7,6","10,4","0,3","57,7","57,6","0,7"
09/08/2011 1.00,"8,1","10,4","0,3","48,4",,"0,9"
09/08/2011 2.00,"9,2",11,"0,3","41,9","52,7","0,9"
09/08/2011 3.00,"6,1","8,8","0,3","46,5",,"0,8"
09/08/2011 4.00,"5,9","7,3","0,3","42,5","52,3","0,9"
09/08/2011 5.00,"5,9","7,4","0,3","39,6",,"0,8"
09/08/2011 6.00,"13,6","16,2","0,3","29,3","48,8","0,9"
09/08/2011 7.00,"11,3","15,6","0,3","39,7",,"0,9"
09/08/2011 8.00,8,"13,3","0,3","48,5",40,"0,8"
09/08/2011 9.00,10,"16,4","0,3","60,9",,"0,8"
09/08/2011 10.00,"12,8","18,1","0,3","86,7","32,2","0,7"
09/08/2011 11.00,"10,1","14,4","0,3","113,3",,"0,9"
09/08/2011 12.00,"13,5","18,1","0,3","120,5","24,4",1
09/08/2011 13.00,"6,6","10,7","0,2","108,7",,"0,8"
09/08/2011 14.00,"5,3","8,8","0,2","108,6","26,9","0,6"
09/08/2011 15.00,"4,6","8,3","0,2","108,4",,"0,5"
09/08/2011 16.00,"3,2","6,2","0,2","113,6","27,4","0,4"
09/08/2011 17.00,"4,1","6,9","0,2",115,,"0,6"
09/08/2011 18.00,"8,1","12,1","0,3","106,7","30,8","0,8"
09/08/2011 19.00,9,"12,8","0,3","96,9",,"0,8"
09/08/2011 20.00,"15,6","20,2","0,3",99,"46,9","0,8"
09/08/2011 21.00,"15,1","19,1","0,4","107,1",,"0,9"
09/08/2011 22.00,"11,7",16,"0,3","81,1","59,6","0,9"
09/08/2011 23.00,"6,9","9,4","0,3","73,7",,"1,2"
10/08/2011 0.00,"7,4","9,6","0,3","80,8","46,9","0,7"
10/08/2011 1.00,"10,5","13,4","0,3","76,3",,"0,6"
10/08/2011 2.00,,,"0,2",,44,"0,6"
10/08/2011 3.00,"3,9","5,7",,"76,8",,"0,5"
10/08/2011 4.00,"3,5","4,9","0,2","75,1","28,3","0,8"
10/08/2011 5.00,"3,6",5,"0,2","71,6",,"0,9"
10/08/2011 6.00,"6,4","8,4","0,2","62,2","27,4","0,6"
10/08/2011 7.00,6,"8,7","0,2","64,6",,"0,5"
10/08/2011 8.00,"6,6","10,5","0,2","70,8","37,1","0,6"
10/08/2011 9.00,"7,9","12,5","0,2","74,9",,"0,8"
10/08/2011 10.00,"5,1","8,8","0,2","79,9",42,"0,7"
10/08/2011 11.00,"8,8",14,"0,2","83,9",,"0,8"
10/08/2011 12.00,"8,3","13,9","0,2","86,4","50,8","0,7"
10/08/2011 13.00,"7,6","12,9","0,2","89,4",,"0,6"
10/08/2011 14.00,"8,1","13,3","0,2","87,4","51,3","0,6"
10/08/2011 15.00,"5,6","9,3","0,2","89,9",,"0,6"
10/08/2011 16.00,"4,2","7,4","0,2","91,6","63,5","0,6"
10/08/2011 17.00,"6,2","9,8","0,2","90,2",,"0,5"
10/08/2011 18.00,"5,5","8,9","0,2","90,3","55,2","0,7"
10/08/2011 19.00,6,"9,3","0,2","91,1",,"0,6"
10/08/2011 20.00,"7,5","10,9","0,2","85,4","58,6","0,6"
10/08/2011 21.00,"7,4","10,6","0,2","84,9",,"0,6"
10/08/2011 22.00,"6,9","9,8","0,2",81,"37,6","0,5"
10/08/2011 23.00,"9,6","11,5","0,2","72,8",,"0,8"
11/08/2011 0.00,"6,4","8,4","0,2","70,9","31,3","0,6"
11/08/2011 1.00,5,"7,4","0,2","71,7",,"0,6"
11/08/2011 2.00,"3,1","4,9","0,2","73,4","23,4","0,6"
11/08/2011 3.00,"2,8","4,4","0,2","74,8",,"0,5"
11/08/2011 4.00,"1,6","2,8","0,2","78,1","20,5","0,5"
11/08/2011 5.00,"3,6","5,2","0,2","78,1",,"0,6"
11/08/2011 6.00,6,"7,9","0,3","76,4","9,8","0,6"
11/08/2011 7.00,"16,8","23,1","0,3","74,5",,"0,6"
11/08/2011 8.00,"11,3","14,9","0,4","78,6","7,3","0,9"
11/08/2011 9.00,"13,5","17,7","0,8",78,,"0,8"
11/08/2011 10.00,15,"20,9",,"80,9","13,2","0,9"
11/08/2011 11.00,15,"20,4",,"82,8",,"0,9"
11/08/2011 12.00,"15,2","20,8",,"85,1","7,3","0,8"
11/08/2011 13.00,"16,9","23,5",,"88,2",,"0,8"
11/08/2011 14.00,"15,4","20,6",,"78,1","9,3","0,8"
11/08/2011 15.00,"15,2",21,,63,,"0,7"
11/08/2011 16.00,"16,3","22,5",,"31,5","6,3","0,7"
11/08/2011 17.00,"17,4","23,6",,"55,8",,"0,7"
11/08/2011 18.00,"19,1","24,6",,,"3,4","0,7"
11/08/2011 19.00,"30,3","37,4",,"30,6",,"0,7"
11/08/2011 20.00,"34,6","43,5",,61,"19,5","0,8"
11/08/2011 21.00,"28,8","35,1",,"60,6",,"0,7"
11/08/2011 22.00,24,"29,5",,"66,6","22,5","0,8"
11/08/2011 23.00,"16,9","20,7",,"72,7",,1
12/08/2011 0.00,"17,8","20,8",,"67,8","20,5","0,8"
12/08/2011 1.00,"21,7","25,8",,59,,"1,1"
12/08/2011 2.00,,,,,"16,1","1,1"
12/08/2011 3.00,,,,,,1
12/08/2011 4.00,,,,,"16,1","0,8"
12/08/2011 5.00,,,,,,"0,7"
12/08/2011 6.00,,,,,"13,7","0,6"
12/08/2011 7.00,,,,,,"0,7"
12/08/2011 8.00,,,,,"10,3","0,9"
12/08/2011 9.00,,,,,,"0,9"
12/08/2011 10.00,,,,,"4,4",1
12/08/2011 11.00,,,,,,"0,9"
12/08/2011 12.00,,,,,"13,7","0,8"
12/08/2011 13.00,,,,,,"0,8"
12/08/2011 14.00,,,,,"7,3","0,7"
12/08/2011 15.00,,,,,,"0,8"
12/08/2011 16.00,,,,,"6,3","0,8"
12/08/2011 17.00,,,,,,"0,8"
12/08/2011 18.00,,,,,"16,1","0,8"
12/08/2011 19.00,,,,,,"0,7"
12/08/2011 20.00,,,,,"21,5","0,8"
12/08/2011 21.00,,,,,,"0,9"
12/08/2011 22.00,,,,,"32,2","0,8"
12/08/2011 23.00,,,,,,"0,8"
13/08/2011 0.00,,,,,"29,3",1
13/08/2011 1.00,,,,,,"0,9"
13/08/2011 2.00,,,,,"29,3","0,9"
13/08/2011 3.00,,,,,,"0,8"
13/08/2011 4.00,,,,,19,"0,7"
13/08/2011 5.00,,,,,,"0,7"
13/08/2011 6.00,,,,,"13,2","0,7"
13/08/2011 7.00,,,,,,"0,9"
13/08/2011 8.00,,,,,"21,5","1,3"
13/08/2011 9.00,,,,,,1
13/08/2011 10.00,,,,,"16,6","0,9"
13/08/2011 11.00,,,,,,"0,7"
13/08/2011 12.00,,,,,"7,3","0,9"
13/08/2011 13.00,,,,,,"0,8"
13/08/2011 14.00,,,,,"3,4","0,8"
13/08/2011 15.00,,,,,,"0,7"
