NetC,Provincia di TARANTO,,,,,,
Stat,Massafra (TA) Via Frappietro,,,,,,
Parm,CO,SO2,NOX,NO,NO2,O3,BENZENE
PtId,1,2,3,4,5,6,7
Unit,mg/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Arch,2,2,2,2,2,2,2
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
20/06/2013 15.00,,"2,827613","10,926676","2,24583","17,460918",,"0,66766"
20/06/2013 16.00,,"0,957885","12,207338","2,803691","19,055355","170,338422","0,640608"
20/06/2013 17.00,,"1,467072","15,920448","3,28754","25,417516","160,88304","0,803074"
20/06/2013 18.00,,"1,192617","16,654391","3,161079","27,015852","146,512379","1,076444"
20/06/2013 19.00,,"1,754167","8,626506","0,823047","15,242858","158,865939","0,885756"
20/06/2013 20.00,,"1,960008","8,534933","0,409832","15,701648","157,716324","0,521619"
20/06/2013 21.00,,"2,049387","14,538041","1,287017","25,841922","122,797858","1,067647"
20/06/2013 22.00,,"2,052999","14,123252","1,289555","25,04437","122,587546","1,10853"
20/06/2013 23.00,,"2,275091","16,159222","1,77467","28,195613","108,330934","1,036018"
21/06/2013 0.00,,"2,053901","9,665349","0,957544","17,024182","125,002469","0,986795"
21/06/2013 1.00,,"1,904936","6,737052","0,502033","12,120174","115,617215","0,648134"
21/06/2013 2.00,,,"3,27017","0,421674","5,610053","127,342209","0,64071"
21/06/2013 3.00,,"1,328941",,,,"121,134645","0,459887"
21/06/2013 4.00,,"1,560062","22,087022","4,282724","35,689527",,"0,766767"
21/06/2013 5.00,,"1,915771","5,492679","0,553633","9,660062","126,509411","0,752326"
21/06/2013 6.00,,"1,851671","5,199305","0,515991","9,156488","142,593064","0,692526"
21/06/2013 7.00,,"1,827295","5,612741","0,609461","9,804125","139,610503","0,506873"
21/06/2013 8.00,,"1,332553","7,996687","1,753101","12,610772","131,034341","0,526959"
21/06/2013 9.00,,"1,682845","4,396178","0,845887","7,113638","139,58344","0,438022"
21/06/2013 10.00,,"1,029208","4,137059","0,992224","6,393319","138,870521","0,422614"
21/06/2013 11.00,,"0,650026","7,375008","2,455187","10,347283","141,717161","0,329203"
21/06/2013 12.00,,"0,665373","13,903136","4,466705","19,748397","135,444461","0,713222"
21/06/2013 13.00,,"0,650026","12,86666","3,577678","19,12933","139,019181","0,86089"
21/06/2013 14.00,,"0,650026","9,529687","2,486907","14,418705","136,84753","0,536874"
21/06/2013 15.00,,"0,650026","16,326089","5,63699","22,588807","130,432927","0,649609"
21/06/2013 16.00,,"1,650344","11,889544","2,279664","19,251335","160,698885","0,719883"
21/06/2013 17.00,,"1,974454","12,410832","1,850377","20,907414",,"0,845025"
21/06/2013 18.00,,"1,947369","16,910453","2,720372","28,18198","176,472539","0,936047"
21/06/2013 19.00,,"3,258254","30,391679","4,877806","50,666317","142,087099","1,568672"
21/06/2013 20.00,,"3,898349","37,327134","4,00612","65,273861","124,620628","2,07529"
21/06/2013 21.00,,"3,945296","29,065229","3,792534","49,793487","110,08869","2,004354"
21/06/2013 22.00,,"3,456873","11,65451","1,206658","20,44796","133,819277","1,380476"
21/06/2013 23.00,,"3,25013","19,075982","2,734752","32,303371","113,772359","1,090173"
22/06/2013 0.00,,"3,25013","10,03469","0,991379","17,678963","140,554791","1,458124"
22/06/2013 1.00,,"2,368984","2,974085","0,275336","5,268063","170,749775","0,619861"
22/06/2013 2.00,,"2,120709","2,615254","0,321014","4,511402","169,01654","0,540129"
22/06/2013 3.00,,"1,50499","3,466882","0,440707","5,957234","163,333487","0,509822"
22/06/2013 4.00,,"1,637705","10,492888","0,911866","18,677675","136,410835","0,729901"
22/06/2013 5.00,,"1,821878","19,352729","3,533692","31,607078","95,949543","0,993456"
22/06/2013 6.00,,"2,321134","8,810668","0,864919","15,530986","107,837572","1,581842"
22/06/2013 7.00,,"2,164947","8,132011","1,386831","13,431669","114,031704","1,0499"
22/06/2013 8.00,,"2,22363","19,986613","6,009602","29,021062","98,367882","1,272826"
22/06/2013 9.00,,"1,142059","4,115354","0,812898","6,626936","121,183678","0,904723"
22/06/2013 10.00,,"0,679819","6,869663","1,712498","10,516655","133,572672","0,341712"
22/06/2013 11.00,,"0,650026","13,654873","3,716827","20,423945","141,846354","0,67"
22/06/2013 12.00,,"0,650026","18,497715","6,506562","25,409733","133,668075","0,948607"
22/06/2013 13.00,,"0,650026","10,579717","2,964411","15,694518","137,628821","0,83572"
22/06/2013 14.00,,"0,650026","6,84626","1,96711","10,081222","137,810434","0,48877"
22/06/2013 15.00,,"0,650026","5,479449","1,413477","8,315465","137,026601","0,498432"
22/06/2013 16.00,,"0,650026","5,028709","1,106842","7,923509","143,658235","0,463549"
22/06/2013 17.00,,"0,650026","10,552926","2,25175","16,736704","136,119329",
22/06/2013 18.00,,"1,05539","9,58904","1,671473","15,782768","133,965395",
22/06/2013 19.00,,"1,932924","8,021105","1,138986","13,59975","145,227635",
22/06/2013 20.00,,"2,01508","9,960757","1,457462","16,822361","138,603642",
22/06/2013 21.00,,"2,19474","3,454334","0,384879","6,018882","146,117114",
22/06/2013 22.00,,"1,560062","3,427201","0,279142","6,129201","138,586747",
22/06/2013 23.00,,"1,334359","4,830639","0,663599","8,224615","138,177038",
23/06/2013 0.00,,"1,517629","3,646297","0,356964","6,42901","140,910406",
23/06/2013 1.00,,"2,231755","3,535731","0,272376","6,347245","139,252376",
23/06/2013 2.00,,,"2,139415","0,262225","3,691148","139,112986",
23/06/2013 3.00,,"2,118904",,,,"139,558113",
23/06/2013 4.00,,"2,112585","2,043092","0,240232","3,540596",,
23/06/2013 5.00,,"2,10807","4,319866","0,963466","6,787223","138,623886",
23/06/2013 6.00,,"2,092722","3,239983","0,614537","5,256382","135,03565",
23/06/2013 7.00,,"2,076472","3,835549","0,632723","6,368009","126,789829",
23/06/2013 8.00,,"2,05029","4,446033","0,767219","7,329732","120,081361",
23/06/2013 9.00,,"1,967231","3,285432","0,600579","5,364755","132,444122",
23/06/2013 10.00,,"1,95098","3,148412","0,53037","5,210307","145,127133",
23/06/2013 11.00,,"1,950077","3,009017","0,48131","5,018872","153,989504",
23/06/2013 12.00,,"1,950077","3,179614","0,46989","5,362808","152,946312",
23/06/2013 13.00,,"1,924799","3,425166","0,462701","5,843669","144,087305",
23/06/2013 14.00,,"1,310885","3,059213","0,78033","4,656115","133,249127",
23/06/2013 15.00,,"1,320816","1,808396","0,252496","3,072712","143,657321",
23/06/2013 16.00,,"1,03011","3,225401","0,640336","5,188892","144,193712",
23/06/2013 17.00,,"1,419223","4,858111","1,064548","7,661988","144,473315",
23/06/2013 18.00,,"1,950077","7,239685","1,473535","11,591289","133,344545",
23/06/2013 19.00,,"1,95098","8,733679","1,336924","14,659462","118,766123",
23/06/2013 20.00,,"2,062026","8,929036","1,068355","15,445318","109,058214",
23/06/2013 21.00,,"2,128835","6,962253","0,70124","12,245421","110,660499",
23/06/2013 22.00,,"2,097236","7,121658","0,926247","12,205181","115,73879",
23/06/2013 23.00,,"1,983481","7,474385","0,887758","12,939129","110,245797",
24/06/2013 0.00,,"1,940147","4,716682","0,391223","8,424488","108,618992",
24/06/2013 1.00,,"1,961814","5,22983","0,477502","9,273945","104,113401",
24/06/2013 2.00,,"1,9573","3,708024","0,394183","6,49001","109,248275",
24/06/2013 3.00,,"1,430057","3,006645","0,384032","5,163583","115,44405",
24/06/2013 4.00,,"1,281092","2,889294","0,335817","5,01303","113,519826",
24/06/2013 5.00,,"1,262134","2,81434","0,427174","4,729447","117,385938",
24/06/2013 6.00,,"1,262134","3,559811","0,385302","6,220053","106,39066",
24/06/2013 7.00,,"1,345192","7,287846","1,530633","11,595836","99,068968",
24/06/2013 8.00,,"1,463461","7,290219","2,346913","10,347935","101,200961",
24/06/2013 9.00,,"1,931118","7,180332","2,446727","9,98453","109,934954",
24/06/2013 10.00,,"1,531172","7,559172","2,670887","10,36545","123,592687",
24/06/2013 11.00,,"1,36686","6,660402","2,310117","9,199316","126,685955",
24/06/2013 12.00,,"1,8932","14,808685","6,195274","18,828879","116,251482",
24/06/2013 13.00,,"1,852573","10,749292","4,190523","14,137718","115,509065",
24/06/2013 14.00,,"1,523949","6,832017","2,275012","9,581541","118,549906",
24/06/2013 15.00,,"1,584005","7,635268",,,,
24/06/2013 16.00,,,,,,,"0,755224"
24/06/2013 17.00,,"1,324428","2,321881","0,496959","3,680116",,"0,308202"
24/06/2013 18.00,,"1,291024","3,411599","0,680938","5,482861","76,302167","0,33383"
24/06/2013 19.00,,"1,303663","3,559811","0,497382","6,048084","74,670218","0,305507"
24/06/2013 20.00,,"1,492351","4,623415","0,479617","8,110404","70,778748","0,408478"
24/06/2013 21.00,,"1,785766","6,646496","0,919902","11,305757","66,146483","0,511653"
24/06/2013 22.00,,"2,282313","4,471132","0,554056","7,704817","67,374659","0,435327"
24/06/2013 23.00,,"1,90584","2,392426","0,317207","4,090894","68,065631","0,340746"
25/06/2013 0.00,,"1,922993","1,653738","0,221623","2,824169","67,39832","0,250487"
25/06/2013 1.00,,"2,397873","1,464487","0,270684","2,386788","64,75782","0,278048"
25/06/2013 2.00,,,"1,093788","0,214432","1,763808","64,119238","0,382697"
25/06/2013 3.00,,"1,923896",,,,"68,022541","0,260047"
25/06/2013 4.00,,"1,894103","1,69342","0,26011","2,841043",,"0,257148"
25/06/2013 5.00,,"1,880561","2,319506","0,254188","4,048063","66,431147","0,260657"
25/06/2013 6.00,,"1,887784","4,623075","0,905099","7,456924","62,864886","0,341915"
25/06/2013 7.00,,"2,2462","10,916168","3,293038","15,834034","56,919985","0,486533"
25/06/2013 8.00,,"2,608229","11,22717","4,316136","14,859329","60,466836","0,657745"
25/06/2013 9.00,,"2,601006","3,533018","0,914827","5,356319","74,537593","0,41636"
25/06/2013 10.00,,"2,459264","2,667144","0,621727","4,149296","78,645317","0,339831"
25/06/2013 11.00,,"2,366274","3,314261","0,901293","4,958521","78,397814","0,385901"
25/06/2013 12.00,,"2,160433","3,491979","0,661484","5,66651","80,566976","0,385646"
25/06/2013 13.00,,"2,574824","7,368226","2,097375","10,880054","78,645317","0,486889"
25/06/2013 14.00,,"2,600104","7,53645","1,91678","11,479023","74,74371","0,480227"
25/06/2013 15.00,,"2,600104","9,925823","2,313078","15,442725","74,718353","0,619251"
25/06/2013 16.00,,"2,593783","6,163535","1,125452","10,066296","83,260664","0,449768"
25/06/2013 17.00,,"2,606423","3,966801","0,715197","6,492605","84,595279","0,435327"
25/06/2013 18.00,,"2,606423","6,539661","1,12799","10,782069","82,185402","0,469803"
25/06/2013 19.00,,"2,627188","5,677519","1,362724","8,773615","82,58155","0,629523"
25/06/2013 20.00,,"2,601006","10,01536","2,169699","15,837931","74,929524","0,679915"
25/06/2013 21.00,,"2,603715","4,8866","0,503303","8,577637","73,315329","0,529399"
25/06/2013 22.00,,"2,599201","3,300693","0,469044","5,595776","73,870304","0,372934"
25/06/2013 23.00,,"2,45475","3,126367","0,508378","5,201871","71,737466","0,405427"
26/06/2013 0.00,,"2,595589","4,117389","0,363731","7,319998","65,732596","0,376036"
26/06/2013 1.00,,"2,133349","3,439411","0,509224","5,799541","62,968782","0,381426"
26/06/2013 2.00,,"2,189323","1,770749","0,23431","3,028585","64,603247","0,302252"
26/06/2013 3.00,,"2,178489","1,89522","0,144224","3,404968","61,547185","0,302151"
26/06/2013 4.00,,"1,860699","3,018512","0,342162","5,250541","57,53155","0,327474"
26/06/2013 5.00,,"1,800211","2,74549","0,417023","4,613287","56,815248","0,361238"
26/06/2013 6.00,,"2,219116","13,30622","3,78915","19,645875","43,303652","0,543536"
26/06/2013 7.00,,"2,603715","10,051988","3,050268","14,553035","49,930202","0,731579"
26/06/2013 8.00,,"2,606423","5,983101","1,751832","8,759988","60,965186","0,427089"
26/06/2013 9.00,,"2,58927","4,077368","1,133911","6,061713","67,292727","0,420631"
26/06/2013 10.00,,"2,365372","4,688193","1,410939","6,805393","72,585545","0,421902"
26/06/2013 11.00,,"2,600104","4,906611","1,46127","7,146085","76,122221","0,467973"
26/06/2013 12.00,,"2,58295","4,629179","1,407556","6,697669","78,370782","0,419614"
26/06/2013 13.00,,"2,384331","3,809094","1,130105","5,554243","80,7511","0,390325"
26/06/2013 14.00,,"2,470099","1,744295","0,472427","2,612616","80,13111","0,364137"
26/06/2013 15.00,,"2,359956","2,049876","0,530794","3,107755","78,886891","0,275963"
26/06/2013 16.00,,"2,402387","2,094984","0,475812","3,278424","79,157194","0,326864"
26/06/2013 17.00,,"2,595589","3,142307","0,816281","4,761893","78,253377","0,369679"
26/06/2013 18.00,,"2,599201","3,245073","0,6323","5,238861","77,901979","0,396783"
26/06/2013 19.00,,"3,113805","4,275775","0,262648","7,778148","74,947264","0,493296"
26/06/2013 20.00,,"3,825222","4,185559","0,567589","7,137647","74,663475","0,490601"
26/06/2013 21.00,,"3,104776","2,749223","0,248268","4,879349","75,635693","0,437768"
26/06/2013 22.00,,"2,60552","1,949146","0,227967","3,379659","77,247362","0,354831"
26/06/2013 23.00,,"2,609132","2,045467","0,332857","3,40302","75,718471","0,351984"
27/06/2013 0.00,,"2,615451","1,465844","0,26138","2,403659","77,483008","0,313185"
27/06/2013 1.00,,"2,613646","1,640173","0,286755","2,698275","73,474157","0,285472"
27/06/2013 2.00,,,"1,704951","0,386994","2,668425","70,869981","0,28954"
27/06/2013 3.00,,"2,584755",,,,"68,344374","0,3081"
27/06/2013 4.00,,"2,60552","2,103802","0,352312","3,484786",,"0,33322"
27/06/2013 5.00,,"2,49628","2,9188","0,533755","4,765786","62,084402","0,412597"
27/06/2013 6.00,,"2,538712","4,069906","0,732962","6,662626","59,383948","0,498838"
27/06/2013 7.00,,"2,602812","4,099752","0,956697","6,376445","63,60483","0,402122"
27/06/2013 8.00,,"2,613646","4,49962","1,126299","6,881318","67,538532","0,394087"
27/06/2013 9.00,,"2,603715","4,536589","1,198199","6,841732","69,847047","0,390935"
27/06/2013 10.00,,"3,304298","4,142488","1,288708","5,948798","73,105855","0,442853"
27/06/2013 11.00,,"3,646465","3,535731","0,996454","5,236264","78,800727","0,406241"
27/06/2013 12.00,,"3,435206","3,698188","0,97277","5,583445","81,913386","0,393782"
27/06/2013 13.00,,"2,650661","3,33834","0,730424","5,266765","88,161544","0,377561"
27/06/2013 14.00,,"2,972062","3,683944","0,931322","5,619787","86,418095","0,374968"
27/06/2013 15.00,,"3,184224","2,012229","0,469044","3,130468","84,030182","0,324372"
27/06/2013 16.00,,"2,806848","2,11737","0,537139","3,22716","83,862078","0,292286"
27/06/2013 17.00,,"2,535327","2,797722","0,767219","4,175904","83,468464","0,331796"
27/06/2013 18.00,,"2,831916","4,389734","0,557862","7,543233","79,582901","0,379595"
27/06/2013 19.00,,"3,166941","4,613578","0,507533","8,048753","76,474457","0,49533"
27/06/2013 20.00,,"3,204868","7,555104","2,081727","11,26163","71,949475","0,478905"
27/06/2013 21.00,,"2,975498","3,632052","0,485538","6,204478","73,382901","0,477634"
27/06/2013 22.00,,"3,003492","3,295946","0,469044","5,586692","72,824585","0,401054"
27/06/2013 23.00,,"2,970079","3,354621","0,34639","5,887147","70,333606","0,418902"
28/06/2013 0.00,,"2,297319","2,548778","0,330318","4,369935","72,626078","0,355645"
28/06/2013 1.00,,"1,951457","2,204532","0,503303","3,44585","69,529461","0,333525"
28/06/2013 2.00,,"1,951457","1,983061","0,452127","3,100618","69,636728","0,352899"
28/06/2013 3.00,,"1,95236","1,476697","0,200898","2,517223","70,497456","0,314965"
28/06/2013 4.00,,"1,950554","2,864197","0,370499","4,911798","64,290714","0,345017"
28/06/2013 5.00,,"1,870184","3,299676","0,466506","5,597722","62,845453","0,41758"
28/06/2013 6.00,,"1,945136","8,172033","2,162933","12,317448","61,943333","0,4337"
28/06/2013 7.00,,"2,248555","18,603532","6,171166","26,126792","41,971587","0,896791"
28/06/2013 8.00,,"3,010715","12,637736","4,094937","17,897646","56,142035","0,89018"
28/06/2013 9.00,,"3,901107","12,035721","4,31064","16,414837","63,509389","0,829262"
28/06/2013 10.00,,"3,909235","14,309446","5,386183","19,115052","69,788767","0,997626"
28/06/2013 11.00,,"3,901107","12,752374","5,008496","16,715294","75,220954","0,792853"
28/06/2013 12.00,,"3,911944","9,49204","3,431339","12,896946","80,462243","0,737172"
28/06/2013 13.00,,"4,647013","13,092205","5,073206","17,270127","81,103336","0,843754"
28/06/2013 14.00,,"3,649161","8,060449","2,525818","11,547164","87,959672","0,608166"
28/06/2013 15.00,,"3,035098","8,57631","2,601948","12,417386","85,606371","0,609437"
28/06/2013 16.00,,"2,651309","12,201917","4,330518","16,702314","77,651964","0,633845"
28/06/2013 17.00,,"2,662145","11,554124","3,697371","16,434306","78,438369","0,778158"
28/06/2013 18.00,,"2,632345","15,78106","4,745847","22,913273","77,705191","1,137616"
28/06/2013 19.00,,"2,970079","23,762814","6,07093","36,15221","71,754361","1,451666"
28/06/2013 20.00,,"3,324068","26,326843","6,400825","40,552007","67,207423","1,564197"
28/06/2013 21.00,,"3,228347","20,982039","4,039532","33,948418","65,798471","1,729561"
28/06/2013 22.00,,"2,83914","8,951081","0,89664","15,750971","70,93839","0,781564"
28/06/2013 23.00,,"2,68472","8,805244","1,047208","15,240906","61,855495","0,691763"
29/06/2013 0.00,,"1,958681","6,808953","0,752839","11,872927","62,551508","0,587775"
29/06/2013 1.00,,"1,909015","5,017516","0,598041","8,682764","63,096323","0,670152"
29/06/2013 2.00,,,"3,163674","0,581547","5,160989","68,153469","0,530365"
29/06/2013 3.00,,"1,917142",,,,"68,835955","0,374866"
29/06/2013 4.00,,"1,500843","3,247107","0,404334","5,592531",,"0,419563"
29/06/2013 5.00,,"1,292242","2,349353","0,405179","3,873499","69,320824","0,435276"
29/06/2013 6.00,,"1,271473","2,073956","0,375997","3,391341","80,375242","0,466549"
29/06/2013 7.00,,"1,274181","4,457905","1,049323","6,919606","77,526934","0,525738"
29/06/2013 8.00,,"1,265151","5,710417","1,598726","8,473158","76,98635","0,641829"
29/06/2013 9.00,,"1,43131","6,414511","2,352411","8,668488","79,425801","0,653677"
29/06/2013 10.00,,"1,331975","4,258818","1,194814","6,315447","85,488106","0,487651"
29/06/2013 11.00,,"1,385255","5,217959","0,659369","8,972189","83,307133","0,526603"
29/06/2013 12.00,,"1,272375","5,125709","0,869149","8,473808","76,74645","0,492431"
29/06/2013 13.00,,"1,256121","3,345463","0,700395","5,326469","87,105688","0,424038"
29/06/2013 14.00,,"1,283212","2,13704","0,485538","3,343967","91,59857","0,272556"
29/06/2013 15.00,,"1,277793","2,243537","0,509224","3,511394","90,385591","0,27342"
29/06/2013 16.00,,"1,233545","1,978314","0,562937","2,921509","94,054055","0,249267"
29/06/2013 17.00,,"1,201938","2,376486","0,521066","3,747606","94,358156","0,297218"
29/06/2013 18.00,,"1,229932","3,654098","0,513453","6,203828","93,298929","0,376392"
29/06/2013 19.00,,"1,27057","4,619344","0,497382","8,07536","89,825571","0,446209"
29/06/2013 20.00,,"1,234448","7,12064","0,470736","12,902145","81,067027","0,50494"
29/06/2013 21.00,,"1,12789","7,709081","0,560399","13,890471","71,31345","0,698526"
29/06/2013 22.00,,"1,013204","5,571363","0,48131","9,921584","68,118835","0,478956"
29/06/2013 23.00,,"1,016817","5,563222","0,50288","9,872914","62,422273","0,472447"
30/06/2013 0.00,,"0,938253","3,274579","0,433517","5,600319","65,861834","0,409139"
30/06/2013 1.00,,"0,952701","4,508777","0,507109","7,848882","66,344146","0,39246"
