"NetC","","","","","","",""
"Stat","GROTTAGLIE","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10
18/08/2012 10.00,,"2,70217","9,582049","0,180805","124,288826",
18/08/2012 11.00,,"2,149276","8,694918","0,268892","131,371874",
18/08/2012 12.00,,"2,04285","8,38494","0,299852","138,0085",
18/08/2012 13.00,,"1,697617","7,68587","0,263271","137,980083",
18/08/2012 14.00,,"0,911106","7,447228","0,242605","138,389061",
18/08/2012 15.00,,"0,747574","7,334392","0,26723","136,789874",
18/08/2012 16.00,,"0,62817","6,984209","0,262321","136,295614",
18/08/2012 17.00,,"0,660617","7,182646","0,277167","136,338613",
18/08/2012 18.00,,"1,596383","7,851884","0,305631","135,173351",
18/08/2012 19.00,,"4,654169","11,362794","0,277839","123,161007",
18/08/2012 20.00,,"4,172658","10,578125","0,252779","123,301722",
18/08/2012 21.00,,"4,097382","10,728574","0,202778","119,197323",
18/08/2012 22.00,,"2,586659","8,938749","0,234014","133,079904",
18/08/2012 23.00,,"2,628191","8,884276","0,231994","131,467535",
19/08/2012 0.00,,"1,393914","7,669011","0,202263","141,470998",
19/08/2012 1.00,,"1,133042","7,672901","0,191257","140,881107","17,799999"
19/08/2012 2.00,,,,"0,190623","132,792918",
19/08/2012 3.00,,"1,636616","8,585972",,"129,647207",
19/08/2012 4.00,,"1,545766","7,997146","0,14978",,
19/08/2012 5.00,,"2,468553","9,183877","0,126582","123,302605",
19/08/2012 6.00,,"2,619106","9,347295","0,132707","116,723535",
19/08/2012 7.00,,"5,853403","12,840049","0,131048","105,628897",
19/08/2012 8.00,,"1,881914","8,58727","0,097614","117,080338",
19/08/2012 9.00,,"1,824808","8,610613","0,10615","118,299115",
19/08/2012 10.00,,"2,196","8,668979","0,124923","122,980315",
19/08/2012 11.00,,"2,262191","8,763657","0,155116","126,099732",
19/08/2012 12.00,,"1,985744","8,344734","0,221904","128,14047",
19/08/2012 13.00,,"1,580809","8,046432","0,24198","129,860296",
19/08/2012 14.00,,"1,343297","7,618429","0,278062","134,821008",
19/08/2012 15.00,,"0,968213","7,534125","0,271146","136,174351",
19/08/2012 16.00,,"1,143426","7,48095","0,232614","135,93971",
19/08/2012 17.00,,"1,832595","8,333062","0,232376","136,124656",
19/08/2012 18.00,,"1,750829","7,968612","0,212419","134,576686",
19/08/2012 19.00,,"2,314106","8,969876","0,195545","127,672557",
19/08/2012 20.00,,"4,520489","10,946466","0,213961","117,195588",
19/08/2012 21.00,,"2,398468","9,007489","0,225263","119,957518",
19/08/2012 22.00,,"2,739808","9,106058","0,258223","120,181117",
19/08/2012 23.00,,"6,234978","12,39389","0,221548","109,22727",
20/08/2012 0.00,,"6,154509","12,83486","0,225303","99,457003",
20/08/2012 1.00,,"1,460107","8,419961","0,215383","122,942355","23,700001"
20/08/2012 2.00,,"3,14085","9,593721","0,226528","116,694548",
20/08/2012 3.00,"0,003611","6,961786","13,95026","0,143813","93,810989",
20/08/2012 4.00,,"10,761956","17,248465","0,107415","80,007564",
20/08/2012 5.00,,"22,786742","29,766864","0,127057","64,627181",
20/08/2012 6.00,"0,007223","30,292336","37,365838","0,201551","65,574042",
20/08/2012 7.00,"0,007223","34,220995","42,652305","0,325763","68,184831",
20/08/2012 8.00,"0,001805","3,04351","9,588534","0,22878","122,567615",
20/08/2012 9.00,,"3,011063","9,767515","0,216727","123,731187",
20/08/2012 10.00,"0,030696","3,03702","9,711745","0,24858","126,504845",
20/08/2012 11.00,"0,07403","3,20834","10,196815","0,270554","130,222609",
20/08/2012 12.00,"0,027085","2,79951","9,793455","0,275652","134,514571",
20/08/2012 13.00,"0,003611","2,54383","9,208521","0,227713","133,604285",
20/08/2012 14.00,"0,158895","1,743042","8,515935","0,234077","135,348266",
20/08/2012 15.00,"0,061391","1,352383","8,178723","0,248857","131,484187",
20/08/2012 16.00,"0,034306","2,249213","9,050289","0,235104","134,064603",
20/08/2012 17.00,"0,21487","2,185617","9,163126","0,229136","133,955562",
20/08/2012 18.00,"0,1282","2,625595","9,298012","0,259211","133,878957",
20/08/2012 19.00,"0,200424","2,979915","9,819395","0,29549","129,982442",
20/08/2012 20.00,"0,303346","5,009787","11,619597","0,313274","118,247357",
20/08/2012 21.00,"0,08667","8,270041","14,664892","0,280788","93,291319",
20/08/2012 22.00,"0,149867","8,607487","15,529974","0,27988","93,641903",
20/08/2012 23.00,"0,362931","19,610849","26,578901","0,271305","58,426296",
21/08/2012 0.00,"0,270844","28,122292","35,076677","0,317937","45,948622",
21/08/2012 1.00,,"23,932763","30,915982","0,252888","44,141152","28,6"
21/08/2012 2.00,"0,59044",,,"0,214237","62,010867",
21/08/2012 3.00,"0,492936","17,122827","24,0926",,"49,175699",
21/08/2012 4.00,"0,837811","12,126019","19,110921","0,292134",,
21/08/2012 5.00,"0,931704","13,157827","19,978597","0,276448","82,040182",
21/08/2012 6.00,"0,808921","20,743891","28,69686","0,350907","75,662474",
21/08/2012 7.00,"1,513116","43,526736","55,737482","0,421592","46,291056",
21/08/2012 8.00,"1,679234","38,797289","54,108485","0,332863","43,517444",
21/08/2012 9.00,"1,448113","18,983976","27,805838","0,293785","87,310109",
21/08/2012 10.00,"1,803821","10,201274","17,732236","0,293982","112,279519",
21/08/2012 11.00,"2,394262","5,611999","12,441877","0,343123","132,729083",
21/08/2012 12.00,"1,171852","4,102574","11,091728","0,371232","135,594201",
21/08/2012 13.00,"1,532978","5,741786","12,733696","0,366397","135,829878",
21/08/2012 14.00,"1,52756","4,158382","11,139715","0,347369","139,007659",
21/08/2012 15.00,"2,080082","3,329042","10,282414","0,357865","149,812321",
21/08/2012 16.00,"1,874241","2,680106","9,524982","0,342219","135,063184",
21/08/2012 17.00,"3,212211","2,567191","9,436786","0,384283","133,836857",
21/08/2012 18.00,"2,381623","3,876744","10,515869","0,363605","135,118633",
21/08/2012 19.00,"2,674134","7,452381","13,686974","0,313639","129,360679",
21/08/2012 20.00,"1,715346","7,201892","14,187606","0,315211","108,920125",
21/08/2012 21.00,"2,509822","11,252551","18,228977","0,295672","72,465295",
21/08/2012 22.00,"2,885393","49,892798","58,435192","0,466448","21,293912",
21/08/2012 23.00,"2,453848","30,413035","37,391778","0,448757","54,392129",
22/08/2012 0.00,"3,316937","21,699123","28,415416","0,415773","54,65486",
22/08/2012 1.00,"4,046411","31,696634","38,652436","0,460394","39,129999","31,4"
22/08/2012 2.00,"4,028355","19,606954","26,408996","0,440815","51,046605",
22/08/2012 3.00,"2,659689","17,850932","24,824093","0,40221","52,688863",
22/08/2012 4.00,"3,605837","13,299295","20,158876","0,401896","82,106034",
22/08/2012 5.00,"3,889321","24,425954","31,563174","0,428432","86,560028",
22/08/2012 6.00,"7,711834","82,837982","128,298023","0,629517","16,340653",
22/08/2012 7.00,"8,939661","76,090346","116,564296","0,687189","21,119912",
22/08/2012 8.00,"10,828347","70,344668","107,459533","0,715298","18,498815",
22/08/2012 9.00,"3,616672","22,335081","32,109198","0,378544","99,760495",
22/08/2012 10.00,"1,440891","9,696403","16,909955","0,375399","125,805106",
22/08/2012 11.00,"2,399679","5,609404","12,593623","0,398279","133,542931",
22/08/2012 12.00,"3,490278","4,111659","11,025582","0,412117","136,085006",
22/08/2012 13.00,"2,688579","3,078553","9,694886","0,407989","133,986597",
22/08/2012 14.00,"2,787889","3,072064","10,045068","0,410466","154,719684",
22/08/2012 15.00,"3,966963","3,575638","10,562563","0,377955","167,449453",
22/08/2012 16.00,"4,389479","3,704127","10,684478","0,343752","149,433814",
22/08/2012 17.00,"3,557086","3,069468","9,919263","0,33475","151,07262",
22/08/2012 18.00,"4,407536","4,285574","10,663724","0,366515","127,608882",
22/08/2012 19.00,"4,48879","14,815211","21,700979","0,330543","121,096",
22/08/2012 20.00,"4,490596","21,412295","28,184554","0,342219","101,067925",
22/08/2012 21.00,"3,831541","14,469976","21,441584","0,329993","119,989611",
22/08/2012 22.00,"3,421664","16,623145","23,577702","0,320047","78,673855",
22/08/2012 23.00,"5,007005","35,195696","42,237275","0,335732","38,301589",
23/08/2012 0.00,"5,265209","31,268333","38,286689","0,384794","47,660872",
23/08/2012 1.00,,"30,037951","37,12849","0,409208","51,27329","35,099998"
23/08/2012 2.00,"6,339558",,,"0,444551","51,213675",
23/08/2012 3.00,"4,923946","20,488208","27,231279",,"56,636108",
23/08/2012 4.00,"5,584805","25,72642","32,800488","0,388712",,
23/08/2012 5.00,"6,886663","35,627887","42,920779","0,29175","56,130475",
23/08/2012 6.00,"7,959205","33,774525","40,758725","0,312286","59,43483",
23/08/2012 7.00,"9,842475","46,61048","72,215546","0,553595","49,258047",
23/08/2012 8.00,"12,269238","69,92935","117,111616","0,578638","21,852782",
23/08/2012 9.00,"9,075083","26,99574","37,534446","0,252753","91,303815",
23/08/2012 10.00,"8,468392","13,831423","21,496057","0,333881","125,568357",
23/08/2012 11.00,"10,264991","7,784637","14,769947","0,376758","142,189808",
23/08/2012 12.00,"11,209335","14,87621","22,676304","0,457455","147,27163",
23/08/2012 13.00,"11,272532","7,10585","14,177229","0,317734","158,428513",
23/08/2012 14.00,"9,658301","2,744999","9,73639","0,27231","142,278423",
23/08/2012 15.00,"10,18735","2,199893","9,182581","0,247148","134,769897",
23/08/2012 16.00,"10,548476","2,315404","8,978954","0,2388","120,971746",
23/08/2012 17.00,"8,426863","2,699574","9,473103","0,227866","105,461196",
23/08/2012 18.00,"9,878587","7,88068","14,860734","0,199607","91,552992",
23/08/2012 19.00,"10,57556","13,349913","20,142015","0,210386","84,694411",
23/08/2012 20.00,"11,160583","16,860657","23,931776","0,208229","80,090182",
23/08/2012 21.00,"10,696536","20,881465","27,777305","0,198353","75,273457",
23/08/2012 22.00,"11,263503","14,220784","21,009692","0,290927","79,387643",
23/08/2012 23.00,"10,6207","39,882311","47,213767","0,28591","24,294711",
24/08/2012 0.00,"13,186497","31,58112","38,548679","0,472231","45,073268",
24/08/2012 1.00,"13,191914","49,307461","59,642675","0,515773","10,564993","31,9"
24/08/2012 2.00,"12,121177","51,835713","60,746398","0,550106","5,64754",
24/08/2012 3.00,"14,27529","39,858949","46,816892","0,615206","19,350634",
24/08/2012 4.00,"14,535301","25,754973","32,717482","0,512442","27,290366",
24/08/2012 5.00,"14,934344","28,911399","36,727727","0,445266","39,143557",
24/08/2012 6.00,"14,365572","56,896119","80,691271","0,528276","9,208457",
24/08/2012 7.00,"16,609966","59,916265","96,061717","0,619203","13,800227",
24/08/2012 8.00,"17,343051","38,919294","56,610348","0,583655","44,264827",
24/08/2012 9.00,"18,114053","20,691974","30,532079","0,389926","71,978797",
24/08/2012 10.00,"15,454364","16,347997","25,040689","0,468742","98,434419",
24/08/2012 11.00,"23,740389","34,025016","45,042629","0,770957","105,297156",
24/08/2012 12.00,"19,78787","10,039042","17,415775","0,360336","123,115353",
24/08/2012 13.00,"13,11066","2,841042","9,557405","0,244523","111,808965",
24/08/2012 14.00,"11,395315","1,130446","7,997146","0,233117","100,750377",
24/08/2012 15.00,"12,751341","0,210255","6,9025","0,265098","90,714099",
24/08/2012 16.00,"11,718522","1,235574","8,220225","0,287673","85,421174",
24/08/2012 17.00,"11,707688","2,633383","9,620958","0,251185","86,255227",
24/08/2012 18.00,"13,706517","5,793701","12,784278","0,234724","93,086122",
24/08/2012 19.00,"12,810927","11,259041","18,048699","0,227434","93,754742",
24/08/2012 20.00,"13,419424","5,905318","12,357575","0,22034","102,342342",
24/08/2012 21.00,"13,350809","6,398509","12,814109","0,231902","100,016689",
24/08/2012 22.00,"13,872635","16,768508","24,173012","0,209092","71,324013",
24/08/2012 23.00,"13,921387","49,198438","57,682945","0,288379","26,286047",
25/08/2012 0.00,"14,842257","17,516082","24,495958","0,229394","71,148899",
25/08/2012 1.00,,"20,776337","27,689112","0,2281","56,043953","33,900002"
25/08/2012 2.00,"15,835352",,,"0,296138","50,935833",
25/08/2012 3.00,"13,45373","11,848275","18,825586",,"65,164508",
25/08/2012 4.00,"13,132328","13,735381","20,707497","0,261044",,
25/08/2012 5.00,"12,644808","25,021677","32,650037","0,265716","50,821952",
25/08/2012 6.00,"13,731796","39,917357","48,776621","0,353839","36,737592",
25/08/2012 7.00,"13,930415","39,91476","51,256436","0,397584","42,467026",
25/08/2012 8.00,"13,34178","35,607119","48,31749","0,367694","74,29012",
25/08/2012 9.00,"13,85819","9,78336","17,480623","0,221971","91,307392",
25/08/2012 10.00,"15,315331","13,907997","21,48568","0,295921","120,360279",
25/08/2012 11.00,"15,891327","15,386275","23,293661","0,324543","140,98138",
25/08/2012 12.00,"17,232907","6,86834","13,967119","0,340814","126,901175",
25/08/2012 13.00,"16,60455","3,493871","10,489931","0,319634","123,361044",
25/08/2012 14.00,"14,300569","0,988978","7,984176","0,266388","124,74234",
25/08/2012 15.00,"14,455852","0,889042","7,876528","0,272049","121,550473",
25/08/2012 16.00,"13,879857","0,976","7,964721","0,283609","119,763448",
25/08/2012 17.00,"14,199453","2,528255","9,513309","0,266864","125,77952",
25/08/2012 18.00,"19,192014","4,821594","11,723353","0,2422","112,885369",
25/08/2012 19.00,"24,348884","12,0157","18,99938","0,210767","94,177305",
25/08/2012 20.00,"24,370552","18,101421","25,922632","0,229651","82,071065",
25/08/2012 21.00,"24,829182","46,404119","59,673801","0,299959","42,141609",
25/08/2012 22.00,"24,509585","8,390744","15,362664","0,159026","89,291189",
25/08/2012 23.00,"24,332635","27,823782","34,788751","0,258353","60,1656",
26/08/2012 0.00,"25,17225","14,524487","21,488275","0,203681","82,336939",
26/08/2012 1.00,"24,700982","11,813233","18,787974","0,168527","86,312578","25,5"
26/08/2012 2.00,"24,46625","13,026742","20,012318","0,100396","56,637238",
26/08/2012 3.00,"24,563755","10,735998","17,654418","0,117656","62,784175",
26/08/2012 4.00,"24,273049","3,769021","10,409519","0,154393","91,080292",
26/08/2012 5.00,"24,659454","24,098889","32,787516","0,239232","55,12439",
26/08/2012 6.00,"23,056056","25,635568","33,062478","0,257877","50,343522",
26/08/2012 7.00,"23,707888","14,802232","22,402643","0,285311","48,033055",
26/08/2012 8.00,"24,641396","17,068316","26,227421","0,306967","66,837356",
26/08/2012 9.00,"24,726262","7,037063","14,195387","0,269437","86,000311",
26/08/2012 10.00,"24,643202","4,821594","11,795984","0,380956","101,117012",
26/08/2012 11.00,"25,706716","6,255743","13,428874","0,348494","123,269659",
26/08/2012 12.00,"25,88728","5,130489","12,382217","0,346871","118,487395",
26/08/2012 13.00,"28,353766","6,05068","13,432767","0,425494","116,787607",
26/08/2012 14.00,"25,468374","0,926681","7,416101","0,222564","115,956057",
26/08/2012 15.00,"24,424722","0,360808","7,077591","0,241052","111,014562",
26/08/2012 16.00,"25,406982","0,308893","7,103529","0,244022","108,303202",
26/08/2012 17.00,"25,706716","0,403638","7,253979","0,238242","104,321337",
26/08/2012 18.00,"26,833428","2,869595","9,570376","0,190854","97,912678",
26/08/2012 19.00,"27,28664","6,995531","13,980088","0,141883","83,819323",
26/08/2012 20.00,"27,001352","3,479595","11,042442","0,077739","103,180992",
26/08/2012 21.00,"26,616753","1,720979","8,678057","0,065407","110,869851",
26/08/2012 22.00,"25,390733","0,648936","7,521156","0,098733","114,261117",
26/08/2012 23.00,"25,522542","1,212213","7,898575","0,167655","109,789049",
27/08/2012 0.00,"26,125622","4,253127","11,087837","0,178225","90,905118",
27/08/2012 1.00,,"5,58734","11,882881","0,11536","82,295394","25,6"
27/08/2012 2.00,,,,"0,107917","69,260687",
27/08/2012 3.00,,"2,676212","9,561298",,"72,964212",
27/08/2012 4.00,,"13,7847","20,966892","0,112514",,
27/08/2012 5.00,,"12,511487","19,763298","0,120081","58,294816",
27/08/2012 6.00,,"3,021446","9,796049","0,111456","73,760602",
27/08/2012 7.00,,"2,486723","9,465321","0,072526","75,585929",
27/08/2012 8.00,,"1,824808","8,802567","0,089431","91,566318",
27/08/2012 9.00,,"1,906574","8,906325","0,111848","98,047967",
27/08/2012 10.00,,"2,454276","9,655977","0,139722","96,793977",
27/08/2012 11.00,,"0,843617","7,884307","0,190295","104,907979",
27/08/2012 12.00,,"0,951341","7,803896","0,206996","105,51042",
27/08/2012 13.00,,"0,817659","7,611943","0,215346","107,575754",
27/08/2012 14.00,,"0,599617","7,464088","0,197312","106,780331",
27/08/2012 15.00,,"0,475021","7,334392","0,183316","102,353628",
27/08/2012 16.00,,"0,952639","7,925811","0,191863","100,298674",
27/08/2012 17.00,,"0,424404","7,311046","0,201232","97,520922",
27/08/2012 18.00,,"0,608702","7,566551","0,192372","95,761302",
27/08/2012 19.00,,"0,838425","7,637883","0,181356","96,672934",
27/08/2012 20.00,,"1,014936","7,637883","0,173045","94,270744",
27/08/2012 21.00,,"0,577553","7,263059","0,131999","92,739388",
27/08/2012 22.00,,"0,787808","6,749455","0,091149","91,459103",
27/08/2012 23.00,,"0,569765","6,665154","0,069563","89,068686",
28/08/2012 0.00,,"0,395851","6,704063","0,097594","86,522646",
28/08/2012 1.00,,"0,49968","7,444634","0,062993","77,091","17,200001"
28/08/2012 2.00,,"0,660617","7,543205","0,079976","71,962945",
28/08/2012 3.00,,"1,126553","7,552283","0,095822","65,058671",
28/08/2012 4.00,,"2,290744","9,183877","0,140201","56,916309",
28/08/2012 5.00,,"4,658063","11,648129","0,185983","59,461661",
28/08/2012 6.00,,"4,573702","11,011315","0,200487","59,306037",
28/08/2012 7.00,,"6,568531","13,554682","0,209661","59,299812",
28/08/2012 8.00,,"4,982531","11,974967","0,228518","77,823478",
28/08/2012 9.00,,"1,645702","8,63007","0,272466","97,497398",
28/08/2012 10.00,,"1,336809","8,320092","0,29787","102,099093",
28/08/2012 11.00,,"1,353681","8,224116","0,306063","104,549693",
28/08/2012 12.00,,"1,781978","8,659899","0,260979","105,145908",
28/08/2012 13.00,,"0,739787","7,722188","0,264311","107,615176",
28/08/2012 14.00,,"0,476319","7,152815","0,255059","107,91675",
28/08/2012 15.00,,"0,525638","7,30067","0,247179","108,510203",
28/08/2012 16.00,,"0,754064","7,357737","0,237261","112,184367",
28/08/2012 17.00,,"0,567171","7,538016","0,242867","111,898013",
28/08/2012 18.00,,"1,308255","8,288966","0,269721","111,388251",
28/08/2012 19.00,,"2,225851","9,006191","0,261567","105,487596",
28/08/2012 20.00,,"2,876085","9,85571","0,237261","103,992206",
28/08/2012 21.00,,"3,000681","9,914073","0,214837","103,749422",
28/08/2012 22.00,,"2,847531","9,532763","0,179474","106,278172",
28/08/2012 23.00,,"5,387467","12,361464","0,170458","92,758756",
29/08/2012 0.00,,"7,426424","14,401606","0,192216","80,298979",
29/08/2012 1.00,,"6,203828","13,198014","0,15411","86,529564",18
29/08/2012 2.00,,,,"0,074495","85,129615",
29/08/2012 3.00,,"2,854021","9,841444",,"70,183271",
29/08/2012 4.00,,"7,373212","14,344539","0,163294",,
29/08/2012 5.00,,"37,090588","57,976061","0,218602","25,699826",
