Stat,Torchiarolo_Via Fanin,,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,
,,,,,,
,,,,,,,
18/08/2014 19.00,"1,7","0,7","1,5",,,,,
18/08/2014 20.00,"1,8","3,2","4,3","6,3",,,,
18/08/2014 21.00,"2,6","5,3","7,4",,,,,
18/08/2014 22.00,"1,8","20,1","24,1","12,0",,,,
18/08/2014 23.00,"1,2","51,0","60,6",,,,,
19/08/2014 0.00,"1,3","53,1","71,5","12,7",,,,
19/08/2014 1.00,"1,5","28,6","44,7",,"6,7",,,
19/08/2014 2.00,"1,4","31,0","47,4","13,2","5,9",,,
19/08/2014 3.00,"1,5","30,4","49,8",,"6,7",,,
19/08/2014 4.00,"1,4","34,7","74,4","14,9","8,5",,,
19/08/2014 5.00,"1,9","32,6","81,2",,"8,3",,,
19/08/2014 6.00,"1,6","31,3","110,9","14,2","10,0",,,
19/08/2014 7.00,"2,2","31,7","114,6",,"7,8",,,
19/08/2014 8.00,"2,3","45,3","115,1","11,2","4,5",,,
19/08/2014 9.00,"2,6","34,3","56,3",,"95,9",,,
19/08/2014 10.00,"5,2","6,0","10,3","41,3","32,3",,,
19/08/2014 11.00,"3,9","3,6","6,1",,"13,5",,,
19/08/2014 12.00,"2,7","2,6","4,7","47,6","7,1",,,
19/08/2014 13.00,"2,9","2,1","3,6",,"3,9",,,
19/08/2014 14.00,"2,2","1,8","3,4","24,7","5,1",,,
19/08/2014 15.00,"2,3","1,5","2,7",,"5,2",,,
19/08/2014 16.00,"1,6","1,5","2,6","13,7","8,6",,,
19/08/2014 17.00,"1,9","2,7","4,0",,"5,4",,,
19/08/2014 18.00,"1,5","3,4","4,3","9,0","3,2",,,
19/08/2014 19.00,"1,2","3,7","4,9",,"6,8",,,
19/08/2014 20.00,"1,2","5,3","6,2","6,6","7,9",,,
19/08/2014 21.00,"2,0","9,9","11,1",,"7,1",,,
19/08/2014 22.00,"2,2","7,7","8,6","7,1","12,8",,,
19/08/2014 23.00,"1,9","7,9","9,3",,"18,3",,,
20/08/2014 0.00,"2,1","7,1","8,5","20,5","14,7",,,
20/08/2014 1.00,"2,2",,,,"15,5",,,
20/08/2014 2.00,,"4,3","5,8","35,4","11,9",,,
20/08/2014 3.00,"1,9","4,8","7,9",,"10,8",,,
20/08/2014 4.00,"1,6","6,0","9,6","33,9","10,4",,,
20/08/2014 5.00,"1,6","5,6","8,2",,"9,3",,,
20/08/2014 6.00,"1,7","8,7","18,2","30,8","6,0",,,
20/08/2014 7.00,"1,8","7,2","14,0",,"5,0",,,
20/08/2014 8.00,"1,3","6,8","15,2","33,2","3,8",,,
20/08/2014 9.00,"2,0","8,7","13,1",,"5,1",,,
20/08/2014 10.00,"1,2","5,4","8,1","32,0","16,5",,,
20/08/2014 11.00,"2,1","2,5","4,2",,"14,9",,,
20/08/2014 12.00,"1,8","2,8","4,6","35,9","17,6",,,
20/08/2014 13.00,"1,7","3,3","5,4",,"17,3",,,
20/08/2014 14.00,"1,6","3,2","5,2","18,1","16,3",,,
20/08/2014 15.00,"2,1","2,7","4,1",,"12,2",,,
20/08/2014 16.00,"2,4","2,5","3,8","9,0","18,5",,,
20/08/2014 17.00,"2,3","2,5","3,9",,"21,5",,,
20/08/2014 18.00,"2,6","3,8","5,4","7,8","11,4",,,
20/08/2014 19.00,"2,3","5,1","6,6",,"12,8",,,
20/08/2014 20.00,"1,6","6,4","7,7","20,5","12,6",,,
20/08/2014 21.00,"1,4","7,1","8,7",,"14,8",,,
20/08/2014 22.00,"1,1","7,3","9,4","40,3","17,6",,,
20/08/2014 23.00,"1,3","9,0","11,2",,"17,2",,,
21/08/2014 0.00,"1,1","6,5","8,7","53,2","12,0",,,
21/08/2014 1.00,"1,2","5,3","7,5",,"12,8",,,
21/08/2014 2.00,"0,2","7,4","9,7","73,3","15,7",,,
21/08/2014 3.00,"1,5","6,4","8,7",,"11,3",,,
21/08/2014 4.00,"1,5","3,6","5,2","58,9","7,9",,,
21/08/2014 5.00,"1,2","4,1","5,8",,"6,2",,,
21/08/2014 6.00,"1,5","6,1","7,9","44,4","4,7",,,
21/08/2014 7.00,"1,4","6,3","8,2",,"3,7",,,
21/08/2014 8.00,"1,5","9,6","13,0","35,9","6,2",,,
21/08/2014 9.00,"1,4","6,0","9,4",,"11,3",,,
21/08/2014 10.00,"1,6","5,6","8,5","30,0","12,2",,,
21/08/2014 11.00,"1,2","4,0","6,4",,"12,8",,,
21/08/2014 12.00,"1,2","3,8","5,9","15,1","11,1",,,
21/08/2014 13.00,"0,9","3,4","5,8",,"17,0",,,
21/08/2014 14.00,"1,5","3,2","5,3",,"13,4",,,
21/08/2014 15.00,"1,6","2,7","4,8",,"18,1",,,
21/08/2014 16.00,"2,4","2,2","4,1",,"14,4",,,
21/08/2014 17.00,"3,6","2,6","4,0",,"16,1",,,
21/08/2014 18.00,"3,5","2,5","3,8",,"11,6",,,
21/08/2014 19.00,"4,4","4,6","5,9",,"17,9",,,
21/08/2014 20.00,"4,9","8,1","9,2",,"22,9",,,
21/08/2014 21.00,"2,5","19,2","21,5",,"22,1",,,
21/08/2014 22.00,"2,0","20,5","23,2","30,3","20,6",,,
21/08/2014 23.00,"1,9","10,4","12,3",,"18,5",,,
22/08/2014 0.00,"1,7","7,9","9,2","61,3","17,2",,,
22/08/2014 1.00,"1,7",,,,"13,1",,,
22/08/2014 2.00,,"7,1","8,7","46,4","10,6",,,
22/08/2014 3.00,"1,8","5,6","7,1",,"7,2",,,
22/08/2014 4.00,"1,0","7,3","9,3","54,0","4,7",,,
22/08/2014 5.00,"1,5","7,9","9,7",,"3,2",,,
22/08/2014 6.00,"1,7","6,9","8,9","50,3","7,9",,,
22/08/2014 7.00,"2,0","15,2","19,0",,"6,3",,,
22/08/2014 8.00,"1,6","15,4","20,8","34,9","5,0",,,
22/08/2014 9.00,"1,8","4,5","7,4",,"5,2",,,
22/08/2014 10.00,"1,7","4,7","7,9","42,5","14,1",,,
22/08/2014 11.00,"1,9","3,6","5,8",,"10,4",,,
22/08/2014 12.00,"1,7","2,5","4,2","22,5","15,8",,,
22/08/2014 13.00,"1,3","1,9","3,8",,"11,6",,,
22/08/2014 14.00,"1,3","1,2","2,9","11,2","15,6",,,
22/08/2014 15.00,"1,8","1,3","2,7",,"9,3",,,
22/08/2014 16.00,"2,0",,,"5,6","12,6",,,
22/08/2014 17.00,"1,6",,,,"11,1",,,
22/08/2014 18.00,"1,0",,,"2,9","11,6",,,
22/08/2014 19.00,"1,4",,,,"8,0",,,
22/08/2014 20.00,"1,3","4,4","6,1","38,3","14,9",,,
22/08/2014 21.00,"1,5","7,6","9,9",,"18,5",,,
22/08/2014 22.00,"1,9","6,3","7,7","40,3","20,4",,,
22/08/2014 23.00,"1,6","10,6","12,9",,"15,7",,,
23/08/2014 0.00,"1,6","10,2","13,6","64,7","13,3",,,
23/08/2014 1.00,"1,8","10,3","14,4",,"12,8",,,
23/08/2014 2.00,"1,9","13,3","18,9","57,9","13,4",,,
23/08/2014 3.00,"2,0","28,4","47,0",,"13,7",,,
23/08/2014 4.00,"1,6","14,4","20,9","42,0","13,2",,,
23/08/2014 5.00,"2,0","12,7","18,4",,"11,4",,,
23/08/2014 6.00,"2,1","9,8","19,5","37,1","13,6",,,
23/08/2014 7.00,"2,1","27,0","106,0",,"14,9",,,
23/08/2014 8.00,"2,0","26,9","86,3","30,3","11,3",,,
23/08/2014 9.00,"1,9","15,2","24,4",,"15,9",,,
23/08/2014 10.00,"1,4","4,0","6,4","55,7","19,4",,,
23/08/2014 11.00,"1,9","8,9","11,8",,"26,7",,,
23/08/2014 12.00,"2,6","4,8","6,7","27,8","22,3",,,
23/08/2014 13.00,"2,5","2,0","3,6",,"23,5",,,
23/08/2014 14.00,"1,9",,,"13,9","14,8",,,
23/08/2014 15.00,"1,7","1,2","2,8",,"14,3",,,
23/08/2014 16.00,"1,7","2,3","3,5","7,1","14,4",,,
23/08/2014 17.00,"2,5","2,1","3,6",,"17,8",,,
23/08/2014 18.00,"2,8","2,7","4,3","3,7","14,3",,,
23/08/2014 19.00,"2,8","3,4","5,0",,"15,3",,,
23/08/2014 20.00,"2,8","7,2","8,7","2,0","18,2",,,
23/08/2014 21.00,"2,5","6,6","7,9",,"24,1",,,
23/08/2014 22.00,"1,9","4,5","5,9","16,4","28,3",,,
23/08/2014 23.00,"1,5","2,9","4,3",,"18,7",,,
24/08/2014 0.00,"1,8","2,8","4,5","59,1","17,5",,,
24/08/2014 1.00,"1,8",,,,"21,5",,,
24/08/2014 2.00,,"7,4","9,8","54,9","17,5",,,
24/08/2014 3.00,"2,0","5,5","7,5",,"15,1",,,
24/08/2014 4.00,"1,8","8,7","12,3","44,7","14,7",,,
24/08/2014 5.00,"2,1","9,3","13,2",,"13,8",,,
24/08/2014 6.00,"1,9","5,2","9,9","49,6","9,5",,,
24/08/2014 7.00,"2,2","11,2","20,9",,"16,7",,,
24/08/2014 8.00,"2,1","20,2","31,9","35,4","9,7",,,
24/08/2014 9.00,"2,4","6,8","9,9",,"20,1",,,
24/08/2014 10.00,"2,4","3,2","5,5","17,8","11,1",,,
24/08/2014 11.00,"2,9","1,7","2,9",,"7,2",,,
24/08/2014 12.00,"1,9","1,5","2,9","9,0","5,9",,,
24/08/2014 13.00,"2,1","2,8","4,6",,"7,5",,,
24/08/2014 14.00,"2,3",,,"4,6","8,5",,,
24/08/2014 15.00,"2,6",,,,"7,8",,,
24/08/2014 16.00,"2,6",,,"2,4","7,1",,,
24/08/2014 17.00,"2,4",,,,"7,3",,,
24/08/2014 18.00,"2,5",,,"1,2","6,2",,,
24/08/2014 19.00,"1,8","1,2","2,7",,"8,4",,,
24/08/2014 20.00,"1,3","1,1","2,1","0,7","6,9",,,
24/08/2014 21.00,"1,2","5,0","6,8",,"3,1",,,
24/08/2014 22.00,"2,2","12,2","15,3","10,3","3,6",,,
24/08/2014 23.00,"2,3","52,1","61,7",,"6,2",,,
25/08/2014 0.00,"2,0","52,9","78,3","26,1","8,9",,,
25/08/2014 1.00,"2,3","46,5","70,3",,"13,4",,,
25/08/2014 2.00,"2,4","38,9","89,0","25,9","9,6",,,
25/08/2014 3.00,"2,3","36,1","92,1",,"9,2",,,
25/08/2014 4.00,"2,0","23,0","47,1","27,6","7,8",,,
25/08/2014 5.00,"2,3","35,2","103,7",,"10,0",,,
25/08/2014 6.00,"2,3","38,9","75,8","16,8","7,0",,,
25/08/2014 7.00,"2,6","35,3","53,6",,"3,3",,,
25/08/2014 8.00,"2,4","18,2","26,9","24,9","3,3",,,
25/08/2014 9.00,"2,3","22,1","30,6",,"14,9",,,
25/08/2014 10.00,"2,4","12,0","16,7","13,4","11,4",,,
25/08/2014 11.00,"1,6","7,4","10,1",,"8,2",,,
25/08/2014 12.00,"2,8","6,1","8,5","7,6","5,4",,,
25/08/2014 13.00,"4,2","1,5","3,0",,"6,6",,,
25/08/2014 14.00,"3,1","0,3","1,5","15,6","5,6",,,
25/08/2014 15.00,"2,3","0,4","2,0",,"3,8",,,
25/08/2014 16.00,"1,6",,,"8,8","2,9",,,
25/08/2014 17.00,"1,5","0,1","0,6",,"2,5",,,
25/08/2014 18.00,"1,6","0,1","0,7","5,6","7,2",,,
25/08/2014 19.00,"1,6","0,4","1,3",,"6,2",,,
25/08/2014 20.00,"1,6","0,2","1,1","3,7","2,7",,,
25/08/2014 21.00,"2,2","0,8","2,3",,"7,8",,,
25/08/2014 22.00,"1,8","2,0","4,1","8,3","10,5",,,
25/08/2014 23.00,"1,9","12,3","17,1",,"5,9",,,
26/08/2014 0.00,"1,6","35,9","43,8","11,2","1,8",,,
26/08/2014 1.00,"1,7",,,,"6,3",,,
26/08/2014 2.00,,"11,5","17,0","18,6","12,4",,,
26/08/2014 3.00,"2,2","6,2","10,6",,"11,7",,,
26/08/2014 4.00,"2,0","6,2","11,5","13,7","10,5",,,
26/08/2014 5.00,"2,3","9,4","15,2",,"5,6",,,
26/08/2014 6.00,"2,1","21,3","29,9","10,3","2,4",,,
26/08/2014 7.00,"2,8","32,8","53,8",,"6,6",,,
26/08/2014 8.00,"3,4","37,3","69,3","7,3","13,0",,,
26/08/2014 9.00,"2,8","11,4","16,5",,"13,2",,,
26/08/2014 10.00,"4,6","9,4","12,9","17,6","17,9",,,
26/08/2014 11.00,"6,6","5,8","8,6",,"17,2",,,
26/08/2014 12.00,"6,5","4,6","6,6","14,4","8,1",,,
26/08/2014 13.00,"5,0","2,7","4,2",,"9,9",,,
26/08/2014 14.00,"4,9","2,5","4,1","11,5","7,0",,,
26/08/2014 15.00,"4,4","2,0","3,6",,"6,5",,,
26/08/2014 16.00,"5,2","3,5","5,5","6,3","4,4",,,
26/08/2014 17.00,"3,3","1,6","2,9",,"2,0",,,
26/08/2014 18.00,"2,4","2,0","3,0","7,6","1,0",,,
26/08/2014 19.00,"2,3","1,2","2,0",,"3,5",,,
26/08/2014 20.00,"1,9","5,3","6,5","4,6","5,6",,,
26/08/2014 21.00,"2,3","34,3","36,1",,"9,2",,,
26/08/2014 22.00,"2,1","54,1","68,0","9,8","14,8",,,
26/08/2014 23.00,"2,2","67,4","112,0",,"11,6",,,
27/08/2014 0.00,"2,5","50,5","72,5","18,1","29,4",,,
27/08/2014 1.00,"2,3","38,9","54,6",,"14,8",,,
27/08/2014 2.00,"1,5","31,9","44,9","40,8","19,1",,,
27/08/2014 3.00,"2,3","27,6","41,3",,"15,1",,,
27/08/2014 4.00,"2,3","25,7","37,8","41,8","17,8",,,
27/08/2014 5.00,"2,3","21,4","35,8",,"15,2",,,
27/08/2014 6.00,"2,5","23,7","38,7","48,6","16,1",,,
27/08/2014 7.00,"2,2","27,8","42,4",,"14,2",,,
27/08/2014 8.00,"2,4","19,3","30,9","37,1","9,4",,,
27/08/2014 9.00,"2,7","10,1","15,9",,"11,7",,,
27/08/2014 10.00,"2,6","6,0","10,7","47,4","20,1",,,
27/08/2014 11.00,"3,3","4,8","7,6",,"8,1",,,
27/08/2014 12.00,"3,0","3,3","5,4","24,4","7,7",,,
27/08/2014 13.00,"2,5","2,7","4,2",,"6,8",,,
27/08/2014 14.00,"2,7","2,1","3,2","12,2","8,4",,,
27/08/2014 15.00,"3,4","1,4","2,9",,"7,8",,,
27/08/2014 16.00,"3,3","1,2","2,3","6,1","10,2",,,
27/08/2014 17.00,"3,5","0,8","1,8",,"11,8",,,
27/08/2014 18.00,"3,1","1,4","2,4","3,2","11,9",,,
27/08/2014 19.00,"3,3","1,1","2,1",,"7,4",,,
27/08/2014 20.00,"3,4","3,8","5,2","9,0","6,8",,,
27/08/2014 21.00,"2,4","5,3","7,0",,"7,0",,,
27/08/2014 22.00,"2,6","54,6","63,8","11,2","7,3",,,
27/08/2014 23.00,"2,4","22,8","26,1",,"14,1",,,
28/08/2014 0.00,"3,0","35,0","41,5","25,2","18,6",,,
28/08/2014 1.00,"2,2",,,,"15,0",,,
28/08/2014 2.00,,"27,4","36,1","34,2","16,4",,,
28/08/2014 3.00,"2,9","21,9","27,7",,"20,5",,,
28/08/2014 4.00,"2,6","15,0","20,0","34,7","15,8",,,
28/08/2014 5.00,"2,2","4,1","6,3",,"11,8",,,
28/08/2014 6.00,"2,9","1,2","2,7","68,4","7,7",,,
28/08/2014 7.00,"2,4","1,8","3,5",,"9,6",,,
28/08/2014 8.00,"2,1","2,5","4,2","47,4","10,4",,,
28/08/2014 9.00,"2,2","1,2","2,4",,"17,7",,,
28/08/2014 10.00,"2,3","1,1","2,6","34,2","14,5",,,
28/08/2014 11.00,"2,6","1,0","2,2",,"11,3",,,
28/08/2014 12.00,"3,0",,,"18,1","12,4",,,
28/08/2014 13.00,"3,2",,,,"10,9",,,
28/08/2014 14.00,"2,8",,,"9,0","6,8",,,
28/08/2014 15.00,"2,6",,,,"10,4",,,
28/08/2014 16.00,"3,3","1,9","3,6","4,6","9,9",,,
28/08/2014 17.00,"3,0","0,7","1,7",,"9,8",,,
28/08/2014 18.00,"5,1","6,4","8,5","2,4","12,0",,,
28/08/2014 19.00,"6,6","5,8","7,3",,"14,2",,,
28/08/2014 20.00,"3,1","3,7","4,8","1,2","8,7",,,
28/08/2014 21.00,"3,3","3,8","5,2",,"9,7",,,
28/08/2014 22.00,"3,0","10,6","12,5","8,8","8,1",,,
28/08/2014 23.00,"2,3","5,4","6,9",,"11,0",,,
29/08/2014 0.00,"2,2","5,9","7,1","32,7","12,7",,,
29/08/2014 1.00,"3,1","5,9","7,1",,"12,3",,,
29/08/2014 2.00,"3,6","4,0","5,1","28,6","11,1",,,
29/08/2014 3.00,"3,9","5,4","6,6",,"8,8",,,
29/08/2014 4.00,"3,7","1,5","2,6","15,1","6,9",,,
29/08/2014 5.00,"3,0","1,4","2,4",,"7,0",,,
29/08/2014 6.00,"2,6","2,8","3,9","20,3","4,2",,,
29/08/2014 7.00,"2,8","4,2","5,5",,"6,5",,,
29/08/2014 8.00,"2,8","5,2","7,2","23,7","6,4",,,
29/08/2014 9.00,"3,3","3,7","5,6",,"11,2",,,
29/08/2014 10.00,"3,8","2,2","3,6","16,1","8,5",,,
29/08/2014 11.00,"3,5","2,5","4,1",,"8,3",,,
29/08/2014 12.00,"4,7","3,2","5,3","9,0","11,6",,,
29/08/2014 13.00,"4,9","1,7","3,1",,"14,8",,,
29/08/2014 14.00,"6,3","3,2","5,1","6,1","9,4",,,
29/08/2014 15.00,"6,1","1,9","3,2",,"7,8",,,
29/08/2014 16.00,"4,1","1,6","2,9","3,7","10,8",,,
29/08/2014 17.00,"4,2","1,3","2,5",,"13,6",,,
29/08/2014 18.00,"3,3","1,7","3,0","8,1","14,1",,,
29/08/2014 19.00,"3,4","3,3","4,8",,"10,4",,,
29/08/2014 20.00,"4,0","1,6","2,4","16,1","11,8",,,
29/08/2014 21.00,"3,4","1,6","2,8",,"12,5",,,
29/08/2014 22.00,"2,9","4,3","6,4","20,0","10,3",,,
29/08/2014 23.00,"2,2","14,2","18,3",,"18,3",,,
30/08/2014 0.00,"0,4","51,3","61,4","34,7","10,8",,,
30/08/2014 1.00,"2,4",,,,"14,9",,,
30/08/2014 2.00,,"12,3","18,6","31,7","14,5",,,
30/08/2014 3.00,"2,3","12,2","19,8",,"12,4",,,
30/08/2014 4.00,"2,2","9,7","16,2","24,4","8,6",,,
30/08/2014 5.00,"2,4","10,6","17,7",,"6,9",,,
30/08/2014 6.00,"2,1","21,0","33,3","28,1","5,6",,,
30/08/2014 7.00,"2,2","29,3","40,9",,"4,9",,,
30/08/2014 8.00,"2,2","19,7","29,7","16,8","3,5",,,
30/08/2014 9.00,"2,3","10,0","14,7",,"35,5",,,
30/08/2014 10.00,"3,5","2,3","4,3","38,8","12,9",,,
30/08/2014 11.00,"4,7","4,8","7,3",,"7,0",,,
30/08/2014 12.00,"4,3","2,0","3,5","20,5","4,4",,,
30/08/2014 13.00,"4,4","1,8","3,4",,"7,1",,,
30/08/2014 14.00,"4,4","1,4","2,8","11,5","14,1",,,
30/08/2014 15.00,"5,1","1,6","2,7",,"9,1",,,
30/08/2014 16.00,"4,2","0,9","1,9","6,6","7,2",,,
30/08/2014 17.00,"3,3","0,6","2,2",,"5,1",,,
30/08/2014 18.00,"4,2","3,3","5,1","3,9","7,4",,,
30/08/2014 19.00,"4,3","1,9","3,2",,"7,9",,,
30/08/2014 20.00,"2,9","2,7","4,0","2,0","7,1",,,
30/08/2014 21.00,"2,8","6,8","8,8",,"8,7",,,
30/08/2014 22.00,"2,6","37,3","49,4","10,7","19,0",,,
30/08/2014 23.00,"2,8","64,1","83,6",,"11,2",,,
31/08/2014 0.00,"2,7","38,2","47,5","27,4","10,4",,,
31/08/2014 1.00,"2,6","46,8","64,4",,"10,4",,,
31/08/2014 2.00,"2,7","40,5","76,4","33,5","11,5",,,
31/08/2014 3.00,"3,1","22,7","39,2",,"10,3",,,
31/08/2014 4.00,"3,0","17,7","32,6","33,7","9,0",,,
31/08/2014 5.00,"3,2","23,6","41,7",,"15,4",,,
31/08/2014 6.00,"2,6","23,7","49,6","26,6","11,1",,,
31/08/2014 7.00,"1,9","22,2","62,6",,"12,4",,,
31/08/2014 8.00,"2,3","23,3","57,3","19,8","14,2",,,
31/08/2014 9.00,"2,4","14,5","21,8",,"14,1",,,
31/08/2014 10.00,"5,1","5,9","9,0","32,7","20,0",,,
31/08/2014 11.00,"7,5","9,6","13,1",,"10,0",,,
31/08/2014 12.00,"8,5","9,4","12,5","17,1","6,9",,,
31/08/2014 13.00,"7,1","3,6","5,2",,"5,0",,,
31/08/2014 14.00,"5,2","1,8","3,2","14,9","6,6",,,
31/08/2014 15.00,"5,0","1,4","2,7",,"4,5",,,
31/08/2014 16.00,"3,7","1,8","3,4","8,3","4,3",,,
31/08/2014 17.00,"3,6","3,7","5,2",,"3,7",,,
31/08/2014 18.00,"4,2","2,8","4,1","9,3","4,0",,,
31/08/2014 19.00,"4,9","2,7","4,2",,"5,7",,,
31/08/2014 20.00,"3,0","3,6","4,9","14,2","5,2",,,
31/08/2014 21.00,"2,5","9,6","11,6",,"5,2",,,
31/08/2014 22.00,"3,1","39,1","42,7","18,3","6,6",,,
31/08/2014 23.00,"3,0","44,1","50,0",,"7,0",,,
01/09/2014 0.00,"2,7","61,8","87,2","27,4","8,9",,,
01/09/2014 1.00,"2,9",,,,"13,4",,,
01/09/2014 2.00,,"11,4","15,4","23,2","13,5",,,
01/09/2014 3.00,"2,7","4,7","6,7",,"11,2",,,
01/09/2014 4.00,"2,5","3,9","6,3","45,9","11,5",,,
01/09/2014 5.00,"2,6","3,8","6,2",,"9,4",,,
01/09/2014 6.00,"3,0","6,4","9,7","34,4","10,9",,,
01/09/2014 7.00,"3,1","14,8","17,9",,"11,9",,,
01/09/2014 8.00,"2,4","15,1","19,4","32,5","15,6",,,
01/09/2014 9.00,"3,1","11,2","15,8",,"17,6",,,
01/09/2014 10.00,"3,2","6,5","9,8","29,8","15,8",,,
01/09/2014 11.00,"4,8","3,4","5,6",,"22,6",,,
01/09/2014 12.00,"6,5","3,7","5,7","14,9","16,5",,,
01/09/2014 13.00,"6,4","3,8","5,6",,"18,2",,,
01/09/2014 14.00,"4,7","3,9","5,5","7,6","16,1",,,
01/09/2014 15.00,"8,1","2,5","4,0",,"20,3",,,
01/09/2014 16.00,"11,2","1,8","3,2","4,4","20,7",,,
01/09/2014 17.00,"5,2","2,1","3,3",,"17,7",,,
01/09/2014 18.00,"3,7","2,3","3,4","19,0","10,7",,,
01/09/2014 19.00,"3,0","3,7","4,8",,"13,5",,,
01/09/2014 20.00,"3,5","4,0","5,2","36,4","16,6",,,
01/09/2014 21.00,"4,2","3,1","4,4",,"14,6",,,
01/09/2014 22.00,"3,2","4,0","5,2","58,6","20,0",,,
01/09/2014 23.00,"3,5","5,3","7,0",,"14,6",,,
02/09/2014 0.00,"3,7","7,8","11,8","45,4","10,6",,,
02/09/2014 1.00,"3,7","7,0","12,4",,"9,3",,,
02/09/2014 2.00,"3,0","6,1","12,3","42,2","5,8",,,
02/09/2014 3.00,"3,1","6,5","19,6",,"5,2",,,
02/09/2014 4.00,"3,8","5,5","11,3","23,0","4,9",,,
02/09/2014 5.00,"3,3","4,4","7,9",,"2,6",,,
02/09/2014 6.00,"3,4","6,5","11,0","12,5","8,9",,,
02/09/2014 7.00,"3,2","7,3","10,7",,"7,2",,,
02/09/2014 8.00,"3,2","21,5","27,0","9,0","2,8",,,
02/09/2014 9.00,"3,9","15,0","19,6",,"5,0",,,
02/09/2014 10.00,"3,5","13,4","18,3","6,8","10,8",,,
02/09/2014 11.00,"3,2","14,0","18,7",,"7,7",,,
02/09/2014 12.00,"3,1","5,8","9,4","8,8","2,4",,,
02/09/2014 13.00,"3,5","7,3","11,0",,"1,3",,,
02/09/2014 14.00,"4,0","5,4","8,0","5,4","3,8",,,
02/09/2014 15.00,"3,3","5,7","8,8",,"6,2",,,
02/09/2014 16.00,"3,3","3,4","6,2","3,9","5,3",,,
02/09/2014 17.00,"3,3","3,9","7,0",,"2,2",,,
02/09/2014 18.00,"3,4","3,4","6,5","2,0","1,9",,,
02/09/2014 19.00,"3,7","4,6","7,8",,"3,5",,,
02/09/2014 20.00,"3,7","8,0","11,4","1,0","5,6",,,
02/09/2014 21.00,"3,7","21,7","27,4",,"3,3",,,
02/09/2014 22.00,"3,5","23,2","29,2","5,9","3,1",,,
02/09/2014 23.00,"3,2","15,2","23,0",,"6,7",,,
03/09/2014 0.00,"2,9","8,9","15,9","19,8","1,9",,,
03/09/2014 1.00,"2,9",,,,"1,5",,,
03/09/2014 2.00,,"8,8","18,4","12,5",,,,
03/09/2014 3.00,"3,2","7,4","18,3",,"10,7",,,
03/09/2014 4.00,"2,9","11,9","24,7","11,7","7,3",,,
03/09/2014 5.00,"3,0","8,4","15,5",,"4,2",,,
03/09/2014 6.00,"3,0","5,2","9,3","8,5","6,2",,,
03/09/2014 7.00,"3,1","11,5","18,7",,"7,3",,,
03/09/2014 8.00,"2,8","14,1","21,5","11,7","8,5",,,
03/09/2014 9.00,"2,8","15,5","28,2",,"4,9",,,
03/09/2014 10.00,"3,1","6,3","11,8","10,5","5,2",,,
03/09/2014 11.00,"3,2","4,1","7,9",,"4,9",,,
03/09/2014 12.00,"2,5","3,9","7,5","7,1","4,3",,,
03/09/2014 13.00,"2,6","4,0","7,2",,"5,7",,,
03/09/2014 14.00,"2,9","2,7","5,2","4,9","7,5",,,
03/09/2014 15.00,"3,0","4,6","7,0",,"6,8",,,
03/09/2014 16.00,"2,5","7,2","10,2","3,2","4,2",,,
03/09/2014 17.00,"2,4","2,8","5,3",,"1,4",,,
03/09/2014 18.00,"1,9","16,4","22,1","6,6","0,9",,,
03/09/2014 19.00,"2,0","13,1","18,2",,"1,9",,,
03/09/2014 20.00,"2,3","14,1","21,4","25,4","4,4",,,
03/09/2014 21.00,"2,5","22,3","32,1",,"8,9",,,
03/09/2014 22.00,"1,9","16,6","27,2","20,0","6,4",,,
03/09/2014 23.00,"2,3","12,2","19,0",,"4,1",,,
04/09/2014 0.00,"1,9","8,4","15,2","16,6","6,8",,,
04/09/2014 1.00,"2,7","7,6","13,7",,"4,5",,,
04/09/2014 2.00,"2,3","8,1","17,0","15,4","6,5",,,
04/09/2014 3.00,"1,9","10,0","21,7",,"5,6",,,
04/09/2014 4.00,"1,9","9,1","17,9","9,0","7,5",,,
04/09/2014 5.00,"2,4","14,0","23,7",,"11,4",,,
04/09/2014 6.00,"2,3","17,8","30,6","15,4","13,1",,,
04/09/2014 7.00,"2,4","23,5","36,2",,"13,7",,,
04/09/2014 8.00,"2,7","20,6","36,2","11,2","10,1",,,
04/09/2014 9.00,"2,3","14,6","25,2",,"8,9",,,
04/09/2014 10.00,"1,7","6,6","10,9","14,2","11,5",,,
04/09/2014 11.00,"1,8","4,3","7,4",,"10,2",,,
04/09/2014 12.00,"2,1","4,2","6,9","8,5","8,1",,,
04/09/2014 13.00,"2,3","4,9","7,9",,"5,4",,,
04/09/2014 14.00,"2,4","4,6","6,8","5,1","7,7",,,
04/09/2014 15.00,"1,6","3,5","5,3",,"5,7",,,
04/09/2014 16.00,"1,8","6,1","8,1","3,9","2,2",,,
04/09/2014 17.00,"2,0","6,8","9,2",,"4,7",,,
04/09/2014 18.00,"1,8","13,6","18,9","17,3","4,9",,,
04/09/2014 19.00,"1,9","13,3","19,5",,"2,2",,,
04/09/2014 20.00,"2,3","20,8","27,8","23,0","7,3",,,
04/09/2014 21.00,"2,0","18,0","26,1",,"8,0",,,
04/09/2014 22.00,"2,2","19,4","30,5","21,0","12,2",,,
