STATTE - SS7 PONTE WIND,,,,,
,SO2,NO2,PM10,CO,BENZENE
07/08/2011 10.00,"0,597662","16,83469","37,118431","0,184616","0,703225"
07/08/2011 11.00,"0,650026","11,159749",,"0,149088","0,521119"
07/08/2011 12.00,"0,647317","5,659373","26,617821","0,134653","0,136992"
07/08/2011 13.00,"0,65454","5,283638",,"0,148146","0,054687"
07/08/2011 14.00,"0,602177","15,95149","23,44322","0,17028","0,507585"
07/08/2011 15.00,"0,687041","17,321393",,"0,193278","0,723361"
07/08/2011 16.00,"0,5778","7,029925","22,22221","0,173324","0,395901"
07/08/2011 17.00,"0,650026","11,941719",,"0,187956","0,376865"
07/08/2011 18.00,"0,650026","9,066935","25,88522","0,216297","0,220507"
07/08/2011 19.00,"0,691555","16,405103",,"0,307741","0,093969"
07/08/2011 20.00,"0,67711","12,158461","30,28083","0,35313","0,079224"
07/08/2011 21.00,"0,698778","15,301906",,"0,612242","0,29698"
07/08/2011 22.00,"0,639192","5,114913","44,200241","0,437543","0,19696"
07/08/2011 23.00,"0,650026","5,107776",,"0,448817","0,079224"
08/08/2011 0.00,"0,650026","4,953978","40,293041","0,464882","0,079224"
08/08/2011 1.00,,"5,360211",,"0,410518","0,079224"
08/08/2011 2.00,"0,832394",,"51,770451","0,423815","0,079224"
08/08/2011 3.00,"0,562453","2,870245",,,"0,079224"
08/08/2011 4.00,"0,631067","2,515926","47,13063","0,440195","0,079224"
08/08/2011 5.00,"0,650026","2,070105",,"0,461956","0,079224"
08/08/2011 6.00,"0,650026","3,459479","44,200241","0,523507","0,079224"
08/08/2011 7.00,"0,650026","8,939743",,"0,398911","0,079224"
08/08/2011 8.00,"0,622942","16,117617","44,932831","0,402918","0,088467"
08/08/2011 9.00,"0,547105","25,229967",,"0,309371","0,626421"
08/08/2011 10.00,"0,549814","16,263633","30,28083","0,14408","0,312055"
08/08/2011 11.00,"0,634678","12,70422",,"0,12008","0,085166"
08/08/2011 12.00,"0,649123","9,288223","17,826611","0,099752","0,06624"
08/08/2011 13.00,"0,634678","9,107818",,"0,11741","0,063049"
08/08/2011 14.00,"0,608497","8,75155","11,23321","0,124774","0,073612"
08/08/2011 15.00,"0,639192","7,796965",,"0,124362","0,062939"
08/08/2011 16.00,"0,49745","8,661998","17,094","0,131628","0,063599"
08/08/2011 17.00,,"9,809317",,"0,150739","0,074163"
08/08/2011 18.00,"1,374985","13,678266","22,954821","0,194201","0,077904"
08/08/2011 19.00,"0,638289","10,641249",,"0,316363","0,079224"
08/08/2011 20.00,"0,708709","11,720431","34,67643","0,3995","0,079224"
08/08/2011 21.00,"0,681624","3,837808",,"0,416763","0,079224"
08/08/2011 22.00,"0,650026","5,009786","31,746031","0,457418","0,079224"
08/08/2011 23.00,"0,535368","6,84303",,"0,485818","0,079224"
09/08/2011 0.00,"0,650026","8,929359","29,30402","0,604366","0,123238"
09/08/2011 1.00,"0,650026","14,944346",,"0,882","0,352658"
09/08/2011 2.00,"0,876632","19,306477","26,86202","0,869567","0,619819"
09/08/2011 3.00,"0,650026","20,905463",,"0,700426","0,4902"
09/08/2011 4.00,"0,542591","25,801693","26,86202","0,68277","0,3619"
09/08/2011 5.00,"0,619331","14,351215",,"0,694534","0,322619"
09/08/2011 6.00,"0,633775","20,005389","24,17581","0,713309","0,257368"
09/08/2011 7.00,"0,479394","25,666707",,"0,472346","0,271233"
09/08/2011 8.00,"0,702389","41,940732","58,608051","0,687405","1,625195"
09/08/2011 9.00,"0,521827","26,890597",,"0,350989","1,854506"
09/08/2011 10.00,"0,455921","25,736132","51,282051","0,225214","0,587909"
09/08/2011 11.00,"0,508284","29,051558",,"0,169985","0,247466"
09/08/2011 12.00,"0,637386","21,217597","47,37484","0,153312","0,095729"
09/08/2011 13.00,"0,545299","16,437551",,"0,138699",
09/08/2011 14.00,"0,464949","22,398658","33,455421","0,111537",
09/08/2011 15.00,"0,59044","18,935299",,"0,125088",
09/08/2011 16.00,"0,616621","25,730299","24,17581","0,176742",
09/08/2011 17.00,"0,436962","18,616674",,"0,13974",
09/08/2011 18.00,"0,574189","26,316938","24,42001","0,185501",
09/08/2011 19.00,"0,650026","21,126757",,"0,263689",
09/08/2011 20.00,"0,630164","14,621826","32,722832","0,347453",
09/08/2011 21.00,"0,649123","2,790424",,"0,384003",
09/08/2011 22.00,"0,617524","2,003914","33,211231","0,369706",
09/08/2011 23.00,"0,649123","1,797553",,"0,386164",
10/08/2011 0.00,"0,632872","2,403659","30,76923","0,384869",
10/08/2011 1.00,,"3,131116",,"0,366564",
10/08/2011 2.00,"0,95608",,"22,46641","0,351715",
10/08/2011 3.00,"0,693361",,,,
10/08/2011 4.00,"0,678014",,"12,45421","0,430806",
10/08/2011 5.00,"0,650026",,,"0,43442",
10/08/2011 6.00,"0,588635",,"16,84981","0,466767",
10/08/2011 7.00,"0,440574",,,"0,436227",
10/08/2011 8.00,"0,32411",,"26,86202","0,302595",
10/08/2011 9.00,,,,"0,235683",
10/08/2011 10.00,"0,418002",,"21,24542","0,17574",
10/08/2011 11.00,"0,489325",,,"0,148244",
10/08/2011 12.00,"0,548008",,"18,07081","0,166921",
10/08/2011 13.00,"0,640998",,,"0,154863",
10/08/2011 14.00,"0,623844",,"19,53602","0,170869",
10/08/2011 15.00,"0,513701",,,"0,146319",
10/08/2011 16.00,"0,547105",,"21,48962","0,147694",
10/08/2011 17.00,"0,650026","1,589893",,"0,173128",
10/08/2011 18.00,"0,659957","1,877372","18,31501","0,201134",
10/08/2011 19.00,"0,650026","2,735265",,"0,258346",
10/08/2011 20.00,"0,62565","2,089575","26,12941","0,250628",
10/08/2011 21.00,"0,622942","2,08568",,"0,311551",
10/08/2011 22.00,"0,597662","2,071403","15,62881","0,300239",
10/08/2011 23.00,"0,650026","6,528946",,"0,315617",
11/08/2011 0.00,"0,636483","6,815775","14,65201","0,370374",
11/08/2011 1.00,"0,523632","20,717265",,"0,425209",
11/08/2011 2.00,"0,51009","12,029319","11,47741","0,389366",
11/08/2011 3.00,"0,59676","18,03522",,"0,365287",
11/08/2011 4.00,"0,467657","14,301901","10,25641","0,372318",
11/08/2011 5.00,"0,478491","13,129924",,"0,387185",
11/08/2011 6.00,"1,021985","41,945914","16,36141","0,490748",
11/08/2011 7.00,"0,635581","22,716644",,"0,3613",
11/08/2011 8.00,"0,204939","4,138914","21,001221","0,218968",
11/08/2011 9.00,"0,283484","1,949404",,"0,188212",
11/08/2011 10.00,"0,520924","1,951999","11,96581","0,167177",
11/08/2011 11.00,"0,648221","1,826105",,"0,12391",
11/08/2011 12.00,"0,587731","1,972765","11,23321","0,121709",
11/08/2011 13.00,"0,761072",,,"0,251198",
11/08/2011 14.00,"0,520924",,"6,349206","0,193828",
11/08/2011 15.00,"0,44599","0,136926",,"0,152231",
11/08/2011 16.00,"0,647317","0,829341","9,27961","0,190175",
11/08/2011 17.00,"0,659054","1,586648",,"0,258562",
11/08/2011 18.00,"0,650026","1,815723","10,50061","0,272487",
11/08/2011 19.00,"0,667179","1,953945",,"0,334727",
11/08/2011 20.00,"0,720446","2,912425","14,40781","0,419808",
11/08/2011 21.00,"0,650026","4,545797",,"0,5021",
11/08/2011 22.00,"0,644609","14,359647","12,21001","0,511213",
11/08/2011 23.00,"0,650026","19,66859",,"0,466179",
12/08/2011 0.00,"0,694264","15,570564","15,62881","0,512805",
12/08/2011 1.00,,"12,75613",,"0,451781","0,073503"
12/08/2011 2.00,"1,810142","8,299893","19,53602","0,493419","0,079224"
12/08/2011 3.00,"0,653637","13,035172",,,"0,078674"
12/08/2011 4.00,"0,693361","33,740755","19,78022","0,515809","0,079224"
12/08/2011 5.00,"0,825171","44,009535",,"0,534624","0,079224"
12/08/2011 6.00,"1,179075","55,990183","18,55921","0,714665","0,079224"
12/08/2011 7.00,"1,114072","38,879697",,"0,5392","0,121807"
12/08/2011 8.00,"0,650026","18,299343","26,12941","0,268579","0,094848"
12/08/2011 9.00,"0,650026","13,898903",,"0,189626","0,088137"
12/08/2011 10.00,"0,592246","14,867771","17,3382","0,160165","0,059308"
12/08/2011 11.00,"1,101432","19,556969",,"0,183675","0,008913"
12/08/2011 12.00,"1,432766","15,954734","11,96581","0,223131","0,088687"
12/08/2011 13.00,,"13,004678",,"0,149991","0,022887"
12/08/2011 14.00,"0,938926","14,291517","6,837607","0,178333","0,047865"
12/08/2011 15.00,"0,849548","12,504344",,"0,162777","0,061509"
12/08/2011 16.00,"1,233244","11,56404","7,570208","0,189784","0,077904"
12/08/2011 17.00,"1,625064","18,873655",,"0,211858","0,071742"
12/08/2011 18.00,"1,350609","27,168352","7,570208","0,235662","0,076914"
12/08/2011 19.00,"0,809824","16,752929",,"0,275688","0,078784"
12/08/2011 20.00,"0,966914","29,128784","16,60561","0,432731","0,079224"
12/08/2011 21.00,"0,738502","15,126044",,"0,446322","0,059418"
12/08/2011 22.00,"0,591343","11,660083","19,53602","0,429432","0,091108"
12/08/2011 23.00,"0,650026","6,567882",,"0,491652","0,046654"
13/08/2011 0.00,"0,629262","6,126606","24,908421","0,463939","0,062939"
13/08/2011 1.00,"0,694264","4,453648",,"0,441315","0,079114"
13/08/2011 2.00,"0,653637","5,484807","21,24542","0,461641","0,079224"
13/08/2011 3.00,"0,650026","6,436795",,"0,579934","0,086046"
13/08/2011 4.00,"0,650026","5,22783","11,23321","0,514768","0,13138"
13/08/2011 5.00,"0,757461","19,767881",,"0,486546","0,079004"
13/08/2011 6.00,"0,89198","48,940143","21,97802","0,630704","0,134901"
13/08/2011 7.00,"0,905523","42,922562",,"0,508601","0,432432"
13/08/2011 8.00,"0,367445","25,403882","29,79241","0,324886","0,13127"
13/08/2011 9.00,"0,650026","20,520634",,"0,227806","0,170552"
13/08/2011 10.00,"0,470366","15,262968","26,12941","0,168748","0,06261"
13/08/2011 11.00,"0,645512","14,110459",,"0,163485","0,095729"
13/08/2011 12.00,"0,627455","12,133804","27,83882","0,192081","0,118836"
13/08/2011 13.00,"0,68975","17,211079",,"0,200094","0,061509"
13/08/2011 14.00,"0,34036","11,313549","18,31501","0,182869","0,114435"
13/08/2011 15.00,"0,647317","10,662661",,"0,179393","0,03466"
13/08/2011 16.00,"0,629262","9,739881","21,24542","0,222247","0,060519"
13/08/2011 17.00,"0,650026","9,869669",,"0,23688","0,074603"
13/08/2011 18.00,"0,662665","17,139692","14,40781","0,280619","0,075593"
13/08/2011 19.00,"0,706903","19,921012",,"0,37004","0,079224"
13/08/2011 20.00,"0,784545","26,143673","24,17581","0,481438","0,079224"
13/08/2011 21.00,"0,652734","11,602975",,"0,511352","0,119056"
13/08/2011 22.00,"0,650026","8,66719","25,88522","0,542087","0,061288"
13/08/2011 23.00,"0,652734","8,840455",,"0,569721","0,149316"
14/08/2011 0.00,"0,645512","6,537382","27,59462","0,566422","0,079224"
14/08/2011 1.00,,"4,53217",,"0,509249","0,079114"
14/08/2011 2.00,"2,330163","5,859894","22,954821","0,521092","0,079224"
14/08/2011 3.00,"0,885661","3,876096",,,"0,079004"
14/08/2011 4.00,"0,696972","3,940989","15,62881","0,480791","0,079224"
14/08/2011 5.00,"0,650026","15,802239",,"0,538846","0,079224"
14/08/2011 6.00,"0,650026","31,971774","23,19902","0,610612","0,079224"
14/08/2011 7.00,"0,680722","40,733055",,"0,550512","0,118836"
14/08/2011 8.00,"0,627455","18,0813","24,908421","0,326164","0,164611"
14/08/2011 9.00,"0,722251","29,118402",,"0,217632","0,152066"
14/08/2011 10.00,"0,738502","19,645226","27,10622","0,182319","0,189918"
14/08/2011 11.00,"0,74753","11,467346",,"0,200389","0,253407"
14/08/2011 12.00,"1,27387","10,194138","27,35042","0,186759","0,19718"
14/08/2011 13.00,"0,721348","8,382307",,"0,204474","1,837671"
14/08/2011 14.00,"0,621136","8,269392","16,36141","0,20793","0,178255"
14/08/2011 15.00,"0,500159","5,27585",,"0,209796","0,09771"
14/08/2011 16.00,"0,650026","5,165532","17,3382","0,233658","0,074603"
14/08/2011 17.00,"0,568773","10,258371",,"0,251453","1,868811"
14/08/2011 18.00,"0,611205","10,069542","22,710621","0,329914","0,086377"
14/08/2011 19.00,"0,650026","14,742525",,"0,410675","0,111684"
14/08/2011 20.00,"0,650026","24,435665","39,56044","0,472503","0,193769"
14/08/2011 21.00,"0,60308","8,528317",,"0,533053","0,225459"
14/08/2011 22.00,"0,607593","5,388117","31,50182","0,584274","0,200262"
14/08/2011 23.00,"0,59676","4,398489",,"0,571214","0,200262"
15/08/2011 0.00,"0,563356","4,691159","29,30402","0,551514","0,16373"
15/08/2011 1.00,"0,567869","2,588605",,"0,538768","0,079224"
15/08/2011 2.00,"0,578703","2,482829","19,53602","0,51404","0,079224"
15/08/2011 3.00,"0,585023","1,785871",,"0,479474","0,079224"
15/08/2011 4.00,"0,708709","2,41534","15,38461","0,490905","0,078894"
15/08/2011 5.00,"0,645512","0,77418",,"0,50269","0,079224"
15/08/2011 6.00,"0,644609","1,556798","21,97802","0,596668","0,079224"
15/08/2011 7.00,"0,55523","20,280526",,"0,505321","0,122907"
15/08/2011 8.00,,"16,540082","20,757021","0,288769","0,110583"
15/08/2011 9.00,"0,325013","19,586833",,"0,258779","0,516498"
15/08/2011 10.00,"0,410781","10,238263","30,28083","0,27019","0,495041"
15/08/2011 11.00,"0,174243","5,904021",,"0,234975","0,311725"
15/08/2011 12.00,"0,154382","5,266765","28,327221","0,181436","0,204002"
15/08/2011 13.00,"0,23112","4,709977",,"0,168788","0,131711"
15/08/2011 14.00,"0,408974","2,5925","21,001221","0,16541","0,06448"
15/08/2011 15.00,"0,341264","4,274542",,"0,158141","0,047425"
15/08/2011 16.00,"0,23744","4,046765","21,48962","0,15665","0,078234"
15/08/2011 17.00,"0,541688","5,874819",,"0,22869","0,06701"
15/08/2011 18.00,"0,360222","10,117562","23,93162","0,289083","0,117846"
15/08/2011 19.00,"0,650026","6,742446",,"0,358982","0,09903"
15/08/2011 20.00,"0,630164","7,857318","23,93162","0,391055","0,086156"
15/08/2011 21.00,"0,51009","5,786562",,"0,476195","0,173193"
15/08/2011 22.00,"0,448698","4,905957","32,47863","0,507226","0,13017"
15/08/2011 23.00,"0,360222","4,011722",,"0,47095","0,059528"
16/08/2011 0.00,"0,21487","4,19602","27,83882","0,513806","0,079224"
16/08/2011 1.00,,"5,194084",,"0,485543","0,079224"
16/08/2011 2.00,"1,802919","4,322564","21,73382","0,490964","0,084726"
16/08/2011 3.00,"0,632872","6,283",,,"0,09903"
16/08/2011 4.00,"0,60669","8,510147","28,571421","0,51844","0,138643"
16/08/2011 5.00,"0,447795","15,030002",,"0,539612","0,092208"
16/08/2011 6.00,"0,568773","36,318342","31,01343","0,731556","0,132371"
16/08/2011 7.00,"0,269038","34,215794",,"0,680316","0,191239"
16/08/2011 8.00,,"19,708169","22,954821","0,327381","0,112124"
16/08/2011 9.00,,"14,371985",,"0,19371","0,155588"
16/08/2011 10.00,,"17,31361","22,22221","0,121004","0,092318"
16/08/2011 11.00,"0,415294","20,043017",,"0,152918","0,049185"
16/08/2011 12.00,,"12,876836","23,19902","0,114895","0,011114"
16/08/2011 13.00,"0,245566","15,887243",,"0,085022","0,019476"
16/08/2011 14.00,"0,215773","11,623088","12,21001","0,091876","0,027729"
16/08/2011 15.00,"0,119171","11,740552",,"0,106647","0,068661"
16/08/2011 16.00,,"18,80292","13,43101","0,121553","0,046654"
16/08/2011 17.00,"0,557938","15,730201",,"0,131884","0,078124"
16/08/2011 18.00,"0,297026","3,116191","15,62881","0,129508","0,069211"
16/08/2011 19.00,"0,49745","1,954595",,"0,225154","0,077243"
16/08/2011 20.00,"0,540786","5,12984","23,44322","0,271034","0,079224"
16/08/2011 21.00,"0,373765","3,857925",,"0,325496","0,079224"
16/08/2011 22.00,"0,34668","13,20909","30,76923","0,417844","0,079224"
16/08/2011 23.00,"0,408072","14,991064",,"0,435127","0,079224"
17/08/2011 0.00,"0,35932","17,119583","23,68742","0,465196","0,079224"
17/08/2011 1.00,"0,270844","20,364903",,"0,502768","0,079224"
17/08/2011 2.00,"0,127297","12,693184","23,44322","0,470127","0,079224"
17/08/2011 3.00,"0,407169","14,606253",,"0,487723","0,079224"
17/08/2011 4.00,"0,374668","35,36701","24,42001","0,479396","0,079224"
17/08/2011 5.00,,"34,39166",,"0,572156","0,079224"
17/08/2011 6.00,"0,502867","49,951841","31,746031","0,651974","0,112014"
17/08/2011 7.00,"0,140839","32,24368",,"0,466316","0,178255"
17/08/2011 8.00,,"17,784089","28,327221","0,299119","0,222488"
17/08/2011 9.00,,"7,841094",,"0,130803","0,079665"
17/08/2011 10.00,,"2,557457","25,15262","0,093428","0,021897"
17/08/2011 11.00,,"2,395872",,"0,10588","0,037081"
17/08/2011 12.00,,"2,048043","19,0476","0,113304","0,06525"
17/08/2011 13.00,,"7,19151",,"0,168866","0,207963"
17/08/2011 14.00,,"12,805451","14,40781","0,201528","0,831854"
17/08/2011 15.00,,"11,650347",,"0,219773","0,159109"
17/08/2011 16.00,,"13,745105","21,001221","0,159065","0,075483"
17/08/2011 17.00,"0,139033","21,105974",,"0,176034","0,071631"
17/08/2011 18.00,,"11,750926","33,211231","0,229259","0,088907"
17/08/2011 19.00,"0,282581","16,232485",,"0,445614","0,1316"
17/08/2011 20.00,"0,305151","15,607559","32,96703","0,518696","0,256929"
17/08/2011 21.00,"0,111949","13,030635",,"0,398008","0,181006"
17/08/2011 22.00,,"18,703633","31,746031","0,393451","0,079114"
17/08/2011 23.00,,"25,812076",,"0,447736","0,125108"
18/08/2011 0.00,,"28,654416","36,38583","0,454276","0,157678"
18/08/2011 1.00,,"22,40451",,"0,550494","0,190468"
18/08/2011 2.00,"1,056292","21,059914","34,18803","0,52174","0,113334"
18/08/2011 3.00,"0,631067","15,437536",,,"0,079224"
18/08/2011 4.00,"0,505576","30,066504","32,96703","0,454218","0,085496"
18/08/2011 5.00,"0,302443","26,100844",,"0,449347","0,092759"
18/08/2011 6.00,"0,520021","25,563516","32,47863","0,510467","0,073062"
18/08/2011 7.00,,"28,636233",,"0,442786","0,084065"
18/08/2011 8.00,,"22,832798","30,52503","0,323689","0,118836"
18/08/2011 9.00,,"18,386302",,"0,168277","0,118946"
18/08/2011 10.00,,"19,86132","26,12941","0,135556","0,089017"
18/08/2011 11.00,,"21,450574",,"0,142509","0,092868"
18/08/2011 12.00,,"12,826864","28,571421","0,131315","0,069982"
18/08/2011 13.00,,"9,818403",,"0,152388","0,078784"
18/08/2011 14.00,,"14,017019","15,38461","0,125344","0,06745"
18/08/2011 15.00,,"15,11566",,"0,130666","0,071302"
18/08/2011 16.00,,"14,741875","21,001221","0,148676","0,303913"
18/08/2011 17.00,,"15,927485",,"0,183145","0,283007"
18/08/2011 18.00,"0,1282","19,208487","26,37361","0,252415","0,105192"
18/08/2011 19.00,"0,147159","24,786747",,"0,357137","0,112565"
18/08/2011 20.00,"0,169729","27,069712","34,432232","0,457026","0,1645"
18/08/2011 21.00,"0,262719","17,941782",,"0,460424","0,158118"
18/08/2011 22.00,,"15,961223","32,47863","0,443042","0,13204"
18/08/2011 23.00,,"14,268802",,"0,466198","0,079224"
19/08/2011 0.00,,"12,789878","31,746031","0,421851","0,09903"
19/08/2011 1.00,,"21,189051",,"0,445261","0,079224"
19/08/2011 2.00,,"16,967727","33,211231","0,48085","0,09903"
19/08/2011 3.00,,"24,461631",,"0,49554","0,079114"
19/08/2011 4.00,,"19,664709","36,630032","0,476136","0,085276"
19/08/2011 5.00,"0,122782","53,983675",,"0,516339","0,080875"
19/08/2011 6.00,,"18,956719","50,54945","0,57416","0,092978"
19/08/2011 7.00,,"37,245014",,"0,509642","0,150416"
19/08/2011 8.00,,"25,651793","49,08424","0,242222","0,172202"
19/08/2011 9.00,,"20,409032",,"0,152722","0,19608"
19/08/2011 10.00,,"13,639328","42,246632","0,095274","0,13259"
19/08/2011 11.00,,"15,40509",,"0,111143","0,09903"
19/08/2011 12.00,,"20,231215","42,97924","0,085651","0,06613"
19/08/2011 13.00,,"13,114339",,"0,091208","0,051606"
19/08/2011 14.00,,"11,389471","29,54822","0,113029","0,078564"
19/08/2011 15.00,,"11,297323",,"0,120688","0,077684"
19/08/2011 16.00,,"9,880701","28,571421","0,118666","0,063489"
19/08/2011 17.00,,"7,695732",,"0,10425","0,060738"
19/08/2011 18.00,,"14,978085","38,09523","0,150169","0,075703"
19/08/2011 19.00,,"19,769832",,"0,241456","0,079224"
19/08/2011 20.00,,"8,176595","51,770451","0,284193","0,349357"
19/08/2011 21.00,,"4,859233",,"0,309352","0,29203"
19/08/2011 22.00,,"10,028657","36,874222","0,307231","0,13281"
19/08/2011 23.00,,"4,70803",,"0,318818","0,079224"
20/08/2011 0.00,,"5,476371","28,08301","0,336239","1,86969"
20/08/2011 1.00,,"16,318795",,"0,338792","0,079224"
20/08/2011 2.00,"1,535686","25,161842","26,86202","0,446262","0,107172"
20/08/2011 3.00,"0,292512","26,36885",,,"0,130499"
20/08/2011 4.00,,"36,79531","26,37361","0,605447","0,146785"
20/08/2011 5.00,"0,213064","36,015292",,"0,529361","0,110693"
20/08/2011 6.00,"0,486616","51,6579","35,89743","0,710482","0,079224"
20/08/2011 7.00,"0,360222","50,365215",,"0,493733","0,181776"
20/08/2011 8.00,,"22,65825","41,514042","0,271485","0,279925"
20/08/2011 9.00,,"13,453092",,"0,127032","0,138202"
20/08/2011 10.00,,"2,062968","32,234421","0,082449","0,06624"
20/08/2011 11.00,,"2,121372",,"0,114521","0,060188"
20/08/2011 12.00,,"2,082436","23,68742","0,129998","0,076143"
20/08/2011 13.00,,"2,224553",,"0,168866","0,078784"
20/08/2011 14.00,"0,200424","1,710596","12,94261","0,198699","0,071192"
20/08/2011 15.00,"0,244663","1,423117",,"0,195263","0,06745"
