Stat,Casardi,,,,,
,,,,,,,,,,
Parm,NO2,NOX,O3,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,
24/03/2014 11.00,"8,4","10,2","74,9","8,5","2,9","6,4"
24/03/2014 12.00,"7,3","9,9","78,3","8,5","2,2","6,4"
24/03/2014 13.00,"5,4","7,4","80,3","8,5","2,3","6,4"
24/03/2014 14.00,"8,5","10,6","77,2","8,5","2,2","6,4"
24/03/2014 15.00,"5,8","7,5","78,1","8,5","1,9","6,4"
24/03/2014 16.00,"6,2","8,1","78,9","8,5","1,9","6,4"
24/03/2014 17.00,"5,5","7,3","78,4","8,5","1,9","6,4"
24/03/2014 18.00,"8,7","10,3","73,8","8,5","2,0","6,4"
24/03/2014 19.00,"16,6","17,7","61,7","8,5","2,2","6,4"
24/03/2014 20.00,"20,9","23,0","58,8","8,5","2,8","6,4"
24/03/2014 21.00,"18,1","20,0","60,4","8,5","2,6","6,4"
24/03/2014 22.00,"19,5","21,1","59,3","8,5","2,7","6,4"
24/03/2014 23.00,"13,1","14,1","62,3","8,5","2,6","6,4"
25/03/2014 0.00,"8,1","8,7","65,0","8,5","2,3","6,4"
25/03/2014 1.00,"6,3","6,7","64,6","13,6","2,1","9,4"
25/03/2014 2.00,"4,8","5,1","63,0","13,6","2,2","9,4"
25/03/2014 3.00,,,"61,5","13,6","2,1","9,4"
25/03/2014 4.00,"2,7","2,8","62,0","13,6","2,0","9,4"
25/03/2014 5.00,"5,7","6,0",,"13,6","2,0","9,4"
25/03/2014 6.00,"12,0","12,3","53,8","13,6","2,1","9,4"
25/03/2014 7.00,"16,2","17,6","49,1","13,6","2,3","9,4"
25/03/2014 8.00,"22,7","28,4","46,5","13,6","3,7","9,4"
25/03/2014 9.00,"15,7","21,4","61,8","13,6","3,8","9,4"
25/03/2014 10.00,"9,2","12,6","71,0","13,6","3,1","9,4"
25/03/2014 11.00,"6,6","8,7","77,6","13,6","2,5","9,4"
25/03/2014 12.00,"5,3","7,1","81,3","13,6","2,4","9,4"
25/03/2014 13.00,"10,8","14,5","77,9","13,6","2,3","9,4"
25/03/2014 14.00,"14,7","18,1","78,3","13,6","2,9","9,4"
25/03/2014 15.00,"10,8","13,2","85,3","13,6","2,7","9,4"
25/03/2014 16.00,"12,8","15,3","87,4","13,6","2,1","9,4"
25/03/2014 17.00,"15,5","17,1","83,6","13,6","2,5","9,4"
25/03/2014 18.00,"27,7","30,8","67,6","13,6","3,3","9,4"
25/03/2014 19.00,"30,6","31,2","62,2","13,6","3,1","9,4"
25/03/2014 20.00,"47,9","51,0","37,9","13,6","3,7","9,4"
25/03/2014 21.00,"30,8","31,2","51,7","13,6","3,9","9,4"
25/03/2014 22.00,"35,7","36,6","42,2","13,6","3,2","9,4"
25/03/2014 23.00,"32,3","32,4","43,0","13,6","3,6","9,4"
26/03/2014 0.00,"29,3","29,3","43,5","13,6","3,4","9,4"
26/03/2014 1.00,"17,9","17,9","49,5","16,0","3,3","9,4"
26/03/2014 2.00,"9,9","9,9","54,3","16,0","2,8","9,4"
26/03/2014 3.00,"11,0","11,0","47,4","16,0","2,6","9,4"
26/03/2014 4.00,"13,7","14,0","51,5","16,0","2,6","9,4"
26/03/2014 5.00,"14,8","14,9","48,0","16,0","2,7","9,4"
26/03/2014 6.00,"16,5","17,1","44,1","16,0","2,6","9,4"
26/03/2014 7.00,"23,7","25,7","31,5","16,0","2,9","9,4"
26/03/2014 8.00,"19,3","25,9","32,0","16,0","2,8","9,4"
26/03/2014 9.00,"17,7","22,8","51,3","16,0","3,0","9,4"
26/03/2014 10.00,"13,4","18,3","61,0","16,0","3,6","9,4"
26/03/2014 11.00,"11,0","13,9","71,4","16,0","3,0","9,4"
26/03/2014 12.00,"11,5","15,2","74,3","16,0","2,4","9,4"
26/03/2014 13.00,"11,4","14,9","81,8","16,0","2,4","9,4"
26/03/2014 14.00,"11,0","14,3","85,5","16,0","2,3","9,4"
26/03/2014 15.00,"6,7","8,3","91,6","16,0","2,1","9,4"
26/03/2014 16.00,"10,4","12,4","89,6","16,0","1,8","9,4"
26/03/2014 17.00,"8,5","9,6","92,3","16,0","2,0","9,4"
26/03/2014 18.00,"13,3","14,1","90,2","16,0","2,0","9,4"
26/03/2014 19.00,"45,1","51,1","53,5","16,0","3,1","9,4"
26/03/2014 20.00,"51,8","70,4","34,9","16,0","4,0","9,4"
26/03/2014 21.00,"53,6","72,5","33,1","16,0","3,4","9,4"
26/03/2014 22.00,"45,4","55,4","38,0","16,0","2,8","9,4"
26/03/2014 23.00,"47,0","61,1","33,6","16,0","2,6","9,4"
27/03/2014 0.00,"25,9","28,7","45,0","16,0","2,7","9,4"
27/03/2014 1.00,"28,9","36,6","34,0","25,0","2,8","9,1"
27/03/2014 2.00,"38,2","53,9","24,0","25,0","3,1","9,1"
27/03/2014 3.00,,,"19,0","25,0","3,0","9,1"
27/03/2014 4.00,"8,5","9,2","60,0","25,0","2,3","9,1"
27/03/2014 5.00,"5,3","5,3",,"25,0","2,1","9,1"
27/03/2014 6.00,"17,2","21,2","60,6","25,0","2,1","9,1"
27/03/2014 7.00,"44,9","59,0","35,7","25,0","2,5","9,1"
27/03/2014 8.00,"37,2","46,0","58,3","25,0","2,7","9,1"
27/03/2014 9.00,"37,2","46,2","63,0","25,0","1,6","9,1"
27/03/2014 10.00,"37,1","42,5","65,4","25,0","3,1","9,1"
27/03/2014 11.00,"25,4","31,8","75,7","25,0","3,1","9,1"
27/03/2014 12.00,"5,2","6,4","92,5","25,0","2,2","9,1"
27/03/2014 13.00,"8,7","10,2","87,1","25,0","1,8","9,1"
27/03/2014 14.00,"10,5","12,7","85,9","25,0","2,1","9,1"
27/03/2014 15.00,"7,9","9,2","87,1","25,0","2,1","9,1"
27/03/2014 16.00,"10,5","11,8","83,4","25,0","1,8","9,1"
27/03/2014 17.00,"9,5","10,3","85,3","25,0","2,0","9,1"
27/03/2014 18.00,"21,4","24,1","73,1","25,0","2,1","9,1"
27/03/2014 19.00,"38,0","39,1","58,0","25,0","3,1","9,1"
27/03/2014 20.00,"65,1","68,9","32,7","25,0","5,7","9,1"
27/03/2014 21.00,"65,5","69,3","23,2","25,0","5,5","9,1"
27/03/2014 22.00,"50,2","50,8","38,0","25,0","4,2","9,1"
27/03/2014 23.00,"71,8","79,5","15,2","25,0","4,3","9,1"
28/03/2014 0.00,"11,5","11,6","69,5","25,0","4,0","9,1"
28/03/2014 1.00,"12,2","12,5","73,0","11,6","2,1","5,1"
28/03/2014 2.00,"8,6","8,8","78,1","11,6","1,8","5,1"
28/03/2014 3.00,"3,5","3,5","70,1","11,6","1,9","5,1"
28/03/2014 4.00,"3,3","3,3","53,8","11,6","1,6","5,1"
28/03/2014 5.00,"9,0","9,1","39,4","11,6","2,4","5,1"
28/03/2014 6.00,"13,2","14,0","36,8","11,6","3,3","5,1"
28/03/2014 7.00,"17,4","19,7","39,4","11,6","2,4","5,1"
28/03/2014 8.00,"18,7","24,8","39,6","11,6","3,2","5,1"
28/03/2014 9.00,"19,9","29,9","42,9","11,6","3,3","5,1"
28/03/2014 10.00,"11,1","15,6","67,3","11,6","3,3","5,1"
28/03/2014 11.00,"5,4","7,0","88,7","11,6","2,3","5,1"
28/03/2014 12.00,"12,2","16,1","86,8","11,6","1,9","5,1"
28/03/2014 13.00,"12,2","15,7","90,9","11,6","2,4","5,1"
28/03/2014 14.00,"14,5","18,4","93,5","11,6","2,4","5,1"
28/03/2014 15.00,"9,2","11,2","93,9","11,6","2,0","5,1"
28/03/2014 16.00,"12,3","14,5","90,1","11,6","1,9","5,1"
28/03/2014 17.00,"11,7","13,4","92,7","11,6","1,8","5,1"
28/03/2014 18.00,"17,7","18,8","84,3","11,6","2,1","5,1"
28/03/2014 19.00,"23,7","24,1","76,0","11,6","2,4","5,1"
28/03/2014 20.00,"28,2","29,1","63,0","11,6","2,7","5,1"
28/03/2014 21.00,"38,6","40,1","48,9","11,6","3,2","5,1"
28/03/2014 22.00,"32,1","33,0","53,9","11,6","3,3","5,1"
28/03/2014 23.00,"19,3","19,4","60,4","11,6","2,8","5,1"
29/03/2014 0.00,"13,4","13,4","61,9","11,6","2,4","5,1"
29/03/2014 1.00,"7,4","7,5","68,4","19,6","2,1","13,8"
29/03/2014 2.00,"5,4","5,5","68,3","19,6","1,8","13,8"
29/03/2014 3.00,,,"58,6","19,6","2,0","13,8"
29/03/2014 4.00,"5,3","5,3","52,5","19,6","2,2","13,8"
29/03/2014 5.00,"7,8","7,8",,"19,6","2,4","13,8"
29/03/2014 6.00,"12,7","13,1","48,3","19,6","2,5","13,8"
29/03/2014 7.00,"15,6","16,9","47,7","19,6","2,7","13,8"
29/03/2014 8.00,"17,9","22,7","49,1","19,6","3,2","13,8"
29/03/2014 9.00,"19,6","26,3","57,6","19,6","3,6","13,8"
29/03/2014 10.00,"14,4","18,8","69,8","19,6","3,6","13,8"
29/03/2014 11.00,"5,5","6,8","91,7","19,6","2,7","13,8"
29/03/2014 12.00,"6,0","7,8","94,2","19,6","2,4","13,8"
29/03/2014 13.00,"6,4","8,4","97,5","19,6","2,4","13,8"
29/03/2014 14.00,"5,4","6,9","101,5","19,6","2,2","13,8"
29/03/2014 15.00,"3,8","4,8","103,2","19,6","2,0","13,8"
29/03/2014 16.00,"4,1","5,0","103,4","19,6","1,8","13,8"
29/03/2014 17.00,"5,7","6,5","101,2","19,6","2,1","13,8"
29/03/2014 18.00,"9,4","9,7","97,0","19,6","2,2","13,8"
29/03/2014 19.00,"20,3","20,5","84,4","19,6","2,4","13,8"
29/03/2014 20.00,"40,0","40,9","59,6","19,6","3,2","13,8"
29/03/2014 21.00,"62,3","66,8","35,6","19,6","3,5","13,8"
29/03/2014 22.00,"50,2","53,3","31,5","19,6","4,8","13,8"
29/03/2014 23.00,"42,7","44,1","34,9","19,6","4,7","13,8"
30/03/2014 0.00,"24,6","24,7","47,2","19,6","3,8","13,8"
30/03/2014 1.00,"14,9","15,0","54,2","26,3","3,1","18,5"
30/03/2014 2.00,"7,9","7,9","61,7","26,3","2,6","18,5"
30/03/2014 3.00,"7,7","7,8","64,1","26,3","2,4","18,5"
30/03/2014 4.00,"8,1","8,1","65,4","26,3","2,3","18,5"
30/03/2014 5.00,"9,1","9,4","63,9","26,3","2,4","18,5"
30/03/2014 6.00,"11,0","11,2","60,0","26,3","2,5","18,5"
30/03/2014 7.00,"16,8","17,6","55,5","26,3","4,6","18,5"
30/03/2014 8.00,"20,0","23,3","60,8","26,3","4,8","18,5"
30/03/2014 9.00,"16,2","19,1","73,4","26,3","5,0","18,5"
30/03/2014 10.00,"10,7","12,6","89,3","26,3","3,7","18,5"
30/03/2014 11.00,"11,3","14,6","74,2","26,3","2,9","18,5"
30/03/2014 12.00,"11,4","14,2","85,9","26,3","3,0","18,5"
30/03/2014 13.00,"12,9","15,9","95,2","26,3","2,9","18,5"
30/03/2014 14.00,"3,7","4,2","115,3","26,3","2,5","18,5"
30/03/2014 15.00,"2,7","2,9","114,5","26,3","1,9","18,5"
30/03/2014 16.00,"3,6","4,2","111,2","26,3","2,0","18,5"
30/03/2014 17.00,"6,8","8,7","112,8","26,3","2,4","18,5"
30/03/2014 18.00,"7,4","10,3","109,1","26,3","0,3","18,5"
30/03/2014 19.00,"12,2","15,5","100,2","26,3","0,4","18,5"
30/03/2014 20.00,"34,8","38,7","73,4","26,3","0,5","18,5"
30/03/2014 21.00,"51,3","56,9","54,3","26,3","0,6","18,5"
30/03/2014 22.00,"74,5","84,0","34,1","26,3","0,6","18,5"
30/03/2014 23.00,"49,0","54,9","39,4","26,3","0,5","18,5"
31/03/2014 0.00,"30,4","36,6","38,7","26,3","0,8","18,5"
31/03/2014 1.00,"15,5","21,1","50,8","18,5","0,8",
31/03/2014 2.00,"10,4","15,9","50,0","18,5","0,8",
31/03/2014 3.00,,,"54,4","18,5","0,8",
31/03/2014 4.00,"11,8","16,6","48,5","18,5","0,7",
31/03/2014 5.00,"21,1","26,7",,"18,5","0,7",
31/03/2014 6.00,"31,5","38,3","25,3","18,5","2,5",
31/03/2014 7.00,"43,8","59,8","21,1","18,5","3,7",
31/03/2014 8.00,"59,0","96,5","23,0","18,5","3,9",
31/03/2014 9.00,"30,7","46,5","55,5","18,5","2,8",
31/03/2014 10.00,"20,3","31,1","78,4","18,5","0,8",
31/03/2014 11.00,,,,"18,5",,
31/03/2014 12.00,,,,"18,5",,
31/03/2014 13.00,,,,"18,5",,
31/03/2014 14.00,,,,"18,5",,
31/03/2014 15.00,,,,"18,5",,
31/03/2014 16.00,,,,"18,5",,
31/03/2014 17.00,,,,"18,5",,
31/03/2014 18.00,,,,"18,5",,
31/03/2014 19.00,,,,"18,5",,
31/03/2014 20.00,,,,"18,5",,
31/03/2014 21.00,,,,"18,5",,
31/03/2014 22.00,,,,"18,5",,
31/03/2014 23.00,,,,"18,5",,
01/04/2014 0.00,,,,"18,5",,
01/04/2014 1.00,,,,,,
01/04/2014 2.00,,,,,,
01/04/2014 3.00,,,,,,
01/04/2014 4.00,,,,,,
01/04/2014 5.00,,,,,,
01/04/2014 6.00,,,,,,
01/04/2014 7.00,,,,,,
01/04/2014 8.00,,,,,,
01/04/2014 9.00,,,,,,
01/04/2014 10.00,,,,,,
01/04/2014 11.00,,,,,,
01/04/2014 12.00,,,,,,
01/04/2014 13.00,,,,,,
01/04/2014 14.00,,,,,,
01/04/2014 15.00,,,,,,
01/04/2014 16.00,,,,,,
01/04/2014 17.00,,,,,,
01/04/2014 18.00,,,,,,
01/04/2014 19.00,"39,9","40,4","75,1",,"3,4",
01/04/2014 20.00,"49,3","49,3","59,5",,"4,1",
01/04/2014 21.00,"22,6","22,5","65,2",,"3,7",
01/04/2014 22.00,"15,4","15,4","64,9",,"2,7",
01/04/2014 23.00,"9,7","9,7","67,4",,"2,4",
02/04/2014 0.00,"6,9","6,8","68,2",,"2,2",
02/04/2014 1.00,"4,1","4,1","71,4",,"1,9",
02/04/2014 2.00,"2,8","2,8","73,2",,"1,7",
02/04/2014 3.00,"3,4","3,3","74,7",,"1,6",
02/04/2014 4.00,"5,2","5,2","77,3",,"1,5",
02/04/2014 5.00,"7,3","7,3","76,8",,"1,4",
02/04/2014 6.00,"12,6","13,0","71,7",,"1,6",
02/04/2014 7.00,"19,2","20,2","66,4",,"2,5",
02/04/2014 8.00,"19,6","23,0","68,4",,"2,8",
02/04/2014 9.00,"14,3","17,0","79,0",,"2,9",
02/04/2014 10.00,"10,8","13,1","88,4",,"2,6",
02/04/2014 11.00,"12,7","16,4","83,2",,"2,2",
02/04/2014 12.00,"14,5","18,8","76,6",,"2,6",
02/04/2014 13.00,"10,8","13,8","83,6",,"2,6",
02/04/2014 14.00,"8,5","9,9","97,8",,"2,9",
02/04/2014 15.00,"6,1","7,1","109,4",,"1,8",
02/04/2014 16.00,"8,4","9,2","111,0",,"1,6",
02/04/2014 17.00,"10,2","11,0","113,7",,"1,8",
02/04/2014 18.00,"14,7","15,2","107,2",,"1,9",
02/04/2014 19.00,"49,2","55,9","63,9",,"2,6",
02/04/2014 20.00,"69,0","81,1","44,8",,"4,1",
02/04/2014 21.00,"41,5","42,1","56,5",,"3,8",
02/04/2014 22.00,"39,2","39,7","52,0",,"3,6",
02/04/2014 23.00,"36,2","36,5","50,8",,"4,4",
03/04/2014 0.00,"24,2","24,3","56,1",,"3,4",
03/04/2014 1.00,"14,5","14,5","54,6","42,4","2,8","18,7"
03/04/2014 2.00,"10,7","10,8","60,8","42,4","2,5","18,7"
03/04/2014 3.00,"9,4","9,6","57,5","42,4","2,1","18,7"
03/04/2014 4.00,"26,7","27,3","31,0","42,4","2,6","18,7"
03/04/2014 5.00,"24,9","25,6","47,1","42,4","2,6","18,7"
03/04/2014 6.00,"35,2","35,9","46,5","42,4","2,5","18,7"
03/04/2014 7.00,"72,0","98,2","12,8","42,4","3,8","18,7"
03/04/2014 8.00,"70,6","112,0","18,9","42,4","5,4","18,7"
03/04/2014 9.00,"52,1","71,1","38,3","42,4","5,1","18,7"
03/04/2014 10.00,"35,8","44,9","62,0","42,4","4,7","18,7"
03/04/2014 11.00,"40,7","51,7","57,1","42,4","3,7","18,7"
03/04/2014 12.00,"24,5","30,0","78,0","42,4","3,5","18,7"
03/04/2014 13.00,"18,7","21,2","88,2","42,4","2,7","18,7"
03/04/2014 14.00,"9,2","9,6","99,7","42,4","2,3","18,7"
03/04/2014 15.00,"16,2","19,2","91,9","42,4","1,8","18,7"
03/04/2014 16.00,"14,3","17,2","96,8","42,4","1,7","18,7"
03/04/2014 17.00,"14,2","17,1","92,4","42,4","1,9","18,7"
03/04/2014 18.00,"17,1","18,7","86,0","42,4","1,8","18,7"
03/04/2014 19.00,"14,8","15,5","86,8","42,4","2,1","18,7"
03/04/2014 20.00,"34,0","41,1","60,3","42,4","2,3","18,7"
03/04/2014 21.00,"40,6","50,0","44,4","42,4","2,6","18,7"
03/04/2014 22.00,"35,3","48,3","46,8","42,4","2,5","18,7"
03/04/2014 23.00,"38,4","46,4","41,5","42,4","2,1","18,7"
04/04/2014 0.00,"33,1","41,0","47,9","42,4","2,1","18,7"
04/04/2014 1.00,"14,3","15,7","63,6","42,9","2,8","14,9"
04/04/2014 2.00,"29,1","35,4","47,9","42,9","2,9","14,9"
04/04/2014 3.00,"21,3","24,0","60,6","42,9","2,7","14,9"
04/04/2014 4.00,"16,3","17,0","65,1","42,9","2,6","14,9"
04/04/2014 5.00,"30,7","33,4","55,0","42,9","4,6","14,9"
04/04/2014 6.00,"40,5","47,5","44,9","42,9","4,0","14,9"
04/04/2014 7.00,"41,1","43,5","43,4","42,9","4,2","14,9"
04/04/2014 8.00,"28,1","30,9","60,6","42,9","5,0","14,9"
04/04/2014 9.00,"19,6","21,6","66,8","42,9","3,0","14,9"
04/04/2014 10.00,"30,2","34,4","53,5","42,9","2,5","14,9"
04/04/2014 11.00,"17,9","19,3","71,0","42,9","2,7","14,9"
04/04/2014 12.00,"7,2","8,8","81,4","42,9","1,8","14,9"
04/04/2014 13.00,"6,5","8,5","81,7","42,9","1,5","14,9"
04/04/2014 14.00,"4,6","6,1","82,9","42,9","1,3","14,9"
04/04/2014 15.00,"4,6","5,6","81,6","42,9","1,1","14,9"
04/04/2014 16.00,"5,8","6,6","80,3","42,9","1,3","14,9"
04/04/2014 17.00,"9,6","10,1","77,8","42,9","1,4","14,9"
04/04/2014 18.00,"18,4","18,8","67,7","42,9","1,9","14,9"
04/04/2014 19.00,"23,8","25,0","61,2","42,9","2,6","14,9"
04/04/2014 20.00,"25,4","25,8","58,4","42,9","2,8","14,9"
04/04/2014 21.00,"28,2","31,6","51,8","42,9","2,6","14,9"
04/04/2014 22.00,"20,6","21,4","55,2","42,9","2,1","14,9"
04/04/2014 23.00,"16,3","16,9","56,7","42,9","1,9","14,9"
05/04/2014 0.00,"15,8","16,1","43,6","42,9","2,1","14,9"
05/04/2014 1.00,"16,7","16,9","36,1","20,1","2,8","9,5"
05/04/2014 2.00,"11,9","12,1","35,5","20,1","3,4","9,5"
05/04/2014 3.00,"6,7","6,8","41,8","20,1","1,8","9,5"
05/04/2014 4.00,"9,7","10,0","40,5","20,1","1,8","9,5"
05/04/2014 5.00,"22,4","23,6","27,0","20,1","2,8","9,5"
05/04/2014 6.00,"32,4","38,7","15,4","20,1","3,1","9,5"
05/04/2014 7.00,"46,5","110,0","3,0","20,1","3,9","9,5"
05/04/2014 8.00,"43,5","98,7","12,9","20,1","4,4","9,5"
05/04/2014 9.00,"46,4","117,0","21,0","20,1","5,3","9,5"
05/04/2014 10.00,"19,4","28,1","60,3","20,1","4,0","9,5"
05/04/2014 11.00,"14,4","18,9","70,4","20,1","2,5","9,5"
05/04/2014 12.00,"10,9","13,7","81,1","20,1","2,1","9,5"
05/04/2014 13.00,"24,2","28,9","64,3","20,1","2,3","9,5"
05/04/2014 14.00,"14,7","16,2","73,5","20,1","2,1","9,5"
05/04/2014 15.00,"15,2","17,2","75,6","20,1","1,7","9,5"
05/04/2014 16.00,"20,6","23,2","72,3","20,1","1,5","9,5"
05/04/2014 17.00,"24,6","26,1","73,0","20,1","2,7","9,5"
05/04/2014 18.00,"23,1","23,8","72,5","20,1","2,3","9,5"
05/04/2014 19.00,"50,4","52,9","42,0","20,1","2,8","9,5"
05/04/2014 20.00,"66,4","71,9","21,1","20,1","3,7","9,5"
05/04/2014 21.00,"78,7","95,9","4,1","20,1","4,7","9,5"
05/04/2014 22.00,"77,1","104,8","0,7","20,1","5,2","9,5"
05/04/2014 23.00,"32,3","33,5","56,1","20,1","4,7","9,5"
06/04/2014 0.00,"13,6","13,9","76,8","20,1","2,1","9,5"
06/04/2014 1.00,"13,7","14,3","75,5","20,1","1,6","10,2"
06/04/2014 2.00,"7,4","7,6","89,4","20,1","1,3","10,2"
06/04/2014 3.00,"11,0","11,5","86,4","20,1","1,1","10,2"
06/04/2014 4.00,"14,6","15,2","82,8","20,1","1,2","10,2"
06/04/2014 5.00,"19,2","19,8","76,7","20,1","1,1","10,2"
06/04/2014 6.00,"13,1","13,3","74,2","20,1","1,4","10,2"
06/04/2014 7.00,"13,7","15,2","55,1","20,1","1,5","10,2"
06/04/2014 8.00,"12,6","14,7","57,4","20,1","2,0","10,2"
06/04/2014 9.00,"8,3","10,3","71,4","20,1","2,8","10,2"
06/04/2014 10.00,"6,3","7,8","84,2","20,1","1,9","10,2"
06/04/2014 11.00,"7,5","9,8","85,8","20,1","1,8","10,2"
06/04/2014 12.00,"15,4","20,7","81,7","20,1","2,1","10,2"
06/04/2014 13.00,"9,8","12,6","90,9","20,1","2,1","10,2"
06/04/2014 14.00,"4,0","5,5","94,7","20,1","1,4","10,2"
06/04/2014 15.00,"2,3","3,5","95,4","20,1","1,1","10,2"
06/04/2014 16.00,"3,0","4,1","94,6","20,1","1,2","10,2"
06/04/2014 17.00,"6,3","7,5","88,0","20,1","1,5","10,2"
06/04/2014 18.00,"6,7","7,6","88,3","20,1","2,0","10,2"
06/04/2014 19.00,"13,0","13,2","76,8","20,1","1,9","10,2"
06/04/2014 20.00,"25,1","25,9","59,3","20,1","2,1","10,2"
06/04/2014 21.00,"30,8","32,3","43,1","20,1","2,8","10,2"
06/04/2014 22.00,"19,8","20,8","47,7","20,1","2,6","10,2"
06/04/2014 23.00,"14,3","15,0","56,6","20,1","2,4","10,2"
07/04/2014 0.00,"8,8","9,5","58,8","20,1","2,2","10,2"
07/04/2014 1.00,"5,5","6,2","61,4","29,3","2,0","19,1"
07/04/2014 2.00,"3,4","4,2","65,7","29,3","1,9","19,1"
07/04/2014 3.00,"3,0","3,5","64,9","29,3","1,8","19,1"
07/04/2014 4.00,"6,3","6,9","62,3","29,3","1,8","19,1"
07/04/2014 5.00,"8,9","10,1","60,3","29,3","2,0","19,1"
07/04/2014 6.00,"12,5","13,6","56,5","29,3","2,2","19,1"
07/04/2014 7.00,"22,6","26,0","47,4","29,3","2,4","19,1"
07/04/2014 8.00,"25,3","33,6","45,0","29,3","3,1","19,1"
07/04/2014 9.00,"18,9","25,5","56,2","29,3","3,5","19,1"
07/04/2014 10.00,"10,9","14,7","70,1","29,3","2,9","19,1"
07/04/2014 11.00,"8,2","11,3","75,9","29,3","2,3","19,1"
07/04/2014 12.00,"14,7","44,2","72,6","29,3","2,3","19,1"
07/04/2014 13.00,"14,5","19,6","74,6","29,3","2,6","19,1"
07/04/2014 14.00,"10,6","14,1","79,1","29,3","3,0","19,1"
07/04/2014 15.00,"10,7","14,3","81,7","29,3","2,0","19,1"
07/04/2014 16.00,"10,5","13,9","82,3","29,3","3,0","19,1"
07/04/2014 17.00,"8,2","10,4","87,7","29,3","2,0","19,1"
07/04/2014 18.00,"12,8","14,7","82,6","29,3","1,9","19,1"
07/04/2014 19.00,"33,4","35,0","59,8","29,3","2,8","19,1"
07/04/2014 20.00,"35,9","37,4","52,9","29,3","3,6","19,1"
07/04/2014 21.00,"25,3","26,8","53,9","29,3","3,4","19,1"
07/04/2014 22.00,"17,8","18,8","61,5","29,3","2,7","19,1"
07/04/2014 23.00,"13,5","14,5","64,6","29,3","2,2","19,1"
08/04/2014 0.00,"8,4","9,3","69,5","29,3","2,1","19,1"
08/04/2014 1.00,"5,4","6,3","72,0","31,3","1,8","18,9"
08/04/2014 2.00,"4,5","5,4","73,0","31,3","1,7","18,9"
08/04/2014 3.00,"4,5","5,7","73,8","31,3","1,7","18,9"
08/04/2014 4.00,"5,8","6,8","72,1","31,3","1,6","18,9"
08/04/2014 5.00,"11,4","12,8","69,5","31,3","1,5","18,9"
08/04/2014 6.00,"23,0","25,0","57,5","31,3","1,9","18,9"
08/04/2014 7.00,"36,8","43,8","42,4","31,3","2,8","18,9"
08/04/2014 8.00,"30,6","39,7","53,7","31,3","4,0","18,9"
08/04/2014 9.00,"17,9","23,3","74,5","31,3","3,4","18,9"
08/04/2014 10.00,"15,6","20,2","86,5","31,3","2,9","18,9"
08/04/2014 11.00,"13,4","17,5","88,6","31,3","2,8","18,9"
08/04/2014 12.00,"21,8","28,4","90,3","31,3","2,2","18,9"
08/04/2014 13.00,"11,1","14,4","94,9","31,3","2,6","18,9"
08/04/2014 14.00,"6,7","9,0","106,0","31,3","2,1","18,9"
08/04/2014 15.00,"8,2","10,7","107,1","31,3","1,7","18,9"
08/04/2014 16.00,"11,0","13,7","109,4","31,3","1,8","18,9"
08/04/2014 17.00,"11,9","13,6","109,0","31,3","2,2","18,9"
08/04/2014 18.00,"13,1","14,4","106,7","31,3","1,3","18,9"
08/04/2014 19.00,"17,6","18,0","98,1","31,3","1,7","18,9"
08/04/2014 20.00,"25,5","25,7","79,8","31,3","2,9","18,9"
08/04/2014 21.00,"61,0","64,1","34,8","31,3","3,8","18,9"
08/04/2014 22.00,"20,6","21,0","68,7","31,3","3,7","18,9"
08/04/2014 23.00,"13,5","13,7","74,1","31,3","2,4","18,9"
09/04/2014 0.00,"10,9","11,3","76,3","31,3","2,1","18,9"
09/04/2014 1.00,"7,4","8,0","82,7","21,8","1,8","11,9"
09/04/2014 2.00,"4,0","4,5","90,6","21,8","1,5","11,9"
09/04/2014 3.00,"2,8","3,5","93,7","21,8","1,8","11,9"
09/04/2014 4.00,"4,3","5,0","95,0","21,8","1,4","11,9"
09/04/2014 5.00,"9,6","10,8","88,7","21,8","1,6","11,9"
09/04/2014 6.00,"12,0","13,2","86,8","21,8","1,5","11,9"
09/04/2014 7.00,"15,1","16,9","81,8","21,8","1,6","11,9"
09/04/2014 8.00,"21,6","24,8","74,5","21,8","2,4","11,9"
09/04/2014 9.00,"19,6","22,7","72,6","21,8","2,6","11,9"
09/04/2014 10.00,"16,9","20,8","77,1","21,8","2,5","11,9"
09/04/2014 11.00,"11,8","15,3","83,2","21,8","2,5","11,9"
09/04/2014 12.00,"3,5","27,1","80,8","21,8","2,2","11,9"
09/04/2014 13.00,"0,6","10,8","78,4","21,8","4,5","11,9"
09/04/2014 14.00,"0,4","11,1",,"21,8","5,9","11,9"
09/04/2014 15.00,,,,"21,8","4,6","11,9"
09/04/2014 16.00,"14,7","16,6","80,2","21,8","1,4","11,9"
09/04/2014 17.00,"21,8","24,0","78,6","21,8","0,4","11,9"
09/04/2014 18.00,"16,5","19,8","78,0","21,8",,"11,9"
09/04/2014 19.00,"16,4","19,3","72,1","21,8",,"11,9"
09/04/2014 20.00,"18,3","21,7","71,5","21,8",,"11,9"
09/04/2014 21.00,"18,3","21,0","71,9","21,8",,"11,9"
09/04/2014 22.00,"12,4","15,0","80,4","21,8",,"11,9"
09/04/2014 23.00,"7,0","8,9","86,5","21,8",,"11,9"
