Stat,Campi Salentina,,,,,,  ,
Parm,NO2,NOX,CO,O3,PM10,PM2.5,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ug/m3,,
Field,,,Aver,Aver,Aver,Aver,,
02/07/2014 18.00,,,"0,38","95,81","17,44","9,38",,
02/07/2014 19.00,,,"0,34","90,68","17,44","9,38",,
02/07/2014 20.00,"1,0","5,93","0,37","82,56","17,44","9,38",,
02/07/2014 21.00,"1,3","7,04","0,37","75,31","17,44","9,38",,
02/07/2014 22.00,"1,2","6,66","0,38","70,56","17,44","9,38",,
02/07/2014 23.00,"2,1","9,86","0,46","55,26","17,44","9,38",,
03/07/2014 0.00,"4,2","17,03","0,67","49,62","17,44","9,38",,
03/07/2014 1.00,"2,5","10,98","0,57","47,28","28,96","12,55",,
03/07/2014 2.00,,,"0,53","38,42","28,96","12,55",,
03/07/2014 3.00,"1,8","8,71",,"27,77","28,96","12,55",,
03/07/2014 4.00,"2,4","11,50","0,54","23,79","28,96","12,55",,
03/07/2014 5.00,"4,1","19,40","0,56",,"28,96","12,55",,
03/07/2014 6.00,"6,0","28,74","0,59","27,94","28,96","12,55",,
03/07/2014 7.00,,,"0,56","62,41","28,96","12,55",,
03/07/2014 8.00,"2,4","12,27","0,59","73,53","28,96","12,55",,
03/07/2014 9.00,"2,2","11,65","0,58","81,39","28,96","12,55",,
03/07/2014 10.00,"2,7","14,10","0,57","85,10","28,96","12,55",,
03/07/2014 11.00,"2,7","13,45","0,59","94,17","28,96","12,55",,
03/07/2014 12.00,"2,7","13,07","0,63","96,59","28,96","12,55",,
03/07/2014 13.00,"2,0","10,55","0,59","98,05","28,96","12,55",,
03/07/2014 14.00,"0,7","5,34","0,49","98,25","28,96","12,55",,
03/07/2014 15.00,,,"0,50","98,71","28,96","12,55",,
03/07/2014 16.00,"0,5","4,72","0,51","103,03","28,96","12,55",,
03/07/2014 17.00,,,"0,54","89,42","28,96","12,55",,
03/07/2014 18.00,"0,7","5,77","0,57","86,54","28,96","12,55",,
03/07/2014 19.00,"0,8","5,28","0,48","85,81","28,96","12,55",,
03/07/2014 20.00,"1,2","6,78","0,47","82,36","28,96","12,55",,
03/07/2014 21.00,"1,3","6,89","0,50","78,82","28,96","12,55",,
03/07/2014 22.00,"0,6","4,30","0,50","82,81","28,96","12,55",,
03/07/2014 23.00,,,"0,44","86,13","28,96","12,55",,
04/07/2014 0.00,"0,3","3,18","0,43","86,05","28,96","12,55",,
04/07/2014 1.00,"0,6","4,49","0,44","82,20","19,44","10,60",,
04/07/2014 2.00,,,"0,43","80,50","19,44","10,60",,
04/07/2014 3.00,"0,7","4,67","0,43","76,91","19,44","10,60",,
04/07/2014 4.00,"0,3","3,48","0,42","85,82","19,44","10,60",,
04/07/2014 5.00,"0,7","4,83","0,43","83,23","19,44","10,60",,
04/07/2014 6.00,"2,6","12,10","0,46","71,93","19,44","10,60",,
04/07/2014 7.00,"1,8","9,80","0,51","77,89","19,44","10,60",,
04/07/2014 8.00,"2,3","12,09","0,46","79,77","19,44","10,60",,
04/07/2014 9.00,"1,6","9,43","0,45","85,39","19,44","10,60",,
04/07/2014 10.00,"1,8","10,51","0,47","86,84","19,44","10,60",,
04/07/2014 11.00,"2,7","15,00","0,47","88,76","19,44","10,60",,
04/07/2014 12.00,"1,5","9,02","0,44","89,01","19,44","10,60",,
04/07/2014 13.00,"1,4","8,13","0,42","93,58","19,44","10,60",,
04/07/2014 14.00,"1,3","7,81","0,41","102,24","19,44","10,60",,
04/07/2014 15.00,,,"0,51",,"19,44","10,60",,
04/07/2014 16.00,,,"0,48","106,45","19,44","10,60",,
04/07/2014 17.00,"1,3","7,82","0,46","103,41","19,44","10,60",,
04/07/2014 18.00,"1,4","8,27","0,43","102,33","19,44","10,60",,
04/07/2014 19.00,"2,2","10,98","0,42","96,65","19,44","10,60",,
04/07/2014 20.00,"4,1","17,05","0,46","87,23","19,44","10,60",,
04/07/2014 21.00,"4,5","18,36","0,46","85,24","19,44","10,60",,
04/07/2014 22.00,"4,1","16,64","0,51","76,90","19,44","10,60",,
04/07/2014 23.00,"3,1","13,15","0,42","72,98","19,44","10,60",,
05/07/2014 0.00,"2,9","12,63","0,38","65,28","19,44","10,60",,
05/07/2014 1.00,"3,6","14,89","0,41","50,46","19,54","9,38",,
05/07/2014 2.00,,,"0,38","45,99","19,54","9,38",,
05/07/2014 3.00,"1,8","8,80",,"55,76","19,54","9,38",,
05/07/2014 4.00,"2,2","10,07","0,19","47,40","19,54","9,38",,
05/07/2014 5.00,"3,8","16,86","0,17",,"19,54","9,38",,
05/07/2014 6.00,"7,1","40,95","0,24","12,99","19,54","9,38",,
05/07/2014 7.00,"5,8","33,91","0,28","29,20","19,54","9,38",,
05/07/2014 8.00,"2,5","13,32","0,24","71,75","19,54","9,38",,
05/07/2014 9.00,"1,8","9,70","0,25","89,58","19,54","9,38",,
05/07/2014 10.00,"1,6","8,23","0,19","107,76","19,54","9,38",,
05/07/2014 11.00,"1,2","7,42","0,18","108,83","19,54","9,38",,
05/07/2014 12.00,"0,8","5,60","0,10","111,89","19,54","9,38",,
05/07/2014 13.00,,,"0,12","114,00","19,54","9,38",,
05/07/2014 14.00,,,"0,12","114,10","19,54","9,38",,
05/07/2014 15.00,,,"0,12","113,45","19,54","9,38",,
05/07/2014 16.00,,,"0,12","107,73","19,54","9,38",,
05/07/2014 17.00,,,"0,14","103,75","19,54","9,38",,
05/07/2014 18.00,,,"0,17","101,50","19,54","9,38",,
05/07/2014 19.00,"0,7","4,77","0,13","97,76","19,54","9,38",,
05/07/2014 20.00,"1,7","8,10","0,21","87,14","19,54","9,38",,
05/07/2014 21.00,"1,3","6,67","0,16","80,77","19,54","9,38",,
05/07/2014 22.00,"1,5","6,95","0,18","74,41","19,54","9,38",,
05/07/2014 23.00,"1,3","6,47","0,30","69,94","19,54","9,38",,
06/07/2014 0.00,"2,0","8,68","0,49","60,95","19,54","9,38",,
06/07/2014 1.00,"3,3","13,80","0,50","49,39","22,66","9,57",,
06/07/2014 2.00,"2,4","10,29","0,49","47,54","22,66","9,57",,
06/07/2014 3.00,"3,2","13,34","0,45","41,11","22,66","9,57",,
06/07/2014 4.00,"1,0","5,80","0,44","67,91","22,66","9,57",,
06/07/2014 5.00,"1,1","5,37","0,44","66,86","22,66","9,57",,
06/07/2014 6.00,"1,1","5,01","0,47","81,76","22,66","9,57",,
06/07/2014 7.00,,,"0,45","92,99","22,66","9,57",,
06/07/2014 8.00,"0,6","4,43","0,48","106,41","22,66","9,57",,
06/07/2014 9.00,"0,6","4,25","0,47","104,93","22,66","9,57",,
06/07/2014 10.00,"0,8","5,13","0,49","98,90","22,66","9,57",,
06/07/2014 11.00,"0,7","4,74","0,48","101,34","22,66","9,57",,
06/07/2014 12.00,"1,1","6,19","0,51","102,69","22,66","9,57",,
06/07/2014 13.00,"1,3","6,95","0,51","99,90","22,66","9,57",,
06/07/2014 14.00,"1,1","5,94","0,50","103,18","22,66","9,57",,
06/07/2014 15.00,"0,6","4,28","0,48","98,83","22,66","9,57",,
06/07/2014 16.00,"0,8","5,05","0,49","92,44","22,66","9,57",,
06/07/2014 17.00,"1,0","5,84","0,48","91,46","22,66","9,57",,
06/07/2014 18.00,"2,7","12,14","0,48","87,67","22,66","9,57",,
06/07/2014 19.00,"3,2","13,57","0,50","84,80","22,66","9,57",,
06/07/2014 20.00,"3,0","12,83","0,49","74,75","22,66","9,57",,
06/07/2014 21.00,"1,6","7,47","0,49","67,75","22,66","9,57",,
06/07/2014 22.00,"1,5","6,49","0,48","63,09","22,66","9,57",,
06/07/2014 23.00,"2,2","9,35","0,38","51,07","22,66","9,57",,
07/07/2014 0.00,"2,7","11,54","0,33","47,98","22,66","9,57",,
07/07/2014 1.00,"1,6","7,74","0,29","51,29","22,95","11,21",,
07/07/2014 2.00,,,"0,28","46,60","22,95","11,21",,
07/07/2014 3.00,"1,2","6,46",,"34,41","22,95","11,21",,
07/07/2014 4.00,"1,4","7,35","0,51","34,35","22,95","11,21",,
07/07/2014 5.00,"2,8","12,75","0,52",,"22,95","11,21",,
07/07/2014 6.00,"4,7","25,05","0,57","24,46","22,95","11,21",,
07/07/2014 7.00,"3,1","15,68","0,53","52,41","22,95","11,21",,
07/07/2014 8.00,"2,1","11,13","0,58","74,97","22,95","11,21",,
07/07/2014 9.00,"1,4","7,61","0,53","86,33","22,95","11,21",,
07/07/2014 10.00,"1,2","6,69","0,54","93,91","22,95","11,21",,
07/07/2014 11.00,"1,0","6,40","0,50","99,64","22,95","11,21",,
07/07/2014 12.00,"1,0","5,93","0,47","104,00","22,95","11,21",,
07/07/2014 13.00,"2,0","10,10","0,45","101,42","22,95","11,21",,
07/07/2014 14.00,"0,9","5,43","0,45","102,62","22,95","11,21",,
07/07/2014 15.00,"0,4","3,51","0,45","101,30","22,95","11,21",,
07/07/2014 16.00,"0,5","4,21","0,47","100,07","22,95","11,21",,
07/07/2014 17.00,"0,8","5,07","0,49","97,05","22,95","11,21",,
07/07/2014 18.00,"0,6","4,45","0,51","93,21","22,95","11,21",,
07/07/2014 19.00,"1,1","6,00","0,49","83,63","22,95","11,21",,
07/07/2014 20.00,"2,1","9,79","0,50","78,13","22,95","11,21",,
07/07/2014 21.00,"2,1","9,75","0,51","69,63","22,95","11,21",,
07/07/2014 22.00,"1,7","8,10","0,50","64,16","22,95","11,21",,
07/07/2014 23.00,"2,1","9,63","0,47","57,94","22,95","11,21",,
08/07/2014 0.00,"3,0","12,70","0,45","41,84","22,95","11,21",,
08/07/2014 1.00,"3,1","13,56","0,45","42,56","38,93","17,92",,
08/07/2014 2.00,"4,2","17,29","0,46","31,34","38,93","17,92",,
08/07/2014 3.00,"3,4","14,30","0,43","31,68","38,93","17,92",,
08/07/2014 4.00,"1,8","8,67","0,38","59,26","38,93","17,92",,
08/07/2014 5.00,"4,2","17,65","0,57","43,42","38,93","17,92",,
08/07/2014 6.00,"3,6","15,38","0,76","51,95","38,93","17,92",,
08/07/2014 7.00,"3,3","15,42","0,58","62,17","38,93","17,92",,
08/07/2014 8.00,"2,2","11,57","0,45","74,18","38,93","17,92",,
08/07/2014 9.00,"0,6","4,47","0,38","87,42","38,93","17,92",,
08/07/2014 10.00,,,"0,34","95,16","38,93","17,92",,
08/07/2014 11.00,"0,8","5,39","0,37","96,60","38,93","17,92",,
08/07/2014 12.00,,,"0,36","83,56","38,93","17,92",,
08/07/2014 13.00,,,"0,34","82,99","38,93","17,92",,
08/07/2014 14.00,,,"0,38","89,94","38,93","17,92",,
08/07/2014 15.00,,,"0,37","96,77","38,93","17,92",,
08/07/2014 16.00,,,"0,35","98,31","38,93","17,92",,
08/07/2014 17.00,,,"0,32","92,98","38,93","17,92",,
08/07/2014 18.00,,,"0,40","85,46","38,93","17,92",,
08/07/2014 19.00,"0,8","4,99","0,41","79,02","38,93","17,92",,
08/07/2014 20.00,"0,7","4,82","0,38","75,74","38,93","17,92",,
08/07/2014 21.00,"0,7","4,57","0,35","74,95","38,93","17,92",,
08/07/2014 22.00,"0,8","5,20","0,37","72,51","38,93","17,92",,
08/07/2014 23.00,,,"0,36","72,49","38,93","17,92",,
09/07/2014 0.00,,,"0,38","73,32","38,93","17,92",,
09/07/2014 1.00,,,"0,34","74,63","16,70","5,13",,
09/07/2014 2.00,,,"0,36","67,56","16,70","5,13",,
09/07/2014 3.00,,,,"66,48","16,70","5,13",,
09/07/2014 4.00,,,"0,32","69,03","16,70","5,13",,
09/07/2014 5.00,"3,0","13,33","0,40",,"16,70","5,13",,
09/07/2014 6.00,"2,7","12,51","0,45","52,56","16,70","5,13",,
09/07/2014 7.00,"1,4","8,48","0,42","63,64","16,70","5,13",,
09/07/2014 8.00,"1,2","7,56","0,44","73,84","16,70","5,13",,
09/07/2014 9.00,"0,8","6,41","0,38","79,47","16,70","5,13",,
09/07/2014 10.00,"0,7","5,96","0,42","84,41","16,70","5,13",,
09/07/2014 11.00,,,"0,38","89,33","16,70","5,13",,
09/07/2014 12.00,"0,7","5,60","0,39","94,66","16,70","5,13",,
09/07/2014 13.00,"1,0","6,52","0,40","92,22","16,70","5,13",,
09/07/2014 14.00,"0,6","4,50","0,39","96,25","16,70","5,13",,
09/07/2014 15.00,"0,6","4,64","0,40","96,93","16,70","5,13",,
09/07/2014 16.00,,,"0,39","102,64","16,70","5,13",,
09/07/2014 17.00,,,"0,39","94,62","16,70","5,13",,
09/07/2014 18.00,,,"0,42","80,18","16,70","5,13",,
09/07/2014 19.00,"0,6","4,48","0,39","75,83","16,70","5,13",,
09/07/2014 20.00,"1,4","7,14","0,40","71,78","16,70","5,13",,
09/07/2014 21.00,"0,7","5,03","0,39","71,49","16,70","5,13",,
09/07/2014 22.00,"0,8","5,17","0,45","69,64","16,70","5,13",,
09/07/2014 23.00,"0,8","5,00","0,36","61,67","16,70","5,13",,
10/07/2014 0.00,"0,6","4,21","0,35","59,91","16,70","5,13",,
10/07/2014 1.00,"0,5","4,18","0,33","61,22","14,31","5,32",,
10/07/2014 2.00,,,"0,36","62,96","14,31","5,32",,
10/07/2014 3.00,,,"0,34","62,60","14,31","5,32",,
10/07/2014 4.00,,,"0,33","51,49","14,31","5,32",,
10/07/2014 5.00,"0,6","4,60","0,33","48,75","14,31","5,32",,
10/07/2014 6.00,"1,4","8,16","0,35","44,48","14,31","5,32",,
10/07/2014 7.00,"2,4","18,94","0,43","59,40","14,31","5,32",,
10/07/2014 8.00,,,"0,33","75,53","14,31","5,32",,
10/07/2014 9.00,,,"0,35","77,63","14,31","5,32",,
10/07/2014 10.00,"1,6","9,15","0,48","82,22","14,31","5,32",,
10/07/2014 11.00,"0,6","5,09","0,38","79,20","14,31","5,32",,
10/07/2014 12.00,,,"0,40","80,77","14,31","5,32",,
10/07/2014 13.00,,,"0,36","82,65","14,31","5,32",,
10/07/2014 14.00,,,"0,37","83,02","14,31","5,32",,
10/07/2014 15.00,,,"0,37","85,72","14,31","5,32",,
10/07/2014 16.00,,,"0,37","86,77","14,31","5,32",,
10/07/2014 17.00,,,"0,35","85,95","14,31","5,32",,
10/07/2014 18.00,"0,6","4,55","0,36","78,78","14,31","5,32",,
10/07/2014 19.00,"1,5","7,61","0,37","73,46","14,31","5,32",,
10/07/2014 20.00,"1,6","7,85","0,40","70,99","14,31","5,32",,
10/07/2014 21.00,"0,8","4,97","0,33","72,58","14,31","5,32",,
10/07/2014 22.00,"1,2","6,56","0,34","79,45","14,31","5,32",,
10/07/2014 23.00,"1,1","6,27","0,35","83,91","14,31","5,32",,
11/07/2014 0.00,"1,3","6,49","0,38","77,66","14,31","5,32",,
11/07/2014 1.00,"1,2","5,97","0,38","69,50","14,41","7,13",,
11/07/2014 2.00,,,"0,36","63,98","14,41","7,13",,
11/07/2014 3.00,"1,5","7,87",,"47,35","14,41","7,13",,
11/07/2014 4.00,"2,0","9,23","0,42","37,99","14,41","7,13",,
11/07/2014 5.00,"3,7","15,63","0,40",,"14,41","7,13",,
11/07/2014 6.00,"4,5","22,89","0,43","40,78","14,41","7,13",,
11/07/2014 7.00,"2,0","10,91","0,37","62,79","14,41","7,13",,
11/07/2014 8.00,"1,6","9,48","0,35","76,07","14,41","7,13",,
11/07/2014 9.00,"1,3","7,86","0,35","84,53","14,41","7,13",,
11/07/2014 10.00,"1,1","6,70","0,37","94,59","14,41","7,13",,
11/07/2014 11.00,"1,1","6,61","0,37","102,41","14,41","7,13",,
11/07/2014 12.00,"0,9","5,69","0,37","105,44","14,41","7,13",,
11/07/2014 13.00,"1,7","8,18","0,37","101,32","14,41","7,13",,
11/07/2014 14.00,"0,9","5,35","0,35","96,08","14,41","7,13",,
11/07/2014 15.00,"0,7","4,76","0,32","94,29","14,41","7,13",,
11/07/2014 16.00,"0,9","5,47","0,34","95,02","14,41","7,13",,
11/07/2014 17.00,"1,3","7,08","0,36","93,03","14,41","7,13",,
11/07/2014 18.00,"1,3","6,75","0,36","91,15","14,41","7,13",,
11/07/2014 19.00,"1,1","6,04","0,36","83,12","14,41","7,13",,
11/07/2014 20.00,"4,0","16,86","0,42","66,64","14,41","7,13",,
11/07/2014 21.00,"5,5","21,76","0,43","57,77","14,41","7,13",,
11/07/2014 22.00,"3,1","13,31","0,42","59,81","14,41","7,13",,
11/07/2014 23.00,"4,9","19,37","0,49","40,48","14,41","7,13",,
12/07/2014 0.00,"4,3","17,56","0,56","33,35","14,41","7,13",,
12/07/2014 1.00,"4,5","18,78","0,55","23,37","19,54","7,91",,
12/07/2014 2.00,"4,2","17,92","0,54","27,62","19,54","7,91",,
12/07/2014 3.00,"3,4","15,49","0,51","29,42","19,54","7,91",,
12/07/2014 4.00,"4,0","17,63","0,52","12,21","19,54","7,91",,
12/07/2014 5.00,"5,0","32,84","0,53","5,12","19,54","7,91",,
12/07/2014 6.00,"5,0","34,00","0,59","17,97","19,54","7,91",,
12/07/2014 7.00,"4,5","22,91","0,59","49,64","19,54","7,91",,
12/07/2014 8.00,"2,2","10,53","0,55","81,77","19,54","7,91",,
12/07/2014 9.00,"1,3","7,01","0,49","100,17","19,54","7,91",,
12/07/2014 10.00,"1,6","8,41","0,49","103,36","19,54","7,91",,
12/07/2014 11.00,"1,1","5,81","0,50","110,84","19,54","7,91",,
12/07/2014 12.00,"1,4","7,14","0,48","114,60","19,54","7,91",,
12/07/2014 13.00,"0,9","5,19","0,46","112,60","19,54","7,91",,
12/07/2014 14.00,"0,8","5,01","0,50","90,93","19,54","7,91",,
12/07/2014 15.00,,,"0,47","111,09","19,54","7,91",,
12/07/2014 16.00,,,"0,46","119,78","19,54","7,91",,
12/07/2014 17.00,,,"0,49","114,51","19,54","7,91",,
12/07/2014 18.00,"0,6","4,58","0,48","112,63","19,54","7,91",,
12/07/2014 19.00,"1,0","5,78","0,46","101,00","19,54","7,91",,
12/07/2014 20.00,"1,5","7,23","0,52","83,54","19,54","7,91",,
12/07/2014 21.00,"2,2","10,25","0,50","70,68","19,54","7,91",,
12/07/2014 22.00,"2,3","10,33","0,50","62,91","19,54","7,91",,
12/07/2014 23.00,"2,2","9,63","0,45","57,81","19,54","7,91",,
13/07/2014 0.00,"2,0","8,95","0,44","55,71","19,54","7,91",,
13/07/2014 1.00,"2,2","9,93","0,43","44,98","15,53","8,25",,
13/07/2014 2.00,,,"0,42","34,89","15,53","8,25",,
13/07/2014 3.00,"2,6","11,35",,"35,95","15,53","8,25",,
13/07/2014 4.00,"2,1","9,84","0,45","34,30","15,53","8,25",,
13/07/2014 5.00,"2,4","11,32","0,42",,"15,53","8,25",,
13/07/2014 6.00,"2,2","10,99","0,51","28,01","15,53","8,25",,
13/07/2014 7.00,"1,3","7,22","0,47","49,98","15,53","8,25",,
13/07/2014 8.00,,,"0,44","78,27","15,53","8,25",,
13/07/2014 9.00,,,"0,41","87,26","15,53","8,25",,
13/07/2014 10.00,,,"0,43","87,93","15,53","8,25",,
13/07/2014 11.00,,,"0,39","87,33","15,53","8,25",,
13/07/2014 12.00,,,"0,37","90,88","15,53","8,25",,
13/07/2014 13.00,,,"0,41","89,73","15,53","8,25",,
13/07/2014 14.00,,,"0,41","88,14","15,53","8,25",,
13/07/2014 15.00,,,"0,38","85,82","15,53","8,25",,
13/07/2014 16.00,,,"0,44","87,06","15,53","8,25",,
13/07/2014 17.00,,,"0,42","87,79","15,53","8,25",,
13/07/2014 18.00,"0,8","5,15","0,39","85,16","15,53","8,25",,
13/07/2014 19.00,"0,9","5,00","0,40","83,56","15,53","8,25",,
13/07/2014 20.00,"2,6","11,94","0,43","70,94","15,53","8,25",,
13/07/2014 21.00,"3,2","14,33","0,42","63,44","15,53","8,25",,
13/07/2014 22.00,"2,9","12,51","0,44","56,78","15,53","8,25",,
13/07/2014 23.00,"2,4","10,90","0,40","48,52","15,53","8,25",,
14/07/2014 0.00,"2,0","9,75","0,33","55,85","15,53","8,25",,
14/07/2014 1.00,"1,5","7,08","0,31","52,16","15,24","6,64",,
14/07/2014 2.00,"1,5","6,84","0,30","46,08","15,24","6,64",,
14/07/2014 3.00,"1,3","6,31","0,33","38,09","15,24","6,64",,
14/07/2014 4.00,"2,6","11,56","0,34","21,63","15,24","6,64",,
14/07/2014 5.00,"3,9","17,98","0,35","22,03","15,24","6,64",,
14/07/2014 6.00,"4,1","20,82","0,36","27,26","15,24","6,64",,
14/07/2014 7.00,"2,7","14,97","0,36","47,08","15,24","6,64",,
14/07/2014 8.00,"2,3","12,67","0,29","67,43","15,24","6,64",,
14/07/2014 9.00,"1,8","10,18","0,34","77,14","15,24","6,64",,
14/07/2014 10.00,"1,3","7,32","0,32","88,72","15,24","6,64",,
14/07/2014 11.00,"1,5","8,14","0,33","92,18","15,24","6,64",,
14/07/2014 12.00,"1,9","9,19","0,34","96,61","15,24","6,64",,
14/07/2014 13.00,"0,8","5,28","0,32","99,70","15,24","6,64",,
14/07/2014 14.00,,,"0,33","100,61","15,24","6,64",,
14/07/2014 15.00,,,"0,33","98,68","15,24","6,64",,
14/07/2014 16.00,,,"0,30","97,13","15,24","6,64",,
14/07/2014 17.00,"0,6","4,42","0,27","95,64","15,24","6,64",,
14/07/2014 18.00,"1,6","7,59","0,29","89,65","15,24","6,64",,
14/07/2014 19.00,"2,3","10,22","0,33","82,71","15,24","6,64",,
14/07/2014 20.00,"2,7","11,77","0,32","73,40","15,24","6,64",,
14/07/2014 21.00,"3,1","13,20","0,32","66,34","15,24","6,64",,
14/07/2014 22.00,"2,2","9,92","0,32","56,30","15,24","6,64",,
14/07/2014 23.00,"2,3","10,56","0,37","48,07","15,24","6,64",,
15/07/2014 0.00,"1,4","6,77","0,49","42,98","15,24","6,64",,
15/07/2014 1.00,"2,0","9,14","0,51","42,11","14,51","4,74",,
15/07/2014 2.00,,,"0,49","45,60","14,51","4,74",,
15/07/2014 3.00,"1,2","6,53",,"45,43","14,51","4,74",,
15/07/2014 4.00,"2,0","9,24","0,47","35,81","14,51","4,74",,
15/07/2014 5.00,"2,3","10,37","0,49",,"14,51","4,74",,
15/07/2014 6.00,"2,5","11,38","0,50","50,84","14,51","4,74",,
15/07/2014 7.00,"2,7","13,08","0,49","50,11","14,51","4,74",,
15/07/2014 8.00,,,"0,51","56,87","14,51","4,74",,
15/07/2014 9.00,"2,7","11,77","0,49","81,55","14,51","4,74",,
15/07/2014 10.00,"2,0","9,73","0,48","85,36","14,51","4,74",,
15/07/2014 11.00,"1,4","6,37","0,48","90,13","14,51","4,74",,
15/07/2014 12.00,"1,2","6,24","0,47","92,08","14,51","4,74",,
15/07/2014 13.00,"1,0","4,97","0,44","95,23","14,51","4,74",,
15/07/2014 14.00,"0,8","3,87","0,45","95,04","14,51","4,74",,
15/07/2014 15.00,"0,8","4,02","0,48","94,69","14,51","4,74",,
15/07/2014 16.00,"1,0","4,32","0,47","93,43","14,51","4,74",,
15/07/2014 17.00,"1,1","5,00","0,45","89,84","14,51","4,74",,
15/07/2014 18.00,"1,3","5,46","0,48","87,84","14,51","4,74",,
15/07/2014 19.00,"1,6","6,44","0,49","86,90","14,51","4,74",,
15/07/2014 20.00,"1,7","6,84","0,50","82,46","14,51","4,74",,
15/07/2014 21.00,"1,5","6,14","0,50","82,75","14,51","4,74",,
15/07/2014 22.00,"1,2","4,99","0,49","83,61","14,51","4,74",,
15/07/2014 23.00,"1,3","5,21","0,45","81,37","14,51","4,74",,
16/07/2014 0.00,"1,2","5,04","0,41","77,54","14,51","4,74",,
16/07/2014 1.00,"0,8","4,05","0,43","76,87","15,73","7,23",,
16/07/2014 2.00,"1,0","4,13","0,44","76,51","15,73","7,23",,
16/07/2014 3.00,"1,0","4,45","0,39","71,45","15,73","7,23",,
16/07/2014 4.00,"1,3","5,45","0,40","69,28","15,73","7,23",,
16/07/2014 5.00,"1,6","6,47","0,41","68,08","15,73","7,23",,
16/07/2014 6.00,"2,7","10,84","0,41","62,23","15,73","7,23",,
16/07/2014 7.00,"2,2","10,19","0,43","67,96","15,73","7,23",,
16/07/2014 8.00,"2,3","10,90","0,45","75,86","15,73","7,23",,
16/07/2014 9.00,"3,9","18,51","0,43","81,56","15,73","7,23",,
16/07/2014 10.00,"1,8","9,00","0,42","94,54","15,73","7,23",,
16/07/2014 11.00,"1,6","7,91","0,39","97,85","15,73","7,23",,
16/07/2014 12.00,"1,5","7,35","0,42","98,97","15,73","7,23",,
16/07/2014 13.00,"1,9","9,03","0,41","103,91","15,73","7,23",,
16/07/2014 14.00,"1,3","6,10","0,41","104,71","15,73","7,23",,
16/07/2014 15.00,"1,0","4,67","0,43","105,02","15,73","7,23",,
16/07/2014 16.00,"0,9","4,22","0,37","103,90","15,73","7,23",,
16/07/2014 17.00,"1,2","5,34","0,42","103,89","15,73","7,23",,
16/07/2014 18.00,"1,3","5,99","0,41","102,49","15,73","7,23",,
16/07/2014 19.00,"1,9","7,52","0,43","105,03","15,73","7,23",,
16/07/2014 20.00,"1,6","6,68","0,42","107,29","15,73","7,23",,
16/07/2014 21.00,"1,5","5,93","0,43","108,11","15,73","7,23",,
16/07/2014 22.00,"1,1","4,10","0,41","106,35","15,73","7,23",,
16/07/2014 23.00,"1,1","4,65","0,39","102,86","15,73","7,23",,
17/07/2014 0.00,"1,1","4,74","0,38","101,71","15,73","7,23",,
17/07/2014 1.00,"0,8","3,85","0,38","101,88","21,49","9,77",,
17/07/2014 2.00,,,"0,37","101,68","21,49","9,77",,
17/07/2014 3.00,"1,0","4,63",,"95,58","21,49","9,77",,
17/07/2014 4.00,"1,2","5,12","0,38","90,35","21,49","9,77",,
17/07/2014 5.00,"1,5","6,35","0,35",,"21,49","9,77",,
17/07/2014 6.00,"2,3","9,27","0,36","86,18","21,49","9,77",,
17/07/2014 7.00,"2,9","12,46","0,41","84,14","21,49","9,77",,
17/07/2014 8.00,"2,4","10,73","0,44","89,58","21,49","9,77",,
17/07/2014 9.00,"2,1","9,58","0,41","98,27","21,49","9,77",,
17/07/2014 10.00,"2,1","9,60","0,39","101,78","21,49","9,77",,
17/07/2014 11.00,"1,6","7,88","0,39","105,85","21,49","9,77",,
17/07/2014 12.00,"1,7","7,77","0,37","109,80","21,49","9,77",,
17/07/2014 13.00,"1,4","6,68","0,40","114,54","21,49","9,77",,
17/07/2014 14.00,"1,0","4,78","0,39","113,88","21,49","9,77",,
17/07/2014 15.00,"0,8","4,15","0,38","117,38","21,49","9,77",,
17/07/2014 16.00,"0,9","4,61","0,39","116,17","21,49","9,77",,
17/07/2014 17.00,"1,2","5,85","0,38","114,67","21,49","9,77",,
17/07/2014 18.00,"1,8","7,39","0,42","113,85","21,49","9,77",,
17/07/2014 19.00,"2,4","9,59","0,40","112,07","21,49","9,77",,
17/07/2014 20.00,"2,6","10,00","0,41","107,14","21,49","9,77",,
17/07/2014 21.00,"3,1","11,79","0,42","100,71","21,49","9,77",,
17/07/2014 22.00,"3,3","12,32","0,40","96,55","21,49","9,77",,
17/07/2014 23.00,"2,8","10,71","0,46","94,62","21,49","9,77",,
18/07/2014 0.00,"1,2","5,24","0,23","104,31","21,49","9,77",,
18/07/2014 1.00,"2,1","8,42","0,31","100,52","20,76","10,70",,
18/07/2014 2.00,"1,5","6,36","0,28","103,23","20,76","10,70",,
18/07/2014 3.00,"0,9","4,40","0,20","106,97","20,76","10,70",,
18/07/2014 4.00,"1,1","4,87","0,18","100,05","20,76","10,70",,
18/07/2014 5.00,"1,4","5,96","0,23","95,72","20,76","10,70",,
18/07/2014 6.00,"1,9","7,83","0,24","93,67","20,76","10,70",,
18/07/2014 7.00,"2,1","8,62","0,25","93,15","20,76","10,70",,
18/07/2014 8.00,"2,1","8,71","0,26","96,80","20,76","10,70",,
18/07/2014 9.00,"1,9","8,72","0,23","100,85","20,76","10,70",,
