Stat,Mesagne2_Via_Antonucci,,,,,
Parm,NOX,NO,NO2,CO,O3,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver
12/07/2014 10.00,"11,126744","2,572329","7,19821","0,4","101,3","0,8"
12/07/2014 11.00,"11,212994","2,530035","7,346712","0,5","109,4","0,6"
12/07/2014 12.00,"11,622189","2,866273","7,391459","0,5","108,5","0,5"
12/07/2014 13.00,"10,853732","2,954244","6,985404","0,6","108,2","0,5"
12/07/2014 14.00,"11,207159","2,794796","7,322071","0,6","122,5","0,4"
12/07/2014 15.00,"10,016535","2,241588","6,745564","0,5","125,7","0,5"
12/07/2014 16.00,"11,462014","2,642538","7,543205","0,4","125,5","0,5"
12/07/2014 17.00,"12,144871","3,850881","6,749455","0,5","124,9","0,4"
12/07/2014 18.00,"18,841798","4,817723","11,564474","0,4","123,3","0,6"
12/07/2014 19.00,"12,872472","2,843857","8,518529","0,5","119,7","0,6"
12/07/2014 20.00,"16,130474","4,373635","9,687752","0,5","109,8","0,5"
12/07/2014 21.00,"16,010503","4,820261","8,853149","0,5","89,7","0,6"
12/07/2014 22.00,"14,047532","3,760794","8,507505","0,5","81,5","0,5"
12/07/2014 23.00,"11,785608","2,947478","7,381731","0,6","74,3","0,6"
13/07/2014 0.00,"9,621606","2,600243","5,925229","0,6","76,6","0,4"
13/07/2014 1.00,"8,124898","2,615046","4,606205","0,6","77,1","0,3"
13/07/2014 2.00,"6,955026","1,613098","4,532925","0,6","71,3","0,3"
13/07/2014 3.00,"6,960863","1,661313","4,458998",,"64,5","0,3"
13/07/2014 4.00,"9,493206","1,967945","6,477091","0,6",,"0,3"
13/07/2014 5.00,"16,338638","4,226452","10,08657","0,6","39,8","0,5"
13/07/2014 6.00,"15,053985","4,123677","8,858336","0,6","33,2","0,6"
13/07/2014 7.00,"9,645599","3,408906","5,260574","0,6","56,8","0,6"
13/07/2014 8.00,"10,281766","3,411867","5,747543","0,6","78,1","0,5"
13/07/2014 9.00,"12,854965","3,683819","7,617132","0,7","80,7","0,5"
13/07/2014 10.00,"14,034561","4,253943","7,97769","0,6","88,8","0,5"
13/07/2014 11.00,"10,980835","2,6861","6,910282","0,5","87,3","0,5"
13/07/2014 12.00,"10,626762","2,564716","6,732595","0,4","89,5","0,4"
13/07/2014 13.00,"8,413475","1,912963","5,53419","0,4","90,5","0,4"
13/07/2014 14.00,"8,259783","1,810612","5,552349","0,4","93,2","0,3"
13/07/2014 15.00,"7,163191","1,323807","5,133425","0,4","82,8","0,4"
13/07/2014 16.00,"6,995882","1,19354","5,165849","0,5","79,4","0,4"
13/07/2014 17.00,"6,827924","1,457455","4,593236","0,4","90,9","0,3"
13/07/2014 18.00,"7,783794","1,807651","5,060146","0,5","93,1","0,4"
13/07/2014 19.00,"18,378779","4,312732","11,799227","0,4","90,0","0,5"
13/07/2014 20.00,"21,763224","6,036217","12,635774","0,5","83,1","0,4"
13/07/2014 21.00,"24,885692","5,783299","16,157061","0,5","63,2","0,6"
13/07/2014 22.00,"13,609803","3,112425","8,900488","0,5","71,8","0,4"
13/07/2014 23.00,"22,854633","6,892674","13,013677","0,5","62,3","0,5"
14/07/2014 0.00,"11,742807","2,670874","7,688465","0,5","65,1","0,5"
14/07/2014 1.00,"13,059237","2,543992","9,169612","0,5","62,3","0,5"
14/07/2014 2.00,"16,978045","2,984273","12,408805","0,5","50,6","0,5"
14/07/2014 3.00,"13,176612","2,140083","9,901752","0,4","34,9","0,6"
14/07/2014 4.00,"10,102136","1,776353","7,378488","0,4","44,6","0,6"
14/07/2014 5.00,"12,596865","2,121474","9,344052","0,6","41,4","0,8"
14/07/2014 6.00,"14,430139","2,216212","11,032065","0,6","35,2","0,7"
14/07/2014 7.00,"14,727147","2,375661","11,084594","0,6","46,6","0,7"
14/07/2014 8.00,"12,749262","2,32364","9,202683","0,5","62,2","0,6"
14/07/2014 9.00,"10,639731","2,220019","7,23582","0,4","78,0","0,6"
14/07/2014 10.00,"10,460101","2,374393","6,82079","0,5","86,2","0,5"
14/07/2014 11.00,"11,058654","3,147529","6,666522","0,4","97,0","0,5"
14/07/2014 12.00,"16,079243","3,403831","11,011963","0,5","97,9","0,4"
14/07/2014 13.00,"17,269865","3,572161","11,891313","0,4","104,1","0,5"
14/07/2014 14.00,"12,218148","2,888689","7,899223","0,4","112,7","0,5"
14/07/2014 15.00,"21,340404","4,828298","14,286429","0,5","106,8","0,5"
14/07/2014 16.00,"15,888587","3,331085","10,845949","0,5","104,6","0,3"
14/07/2014 17.00,"11,956808","1,912963","9,023701","0,6","94,8","0,5"
14/07/2014 18.00,"17,931323","3,541287","12,528776","0,6","80,9","0,5"
14/07/2014 19.00,"28,132671","6,033256","18,926102","0,7","56,5","0,5"
14/07/2014 20.00,"28,349912","7,716563","17,38004","0,7","42,1","1,3"
14/07/2014 21.00,"15,063711","2,547375","11,178624","0,6","48,4","0,7"
14/07/2014 22.00,"16,598033","3,531136","11,207157","0,6","45,3","0,6"
14/07/2014 23.00,"13,252487","2,318987","9,738333","0,6","44,1","0,6"
15/07/2014 0.00,"12,179239","2,200141","8,805809","0,6","49,9","0,5"
15/07/2014 1.00,"10,067765","1,871938","7,197561","0,6","39,1","0,4"
15/07/2014 2.00,"40,857909","19,220559","15,14741","0,6","37,8","0,4"
15/07/2014 3.00,"10,779155","1,664696","8,22671",,"41,4","0,5"
15/07/2014 4.00,"10,169578","1,20369","8,323984","0,6",,"0,5"
15/07/2014 5.00,"10,218863","1,308581","8,212443","0,6","48,9","0,5"
15/07/2014 6.00,"10,988618","1,452804","8,761063","0,6","48,2","0,6"
15/07/2014 7.00,"11,765505","1,851637","8,926428","0,6","48,1","0,5"
15/07/2014 8.00,"11,290813","1,891816","8,405693","0,6","58,8","0,6"
15/07/2014 9.00,"11,283031","1,632976","8,779221","0,6","62,4","0,6"
15/07/2014 10.00,"11,380304","1,951027","8,388833","0,6","69,2","0,6"
15/07/2014 11.00,"12,139681","2,028426","9,030834","0,6","69,0","0,5"
15/07/2014 12.00,"11,108587","1,762819","8,405693","0,6","68,2","0,6"
15/07/2014 13.00,"9,405661","1,635937","6,89731","0,6","73,3","0,5"
15/07/2014 14.00,"8,870658","1,621556","6,679167","0,6","75,9","0,4"
15/07/2014 15.00,"8,265619","1,511592","5,947926","0,5","76,3","0,4"
15/07/2014 16.00,"8,059401","1,672733","5,639893","0,5","77,3","0,4"
15/07/2014 17.00,"8,926428","1,718834","6,290975","0,6","73,4","0,4"
15/07/2014 18.00,"8,724101","1,430388","6,530916","0,6","71,6","0,4"
15/07/2014 19.00,"9,513956","1,554309","7,130767","0,6","71,0","0,4"
15/07/2014 20.00,"14,646734","4,349104","7,97834","0,6","70,8","0,5"
15/07/2014 21.00,,,,"0,6","73,2","0,5"
15/07/2014 22.00,,,,"0,6","72,0","0,6"
15/07/2014 23.00,,,,"0,6","70,3","0,5"
16/07/2014 0.00,,,,"0,6","69,4","0,5"
16/07/2014 1.00,,,,"0,6","68,7","0,5"
16/07/2014 2.00,,,,"0,6","67,3","0,4"
16/07/2014 3.00,,,,"0,6","65,0","0,4"
16/07/2014 4.00,,,,"0,6","64,7","0,4"
16/07/2014 5.00,,,,"0,6","64,0","0,4"
16/07/2014 6.00,,,,"0,6","60,6","0,4"
16/07/2014 7.00,,,,"0,6","59,8","0,5"
16/07/2014 8.00,,,,"0,6","61,5","0,6"
16/07/2014 9.00,,,,"0,6","67,5","0,6"
16/07/2014 10.00,,,,"0,6","77,1","0,6"
16/07/2014 11.00,,,,"0,6","81,8","0,5"
16/07/2014 12.00,,,,"0,6","81,9","0,5"
16/07/2014 13.00,,,,"0,6","86,6","0,5"
16/07/2014 14.00,,,,"0,6","88,6","0,5"
16/07/2014 15.00,,,,"0,6","91,8","0,4"
16/07/2014 16.00,,,,"0,6","93,4","0,4"
16/07/2014 17.00,,,,"0,6","93,0","0,4"
16/07/2014 18.00,,,,"0,6","91,8","0,4"
16/07/2014 19.00,,,,"0,6","93,8","0,4"
16/07/2014 20.00,,,,"0,6","94,3","0,5"
16/07/2014 21.00,,,,"0,6","92,7","0,5"
16/07/2014 22.00,,,,"0,6","90,9","0,6"
16/07/2014 23.00,,,,"0,6","90,2","0,5"
17/07/2014 0.00,,,,"0,6","89,0","0,5"
17/07/2014 1.00,,,,"0,6","89,0","0,5"
17/07/2014 2.00,,,,"0,6","88,1","0,4"
17/07/2014 3.00,,,,,"86,8","0,4"
17/07/2014 4.00,,,,"0,5",,"0,4"
17/07/2014 5.00,,,,"0,6","82,3","0,4"
17/07/2014 6.00,,,,"0,6","80,6","0,4"
17/07/2014 7.00,,,,"0,6","78,3","0,5"
17/07/2014 8.00,,,,"0,6","75,9","0,5"
17/07/2014 9.00,,,,"0,6","80,3","0,6"
17/07/2014 10.00,,,,"0,6","83,3","0,6"
17/07/2014 11.00,,,,"0,6","92,0","0,6"
17/07/2014 12.00,,,,"0,6","92,9","0,5"
17/07/2014 13.00,,,,"0,6","103,8","0,5"
17/07/2014 14.00,,,,"0,6","104,1","0,4"
17/07/2014 15.00,,,,"0,5","99,0","0,4"
17/07/2014 16.00,,,,"0,6","104,8","0,4"
17/07/2014 17.00,,,,"0,6","104,8","0,4"
17/07/2014 18.00,,,,"0,6","102,1","0,5"
17/07/2014 19.00,,,,"0,6","101,9","0,5"
17/07/2014 20.00,,,,"0,6","95,9","0,5"
17/07/2014 21.00,,,,"0,7","98,7","0,6"
17/07/2014 22.00,,,,"0,8","101,2","0,6"
17/07/2014 23.00,,,,"0,7","99,0","0,7"
18/07/2014 0.00,,,,"0,7","103,0","0,6"
18/07/2014 1.00,,,,"1,1","96,5","0,6"
18/07/2014 2.00,,,,"0,8","95,9","0,5"
18/07/2014 3.00,,,,"0,6","98,3","0,5"
18/07/2014 4.00,,,,"0,6","90,1","0,4"
18/07/2014 5.00,,,,"0,6","85,9","0,5"
18/07/2014 6.00,,,,"0,6","87,3","0,5"
18/07/2014 7.00,,,,"0,6","84,5","0,5"
18/07/2014 8.00,,,,"0,6","82,6","0,5"
18/07/2014 9.00,,,,"0,6","85,8","0,7"
18/07/2014 10.00,,,,"0,6","90,3","0,6"
18/07/2014 11.00,,,,"0,6","92,9","0,6"
18/07/2014 12.00,,,,"0,6","100,8","0,6"
18/07/2014 13.00,,,,"0,5","101,7","0,5"
18/07/2014 14.00,,,,"0,5","108,5","0,5"
18/07/2014 15.00,,,,"0,5","94,3","0,5"
18/07/2014 16.00,,,,"0,5","98,3","0,4"
18/07/2014 17.00,,,,"0,5","95,4","0,4"
18/07/2014 18.00,,,,"0,6","94,8","0,5"
18/07/2014 19.00,,,,"0,6","92,9","0,5"
18/07/2014 20.00,,,,"0,6","97,2","0,6"
18/07/2014 21.00,,,,"0,6","102,4","0,6"
18/07/2014 22.00,,,,"0,6","102,1","0,5"
18/07/2014 23.00,,,,"0,6","103,3","0,5"
19/07/2014 0.00,,,,"0,6","103,3","0,5"
19/07/2014 1.00,,,,"0,6","100,8","0,4"
19/07/2014 2.00,,,,"0,5","99,7","0,4"
19/07/2014 3.00,,,,,"98,2","0,4"
19/07/2014 4.00,,,,"0,5",,"0,4"
19/07/2014 5.00,,,,"0,5","97,4","0,4"
19/07/2014 6.00,,,,"0,6","91,4","0,5"
19/07/2014 7.00,,,,"0,6","84,3","0,5"
19/07/2014 8.00,,,,"0,6","83,3","0,5"
19/07/2014 9.00,,,,"0,6","81,3","0,6"
19/07/2014 10.00,,,,"0,6","82,4","0,6"
19/07/2014 11.00,,,,"0,6","86,3","0,6"
19/07/2014 12.00,,,,"0,6","86,1","0,6"
19/07/2014 13.00,,,,"0,6","90,7","0,5"
19/07/2014 14.00,,,,"0,5","89,5","0,5"
19/07/2014 15.00,,,,"0,5","92,6","0,4"
19/07/2014 16.00,,,,"0,5","94,3","0,4"
19/07/2014 17.00,,,,"0,6","98,2","0,4"
19/07/2014 18.00,,,,"0,6","100,7","0,4"
19/07/2014 19.00,,,,"0,6","93,9","0,5"
19/07/2014 20.00,,,,"0,6","92,5","0,5"
19/07/2014 21.00,,,,"0,6","93,6","0,6"
19/07/2014 22.00,,,,"0,6","92,1","0,5"
19/07/2014 23.00,,,,"0,6","96,0","0,5"
20/07/2014 0.00,,,,"0,6","90,3","0,5"
20/07/2014 1.00,,,,"0,6","89,5","0,5"
20/07/2014 2.00,,,,"0,5","91,0","0,4"
20/07/2014 3.00,,,,"0,6","93,2","0,4"
20/07/2014 4.00,,,,"0,6","99,0","0,4"
20/07/2014 5.00,,,,"0,6","97,1","0,4"
20/07/2014 6.00,,,,"0,6","95,3","0,5"
20/07/2014 7.00,,,,"0,6","92,7","0,4"
20/07/2014 8.00,,,,"0,6","94,7","0,5"
20/07/2014 9.00,,,,"0,5","97,5","0,5"
20/07/2014 10.00,,,,"0,6","100,5","0,5"
20/07/2014 11.00,,,,"0,5","109,0","0,5"
20/07/2014 12.00,,,,"0,5","108,4","0,5"
20/07/2014 13.00,,,,"0,5","120,1","0,4"
20/07/2014 14.00,,,,"0,5","118,6","0,3"
20/07/2014 15.00,,,,"0,6","121,7","0,3"
20/07/2014 16.00,,,,"0,7","125,9","0,3"
20/07/2014 17.00,,,,"0,8","128,1","0,3"
20/07/2014 18.00,,,,"1,8","128,3","0,4"
20/07/2014 19.00,"19,136844","8,138236","6,658668","0,5","122,3","0,4"
20/07/2014 20.00,"28,798659","9,612186","14,068284","0,6","117,6","0,4"
20/07/2014 21.00,"42,110806","11,847853","23,944741","1,2","89,0","0,6"
20/07/2014 22.00,"27,611286","8,255391","14,953468","0,8","97,3","0,7"
20/07/2014 23.00,"28,227352","8,333212","15,45021","0,7","83,3","0,8"
21/07/2014 0.00,"36,887889","10,317652","21,068041","0,6","61,9","0,8"
21/07/2014 1.00,"27,565246","8,662259","14,283582","0,7","66,0","0,8"
21/07/2014 2.00,"37,054539","11,379659","20,058907","0,8","52,7","0,8"
21/07/2014 3.00,"31,441252","10,057543","16,108425",,"35,1","0,9"
21/07/2014 4.00,"35,080554","11,96247","18,099354","1,3",,"1,0"
21/07/2014 5.00,"35,882084","11,978543","17,662849","1,0","42,4","1,1"
21/07/2014 6.00,"48,373885","16,558988","23,320243","2,4","35,9","1,3"
21/07/2014 7.00,"39,239305","13,251171","19,277567","0,9","58,6","1,2"
21/07/2014 8.00,"38,485118","14,720037","17,52289","0,7","99,2","0,8"
21/07/2014 9.00,"30,510663","9,971686","15,243343","0,8","88,2","1,0"
21/07/2014 10.00,"25,8046","9,324586","11,507406","0,6","100,8","0,8"
21/07/2014 11.00,"22,840369","8,756153","9,414737","0,8","113,3","0,7"
21/07/2014 12.00,"22,654255","8,619966","9,445219","0,6","116,7","0,7"
21/07/2014 13.00,"21,053777","8,338286","8,268861","0,5","87,8","0,6"
21/07/2014 14.00,"19,16149","8,237627","6,530916","0,5","97,4","0,4"
21/07/2014 15.00,"18,559706","8,407226","5,669076","0,5","108,8","0,3"
21/07/2014 16.00,"21,501892","8,409341","8,614506","0,6","96,2","0,3"
21/07/2014 17.00,"25,706036","9,545783","11,077461","0,6","108,1","0,4"
21/07/2014 18.00,"27,831778","10,61794","11,642294","0,6","111,2","0,5"
21/07/2014 19.00,"30,456839","10,738056","14,085793","1,4","101,2","0,6"
21/07/2014 20.00,"35,815295","11,096709","18,863199","0,9","101,1","0,4"
21/07/2014 21.00,"39,718549","10,66235","23,400011","0,9","93,0","0,5"
21/07/2014 22.00,"25,883718","8,270616","13,202552","0,7","71,3","0,6"
21/07/2014 23.00,"22,547891","8,562023","9,768062","1,3","77,1","0,6"
22/07/2014 0.00,"20,723689","8,179261","8,194285","0,5","90,4","0,5"
22/07/2014 1.00,"19,055151","8,308681","6,497842","0,5","82,3","0,3"
22/07/2014 2.00,"19,958489","8,253698","7,303264","0,5","64,3","0,4"
22/07/2014 3.00,"20,870473","8,433012","7,940323","0,5","49,5","0,3"
22/07/2014 4.00,"21,051827","8,479126","8,050971","0,5","59,3","0,3"
22/07/2014 5.00,"23,547867","8,726124","10,168282","0,5","65,2","0,7"
22/07/2014 6.00,"26,731288","8,54003","13,637039","0,5","62,0","0,5"
22/07/2014 7.00,"26,634656","8,726124","13,255081","0,5","75,9","0,6"
22/07/2014 8.00,"35,260186","11,93794","17,007228","0,6","92,8","0,5"
22/07/2014 9.00,"25,889549","9,101696","11,940596","0,5","93,3","0,5"
22/07/2014 10.00,"24,813705","9,132993","10,810283","0,5","92,6","0,5"
22/07/2014 11.00,"26,306519","10,261401","10,658538","0,5","101,8","0,5"
22/07/2014 12.00,"23,22426","9,347002","8,895948","0,5","91,1","0,4"
22/07/2014 13.00,"24,155499","9,789397","9,542409","0,5","92,9","0,4"
22/07/2014 14.00,"22,9279","9,585541","8,444008","0,4","90,7","0,4"
22/07/2014 15.00,"24,248232","10,354871","9,122368","0,5","101,4","0,3"
22/07/2014 16.00,"24,538111","9,220119","10,402385","0,5","101,9","0,3"
22/07/2014 17.00,"26,739721","10,131557","11,274601","0,5","85,6","0,3"
22/07/2014 18.00,"22,851382","8,479126","9,850522","0,5","81,7","0,4"
22/07/2014 19.00,"24,83057","8,72274","11,456176","0,5","71,6","0,4"
22/07/2014 20.00,"23,026484","8,443599","10,080087","0,5","77,2","0,5"
22/07/2014 21.00,"22,959677","8,457133","9,99254","0,5","81,9","0,4"
22/07/2014 22.00,"22,645173","8,462209","9,670244","0,5","74,7","0,4"
22/07/2014 23.00,"23,139961","8,493084","10,1177","0,5","70,5","0,4"
23/07/2014 0.00,"22,919469","8,479126","9,918615","0,5","66,2","0,4"
23/07/2014 1.00,"21,464915","8,436833","8,528904","0,5","71,4","0,4"
23/07/2014 2.00,"21,031731","8,47236","8,041242","0,5","69,9","0,3"
23/07/2014 3.00,"21,389697","8,475743","8,39402",,"64,8","0,3"
23/07/2014 4.00,"21,717184","8,512962","8,664438","0,5",,"0,3"
23/07/2014 5.00,"22,075799","8,567098","8,940045","0,5","63,9","0,3"
23/07/2014 6.00,"23,26837","8,550603","10,157905","0,5","61,7","0,4"
23/07/2014 7.00,"24,071832","8,702439","10,728574","0,5","56,6","0,4"
23/07/2014 8.00,"24,855215","8,800561","11,361497","0,5","56,7","0,4"
23/07/2014 9.00,,,,"0,5","71,4","0,4"
23/07/2014 10.00,"31,878965","25,055086","14,706343","0,7",,"0,4"
23/07/2014 11.00,"12,281053","1,108107","10,582015","0,8","87,2","0,3"
23/07/2014 12.00,"11,78042","1,72264","9,942455","0,9","93,3","0,3"
23/07/2014 13.00,"12,004797","0,729996","10,958138","0,9","88,4","0,3"
23/07/2014 14.00,"11,015206","0,737186","9,947148","0,7","93,4","0,3"
23/07/2014 15.00,"11,486007","0,570547","10,611198","0,7","83,5","0,3"
23/07/2014 16.00,"10,190977","0,674168","9,176095","0,8","92,4","0,3"
23/07/2014 17.00,"11,198727","0,695316","10,132615","0,8","91,1","0,3"
23/07/2014 18.00,"12,221393","0,842077","10,979539","0,7","88,2","0,4"
23/07/2014 19.00,"13,206444","0,651752","12,207125","0,8","92,6","0,3"
23/07/2014 20.00,"16,083781","0,540518","15,255016","0,7","88,2","0,4"
23/07/2014 21.00,"17,952074","0,719","16,867803","0,7","78,6","0,5"
23/07/2014 22.00,"17,946886","0,530792","17,133035","0,7","78,2","0,4"
23/07/2014 23.00,"17,101907","0,582813","16,208292","0,6","69,5","0,5"
24/07/2014 0.00,"17,050029","0,71604","15,952139","0,7","66,0","0,5"
24/07/2014 1.00,"14,749196","0,76214","13,580622","0,6","67,9","0,5"
24/07/2014 2.00,"14,321193","0,766793","13,145487","0,6","59,9","0,5"
24/07/2014 3.00,"12,561199","0,850112","11,257739","0,6","57,9","0,5"
24/07/2014 4.00,"19,495459","2,492815","15,848957","0,6","55,7","0,5"
24/07/2014 5.00,"16,070813","1,211726","14,681679","0,6","57,1","1,0"
24/07/2014 6.00,"19,601174","1,322114","17,574006","0,5","46,1","0,6"
24/07/2014 7.00,"26,707943","2,44164","22,964228","0,6","51,6","0,9"
24/07/2014 8.00,"19,321678","1,534008","16,969616","0,5","72,2","0,8"
24/07/2014 9.00,"16,6765","1,542467","14,311467","0,5","85,1","0,6"
24/07/2014 10.00,"16,942379","1,802999","14,24986","0,5","91,2","0,5"
24/07/2014 11.00,"17,304884","2,340979","13,980014","0,6","97,4","0,4"
24/07/2014 12.00,"16,492329","2,075796","13,670472","0,5","99,3","0,4"
24/07/2014 13.00,"11,440612","1,227799","9,558053","0,5","104,0","0,4"
24/07/2014 14.00,"9,039912","1,16055","7,42907","0,6","100,3","0,3"
24/07/2014 15.00,"12,174051","1,723062","9,609285","0,7","92,2","0,3"
24/07/2014 16.00,"12,880255","1,625786","10,425082","0,7","94,1","0,3"
24/07/2014 17.00,"12,465222","1,620711","9,993188","0,7","96,3","0,3"
24/07/2014 18.00,"11,350473","1,043396","9,750655","0,7","96,0","0,3"
24/07/2014 19.00,"13,23368","0,969804","11,746699","1,4","98,2","0,5"
24/07/2014 20.00,"17,539637","1,10007","15,852921","1,8","96,9","0,4"
24/07/2014 21.00,"32,705772","4,114796","26,39667","0,7","87,1","0,5"
24/07/2014 22.00,"40,891657","5,547297","32,386085","0,7","54,7","0,8"
24/07/2014 23.00,"20,649122","1,398244","18,505233","0,6","65,7","0,6"
25/07/2014 0.00,"25,243658","1,900275","22,329999","0,6","66,5","0,6"
25/07/2014 1.00,"50,962008","11,277306","34,254035","0,6","48,8","0,6"
25/07/2014 2.00,"38,460473","5,883959","29,465965","0,6","29,3","0,8"
25/07/2014 3.00,"29,436119","4,805035","22,324569",,"32,0","0,8"
25/07/2014 4.00,"19,570046","1,478603","17,302938","0,5",,"0,8"
25/07/2014 5.00,"20,995423","1,882934","18,152457","0,6","50,2","0,9"
25/07/2014 6.00,"22,558923","1,789888","19,814515","0,6","46,0","0,8"
25/07/2014 7.00,"27,102217","2,723318","22,926618","0,6","46,7","0,7"
25/07/2014 8.00,"22,194477","2,214944","18,798349","0,6","68,8","0,7"
25/07/2014 9.00,"17,937807","1,785235","15,200543","0,6","84,7","0,6"
25/07/2014 10.00,"16,450826","1,906619","13,92799","0,8","90,3","0,6"
25/07/2014 11.00,"14,140264","1,28405","12,171459","0,7","95,0","0,5"
25/07/2014 12.00,"13,25119","1,416007","11,080055","0,7","97,9","0,4"
25/07/2014 13.00,"11,618299","1,258673","9,6884","0,7","96,6","0,4"
25/07/2014 14.00,"10,692907","1,034515","9,106706","0,8","96,4","0,3"
25/07/2014 15.00,"9,818746","0,939353","8,378457","2,0","96,7","0,3"
25/07/2014 16.00,"9,362861","0,887754","8,001685","0,8","97,0","0,3"
25/07/2014 17.00,"11,074218","1,012099","9,522389","0,7","95,2","0,3"
25/07/2014 18.00,"11,39003","1,057776","9,768165","0,6","102,6","0,4"
25/07/2014 19.00,"13,911999","1,06835","12,273919","0,5","106,0","0,4"
25/07/2014 20.00,"15,616871","0,922857","14,201873","0,6","111,3","0,5"
25/07/2014 21.00,"16,518918","0,941045","15,076032","0,6","106,7","0,5"
25/07/2014 22.00,"15,586393","0,84842","14,285527","0,6","97,7","0,4"
25/07/2014 23.00,"15,496252","0,908055","14,103952","0,6","86,7","0,5"
26/07/2014 0.00,"16,330855","1,207497","14,479424","0,6","73,5","1,0"
26/07/2014 1.00,"15,985212","1,060737","14,358806","0,5","62,2","0,9"
26/07/2014 2.00,"14,795237","0,93047","13,368566","0,5","71,8","0,6"
26/07/2014 3.00,"12,679871","0,90298","11,295352","0,5","78,5","0,5"
26/07/2014 4.00,"13,609155","0,918206","12,201288","0,5","63,4","0,6"
26/07/2014 5.00,"17,077265","0,965152","15,597417","0,5","60,0","0,8"
26/07/2014 6.00,"25,076987","1,670194","22,516113","0,5","61,4","0,8"
26/07/2014 7.00,"31,491805","3,374225","26,625613","0,6","57,4","1,0"
26/07/2014 8.00,"21,74441","2,089753","18,540252","0,6","78,5","0,8"
26/07/2014 9.00,"19,448117","2,735161","15,277713","0,5","97,6","0,6"
26/07/2014 10.00,"21,780089","2,430644","18,053888","0,5","110,2","0,5"
26/07/2014 11.00,"18,06102","2,407382","14,589018","0,5","117,3","0,6"
26/07/2014 12.00,"17,269865","2,66876","13,222007","0,5","117,4","0,4"
26/07/2014 13.00,"22,526495","4,783466","16,271452","0,6","127,8","0,4"
26/07/2014 14.00,"14,446353","2,432335","11,174647","0,6","132,9","0,4"
26/07/2014 15.00,"18,148566","1,609715","15,692095","0,5","122,2","0,5"
26/07/2014 16.00,"13,897731","2,194643","10,967203","0,8","115,7","0,4"
26/07/2014 17.00,"21,132246","2,98935","16,584414","2,8","109,7","0,5"
26/07/2014 18.00,"13,151971","1,06116","11,649425","2,5","111,2","0,5"
26/07/2014 19.00,"21,311228","3,457968","16,403006","0,8","117,9","0,5"
26/07/2014 20.00,"40,647799","6,421517","30,825186","0,7","100,9","0,7"
26/07/2014 21.00,"36,430712","7,447996","25,21383","0,7","84,8","1,0"
26/07/2014 22.00,"24,337714","4,717487","17,86359","0,6","86,7","0,6"
26/07/2014 23.00,"20,040838","3,327279","15,070197","0,6","88,5","0,7"
27/07/2014 0.00,"17,629776","2,866696","13,337438","0,6","84,2","0,6"
27/07/2014 1.00,"14,828959","2,875154","10,996533","0,6","88,4","0,5"
27/07/2014 2.00,"10,490579","1,872784","8,043335","0,7","94,7","0,5"
27/07/2014 3.00,"11,519079","2,210291","8,716536",,"88,7","0,4"
27/07/2014 4.00,"11,580688","1,756898","9,078174","0,6",,"0,4"
27/07/2014 5.00,"12,486624","1,641012","9,976976","0,7","74,9","0,4"
