Stat,TA -S.VITO Colonia Marina,,,,,
Parm,SO2,NOX,NO2,PM10,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ng/m3
16/01/2014 0.00,"1,2","15,4","4,7","55,6","0,2","1,4"
16/01/2014 1.00,,"14,4","3,3","24,3","0,2","1,5"
16/01/2014 2.00,"1,1",,,"24,3","0,2","1,4"
16/01/2014 3.00,"1,3","17,6","2,6","24,3",,"1,1"
16/01/2014 4.00,"1,5","16,0","2,5","24,3","0,2","1,3"
16/01/2014 5.00,"1,3","18,2","5,3","24,3","0,2","1,5"
16/01/2014 6.00,"1,2","16,2","4,7","24,3","0,2","1,2"
16/01/2014 7.00,"1,3","14,8","2,5","24,3","0,2","1,4"
16/01/2014 8.00,"1,3","17,7","3,4","24,3","0,2","1,9"
16/01/2014 9.00,"1,4","22,5","7,5","24,3","0,2","4,9"
16/01/2014 10.00,"1,3","23,2","6,7","24,3","0,2","3,5"
16/01/2014 11.00,"1,1","21,7","5,8","24,3","0,2","3,1"
16/01/2014 12.00,"1,3","25,5","8,2","24,3","0,3","3,2"
16/01/2014 13.00,"1,3","17,8","4,8","24,3","0,2","4,0"
16/01/2014 14.00,"1,2","16,6","4,1","24,3","0,2","4,3"
16/01/2014 15.00,"1,3","13,9","1,7","24,3","0,2","2,4"
16/01/2014 16.00,"1,4","17,6","4,7","24,3","0,2","5,8"
16/01/2014 17.00,"1,3","38,0","18,2","24,3","0,3","30,1"
16/01/2014 18.00,"1,8","101,4","54,4","24,3","0,5","93,2"
16/01/2014 19.00,"1,7","106,6","59,6","24,3","0,5","80,8"
16/01/2014 20.00,"2,2","67,6","41,6","24,3","0,5","44,7"
16/01/2014 21.00,"2,1","82,0","47,6","24,3","0,7","63,9"
16/01/2014 22.00,"2,3","94,5","55,3","24,3","1,0","56,1"
16/01/2014 23.00,"2,5","60,3","37,5","24,3","0,8","29,6"
17/01/2014 0.00,"2,5","43,8","22,4","24,3","0,5","23,6"
17/01/2014 1.00,"2,3","36,8","16,2","18,1","0,5","13,6"
17/01/2014 2.00,"2,7","31,8","10,7","18,1","0,4","11,5"
17/01/2014 3.00,"2,0","24,6","3,3","18,1","0,2","1,5"
17/01/2014 4.00,"2,3","27,6","5,9","18,1","0,2","4,7"
17/01/2014 5.00,"1,8","21,3","2,2","18,1","0,3","2,6"
17/01/2014 6.00,"2,6","25,5","4,2","18,1","0,3","3,6"
17/01/2014 7.00,"2,4","58,1","24,1","18,1","0,3","29,5"
17/01/2014 8.00,"2,5","173,2","40,1","18,1","0,5","106,7"
17/01/2014 9.00,"2,4","66,3","34,6","18,1","0,7","53,3"
17/01/2014 10.00,"1,9","20,4","4,7","18,1","0,4","15,0"
17/01/2014 11.00,"2,0","18,8","3,1","18,1","0,3","8,8"
17/01/2014 12.00,,,,"18,1",,
17/01/2014 13.00,"1,9","34,6","3,8","18,1",,"12,3"
17/01/2014 14.00,"1,5","20,7","1,4","18,1","0,2","6,0"
17/01/2014 15.00,"1,2","18,6","1,8","18,1","0,2","5,6"
17/01/2014 16.00,"1,3","15,2","0,8","18,1","0,2","5,5"
17/01/2014 17.00,"1,3","16,4","1,7","18,1","0,2","6,2"
17/01/2014 18.00,"1,7","16,7","1,5","18,1","0,2","5,1"
17/01/2014 19.00,"1,2","17,0","1,8","18,1","0,2","5,0"
17/01/2014 20.00,"1,6","16,1","1,1","18,1","0,2","4,8"
17/01/2014 21.00,"1,6","16,2","1,6","18,1","0,2","5,3"
17/01/2014 22.00,"1,4","14,8","1,0","18,1","0,2","5,6"
17/01/2014 23.00,"1,1",,,"18,1","0,2","2,7"
18/01/2014 0.00,"1,4","11,7",,"18,1","0,2","2,7"
18/01/2014 1.00,,,,"20,6","0,2","2,1"
18/01/2014 2.00,"0,8",,,"20,6","0,2","2,5"
18/01/2014 3.00,"0,9",,,"20,6",,"1,6"
18/01/2014 4.00,"1,0","13,7",,"20,6","0,2","1,2"
18/01/2014 5.00,"0,8","13,1",,"20,6","0,2","1,3"
18/01/2014 6.00,"1,0","18,5","3,5","20,6","0,2","2,3"
18/01/2014 7.00,"1,2","35,8","17,6","20,6","0,3","18,8"
18/01/2014 8.00,"1,1","58,3","27,8","20,6","0,3","48,3"
18/01/2014 9.00,"1,0","20,4","3,4","20,6","0,2","8,5"
18/01/2014 10.00,"1,0","17,8","2,1","20,6","0,2","6,9"
18/01/2014 11.00,"0,9","16,2","1,5","20,6","0,2","5,7"
18/01/2014 12.00,"1,1","19,1","4,5","20,6","0,2","6,9"
18/01/2014 13.00,"0,8","14,2","0,8","20,6","0,2","5,1"
18/01/2014 14.00,"0,9","16,3","2,2","20,6","0,2","13,0"
18/01/2014 15.00,"1,0","14,0","1,2","20,6","0,3","6,4"
18/01/2014 16.00,"0,8","11,7","0,6","20,6","0,2","4,6"
18/01/2014 17.00,"0,6",,,"20,6","0,2","5,0"
18/01/2014 18.00,"0,7","12,7","0,6","20,6","0,2","7,0"
18/01/2014 19.00,"0,8",,,"20,6","0,2","8,1"
18/01/2014 20.00,"0,9",,,"20,6","0,2","6,9"
18/01/2014 21.00,"0,5",,,"20,6","0,2","6,6"
18/01/2014 22.00,"0,6","13,6","0,6","20,6","0,2","8,5"
18/01/2014 23.00,"0,7",,,"20,6","0,2","6,7"
19/01/2014 0.00,"0,6",,,"20,6","0,2","9,0"
19/01/2014 1.00,"0,6","6,0",,"28,2","0,2","3,5"
19/01/2014 2.00,"0,7","5,1",,"28,2","0,2","3,2"
19/01/2014 3.00,"0,6","5,8",,"28,2","0,2","1,9"
19/01/2014 4.00,"0,6","4,7",,"28,2","0,2","1,8"
19/01/2014 5.00,"0,7","4,4",,"28,2","0,2","1,9"
19/01/2014 6.00,"0,5","5,0",,"28,2","0,2","1,9"
19/01/2014 7.00,"0,4","5,0",,"28,2","0,2","1,4"
19/01/2014 8.00,"0,5","7,9",,"28,2","0,2","1,8"
19/01/2014 9.00,"0,6","9,4",,"28,2","0,2","2,0"
19/01/2014 10.00,"0,7","9,4",,"28,2","0,2","2,6"
19/01/2014 11.00,"0,7","12,4",,"28,2","0,2","4,1"
19/01/2014 12.00,"0,6",,,"28,2","0,2","3,8"
19/01/2014 13.00,"0,6",,,"28,2","0,2","5,2"
19/01/2014 14.00,"0,7","13,4","0,6","28,2","0,3","8,9"
19/01/2014 15.00,"0,6","14,2","0,6","28,2","0,3","7,6"
19/01/2014 16.00,"0,7","12,9","0,8","28,2","0,2","3,1"
19/01/2014 17.00,"0,7",,,"28,2","0,2","6,6"
19/01/2014 18.00,"0,6",,,"28,2","0,2","9,5"
19/01/2014 19.00,"0,6",,,"28,2","0,2","4,1"
19/01/2014 20.00,"0,6",,,"28,2","0,2","3,1"
19/01/2014 21.00,"0,6",,,"28,2","0,2","3,8"
19/01/2014 22.00,"0,7",,,"28,2","0,2","5,8"
19/01/2014 23.00,"0,5","12,3",,"28,2","0,2","4,7"
20/01/2014 0.00,"0,6","12,4",,"28,2","0,2","3,9"
20/01/2014 1.00,,"11,7",,"45,7","0,2","2,3"
20/01/2014 2.00,"0,6",,,"45,7","0,2","2,0"
20/01/2014 3.00,"0,6",,,"45,7",,"2,6"
20/01/2014 4.00,"0,7",,,"45,7","0,2","1,9"
20/01/2014 5.00,"0,9","14,8",,"45,7","0,2","1,5"
20/01/2014 6.00,"0,6","26,8","8,2","45,7","0,2","6,1"
20/01/2014 7.00,"1,0","29,0","9,2","45,7","0,2","12,4"
20/01/2014 8.00,"0,9","71,6","33,5","45,7","0,3","49,9"
20/01/2014 9.00,"0,9","60,3","27,9","45,7","0,3","44,2"
20/01/2014 10.00,"0,8","23,8","5,2","45,7","0,2","7,6"
20/01/2014 11.00,"0,6","17,8","1,2","45,7","0,2","4,7"
20/01/2014 12.00,"0,6","19,7","3,1","45,7","0,2","11,8"
20/01/2014 13.00,"0,6","20,5","4,3","45,7","0,2","9,0"
20/01/2014 14.00,"0,7","22,0","5,4","45,7","0,2","14,2"
20/01/2014 15.00,"0,8","17,2","2,1","45,7","0,2","6,3"
20/01/2014 16.00,"0,6","18,2","2,4","45,7","0,2","10,6"
20/01/2014 17.00,"0,6","23,7","7,5","45,7","0,2","15,1"
20/01/2014 18.00,"0,8","20,9","4,8","45,7","0,2","8,2"
20/01/2014 19.00,"0,8","21,4","5,3","45,7","0,2","7,6"
20/01/2014 20.00,"0,7","17,0","1,5","45,7","0,1","4,3"
20/01/2014 21.00,"0,7","15,7","0,7","45,7","0,1","3,7"
20/01/2014 22.00,"0,6","14,6","0,5","45,7","0,1","3,2"
20/01/2014 23.00,"0,9",,,"45,7","0,1","2,8"
21/01/2014 0.00,"0,8","11,8",,"45,7","0,1","1,7"
21/01/2014 1.00,"0,9","11,7",,"8,0","0,1","1,6"
21/01/2014 2.00,"0,8","10,8",,"8,0","0,1","1,3"
21/01/2014 3.00,"0,8","10,8",,"8,0","0,1","1,1"
21/01/2014 4.00,"0,9","10,9",,"8,0","0,1","1,1"
21/01/2014 5.00,"0,8","10,5",,"8,0","0,1","1,1"
21/01/2014 6.00,"1,1","11,5",,"8,0","0,1","1,7"
21/01/2014 7.00,"1,3",,,"8,0","0,1","2,1"
21/01/2014 8.00,"1,1","16,2","0,9","8,0","0,1","4,0"
21/01/2014 9.00,"1,0","17,4","1,0","8,0","0,1","5,1"
21/01/2014 10.00,"1,0","16,5","0,5","8,0","0,1","4,7"
21/01/2014 11.00,"1,2","17,1","1,0","8,0","0,1","4,5"
21/01/2014 12.00,"1,0",,,"8,0","0,1","3,4"
21/01/2014 13.00,"1,2","15,6","1,1","8,0","0,1","4,5"
21/01/2014 14.00,"0,9","21,1","5,7","8,0","0,1","9,7"
21/01/2014 15.00,"1,2","16,5","1,9","8,0","0,1","5,3"
21/01/2014 16.00,"1,3","14,8","0,9","8,0","0,1","3,7"
21/01/2014 17.00,"1,1","15,2","1,2","8,0","0,1","4,9"
21/01/2014 18.00,"1,1","17,8","2,9","8,0","0,1","5,9"
21/01/2014 19.00,"1,2","22,1","5,4","8,0","0,2","11,3"
21/01/2014 20.00,"1,2","19,8","4,4","8,0","0,2","7,1"
21/01/2014 21.00,"1,2","19,2","3,8","8,0","0,1","6,1"
21/01/2014 22.00,"1,0","17,3","2,7","8,0","0,2","5,9"
21/01/2014 23.00,"1,5","17,8","2,8","8,0","0,1","3,4"
22/01/2014 0.00,"1,4",,,"8,0","0,1","1,7"
22/01/2014 1.00,,"13,1",,"7,8","0,1","1,3"
22/01/2014 2.00,"0,7",,,"7,8","0,1","1,5"
22/01/2014 3.00,"0,8",,,"7,8",,"1,2"
22/01/2014 4.00,"0,9",,,"7,8","0,2","1,2"
22/01/2014 5.00,"0,9","15,1",,"7,8","0,2","1,1"
22/01/2014 6.00,"1,0",,,"7,8","0,2","1,5"
22/01/2014 7.00,"1,0","18,5","2,8","7,8","0,2","3,6"
22/01/2014 8.00,"1,0","21,1","4,5","7,8","0,2","5,2"
22/01/2014 9.00,"1,0","37,0","12,4","7,8","0,2","2,9"
22/01/2014 10.00,"0,8","33,9","10,3","7,8","0,2","2,0"
22/01/2014 11.00,"0,7","18,6","3,5","7,8","0,2","2,3"
22/01/2014 12.00,"0,9","16,8","2,3","7,8","0,2","3,2"
22/01/2014 13.00,"0,9","15,2","1,0","7,8","0,2","2,8"
22/01/2014 14.00,"0,9","21,9","6,1","7,8","0,2","7,6"
22/01/2014 15.00,"0,8","19,6","4,9","7,8","0,2","5,7"
22/01/2014 16.00,"1,0","19,3","5,4","7,8","0,2","7,4"
22/01/2014 17.00,"0,9","19,3","5,6","7,8","0,2","7,5"
22/01/2014 18.00,"0,9","17,6","3,9","7,8","0,2","4,6"
22/01/2014 19.00,"0,7","16,0","2,1","7,8","0,2","4,3"
22/01/2014 20.00,"1,0","21,6","7,7","7,8","0,2","6,6"
22/01/2014 21.00,"0,8","27,2","11,7","7,8","0,2","7,3"
22/01/2014 22.00,"1,0","21,0","4,6","7,8","0,2","3,9"
22/01/2014 23.00,"0,9","20,9","5,9","7,8","0,2","6,1"
23/01/2014 0.00,"1,3","71,7","38,6","7,8","0,3","27,6"
23/01/2014 1.00,"1,3","25,4","8,9","25,6","0,2","8,5"
23/01/2014 2.00,"1,2",,,"25,6","0,2","1,4"
23/01/2014 3.00,"1,1","16,8","0,5","25,6","0,2","1,3"
23/01/2014 4.00,"1,0","26,6","7,9","25,6","0,2","1,4"
23/01/2014 5.00,"1,3","32,4","14,1","25,6","0,2","5,9"
23/01/2014 6.00,"1,3","25,1","6,4","25,6","0,2","3,6"
23/01/2014 7.00,"1,2","63,7","26,9","25,6","0,3","26,6"
23/01/2014 8.00,"1,4","84,8","35,2","25,6","0,3","39,0"
23/01/2014 9.00,"1,6","66,3","28,9","25,6","0,3","28,4"
23/01/2014 10.00,"1,4","58,3","27,1","25,6","0,3","17,8"
23/01/2014 11.00,"1,2","64,0","33,7","25,6","0,3","13,0"
23/01/2014 12.00,"1,2","70,0","37,7","25,6","0,3","11,7"
23/01/2014 13.00,"1,3","46,1","23,6","25,6","0,3","9,0"
23/01/2014 14.00,"1,5","24,0","7,3","25,6","0,2","6,6"
23/01/2014 15.00,"1,6","22,5","7,2","25,6","0,2","10,6"
23/01/2014 16.00,"1,5","32,5","16,3","25,6","0,3","18,5"
23/01/2014 17.00,"1,4","70,9","40,0","25,6","0,5","54,2"
23/01/2014 18.00,"1,5","88,6","50,9","25,6","0,4","59,7"
23/01/2014 19.00,"1,6","74,1","45,1","25,6","0,5","53,3"
23/01/2014 20.00,"1,5","85,0","50,4","25,6","0,5","53,2"
23/01/2014 21.00,"1,3","76,8","43,7","25,6","0,5","48,0"
23/01/2014 22.00,"1,4","71,9","42,1","25,6","0,6","47,8"
23/01/2014 23.00,"1,7","62,1","37,2","25,6","0,6","40,7"
24/01/2014 0.00,"1,3","47,8","27,1","25,6","0,6","24,2"
24/01/2014 1.00,,"37,2","18,7","13,7","0,5","14,9"
24/01/2014 2.00,"0,9",,,"13,7","0,5","11,1"
24/01/2014 3.00,"0,8","31,2","11,1","13,7",,"9,1"
24/01/2014 4.00,"1,0","28,6","9,3","13,7","0,4","8,3"
24/01/2014 5.00,"0,6","20,3","2,6","13,7","0,3","1,3"
24/01/2014 6.00,"0,7","20,1","2,9","13,7","0,3","2,9"
24/01/2014 7.00,"0,7","22,9","5,9","13,7","0,3","5,6"
24/01/2014 8.00,"0,8","26,6","8,4","13,7","0,3","12,2"
24/01/2014 9.00,"0,6","26,4","8,0","13,7","0,3","10,3"
24/01/2014 10.00,"0,6","21,0","4,0","13,7","0,3","6,6"
24/01/2014 11.00,"0,5","17,4","1,4","13,7","0,2","5,2"
24/01/2014 12.00,"0,5","16,3","1,3","13,7","0,2","5,1"
24/01/2014 13.00,"0,7","18,7","3,0","13,7","0,2","8,8"
24/01/2014 14.00,"0,8","20,1","3,6","13,7","0,3","12,0"
24/01/2014 15.00,"0,5","20,2","4,5","13,7","0,2","6,7"
24/01/2014 16.00,"0,6","26,9","10,2","13,7","0,2","11,0"
24/01/2014 17.00,"0,5","29,3","11,7","13,7","0,3","10,9"
24/01/2014 18.00,"0,5","36,5","17,1","13,7","0,3","18,5"
24/01/2014 19.00,"0,7","41,0","22,2","13,7","0,3","25,1"
24/01/2014 20.00,"0,5","35,7","15,8","13,7","0,3","11,1"
24/01/2014 21.00,"0,8","55,9","30,8","13,7","0,3","28,6"
24/01/2014 22.00,"0,5","23,4","5,9","13,7","0,2","5,1"
24/01/2014 23.00,"0,5","21,4","2,5","13,7","0,2","2,8"
25/01/2014 0.00,"0,7","20,0","3,2","13,7","0,2","3,8"
25/01/2014 1.00,"0,7",,,"6,3","0,2","1,2"
25/01/2014 2.00,"0,7","22,4","6,5","6,3","0,2","3,7"
25/01/2014 3.00,"0,9","25,5","7,3","6,3","0,3","2,0"
25/01/2014 4.00,"0,8","25,0","8,1","6,3","0,2","1,9"
25/01/2014 5.00,"0,8","19,5","0,6","6,3","0,2","1,2"
25/01/2014 6.00,"1,0","20,7","2,4","6,3","0,2","1,5"
25/01/2014 7.00,"0,9","20,4","3,2","6,3","0,2","1,4"
25/01/2014 8.00,"1,1","22,4","3,7","6,3","0,3","1,3"
25/01/2014 9.00,"1,0","22,9","3,5","6,3","0,3","2,0"
25/01/2014 10.00,"0,8","20,2","2,1","6,3","0,3","2,2"
25/01/2014 11.00,"1,1","19,6","3,0","6,3","0,3","3,7"
25/01/2014 12.00,"0,8","17,6","2,8","6,3","0,3","2,0"
25/01/2014 13.00,"0,9","14,3","1,4","6,3","0,3","1,9"
25/01/2014 14.00,"0,9","14,0","1,5","6,3","0,3","1,6"
25/01/2014 15.00,"0,9","14,2","2,5","6,3","0,3","4,1"
25/01/2014 16.00,"0,7","13,2","2,8","6,3","0,3","2,0"
25/01/2014 17.00,"1,0","12,6","2,8","6,3","0,3","1,6"
25/01/2014 18.00,"0,9","15,2","3,2","6,3","0,3","3,5"
25/01/2014 19.00,"1,2","17,0","4,2","6,3","0,3","2,6"
25/01/2014 20.00,"1,0","16,9","3,8","6,3","0,3","2,1"
25/01/2014 21.00,"1,2","18,1","4,5","6,3","0,3","1,7"
25/01/2014 22.00,"1,3","20,9","7,0","6,3","0,3","1,5"
25/01/2014 23.00,"1,3","16,9","3,2","6,3","0,3","1,6"
26/01/2014 0.00,"1,7","16,5","2,6","6,3","0,3","1,6"
26/01/2014 1.00,,"16,8","2,2","7,7","0,2","1,2"
26/01/2014 2.00,"0,9",,,"7,7","0,2","1,3"
26/01/2014 3.00,"1,0","19,3","2,5","7,7",,"1,2"
26/01/2014 4.00,"1,0","14,3","0,7","7,7","0,2","1,3"
26/01/2014 5.00,"0,9","12,9","1,2","7,7","0,2","1,2"
26/01/2014 6.00,"1,0","11,3","1,5","7,7","0,2","1,1"
26/01/2014 7.00,"0,9","10,5","1,5","7,7","0,2","1,2"
26/01/2014 8.00,"1,1","11,8","2,7","7,7","0,2","1,2"
26/01/2014 9.00,"1,2","12,9","2,8","7,7","0,2","1,4"
26/01/2014 10.00,"1,3","12,4","1,7","7,7","0,2","1,4"
26/01/2014 11.00,"1,2","13,3","1,6","7,7","0,2","1,9"
26/01/2014 12.00,"1,0","14,1","1,8","7,7","0,2","2,0"
26/01/2014 13.00,"1,2","13,3","1,5","7,7","0,2","1,6"
26/01/2014 14.00,"1,1","12,0","1,5","7,7","0,2","1,6"
26/01/2014 15.00,"1,3","11,5","1,4","7,7","0,2","1,5"
26/01/2014 16.00,"1,5","16,6","3,3","7,7","0,2","1,5"
26/01/2014 17.00,"1,4","17,0","3,5","7,7","0,2","1,4"
26/01/2014 18.00,"1,5","17,6","4,6","7,7","0,2","1,4"
26/01/2014 19.00,"1,6","13,9","3,1","7,7","0,2","1,5"
26/01/2014 20.00,"1,5","11,3","2,3","7,7","0,2","1,3"
26/01/2014 21.00,"1,4","10,5","2,2","7,7","0,2","1,3"
26/01/2014 22.00,"1,3","9,9","2,2","7,7","0,2","1,3"
26/01/2014 23.00,"1,3","9,5","2,0","7,7","0,2","1,4"
27/01/2014 0.00,"1,3","8,8","1,9","7,7","0,2","1,2"
27/01/2014 1.00,"1,3","8,2","2,0","11,2","0,2","1,3"
27/01/2014 2.00,"1,1","6,7","1,5","11,2","0,2","1,4"
27/01/2014 3.00,"1,4","5,8","0,7","11,2","0,2","1,2"
27/01/2014 4.00,"1,6","8,4","1,8","11,2","0,2","1,1"
27/01/2014 5.00,"1,6","8,1","0,7","11,2","0,2","1,2"
27/01/2014 6.00,"1,1",,,"11,2","0,2","1,3"
27/01/2014 7.00,"1,5","9,3","0,6","11,2","0,2","1,1"
27/01/2014 8.00,"1,4","11,5","1,2","11,2","0,2","1,7"
27/01/2014 9.00,"1,4","14,8","2,6","11,2","0,2","1,5"
27/01/2014 10.00,"1,4","15,5","2,0","11,2","0,2","1,5"
27/01/2014 11.00,"1,3","16,0","1,5","11,2","0,2","1,5"
27/01/2014 12.00,"1,6","11,7","0,7","11,2","0,2","1,6"
27/01/2014 13.00,"1,5",,,"11,2","0,2","1,9"
27/01/2014 14.00,"1,4",,,"11,2","0,2","1,8"
27/01/2014 15.00,"1,3","11,4","1,5","11,2","0,2","2,4"
27/01/2014 16.00,"1,3","14,9","3,7","11,2","0,2","4,3"
27/01/2014 17.00,"1,8","84,7","46,5","11,2","0,4","72,1"
27/01/2014 18.00,"1,9","128,1","66,2","11,2","0,6","76,5"
27/01/2014 19.00,"1,9","168,6","86,8","11,2","1,0","133,6"
27/01/2014 20.00,"1,9","79,2","46,6","11,2","0,7","44,2"
27/01/2014 21.00,"1,9","27,2","7,7","11,2","0,3","6,6"
27/01/2014 22.00,"1,8","21,8","4,7","11,2","0,2","4,5"
27/01/2014 23.00,"1,3","18,7","2,3","11,2","0,2","3,9"
28/01/2014 0.00,"1,5","16,7","2,1","11,2","0,2","5,1"
28/01/2014 1.00,,"18,4","2,4","13,5","0,2","2,8"
28/01/2014 2.00,"1,6",,,"13,5","0,3","2,3"
28/01/2014 3.00,"1,5","26,3","6,3","13,5",,"2,3"
28/01/2014 4.00,"1,5","22,2","1,9","13,5","0,3","2,0"
28/01/2014 5.00,"1,5","25,1","3,3","13,5","0,3","2,9"
28/01/2014 6.00,"1,6","30,1","7,4","13,5","0,3","6,5"
28/01/2014 7.00,"1,7","44,8","16,8","13,5","0,3","24,2"
28/01/2014 8.00,"1,5","72,8","32,1","13,5","0,4","39,4"
28/01/2014 9.00,"1,5","104,8","48,6","13,5","0,4","66,3"
28/01/2014 10.00,"1,7","88,4","41,2","13,5","0,5","52,2"
28/01/2014 11.00,"1,3","70,6","34,1","13,5","0,5","27,8"
28/01/2014 12.00,"1,1","76,2","39,0","13,5","0,4","14,6"
28/01/2014 13.00,"0,9","17,4","1,5","13,5","0,2","2,1"
28/01/2014 14.00,"0,8","18,4","3,5","13,5","0,2","3,3"
28/01/2014 15.00,"0,6","18,5","3,8","13,5","0,2","2,9"
28/01/2014 16.00,"0,6","15,8","1,6","13,5","0,2","1,9"
28/01/2014 17.00,"0,5","24,0","8,3","13,5","0,2","11,0"
28/01/2014 18.00,"0,7","25,2","10,2","13,5","0,3","5,0"
28/01/2014 19.00,"0,8","34,9","18,9","13,5","0,3","3,7"
28/01/2014 20.00,"0,7","31,4","17,2","13,5","0,3","4,7"
28/01/2014 21.00,"1,0","24,0","8,8","13,5","0,2","2,6"
28/01/2014 22.00,"0,9","23,0","6,4","13,5","0,3","2,2"
28/01/2014 23.00,"0,6","21,4","3,5","13,5","0,2","1,3"
29/01/2014 0.00,"0,9","21,6","3,6","13,5","0,3","1,4"
29/01/2014 1.00,"1,0","23,8","5,2","13,5","0,3","1,8"
29/01/2014 2.00,"0,9","41,1","21,7","13,5","0,3","5,3"
29/01/2014 3.00,"1,2","38,5","19,1","13,5","0,3","6,1"
29/01/2014 4.00,"1,0","34,2","15,2","13,5","0,3","3,5"
29/01/2014 5.00,"1,0","29,1","12,0","13,5","0,3","2,8"
29/01/2014 6.00,"1,2","22,6","5,6","13,5","0,2","2,7"
29/01/2014 7.00,"0,7",,,"13,5","0,2","1,4"
29/01/2014 8.00,"0,9","19,7","3,2","13,5","0,2","2,9"
29/01/2014 9.00,"0,9","20,9","3,0","13,5","0,2","2,9"
29/01/2014 10.00,"0,9","19,0","1,4","13,5","0,2","1,8"
29/01/2014 11.00,"0,7","16,0","1,6","13,5","0,2","1,8"
29/01/2014 12.00,"0,7","14,4","1,9","13,5","0,2","3,1"
29/01/2014 13.00,"0,7",,,"13,5","0,2","1,6"
29/01/2014 14.00,"0,6","13,4","1,4","13,5","0,2","4,1"
29/01/2014 15.00,"0,8","16,6","2,8","13,5","0,2","17,3"
29/01/2014 16.00,"0,9","18,0","4,6","13,5","0,2","12,0"
29/01/2014 17.00,"0,8","39,4","21,4","13,5","0,3","44,6"
29/01/2014 18.00,"1,1","61,2","40,5","13,5","0,3","31,2"
29/01/2014 19.00,"1,1","49,9","27,2","13,5","0,3","22,3"
29/01/2014 20.00,"1,0","28,8","10,3","13,5","0,2","9,7"
29/01/2014 21.00,"0,8","23,6","5,7","13,5","0,2","9,0"
29/01/2014 22.00,"0,9","26,5","10,2","13,5","0,2","9,0"
29/01/2014 23.00,"1,5","36,1","16,9","13,5","0,3","13,0"
30/01/2014 0.00,"1,4","21,0","1,6","13,5","0,2","5,8"
30/01/2014 1.00,,,,"18,9","0,2","2,8"
30/01/2014 2.00,"1,0",,,"18,9","0,2","2,2"
30/01/2014 3.00,"1,1",,,"18,9",,"1,4"
30/01/2014 4.00,"0,8","14,5",,"18,9","0,2","1,4"
30/01/2014 5.00,"0,9",,,"18,9","0,2","1,1"
30/01/2014 6.00,"0,9",,,"18,9","0,2","1,3"
30/01/2014 7.00,"0,8",,,"18,9","0,2","3,2"
30/01/2014 8.00,"1,0","18,7","3,4","18,9","0,2","9,5"
30/01/2014 9.00,"1,0","18,7","3,1","18,9","0,2","5,9"
30/01/2014 10.00,"0,9","15,3","0,6","18,9","0,2","5,1"
30/01/2014 11.00,"0,8",,,"18,9","0,2","3,6"
30/01/2014 12.00,"0,6","15,3","0,7","18,9","0,2","6,1"
30/01/2014 13.00,"0,7","14,4","0,8","18,9","0,2","6,9"
30/01/2014 14.00,"0,7","14,6","1,4","18,9","0,2","5,3"
30/01/2014 15.00,"0,7",,,"18,9","0,2","4,0"
30/01/2014 16.00,"0,7",,,"18,9","0,2","6,4"
30/01/2014 17.00,"0,5","15,2","1,0","18,9","0,2","8,5"
30/01/2014 18.00,"0,5","15,2","1,1","18,9","0,2","10,7"
30/01/2014 19.00,"0,4","15,0","0,8","18,9","0,3","9,5"
30/01/2014 20.00,"0,6",,,"18,9","0,2","7,0"
30/01/2014 21.00,"0,4",,,"18,9","0,2","4,8"
30/01/2014 22.00,"0,4",,,"18,9","0,2","5,4"
30/01/2014 23.00,"0,4",,,"18,9","0,2","5,3"
31/01/2014 0.00,"0,5","8,8",,"18,9","0,2","2,9"
31/01/2014 1.00,"0,4","8,4",,"28,2","0,2","1,8"
31/01/2014 2.00,"0,4","8,5",,"28,2","0,2","1,5"
31/01/2014 3.00,"0,3","9,0",,"28,2","0,2","1,4"
31/01/2014 4.00,"0,5","8,8",,"28,2","0,2","1,2"
31/01/2014 5.00,"0,5","9,8",,"28,2","0,2","1,3"
31/01/2014 6.00,"0,2","9,0",,"28,2","0,2","1,4"
31/01/2014 7.00,"0,4","9,7",,"28,2","0,2","2,7"
31/01/2014 8.00,"0,3","14,1","1,3","28,2","0,2","6,0"
31/01/2014 9.00,"0,3","15,0","1,4","28,2","0,2","6,5"
31/01/2014 10.00,"0,3",,,"28,2","0,2","5,8"
31/01/2014 11.00,"0,2",,,"28,2","0,2","5,0"
31/01/2014 12.00,"0,2",,,"28,2","0,2","4,7"
31/01/2014 13.00,"0,3","14,5","1,0","28,2","0,2","8,0"
31/01/2014 14.00,"0,4","15,5","1,6","28,2","0,2","7,3"
31/01/2014 15.00,"0,3","21,7","6,4","28,2","0,5","24,4"
31/01/2014 16.00,"0,3","15,3","2,1","28,2","0,3","8,3"
31/01/2014 17.00,"0,3","17,7","3,0","28,2","0,3","12,3"
31/01/2014 18.00,"0,3","17,8","3,4","28,2","0,3","12,1"
31/01/2014 19.00,"0,3","16,0","2,7","28,2","0,3","9,5"
31/01/2014 20.00,"0,3","15,1","1,6","28,2","0,3","9,1"
31/01/2014 21.00,"0,3","13,0","0,8","28,2","0,3","5,3"
31/01/2014 22.00,"0,4","12,3","0,8","28,2","0,3","9,2"
31/01/2014 23.00,"0,3","10,2",,"28,2","0,3","3,8"
01/02/2014 0.00,"0,3",,,"28,2","0,3","4,2"
01/02/2014 1.00,,,,"22,4","0,3","1,9"
01/02/2014 2.00,"0,6",,,"22,4","0,3","1,5"
