NetC,Provincia Bari,,,,
Stat,Altamura,,,,
Parm,O3,NO2,CO,Benzene,PM10
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3


08/07/2010 3.00,"85,10991195","8,36478586","0,25910183","1,07254854",
08/07/2010 4.00,"81,4953111","7,24991395","0,23646821",,"10,7448101"
08/07/2010 5.00,"81,86576265","8,46082944","0,23658587",,
08/07/2010 6.00,"69,4247631","20,28702744","0,4111518","2,67104982","7,32600689"
08/07/2010 7.00,"68,3348946","19,57060104","0,27506932","2,95251474",
08/07/2010 8.00,"79,9920387","17,54073771","0,3120604","1,98107329","20,51280975"
08/07/2010 9.00,"83,8750668","21,93012376","0,34815093","1,91992413",
08/07/2010 10.00,"89,51371485","18,6491222","0,31308094","2,02323811","30,76922989"
08/07/2010 11.00,"96,2033289","17,18512101","0,29848815","1,86219616",
08/07/2010 12.00,"95,73220965","18,24289103","0,30633442","1,94641494","49,32844162"
08/07/2010 13.00,"99,47431095","19,64717664","0,29997818","2,01065477",
08/07/2010 14.00,"105,8001567","18,7633317","0,40095223","2,07920057",
08/07/2010 15.00,"106,256493","19,32141008","0,35552655","2,46133018",
08/07/2010 16.00,"104,3841057","20,95932488","0,27071455","2,50945564",
08/07/2010 17.00,"100,3762704","17,74321086","0,28052152","1,78482076",
08/07/2010 18.00,"98,4112752","23,17997904","0,31402226","1,84431425","79,60928345"
08/07/2010 19.00,"93,05180745","26,61546064","0,34469904","2,06871428",
08/07/2010 20.00,"79,30214775","35,52014176","0,39840321","2,34907575","45,42124176"
08/07/2010 21.00,"64,3404657","44,30933808","0,44222002","3,08750725",
08/07/2010 22.00,"63,14320635","42,19250552","0,44390811","3,31179745","27,8388195"
08/07/2010 23.00,"72,08236245","25,55898504","0,3100997","3,01719695",
09/07/2010 0.00,"77,40558105","17,79382342","0,26483013","2,17666476","23,44322014"
09/07/2010 1.00,"80,26317915","14,8852871","0,24062726","1,71053603",
09/07/2010 2.00,"90,9498954","9,75610619","0,22489626","1,25279654","14,65200996"
09/07/2010 3.00,,"7,22914772","0,22038422","0,97331782",
09/07/2010 4.00,"95,5590636",,"0,21344082","0,8160286","8,30280876"
09/07/2010 5.00,"89,86806675","10,98648202",,"0,87883343",
09/07/2010 6.00,"80,40677925","17,57837352","0,31574879","1,0923058","12,69841003"
09/07/2010 7.00,"73,9977021","23,8730408","0,34893614","1,4750985",
09/07/2010 8.00,"64,63307235","33,79786952","0,4014625","1,97080871","16,11721039"
09/07/2010 9.00,"86,62930395","27,42662664","0,3460318","2,66917345",
09/07/2010 10.00,"93,5296299","20,93856056","0,32273063","2,10160711","13,67521"
09/07/2010 11.00,"82,98787035","38,46114192","0,36811787","2,43395661",
09/07/2010 12.00,"96,26774745","29,99901232","0,38039697","2,32148149","27,8388195"
09/07/2010 13.00,"105,8900115","29,03727632","0,37949409","2,46287602",
09/07/2010 14.00,"111,5663052","19,2071872","0,26235917","2,36386598","38,0952301"
09/07/2010 15.00,"106,9531071","18,92945964","0,29523197","1,54551965",
09/07/2010 16.00,"112,5286533","19,231852","0,29762488","1,68978415","29,30401993"
09/07/2010 17.00,"115,2103722","17,77435352","0,30096028","1,7143986",
09/07/2010 18.00,"100,72122585","32,85301648","0,41091647","1,96793873","23,44322014"
09/07/2010 19.00,"92,98333905","37,45657712","0,4253916","2,83661742",
09/07/2010 20.00,"76,8646767","43,69935272","0,48137101","3,08033333","23,93161964"
09/07/2010 21.00,"63,963291","49,98623816","0,51016399","3,55716802",
09/07/2010 22.00,"79,4041521","32,90754672","0,37843511","3,16112991","17,58241081"
09/07/2010 23.00,"75,0325485","25,37078688","0,34560075","2,43826157",
10/07/2010 0.00,"82,4724621","18,37656851","0,27369578","2,23671047","14,65200996"
10/07/2010 1.00,"85,37700255","14,39339834","0,27267641","1,63338133",
10/07/2010 2.00,"86,042754","10,86448112","0,22928948","1,43194007","17,58241081"
10/07/2010 3.00,"94,12691295","9,4835525","0,2309764","0,97541487",
10/07/2010 4.00,"92,3995023","9,33299971","0,29248607","1,08943583","16,11721039"
10/07/2010 5.00,"92,16459105","8,70353107","0,2291322","2,7834151",
10/07/2010 6.00,"86,59977795","14,44660738","0,27565648","1,43293368","12,21000957"
10/07/2010 7.00,"72,52393575","24,54275704","0,41515241","1,471898",
10/07/2010 8.00,"79,06589985","22,7711552","0,35568266","3,82593976","14,16361046"
10/07/2010 9.00,"99,4420917","26,58689536","0,3676076","2,60084936",
10/07/2010 10.00,"103,25926485","28,0340308","0,39957986","2,40713425","9,76801014"
10/07/2010 11.00,"113,58634245","22,22086248","0,35203504","2,51066993",
10/07/2010 12.00,"109,7220474","26,1754712","0,38224","2,47568005","20,02441978"
10/07/2010 13.00,"108,2443509","23,93923424","0,35172049","2,67215326",
10/07/2010 14.00,"115,89487665","15,49270082","0,25329663","1,90943784","20,02441978"
10/07/2010 15.00,"119,90542515","11,31485081","0,25000201","1,27994942",
10/07/2010 16.00,"110,47905015","15,75615913","0,28981822","1,2693533","25,39682007"
10/07/2010 17.00,"110,2093461","18,68157266","0,29009316","1,99255318",
10/07/2010 18.00,"104,70751515","25,30849392","0,35015124","1,80435733","13,18680954"
10/07/2010 19.00,"99,44478495","29,75500288","0,42872583","2,37942914",
10/07/2010 20.00,"83,2388613","42,38848552","0,45453757","2,70107267","18,55920982"
10/07/2010 21.00,"64,0491957","52,67672808","0,50992866","3,36157756",
10/07/2010 22.00,"80,6322741","35,4915956","0,37514049","3,37140178","18,55920982"
10/07/2010 23.00,"101,62316535","20,84900248","0,27746223","2,23428188",
11/07/2010 0.00,"105,75983775","19,80940984","0,24541191","1,76848469","17,09399986"
11/07/2010 1.00,"99,1266822","21,1604864","0,24972707","1,44562787",
11/07/2010 2.00,"101,83124385","16,81003441","0,23862579","1,48205274","20,02441978"
11/07/2010 3.00,,"10,17012685","0,20849889","1,10378468",
11/07/2010 4.00,"112,65619365",,"0,1944152","0,78059733","13,67521"
11/07/2010 5.00,"105,9853725","12,48422618",,"0,86812747",
11/07/2010 6.00,"101,6150457","14,5296704","0,24231301","0,83711101","14,16361046"
11/07/2010 7.00,"94,70406645","17,78084285","0,26337854","1,20654744",
11/07/2010 8.00,"97,5066225","17,03327379","0,25655281","1,42322031","13,67521"
11/07/2010 9.00,"107,25102045","14,26750078","0,22422872","1,31747774",
11/07/2010 10.00,"112,5219501","14,4440128","0,24254951","1,28226716","13,18680954"
11/07/2010 11.00,"112,40111295","16,61664708","0,3131986","1,38359494",
11/07/2010 12.00,"115,3003467","16,33890422","0,2788346","1,63713406","16,60560989"
11/07/2010 13.00,"128,12917425","17,99109784","0,29036693","1,83989945",
11/07/2010 14.00,"130,6847892","8,97478651","0,23662432","1,48591531","15,14041042"
11/07/2010 15.00,"123,2408856","9,2447437","0,21532346","0,99230317",
11/07/2010 16.00,"126,33335505","9,16427527","0,20845811","0,8282804","15,62880993"
11/07/2010 17.00,"130,12912185","11,4589028","0,24592218","0,93082247",
11/07/2010 18.00,"125,6380776","16,71009608","0,28307054","2,25988994","12,21000957"
11/07/2010 19.00,"116,4291177","23,45123448","0,35858584","1,77952219",
11/07/2010 20.00,"102,69021105","30,9088184","0,39208658","2,20138905","13,67521"
11/07/2010 21.00,"87,7285689","34,7933332","0,34803327","2,42236688",
11/07/2010 22.00,"89,50298175","25,30071208","0,32320129","2,34664716","11,72161007"
11/07/2010 23.00,"79,5370191","28,27672096","0,36996206","2,00789564",
12/07/2010 0.00,"74,06750715","27,61220536","0,32975325","2,4104456","13,67521"
12/07/2010 1.00,"82,35701145","17,53684106","0,27012622","1,71583358",
12/07/2010 2.00,"94,94969085","10,60490609","0,24537347","1,45578262","14,65200996"
12/07/2010 3.00,"97,6542525","8,79048883","0,26502702","1,68393436",
12/07/2010 4.00,"99,3145713","7,17333835","0,19892725","2,21827735","20,02441978"
12/07/2010 5.00,"99,52530315","8,86576427","0,19618134","0,89130694",
12/07/2010 6.00,"88,1460027","19,99240736","0,22874076","0,86989298","12,69841003"
12/07/2010 7.00,"79,0014813","28,94513704","0,37141365","1,46130086",
12/07/2010 8.00,"72,01122075","34,92702024","0,39475326","2,94434721","14,65200996"
12/07/2010 9.00,"96,9522918","22,20918016","0,33077263","2,76917608",
12/07/2010 10.00,"105,127722","19,11376114","0,37929837","1,99354679","19,53602028"
12/07/2010 11.00,"110,04019005","16,80613966","0,2753827","1,94906423",
12/07/2010 12.00,"112,7192556","17,94697079","0,27059688","1,7670497","17,58241081"
12/07/2010 13.00,"109,72885035","23,97688152","0,32528082","1,81506431",
12/07/2010 14.00,"133,64167845","12,86320753","0,22846582","1,87014299","23,44322014"
12/07/2010 15.00,"138,8172471","18,38305975","0,27145898","1,20135973",
12/07/2010 16.00,"131,37073005","22,50508128","0,25769101","1,51582833","28,32722092"
12/07/2010 17.00,"114,8856261","25,379888","0,33089029","1,58481449",
12/07/2010 18.00,"99,5172633","36,28719792","0,47682052","2,54477706","26,86202049"
12/07/2010 19.00,"92,7229716","39,35016456","0,47662364","3,14523522",
12/07/2010 20.00,"83,9717046","41,91606856","0,57249731","5,52477623","25,39682007"
12/07/2010 21.00,"77,15325345","54,21730296","0,62400429","4,34505012",
12/07/2010 22.00,"95,4959817","43,28660928","0,60058546","3,88190222","27,8388195"
12/07/2010 23.00,"103,7210076","31,44872896","0,38173089","3,37802449",
13/07/2010 0.00,"112,3527741","24,43113448","0,40063884","3,35826621","23,93161964"
13/07/2010 1.00,"119,1498189","14,89177643","0,28138478","4,66073303",
13/07/2010 2.00,"118,0182948","10,38167626","0,23199577","2,17920319","21,97801971"
13/07/2010 3.00,,"14,36484644","0,30468595","1,83493242",
13/07/2010 4.00,"115,406361",,"0,30245031","2,01308336","24,42000961"
13/07/2010 5.00,"101,4165033","14,65037878",,"1,73636478",
13/07/2010 6.00,"96,52546155","26,0807316","0,41256378","2,35293832","24,90842056"
13/07/2010 7.00,"109,004007","24,57260336","0,42790217","2,64477969",
13/07/2010 8.00,"105,92231055","19,95866056","0,39079226","2,40514805","27,35042"
13/07/2010 9.00,"107,153046","21,86913096","0,39714734","2,85670622",
13/07/2010 10.00,"118,06124715","21,74064456","0,3680002","2,72568713","24,42000961"
13/07/2010 11.00,"110,71394145","21,10339408","0,36470558","2,2728038",
13/07/2010 12.00,"109,3597155","26,60895984","0,31700349","2,09906868","23,44322014"
13/07/2010 13.00,"123,8462085","16,18575685","0,28699426","1,87687655",
13/07/2010 14.00,"143,38214625","16,93593005","0,31574879","1,76991968","23,44322014"
13/07/2010 15.00,"145,7041866","18,60758974","0,30766718","1,65203514",
13/07/2010 16.00,"123,58045455","34,64280144","0,42656825","1,82168701","23,44322014"
13/07/2010 17.00,"108,5637105","32,607726","0,32343779","2,28450439",
13/07/2010 18.00,"126,6058122","27,79652216","0,45959833","2,31761791","28,81562042"
13/07/2010 19.00,"118,7283153","28,3675792","0,43088341","2,64157817",
13/07/2010 20.00,"97,7562768","45,0037","0,52373624","3,82351117","31,25761986"
13/07/2010 21.00,"89,06005185","37,9835052","0,50302487","3,16543487",
13/07/2010 22.00,"66,8651781","53,42040048","0,66076121","3,75176588","25,39682007"
13/07/2010 23.00,"54,6671097","46,5222104","0,53542701","3,97186096",
14/07/2010 0.00,"93,45312165","19,8872856","0,36231267","3,64613315","34,67642975"
14/07/2010 1.00,"94,32154515","14,40248225","0,31574879","2,7138767",
14/07/2010 2.00,"95,02621905","11,7314584","0,30401957","2,03041304","33,69963074"
14/07/2010 3.00,"100,4823246","10,08576367","0,27989358","1,67874665",
14/07/2010 4.00,"105,629664","9,74052913","0,29225074","1,21283962","23,93161964"
14/07/2010 5.00,"100,801764","11,62373823","0,33614794","2,39477261",
14/07/2010 6.00,"97,20328275","13,32264966","0,36941335","1,91926104","23,93161964"
14/07/2010 7.00,"69,5522835","35,79919816","0,51483214","4,0266081",
14/07/2010 8.00,"66,76584705","41,46179648","0,55598344","3,71247104","26,86202049"
14/07/2010 9.00,"89,7163869","35,387774","0,47972254","3,65253516",
14/07/2010 10.00,"99,9709263","31,55903224","0,39934336","3,0072629","33,69963074"
14/07/2010 11.00,"105,59473155","33,39682752","0,45379313","2,95935813",
14/07/2010 12.00,"119,2759428","27,36173336","0,38184856","2,54941255","41,5140419"
14/07/2010 13.00,"120,3228789","35,32288072","0,42845205","2,40934216",
14/07/2010 14.00,"127,7708523","17,30322716","0,34732728","2,52855083","44,4444313"
14/07/2010 15.00,"125,29180545","22,44148816","0,33124329","2,03162734",
14/07/2010 16.00,"130,4459478","21,5342824","0,36988401","1,95866674","40,04883957"
14/07/2010 17.00,"121,29873315",,"0,39332381","2,15442806",
14/07/2010 18.00,"118,64251035",,"0,46591496","2,38494839","36,63003159"
14/07/2010 19.00,"93,03301455","58,59761848","0,65597539","2,73010192",
14/07/2010 20.00,"89,28421005","52,36004352","0,62741658","7,08287921","42,97924042"
14/07/2010 21.00,,,,,
14/07/2010 22.00,"87,7067835","50,22472192","0,54909596","3,73576136","36,63003159"
14/07/2010 23.00,"62,29760565","69,70869024","0,95834764","4,02947807",
15/07/2010 0.00,,,,,"33,21123123"
15/07/2010 1.00,"89,47692705","34,63509608","0,51012787","4,07819034",
15/07/2010 2.00,"104,34917325","17,60692733","0,30888344","2,97944693","48,84004974"
15/07/2010 3.00,,,,,
15/07/2010 4.00,"107,9691606",,"0,42731385","1,67245548","35,65322113"
15/07/2010 5.00,"113,96603085","12,47559924",,"4,08891155",
15/07/2010 6.00,"113,1702054","16,24157004","0,40048157","2,98750462","29,30401993"
15/07/2010 7.00,"71,4634536","42,02371416","0,46194114","2,8974269",
15/07/2010 8.00,"83,236188","41,58510136","0,50828018","3,28519578","30,76922989"
15/07/2010 9.00,"109,9728588","28,52009944","0,39785682","3,05543717",
15/07/2010 10.00,"101,4688521","30,83352384","0,39518664","2,79301761","27,8388195"
15/07/2010 11.00,"103,90632315","32,71678648","0,41300415","2,65447068",
15/07/2010 12.00,,,,,
15/07/2010 13.00,"109,15165695","24,60635016","0,35866389","2,72756349",
15/07/2010 14.00,"119,7685482","16,81393106","0,29852659","2,82403408","31,74603081"
15/07/2010 15.00,,,,,
15/07/2010 16.00,"118,0424742","15,14875879","0,30641248","1,62918722","42,49084091"
15/07/2010 17.00,"106,4124621","31,89554424","0,41005437","2,35395837",
15/07/2010 18.00,"100,09575345","52,13941784","0,51114492","2,93849641","51,77045059"
15/07/2010 19.00,"91,2665019","59,51570352","0,71417296","3,62950418",
15/07/2010 20.00,"75,09565035","70,9871108","0,67041207","4,11038551","43,46763992"
15/07/2010 21.00,"80,2041072","53,42690128","0,55241271","3,87053318",
15/07/2010 22.00,"95,9308518","41,22170664","0,43904307","3,18199163","24,42000961"
15/07/2010 23.00,"107,2658433","24,82009264","0,36024363","2,65617823",
16/07/2010 0.00,"97,7106312","30,00679416","0,4122504","2,64146834","26,86202049"
16/07/2010 1.00,"102,0672324","22,70482792","0,33566213","2,69164712",
16/07/2010 2.00,"111,1448016","15,03194515","0,29570263","1,89332246","21,97801971"
16/07/2010 3.00,"109,69796775","10,00140241","0,22921026","1,26626263",
16/07/2010 4.00,"104,5041249","8,32028406","0,22240899","1,02981725","24,42000961"
16/07/2010 5.00,,,,,
16/07/2010 6.00,"88,35864975","16,89189669","0,28503589","1,13814809","21,48962021"
16/07/2010 7.00,"69,1490142","36,50531888","0,36018422","1,55828096",
16/07/2010 8.00,"66,34438335","48,01477496","0,43629716","2,8022896","17,09399986"
16/07/2010 9.00,"79,8653961","38,94222024","0,48816879","2,98325966",
16/07/2010 10.00,"86,9148483","37,27820664","0,47257992","3,21575197","28,81562042"
16/07/2010 11.00,"102,0217464","31,17877368","0,3709826","2,93054957",
16/07/2010 12.00,"98,5562319","33,04771544","0,30523583","2,870393","42,97924042"
16/07/2010 13.00,"92,1592245","36,87771912","0,35705619","2,58098125",
16/07/2010 14.00,,,,,
16/07/2010 15.00,"103,5626844","22,6789968","0,24521619","2,22787986",
16/07/2010 16.00,"105,032361","21,77439136","0,27651974","1,87864206","40,53723145"
16/07/2010 17.00,,,,,
16/07/2010 18.00,"98,23812915","37,75897904","0,33904995","2,24807952","45,90964127"
16/07/2010 19.00,"77,32909275","52,33797904","0,38949795","3,32802266",
16/07/2010 20.00,"60,3903258","70,60033232","0,66252618","3,83775018","33,21123123"
16/07/2010 21.00,"72,41524815","62,93120472","0,59752501","4,29008127",
16/07/2010 22.00,"86,1729477","39,11525624","0,47156288","3,34524149","24,90842056"
16/07/2010 23.00,"76,1527809","43,43712192","0,57511507","3,56132145",
17/07/2010 0.00,"83,24422785","22,83994896","0,31606217","3,33751534","23,93161964"
17/07/2010 1.00,,,,,
17/07/2010 2.00,"97,80860565","15,35900996","0,23889956","1,45843088","22,46640968"
17/07/2010 3.00,,"13,01486928","0,22394912","1,08261989",
17/07/2010 4.00,,,,,"32,23442078"
17/07/2010 5.00,"91,5163158","13,84699654",,"1,46682012",
17/07/2010 6.00,"84,8481879","17,00601441","0,25192426","1,14981308","21,97801971"
17/07/2010 7.00,,,,,
17/07/2010 8.00,"71,8371969","35,2823272","0,43702063","2,09734486","21,97801971"
17/07/2010 9.00,"79,60195635","34,81444168","0,47485167","3,05941568",
17/07/2010 10.00,,,,,"23,93161964"
17/07/2010 11.00,"106,60144845","28,42469064","0,3301843","2,55283475",
17/07/2010 12.00,"111,4835526","26,99298504","0,3129656","2,12840506","29,30401993"
17/07/2010 13.00,"114,42492075","35,07376624","0,39357195","2,29407741",
17/07/2010 14.00,"130,836489","18,85158197","0,24921797","2,08626465","31,25761986"
17/07/2010 15.00,"126,74177145","14,5649468","0,21273716","1,20725222",
17/07/2010 16.00,,,,,
17/07/2010 17.00,"121,88119335","19,0358873","0,29064187","1,40809854",
17/07/2010 18.00,"97,99653465","39,42155864","0,3682367","2,02997166","23,93161964"
17/07/2010 19.00,,,,,
17/07/2010 20.00,"91,7793765","44,35994872","0,44124026","2,53936764","23,93161964"
17/07/2010 21.00,"53,78793315","67,2008728","0,68846141","2,92862337",
17/07/2010 22.00,,,,,
17/07/2010 23.00,"74,10776625","61,16092216","0,52891583","4,38401343",
18/07/2010 0.00,"104,3921256","35,98089552","0,54515593","3,58211401","30,28083038"
18/07/2010 1.00,"107,26442685","24,38193872","0,44040029","2,71986175",
18/07/2010 2.00,"100,10592795","19,47825144","0,40555631","2,97264829","36,63003159"
18/07/2010 3.00,"91,40433645","15,48175462","0,36324933","2,21517245",
18/07/2010 4.00,"92,51088315","13,43166998","0,35972404","2,4723687","30,28083038"
18/07/2010 5.00,"99,4365855","11,30458719","0,3207047","2,11425656",
18/07/2010 6.00,"101,25349185","11,61837698","0,31395236","2,03795003","37,11843109"
18/07/2010 7.00,"98,47569375","14,01571715","0,28401302","1,75623289",
18/07/2010 8.00,"98,75160225","13,56086382","0,28291676","1,73564881","26,37360954"
18/07/2010 9.00,"117,77672025","11,33301672","0,28871962","1,8980688",
18/07/2010 10.00,"119,378007","13,64971446","0,29946908","1,63580992","25,39682007"
18/07/2010 11.00,"123,959724","15,09464537","0,30030322","1,88343213",
18/07/2010 12.00,,,,,"24,42000961"
18/07/2010 13.00,"72,5722746","50,77275848","0,6444815","2,10271055",
18/07/2010 14.00,"96,1536534","20,96955408","0,39675823","3,19882502","39,07204056"
18/07/2010 15.00,"123,1817937","14,19352168","0,36144941","2,3055868",
18/07/2010 16.00,"105,0217077","19,61077216","0,35551606","2,12558594","35,16482162"
18/07/2010 17.00,"121,8140616","13,24737804","0,3058626","1,75347275",
18/07/2010 18.00,"98,4850902","18,57384102","0,37961176","1,64662673","37,6068306"
18/07/2010 19.00,"61,2560361","43,17760616","0,53742848","2,6658621",
18/07/2010 20.00,"54,93358185","48,95333752","0,59403816","3,34028463","30,76922989"
18/07/2010 21.00,"78,5182923","32,57657952","0,42068383","3,15682597",
18/07/2010 22.00,"88,0050759","26,60635952","0,37847472","2,56806636","26,37360954"
18/07/2010 23.00,"99,77228415","18,90090583","0,2792272","1,80976574",
19/07/2010 0.00,,,,,
19/07/2010 1.00,"105,7075488","16,00924483","0,28056113","1,89961464",
19/07/2010 2.00,"85,3045242","8,30508366","0,24905953","2,14708226","17,58241081"
19/07/2010 3.00,,"8,2181259","0,25121827","1,1951784",
