,TARANTO,,
,TA Carcere,,
,SO2,NO2,PM10



14/08/2010 20.00,"1,77132",,"23,68742"
14/08/2010 21.00,"0,994901",,
14/08/2010 22.00,"0,787254",,"29,30402"
14/08/2010 23.00,"0,841422",,
15/08/2010 0.00,"1,065321",,"24,42001"
15/08/2010 1.00,"0,564258",,
15/08/2010 2.00,"0,926287",,"27,10622"
15/08/2010 3.00,"0,780031",,
15/08/2010 4.00,"0,791768",,"26,12941"
15/08/2010 5.00,"0,650026",,
15/08/2010 6.00,"0,884757",,"41,514042"
15/08/2010 7.00,"0,644609",,
15/08/2010 8.00,"0,650026",,"40,04884"
15/08/2010 9.00,"2,854697",,
15/08/2010 10.00,"13,74804",,"44,200241"
15/08/2010 11.00,"7,854479",,
15/08/2010 12.00,"1,917576",,"41,025631"
15/08/2010 13.00,"0,902813",,
15/08/2010 14.00,"0,664471",,"30,52503"
15/08/2010 15.00,"0,648221",,
15/08/2010 16.00,"0,681624",,"22,22221"
15/08/2010 17.00,"0,917259",,
15/08/2010 18.00,"0,715028",,"30,036631"
15/08/2010 19.00,"0,659054",,
15/08/2010 20.00,"0,94976",,"19,53602"
15/08/2010 21.00,"0,659957",,
15/08/2010 22.00,"0,771003",,"22,22221"
15/08/2010 23.00,"0,640998",,
16/08/2010 0.00,"0,650026",,"24,908421"
16/08/2010 1.00,,,
16/08/2010 2.00,"1,202548",,"17,3382"
16/08/2010 3.00,"0,971427","15,144864",
16/08/2010 4.00,"1,314497","14,134473","18,55921"
16/08/2010 5.00,"1,950077","22,965835",
16/08/2010 6.00,"1,523949","30,109315","22,954821"
16/08/2010 7.00,"2,350927","51,217258",
16/08/2010 8.00,"3,232976","30,915949","38,58363"
16/08/2010 9.00,"10,775979","40,614303",
16/08/2010 10.00,"11,979425","22,914573","38,09523"
16/08/2010 11.00,"12,482302","20,608243",
16/08/2010 12.00,"16,949423","17,553717","44,444431"
16/08/2010 13.00,"8,786183","8,692499",
16/08/2010 14.00,"4,59171","4,179148","39,316231"
16/08/2010 15.00,"2,034942","6,55685",
16/08/2010 16.00,"2,045776","6,687935","34,18803"
16/08/2010 17.00,"1,679234","10,733396",
16/08/2010 18.00,"1,391236","14,643237","33,943821"
16/08/2010 19.00,"1,043652","20,447309",
16/08/2010 20.00,"1,522144","28,886724","23,93162"
16/08/2010 21.00,"1,269356","31,783578",
16/08/2010 22.00,"0,751141","18,784741","17,582411"
16/08/2010 23.00,"0,739405","10,80932",
17/08/2010 0.00,"0,655442","10,99881","21,24542"
17/08/2010 1.00,"0,630164","15,77044",
17/08/2010 2.00,"0,991289","17,281814","18,31501"
17/08/2010 3.00,"1,016568","9,183095",
17/08/2010 4.00,"4,813802","15,104633","15,38461"
17/08/2010 5.00,"14,231948","27,650502",
17/08/2010 6.00,"12,575286","30,953595","23,93162"
17/08/2010 7.00,"8,267065","19,245484",
17/08/2010 8.00,"13,428448","21,453825","24,908421"
17/08/2010 9.00,"2,183907","6,243412",
17/08/2010 10.00,"1,464364","5,894935","22,46641"
17/08/2010 11.00,"1,757779","6,241466",
17/08/2010 12.00,"0,659054","5,197328","17,826611"
17/08/2010 13.00,"1,148379","4,171362",
17/08/2010 14.00,"1,128517","3,4452","19,53602"
17/08/2010 15.00,"1,056292","1,836489",
17/08/2010 16.00,"1,150184",,"14,65201"
17/08/2010 17.00,"0,887466",,
17/08/2010 18.00,"1,031013","3,183031","14,65201"
17/08/2010 19.00,"0,935315","22,218261",
17/08/2010 20.00,"1,08789","31,618091","14,16361"
17/08/2010 21.00,"1,220604","24,939899",
17/08/2010 22.00,"0,715931","17,399919","15,87301"
17/08/2010 23.00,"0,618427","15,107226",
18/08/2010 0.00,"0,615719","14,863226","13,18681"
18/08/2010 1.00,,"13,410909",
18/08/2010 2.00,"0,866702",,"11,47741"
18/08/2010 3.00,"0,897397",,
18/08/2010 4.00,"0,682527",,"8,058608"
18/08/2010 5.00,"0,868507",,
18/08/2010 6.00,"1,171852",,"11,72161"
18/08/2010 7.00,"1,30908",,
18/08/2010 8.00,"1,652149",,"23,68742"
18/08/2010 9.00,"1,941049",,
18/08/2010 10.00,"3,200474",,"27,35042"
18/08/2010 11.00,"11,193081","22,343498",
18/08/2010 12.00,"8,858408","13,402477","26,86202"
18/08/2010 13.00,"3,660007","7,510787",
18/08/2010 14.00,"3,952519","6,30052","26,86202"
18/08/2010 15.00,"4,290171","6,599679",
18/08/2010 16.00,"3,470416","4,828085","20,26862"
18/08/2010 17.00,"2,401485","3,796276",
18/08/2010 18.00,"2,216407","5,088956","18,31501"
18/08/2010 19.00,"1,717151","8,260306",
18/08/2010 20.00,"1,529367","22,141687","11,47741"
18/08/2010 21.00,"1,222409","24,403237",
18/08/2010 22.00,"0,743918","11,549107","18,31501"
18/08/2010 23.00,"0,668083","17,863907",
19/08/2010 0.00,"0,505576","17,742557","16,11721"
19/08/2010 1.00,"0,574189","15,434943",
19/08/2010 2.00,"0,676207","16,273366","11,96581"
19/08/2010 3.00,"0,733987","12,177931",
19/08/2010 4.00,"0,810727","12,484226","13,67521"
19/08/2010 5.00,"0,695166","22,081993",
19/08/2010 6.00,"0,680722","28,239091","19,2918"
19/08/2010 7.00,"0,752946","18,201358",
19/08/2010 8.00,"1,058098","11,686681","30,036631"
19/08/2010 9.00,"1,48242","11,838535",
19/08/2010 10.00,"1,549229","15,806785","25,88522"
19/08/2010 11.00,"1,410194","10,691865",
19/08/2010 12.00,"1,820072","13,042313","15,87301"
19/08/2010 13.00,"9,956231","14,538111",
19/08/2010 14.00,"10,888835",,"20,757021"
19/08/2010 15.00,"2,841155",,
19/08/2010 16.00,"3,451457","4,15903","23,44322"
19/08/2010 17.00,"2,58295","3,669084",
19/08/2010 18.00,"2,0855","7,478341","18,55921"
19/08/2010 19.00,"1,068931","11,821662",
19/08/2010 20.00,"1,214285","9,495231","20,26862"
19/08/2010 21.00,"0,859479","25,019725",
19/08/2010 22.00,"0,87573","27,919157","24,42001"
19/08/2010 23.00,"4,586294","30,794596",
20/08/2010 0.00,"17,701453","43,674667","24,664221"
20/08/2010 1.00,,"33,875744",
20/08/2010 2.00,"5,538762",,"22,46641"
20/08/2010 3.00,"1,818267","4,220681",
20/08/2010 4.00,"2,83622","19,024738","21,48962"
20/08/2010 5.00,"5,892665","27,9899",
20/08/2010 6.00,"2,840252","17,121525","19,0476"
20/08/2010 7.00,"3,425275","16,743194",
20/08/2010 8.00,"4,461705","16,832097","26,617821"
20/08/2010 9.00,"3,818902","13,631548",
20/08/2010 10.00,"1,137545","7,967638","25,15262"
20/08/2010 11.00,"0,615719","8,092232",
20/08/2010 12.00,"0,597662","7,743754","26,12941"
20/08/2010 13.00,"0,645512","7,032519",
20/08/2010 14.00,"0,611205","4,692457","33,455421"
20/08/2010 15.00,"0,637386","4,011722",
20/08/2010 16.00,"0,538077","4,181094","20,26862"
20/08/2010 17.00,"0,678014","5,462094",
20/08/2010 18.00,"0,752044","6,641211","20,26862"
20/08/2010 19.00,"0,752946","10,602963",
20/08/2010 20.00,"0,850451","12,070852","24,908421"
20/08/2010 21.00,"0,66086","10,150656",
20/08/2010 22.00,"0,650026","14,029347","24,17581"
20/08/2010 23.00,"0,754752","7,880681",
21/08/2010 0.00,"0,641901","6,210317","18,07081"
21/08/2010 1.00,"0,640998","6,114276",
21/08/2010 2.00,"0,627455","4,896223","11,47741"
21/08/2010 3.00,"0,626552","3,985116",
21/08/2010 4.00,"0,711417","5,441978","13,43101"
21/08/2010 5.00,"0,737599","11,662023",
21/08/2010 6.00,"0,803504","16,591348","18,07081"
21/08/2010 7.00,"0,975039","18,640039",
21/08/2010 8.00,"4,611572","24,699139","25,39682"
21/08/2010 9.00,"9,316135","24,978176",
21/08/2010 10.00,"12,61501","27,954854","26,37361"
21/08/2010 11.00,"8,863825","12,95341",
21/08/2010 12.00,"3,9787","7,428372","28,08301"
21/08/2010 13.00,"1,939244","6,368658",
21/08/2010 14.00,"1,244078","5,280391","21,24542"
21/08/2010 15.00,"1,240466","4,778764",
21/08/2010 16.00,"1,038236","4,521786","19,78022"
21/08/2010 17.00,"1,599786","6,356977",
21/08/2010 18.00,"1,55284","10,423857","19,2918"
21/08/2010 19.00,"1,029208","9,69835",
21/08/2010 20.00,"1,300051","10,612045","19,0476"
21/08/2010 21.00,"1,762292","10,415415",
21/08/2010 22.00,"1,469781","6,623041","21,001221"
21/08/2010 23.00,"1,319913","6,292734",
22/08/2010 0.00,"1,189908","6,994232","21,001221"
22/08/2010 1.00,,"4,386158",
22/08/2010 2.00,"1,300051",,"15,38461"
22/08/2010 3.00,"0,888369","3,704777",
22/08/2010 4.00,"1,401167","4,647032","17,826611"
22/08/2010 5.00,"2,415027","19,390184",
22/08/2010 6.00,"1,489642","5,20771","22,954821"
22/08/2010 7.00,"1,809239","7,325839",
22/08/2010 8.00,"1,969037","6,151265","30,036631"
22/08/2010 9.00,"1,737014","6,478978",
22/08/2010 10.00,"1,695484","4,427043","34,18803"
22/08/2010 11.00,"1,686455","3,861169",
22/08/2010 12.00,"1,950077","3,929307","26,37361"
22/08/2010 13.00,"1,868824","3,741765",
22/08/2010 14.00,"1,888686","3,338776","22,46641"
22/08/2010 15.00,"1,872435","3,595755",
22/08/2010 16.00,"1,81285","3,347212","19,2918"
22/08/2010 17.00,"1,867019","3,879989",
22/08/2010 18.00,"1,635898","7,153222","17,094"
22/08/2010 19.00,"1,657566","13,834658",
22/08/2010 20.00,"1,439988","17,846381","24,664221"
22/08/2010 21.00,"1,798405","14,061796",
22/08/2010 22.00,"1,62687","9,783359","26,617821"
22/08/2010 23.00,"1,881464","17,228606",
23/08/2010 0.00,"1,690067","16,725027","22,46641"
23/08/2010 1.00,"1,614231","11,269422",
23/08/2010 2.00,"0,893785","11,147421","14,89621"
23/08/2010 3.00,"1,470684","7,984508",
23/08/2010 4.00,"1,679234","11,270714","23,68742"
23/08/2010 5.00,"4,374132","41,162643",
23/08/2010 6.00,"2,652467","32,978921","27,59462"
23/08/2010 7.00,"4,147526","51,995328",
23/08/2010 8.00,"6,093992","18,787346","44,688641"
23/08/2010 9.00,"2,780666","10,039042",
23/08/2010 10.00,"2,5026","8,820986","34,920631"
23/08/2010 11.00,"5,141524","15,888545",
23/08/2010 12.00,"3,372009","10,521843","32,722832"
23/08/2010 13.00,"9,784695","10,692515",
23/08/2010 14.00,"6,246567","5,728807","25,88522"
23/08/2010 15.00,"6,61943","5,258329",
23/08/2010 16.00,"5,736478","5,858596","27,10622"
23/08/2010 17.00,"3,685285","4,349169",
23/08/2010 18.00,"2,091819","5,809923","28,81562"
23/08/2010 19.00,"1,94466","6,296627",
23/08/2010 20.00,"1,597981","9,257722","23,19902"
23/08/2010 21.00,"1,469781","35,945218",
23/08/2010 22.00,"1,031013","32,250813","29,54822"
23/08/2010 23.00,"0,706","19,147495",
24/08/2010 0.00,"1,003928","21,762708","25,88522"
24/08/2010 1.00,,"17,608878",
24/08/2010 2.00,"1,236855",,"18,07081"
24/08/2010 3.00,"0,666276",,
24/08/2010 4.00,"0,967816",,"25,15262"
24/08/2010 5.00,"0,980456",,
24/08/2010 6.00,"0,657248",,"28,327221"
24/08/2010 7.00,"1,74243",,
24/08/2010 8.00,"2,03133",,"45,66544"
24/08/2010 9.00,"2,763512",,
24/08/2010 10.00,"1,662983",,"40,537231"
24/08/2010 11.00,"1,731597",,
24/08/2010 12.00,"1,1231",,"34,18803"
24/08/2010 13.00,"0,86309",,
24/08/2010 14.00,"1,724374",,"31,01343"
24/08/2010 15.00,"0,8342",,
24/08/2010 16.00,"0,807116",,"27,59462"
24/08/2010 17.00,"0,902813","2,735265",
24/08/2010 18.00,"0,60308","3,75799","27,35042"
24/08/2010 19.00,"0,698778","4,532819",
24/08/2010 20.00,"0,666276","5,416669","27,83882"
24/08/2010 21.00,"0,980456","57,199161",
24/08/2010 22.00,"0,879341","63,695657","33,211231"
24/08/2010 23.00,"0,680722","31,59733",
25/08/2010 0.00,"0,881146","26,399997","25,64102"
25/08/2010 1.00,"0,804407","24,866573",
25/08/2010 2.00,"1,487837","21,52065","25,88522"
25/08/2010 3.00,"1,834517","21,333102",
25/08/2010 4.00,"1,978968","22,717293","30,28083"
25/08/2010 5.00,"1,901325","27,100209",
25/08/2010 6.00,"1,343387","26,998318","31,746031"
25/08/2010 7.00,"2,466487","45,4612",
25/08/2010 8.00,"3,275408","45,441737","50,305241"
25/08/2010 9.00,"12,478691","38,591559",
25/08/2010 10.00,"8,411515","32,33127","51,282051"
25/08/2010 11.00,"6,17344","16,595236",
25/08/2010 12.00,"8,602009","14,837917","43,223431"
25/08/2010 13.00,"5,218263","9,069531",
25/08/2010 14.00,"3,277213","6,115574","30,28083"
25/08/2010 15.00,"2,603715","5,58734",
25/08/2010 16.00,"1,724374","4,774872","30,76923"
25/08/2010 17.00,"2,040359","4,087648",
25/08/2010 18.00,"1,847157","20,178655","25,88522"
25/08/2010 19.00,"1,271161","25,013873",
25/08/2010 20.00,"1,328941","36,415684","26,617821"
25/08/2010 21.00,"1,213382","59,630079",
25/08/2010 22.00,"1,77132","45,494299","30,036631"
25/08/2010 23.00,"1,531172","29,581087",
26/08/2010 0.00,"0,893785","22,348698","31,01343"
26/08/2010 1.00,,"30,099583",
26/08/2010 2.00,"1,313594",,"20,51281"
26/08/2010 3.00,"0,895592",,
26/08/2010 4.00,"0,651832",,"21,001221"
26/08/2010 5.00,"0,549814",,
26/08/2010 6.00,"0,242857",,"35,409031"
26/08/2010 7.00,"0,79267",,
26/08/2010 8.00,"1,77132",,"63,492062"
26/08/2010 9.00,"1,919382",,
26/08/2010 10.00,"1,666594",,"49,572651"
26/08/2010 11.00,"1,027402",,
26/08/2010 12.00,"0,989484",,"38,09523"
26/08/2010 13.00,"0,670791",,
26/08/2010 14.00,"0,642803",,"24,42001"
26/08/2010 15.00,"0,953371",,
26/08/2010 16.00,"0,841422",,"20,02442"
26/08/2010 17.00,"0,650026",,
26/08/2010 18.00,"0,973233",,"21,001221"
26/08/2010 19.00,"0,926287",,
26/08/2010 20.00,"0,751141",,"26,37361"
26/08/2010 21.00,"1,041847",,
26/08/2010 22.00,"0,685235",,"25,15262"
26/08/2010 23.00,"0,594954",,
27/08/2010 0.00,"0,642803",,"24,42001"
27/08/2010 1.00,"0,749336",,
27/08/2010 2.00,"0,888369",,"20,02442"
27/08/2010 3.00,"0,650026",,
27/08/2010 4.00,"0,73489",,"17,582411"
27/08/2010 5.00,"0,845936",,
27/08/2010 6.00,"1,443599",,"22,46641"
27/08/2010 7.00,"1,534783",,
27/08/2010 8.00,"2,372595",,"53,96825"
27/08/2010 9.00,"4,654004","35,695376",
27/08/2010 10.00,"29,58339","26,188453","63,24786"
27/08/2010 11.00,"16,476345","16,512822",
27/08/2010 12.00,"16,263284","13,920977","46,153831"
27/08/2010 13.00,"9,071472","9,910551",
27/08/2010 14.00,"5,954056","7,172042","40,537231"
27/08/2010 15.00,"3,186932","5,297915",
27/08/2010 16.00,"4,875194","5,58085","29,30402"
27/08/2010 17.00,"3,322355","5,175266",
27/08/2010 18.00,"1,951883","4,199914","29,05983"
27/08/2010 19.00,"1,780349","5,535425",
27/08/2010 20.00,"1,691873","6,470541","30,036631"
27/08/2010 21.00,"1,502282","6,639913",
27/08/2010 22.00,"1,756876","26,007405","29,05983"
27/08/2010 23.00,"1,410194","27,29684",
28/08/2010 0.00,"1,283801","26,015838","24,908421"
28/08/2010 1.00,,"19,888586",
28/08/2010 2.00,"2,677746","18,23704","24,664221"
28/08/2010 3.00,"2,211894","18,63355",
28/08/2010 4.00,"2,083694","23,460315","26,12941"
28/08/2010 5.00,"2,693093","36,707053",
28/08/2010 6.00,"2,660592","41,590302","38,827831"
28/08/2010 7.00,"2,336482","33,319621",
28/08/2010 8.00,"2,835738","22,714043","45,66544"
28/08/2010 9.00,"3,475832","15,416125",
28/08/2010 10.00,"2,735526","8,672383","39,56044"
28/08/2010 11.00,"1,930216","5,643797",
28/08/2010 12.00,"1,63951","6,81253","27,59462"
28/08/2010 13.00,"1,7966","4,518542",
28/08/2010 14.00,"1,935633","4,565265","24,17581"
28/08/2010 15.00,"1,973551","3,223915",
28/08/2010 16.00,"1,959106","2,145382","21,97802"
28/08/2010 17.00,"1,937438","2,534744",
28/08/2010 18.00,"1,919382","2,412095","28,81562"
28/08/2010 19.00,"1,746042","8,992956",
28/08/2010 20.00,"1,922993","26,123559","32,722832"
28/08/2010 21.00,"2,615451","26,146275",
28/08/2010 22.00,"3,967866","11,116274","26,86202"
28/08/2010 23.00,"2,296758","8,529615",
29/08/2010 0.00,"1,9573","6,909872","23,44322"
29/08/2010 1.00,"1,888686","5,943605",
29/08/2010 2.00,"2,092722","6,972817","15,38461"
29/08/2010 3.00,"2,034942","10,247344",
29/08/2010 4.00,"1,753264","3,553574","15,14041"
29/08/2010 5.00,"3,663618","8,388146",
29/08/2010 6.00,"11,039606","15,307102","12,21001"
29/08/2010 7.00,"8,898133","17,844439",
29/08/2010 8.00,"7,304665","17,499857","26,617821"
29/08/2010 9.00,"2,793305","4,785904",
29/08/2010 10.00,"2,288632","4,973447","33,211231"
29/08/2010 11.00,"2,049387","4,951382",
29/08/2010 12.00,"2,112585","4,872212","30,036631"
29/08/2010 13.00,"1,578118","3,852733",
29/08/2010 14.00,"1,644926","3,569147","23,68742"
29/08/2010 15.00,"1,574507","3,154479",
29/08/2010 16.00,"1,714443","2,618457","21,48962"
29/08/2010 17.00,"1,623259","3,425734",
29/08/2010 18.00,"1,630482","4,000042","10,74481"
29/08/2010 19.00,"1,283801","5,462094",
29/08/2010 20.00,"1,301858","7,645765","10,74481"
29/08/2010 21.00,"1,700901","9,922232",
29/08/2010 22.00,"1,384916","8,109106","10,50061"
29/08/2010 23.00,"1,15199","5,273904",
30/08/2010 0.00,"0,919064","5,809923","8,058608"
30/08/2010 1.00,,"8,893668",
30/08/2010 2.00,"2,221825","5,382276","6,105006"
30/08/2010 3.00,"1,933827","5,337499",
30/08/2010 4.00,"1,908548","7,220712","3,907204"
30/08/2010 5.00,"1,353318","10,671746",
30/08/2010 6.00,"1,744236","21,882113","6,837607"
30/08/2010 7.00,"1,737014","14,299949",
30/08/2010 8.00,"5,428619","15,856097","23,44322"
30/08/2010 9.00,"4,862554","9,330403",
30/08/2010 10.00,"3,929948","9,477711","19,2918"
30/08/2010 11.00,"2,639828","6,765159",
30/08/2010 12.00,"2,10175","4,029244","14,16361"
30/08/2010 13.00,"2,024109","3,623659",
30/08/2010 14.00,"2,575727","4,40368","23,93162"
30/08/2010 15.00,"2,761905","3,187468",
30/08/2010 16.00,,"2,89685","22,954821"
30/08/2010 17.00,"2,640484","2,887116",
30/08/2010 18.00,"1,803821","2,604828","20,51281"
30/08/2010 19.00,"1,253106","2,373809",
30/08/2010 20.00,"1,236855","4,489339","21,48962"
30/08/2010 21.00,"1,23866","3,150584",
30/08/2010 22.00,"1,531172","3,567201","16,60561"
30/08/2010 23.00,"2,359052","9,981934",
31/08/2010 0.00,"9,163559","23,630349","28,571421"
31/08/2010 1.00,"2,910671","7,183074",
31/08/2010 2.00,"1,911256","7,219414","18,07081"
31/08/2010 3.00,"2,033136","6,561391",
31/08/2010 4.00,"1,056292","7,731424","13,91941"
31/08/2010 5.00,"5,277848","16,956691",
31/08/2010 6.00,"1,92841","12,731472","10,74481"
31/08/2010 7.00,"1,350609","17,592004",
31/08/2010 8.00,"9,954424","31,773845","20,51281"
31/08/2010 9.00,"2,752679","10,89109",
31/08/2010 10.00,"1,74243","8,214881","19,78022"
31/08/2010 11.00,"0,930801","10,127946",
31/08/2010 12.00,"0,967816","6,661978","31,50182"
31/08/2010 13.00,"1,189005","6,98969",
31/08/2010 14.00,"0,617524","6,158403","42,97924"
31/08/2010 15.00,"0,650026","6,907276",
31/08/2010 16.00,"0,687944","5,842372","40,537231"
31/08/2010 17.00,"0,740307","6,358276",
31/08/2010 18.00,"0,612108","6,011743","34,920631"
31/08/2010 19.00,"0,646414","7,156467",
31/08/2010 20.00,"0,650026","9,767136","22,22221"
31/08/2010 21.00,"0,726765","10,605556",
31/08/2010 22.00,"7,217093","23,97038","18,55921"
31/08/2010 23.00,"9,716984","25,344821",
01/09/2010 0.00,"1,362346","5,406935","17,094"
01/09/2010 1.00,,"7,830062",
01/09/2010 2.00,"12,095892","33,665499","14,16361"
01/09/2010 3.00,"6,483105","16,118919",
01/09/2010 4.00,"12,261105","40,227543","24,17581"
01/09/2010 5.00,"18,461631","58,608651",
01/09/2010 6.00,"19,786954","58,312727","31,25762"
01/09/2010 7.00,"12,333331","41,319695",
01/09/2010 8.00,"7,910453","26,533684","32,234421"
01/09/2010 9.00,"1,576312","10,267467",
01/09/2010 10.00,"0,819755","7,522467","33,211231"
01/09/2010 11.00,"0,727668","8,242136",
01/09/2010 12.00,"0,645512","7,223956","28,08301"
01/09/2010 13.00,"0,543494","6,537382",
01/09/2010 14.00,"0,686138","6,197987","17,826611"
01/09/2010 15.00,"0,68975","7,362829",
01/09/2010 16.00,"0,665373","6,297275","14,89621"
01/09/2010 17.00,"0,631067","7,354393",
01/09/2010 18.00,"0,585926","12,050091","9,523809"
01/09/2010 19.00,"0,506478","26,955489",
01/09/2010 20.00,"0,733987","43,790192","10,98901"
01/09/2010 21.00,"0,650026","33,256658",
01/09/2010 22.00,"0,59044","10,584798","9,76801"
01/09/2010 23.00,"0,537174","26,393515",
02/09/2010 0.00,"0,38821","17,741255","14,65201"
02/09/2010 1.00,"0,552522","16,51801",
02/09/2010 2.00,"0,652734","11,370002","8,058608"
02/09/2010 3.00,"0,563356","9,220082",
02/09/2010 4.00,"0,623844","9,540658","8,547009"
02/09/2010 5.00,"0,592246","18,961256",
02/09/2010 6.00,"0,679819","57,199161","16,60561"
02/09/2010 7.00,"0,917259","59,998673",
02/09/2010 8.00,"0,828783","22,201378","27,35042"
02/09/2010 9.00,"2,995536","12,839842",
02/09/2010 10.00,"3,260964","9,346626","27,59462"
02/09/2010 11.00,"2,21099","6,881967",
02/09/2010 12.00,"1,491448","4,323212","16,84981"
02/09/2010 13.00,"0,649123","3,802765",
02/09/2010 14.00,"0,731279","4,751509","17,582411"
02/09/2010 15.00,"1,451725","3,218724",
02/09/2010 16.00,"0,899203","3,411457","14,65201"
02/09/2010 17.00,"1,094211","1,730712",
02/09/2010 18.00,"1,215187","2,46466","12,94261"
02/09/2010 19.00,"0,655442","3,791085",
02/09/2010 20.00,"0,594954","6,199285","7,570208"
02/09/2010 21.00,"0,621136","26,553798",
02/09/2010 22.00,"0,504673","25,374036","15,87301"
02/09/2010 23.00,"0,623844","18,338282",
03/09/2010 0.00,"0,494742","11,965076","16,11721"
03/09/2010 1.00,,"10,101986",
03/09/2010 2.00,"0,87573","8,915084","10,25641"
03/09/2010 3.00,"0,586829","7,699625",
03/09/2010 4.00,"17,234315","11,448864","15,14041"
03/09/2010 5.00,,"9,931966",
03/09/2010 6.00,,"12,701616","21,73382"
03/09/2010 7.00,,"29,143047",
03/09/2010 8.00,,"20,996322","21,48962"
03/09/2010 9.00,,"18,640679",
03/09/2010 10.00,,"12,525756","28,327221"
03/09/2010 11.00,,"5,942307",
03/09/2010 12.00,,"4,353064","15,38461"
03/09/2010 13.00,,"5,271307",
03/09/2010 14.00,,"7,22136","13,18681"
03/09/2010 15.00,,"10,801538",
03/09/2010 16.00,,"11,05852","7,814408"
03/09/2010 17.00,,"13,421936",
03/09/2010 18.00,,"13,868409","7,081807"
03/09/2010 19.00,,"17,118931",
03/09/2010 20.00,,"16,580964","5,616606"
03/09/2010 21.00,,"9,961168",
03/09/2010 22.00,,"4,350467","5,616606"
03/09/2010 23.00,,"3,401073",
04/09/2010 0.00,,"2,427668","5,616606"
04/09/2010 1.00,,"2,39717",
04/09/2010 2.00,,"1,684638","3,907204"
04/09/2010 3.00,,"2,233638",
04/09/2010 4.00,,"3,164213","2,930403"
04/09/2010 5.00,,"4,657414",
04/09/2010 6.00,,"10,235018","5,616606"
04/09/2010 7.00,,"11,580904",
04/09/2010 8.00,,"12,098113","5,860806"
04/09/2010 9.00,,"8,94753",
04/09/2010 10.00,,"10,628271","14,65201"
04/09/2010 11.00,,"16,190304",
04/09/2010 12.00,,"11,212316","10,01221"
04/09/2010 13.00,,"7,769712",
04/09/2010 14.00,,"6,915063","10,98901"
04/09/2010 15.00,,"7,671073",
04/09/2010 16.00,,"7,588659","8,302809"
04/09/2010 17.00,,"9,063042",
04/09/2010 18.00,,"19,71597","9,035409"
04/09/2010 19.00,,"50,069944",
04/09/2010 20.00,,"67,076608","15,38461"
04/09/2010 21.00,,"32,293641",
04/09/2010 22.00,,"38,358602","14,40781"
