GROTTAGLIE,,,,,
,,,,,,
,SO2,NO2,CO,O3,PM10
01/05/2011 12.00,"0,761975","2,356936","0,141421","78,049847",33
01/05/2011 13.00,"0,657248","2,260892","0,131493","78,31203",33
01/05/2011 14.00,"0,650026","1,806637","0,126886","76,215265",33
01/05/2011 15.00,"0,675304","2,380298","0,137728","71,045521",33
01/05/2011 16.00,"0,870312","5,174616","0,173829","68,810202",33
01/05/2011 17.00,"0,666276","1,705403","0,198212","78,915376",33
01/05/2011 18.00,"0,581412","1,876724","0,21668","77,995464",33
01/05/2011 19.00,"0,572384","3,691148","0,223074","67,909741",33
01/05/2011 20.00,"0,279872","5,439382","0,222558","61,625252",33
01/05/2011 21.00,"0,54891","3,708022","0,2361","62,299782",33
01/05/2011 22.00,"0,465852","3,931253","0,236219","51,161456",33
01/05/2011 23.00,"0,297928","4,220681","0,246029","55,195745",33
02/05/2011 0.00,"0,171534","4,999404","0,248213","57,743718",33
02/05/2011 1.00,,"3,767722","0,291382","57,924985","13,4"
02/05/2011 2.00,"0,027085",,"0,273987","55,374416","13,4"
02/05/2011 3.00,"0,182368","5,383572",,"58,372304","13,4"
02/05/2011 4.00,"0,348486","7,118829","0,233195",,"13,4"
02/05/2011 5.00,"0,166118","25,008673","0,266762","21,76142","13,4"
02/05/2011 6.00,"0,334041","31,883517","0,474119","17,083595","13,4"
02/05/2011 7.00,"0,433351","31,670654","0,466822","28,854224","13,4"
02/05/2011 8.00,"0,256399","9,378425","0,219112","61,159101","13,4"
02/05/2011 9.00,"0,303346","9,079914","0,192803","70,77524","13,4"
02/05/2011 10.00,"0,541688","7,922211","0,209489","81,661378","13,4"
02/05/2011 11.00,"1,166435","7,002019","0,199706","81,114128","13,4"
02/05/2011 12.00,"0,646414","6,549062","0,156002","80,763109","13,4"
02/05/2011 13.00,"0,597662","6,693126","0,150441","83,44303","13,4"
02/05/2011 14.00,"0,290706","5,112317","0,130481","82,718322","13,4"
02/05/2011 15.00,"0,35932","5,349829","0,147403","83,482551","13,4"
02/05/2011 16.00,"0,139033","7,414744","0,146732","81,485877","13,4"
02/05/2011 17.00,"0,395432","11,580904","0,179234","78,775506","13,4"
02/05/2011 18.00,"0,456824","13,226606","0,200022","76,332609","13,4"
02/05/2011 19.00,"0,326819","9,700297","0,166178","76,479625","13,4"
02/05/2011 20.00,"0,306957","8,13117","0,146378","80,765697","13,4"
02/05/2011 21.00,"0,527243","7,181128","0,120108","74,084025","13,4"
02/05/2011 22.00,"0,467657","3,313467","0,099084","84,574457","13,4"
02/05/2011 23.00,"0,380988","1,204424","0,098019","84,476657","13,4"
03/05/2011 0.00,"0,250982","0,812468","0,112772","84,896982","13,4"
03/05/2011 1.00,"0,326819","0,911106","0,094154","85,028458","25,4"
03/05/2011 2.00,"0,525437","0,709937","0,067883","85,959764","25,4"
03/05/2011 3.00,"0,559745","0,985085","0,082241","83,542124","25,4"
03/05/2011 4.00,"0,545299","1,177171","0,071946","84,505804","25,4"
03/05/2011 5.00,"0,465852","2,411447","0,066265","83,454682","25,4"
03/05/2011 6.00,"0,624747","7,266785","0,100504","76,104641","25,4"
03/05/2011 7.00,"0,619331","12,85153","0,107485","62,636995","25,4"
03/05/2011 8.00,"0,595857","6,870934","0,067252","71,234409","25,4"
03/05/2011 9.00,"0,621136","4,956573","0,059521","71,795259","25,4"
03/05/2011 10.00,"0,633775","4,796936","0,069856","73,988165","25,4"
03/05/2011 11.00,"0,637386","3,532808","0,047083","77,881765","25,4"
03/05/2011 12.00,"0,575995","3,536703","0,064255","85,711066","25,4"
03/05/2011 13.00,"0,617524","2,674915","0,090168","91,624666","25,4"
03/05/2011 14.00,"0,529048","2,556808","0,115138","96,101787","25,4"
03/05/2011 15.00,"0,624747","2,632084","0,113047","97,672306","25,4"
03/05/2011 16.00,"0,621136","2,602234","0,120974","97,476059","25,4"
03/05/2011 17.00,"0,644609","2,608723","0,126181","91,930997","25,4"
03/05/2011 18.00,"0,648221","2,51268","0,12567","88,064588","25,4"
03/05/2011 19.00,"0,646414","9,388807","0,12563","70,573163","25,4"
03/05/2011 20.00,"0,545299","12,524464","0,114468","58,618407","25,4"
03/05/2011 21.00,"0,449601","9,160382","0,099754","52,778642","25,4"
03/05/2011 22.00,"0,518215","6,99034","0,110286","51,6226","25,4"
03/05/2011 23.00,"0,366542","5,011084","0,106302","67,777314","25,4"
04/05/2011 0.00,"0,296123","1,916958","0,120463","78,370082","25,4"
04/05/2011 1.00,,"1,335511","0,112652","77,425831","13,5"
04/05/2011 2.00,"0,220286",,"0,118608","76,991898","13,5"
04/05/2011 3.00,"0,193203","0,829341",,"77,610404","13,5"
04/05/2011 4.00,"0,178757","4,633403","0,145331",,"13,5"
04/05/2011 5.00,"0,406266","10,349227","0,126529","50,706774","13,5"
04/05/2011 6.00,"0,135422","6,167488","0,121208","51,576596","13,5"
04/05/2011 7.00,"0,20223","19,638095","0,133702","40,781572","13,5"
04/05/2011 8.00,"0,140839","14,672443","0,129249","49,150296","13,5"
04/05/2011 9.00,"0,05778","6,064958","0,125544","64,280775","13,5"
04/05/2011 10.00,"0,061391","4,289467","0,132166","67,978127","13,5"
04/05/2011 11.00,"0,287095","10,186996","0,140955","60,035277","13,5"
04/05/2011 12.00,"0,149867","3,303085","0,112141","73,316752","13,5"
04/05/2011 13.00,"0,101115","3,109702","0,122468","75,882176","13,5"
04/05/2011 14.00,"0,048752","5,66651","0,117187","74,01831","13,5"
04/05/2011 15.00,"0,014445","4,186936","0,128302","73,014509","13,5"
04/05/2011 16.00,,"3,339425","0,13051","71,557056","13,5"
04/05/2011 17.00,"0,003611","2,137597","0,136383","74,538628","13,5"
04/05/2011 18.00,"0,009028","2,455574","0,212222","80,365226","13,5"
04/05/2011 19.00,"0,059586","2,590553","0,205955","80,901084","13,5"
04/05/2011 20.00,"0,014445","2,294637","0,220893","87,811697","13,5"
04/05/2011 21.00,"0,005417","3,270638","0,241706","90,359016","13,5"
04/05/2011 22.00,"0,003611","2,912425","0,264252","88,61034","13,5"
04/05/2011 23.00,,"2,499703","0,250377","89,08084","13,5"
05/05/2011 0.00,,"3,40302","0,250573","85,799627","13,5"
05/05/2011 1.00,,"3,095425","0,266302","79,66045","15,8"
05/05/2011 2.00,,"2,070105","0,220341","83,020612","15,8"
05/05/2011 3.00,,"2,062319","0,188729","79,553654","15,8"
05/05/2011 4.00,,"1,898786","0,202486","69,368282","15,8"
05/05/2011 5.00,,"2,272575","0,212418","72,136285","15,8"
05/05/2011 6.00,,"3,182382","0,245884","76,322259","15,8"
05/05/2011 7.00,,"2,210276","0,270953","81,884155","15,8"
05/05/2011 8.00,,"3,057787","0,279783","78,975703","15,8"
05/05/2011 9.00,"0,007223","3,91568","0,279585","77,862557","15,8"
05/05/2011 10.00,"0,144451","3,683361","0,268114","81,433708","15,8"
05/05/2011 11.00,,"3,12268","0,262084","88,233667","15,8"
05/05/2011 12.00,,"2,876084","0,263701","93,490724","15,8"
05/05/2011 13.00,,"1,93902","0,277496","96,348681","15,8"
05/05/2011 14.00,,"1,813127","0,310488","100,458308","15,8"
05/05/2011 15.00,,"1,640509","0,357946","103,375154","15,8"
05/05/2011 16.00,,"1,682042","0,385262","106,998078","15,8"
05/05/2011 17.00,,"1,274511","0,397167","105,493981","15,8"
05/05/2011 18.00,,"1,892299","0,382424","103,877359","15,8"
05/05/2011 19.00,,"2,458168","0,34206","100,27321","15,8"
05/05/2011 20.00,,"3,101914","0,278719","94,156041","15,8"
05/05/2011 21.00,,"2,707361","0,279428","92,988527","15,8"
05/05/2011 22.00,,"1,676851","0,276314","96,307266","15,8"
05/05/2011 23.00,,"2,10385","0,250732","97,553745","15,8"
06/05/2011 0.00,,"2,402361","0,240996","94,684137","15,8"
06/05/2011 1.00,,"2,569787","0,251678","90,743452","20,5"
06/05/2011 2.00,,,"0,231969","92,198309","20,5"
06/05/2011 3.00,,"5,392658",,"88,57862","20,5"
06/05/2011 4.00,,"5,370595","0,178159",,"20,5"
06/05/2011 5.00,,"6,81902","0,183805","69,553099","20,5"
06/05/2011 6.00,,"6,951403","0,174102","65,200809","20,5"
06/05/2011 7.00,,"7,83785","0,173307","67,977968","20,5"
06/05/2011 8.00,,"6,558149","0,178238","84,158598","20,5"
06/05/2011 9.00,"0,124589","5,306998","0,185435","95,360124","20,5"
06/05/2011 10.00,"0,252788","5,090254","0,209733","99,151403","20,5"
06/05/2011 11.00,"0,048752","3,648318","0,209852","102,21321","20,5"
06/05/2011 12.00,,"3,175893","0,191003","103,231174","20,5"
06/05/2011 13.00,,"3,087637","0,196928","105,984497","20,5"
06/05/2011 14.00,,"2,818978","0,225005","108,5376","20,5"
06/05/2011 15.00,,"2,327086","0,265924","110,327692","20,5"
06/05/2011 16.00,"0,001805","2,713851","0,252999","111,785396","20,5"
06/05/2011 17.00,"0,21487","3,421191","0,264413","111,995189","20,5"
06/05/2011 18.00,"0,575995","4,450403","0,251608","110,356794","20,5"
06/05/2011 19.00,"0,205842","5,184998","0,245882","106,562204","20,5"
06/05/2011 20.00,,"7,432913","0,220312","94,150996","20,5"
06/05/2011 21.00,,"6,16619","0,235303","96,577607","20,5"
06/05/2011 22.00,,"6,27002","0,229776","99,820183","20,5"
06/05/2011 23.00,,"6,214212","0,207188","97,735069","20,5"
07/05/2011 0.00,,"4,271297","0,157838","83,835167","20,5"
07/05/2011 1.00,,"6,475083","0,177163","71,726013","19,4"
07/05/2011 2.00,,"7,601636","0,175891","72,330881","19,4"
07/05/2011 3.00,,"5,205766","0,175852","78,510051","19,4"
07/05/2011 4.00,,"3,322553","0,154656","83,157347","19,4"
07/05/2011 5.00,,"4,264807","0,154656","76,015661","19,4"
07/05/2011 6.00,,"14,919037","0,191878","58,78086","19,4"
07/05/2011 7.00,,"35,206056","0,19482","25,61979","19,4"
07/05/2011 8.00,,"13,863862","0,150917","64,867721","19,4"
07/05/2011 9.00,"1,121294","10,061104","0,194939","86,672333","19,4"
07/05/2011 10.00,"3,186932","8,390743","0,289268","101,757413","19,4"
07/05/2011 11.00,"1,921187","6,307659","0,30947","107,83137","19,4"
07/05/2011 12.00,"0,996707","4,408873","0,303067","117,710807","19,4"
07/05/2011 13.00,"2,394262","5,157744","0,289984","122,163187","19,4"
07/05/2011 14.00,"1,919382","4,554233","0,291813","125,732999","19,4"
07/05/2011 15.00,"0,487519","3,251169","0,277775","127,227437","19,4"
07/05/2011 16.00,"0,232926","2,381597","0,275747","124,836328","19,4"
07/05/2011 17.00,"0,016251","2,401065","0,266402","123,879604","19,4"
07/05/2011 18.00,"0,007223","4,973447","0,258726","117,336387","19,4"
07/05/2011 19.00,,"13,492672","0,194342","97,498799","19,4"
07/05/2011 20.00,,"13,621162","0,163523","95,640282","19,4"
07/05/2011 21.00,,"9,913146","0,135407","99,443829","19,4"
07/05/2011 22.00,,"12,176627","0,112541","80,012884","19,4"
07/05/2011 23.00,,"11,401799","0,137117","64,792835","19,4"
08/05/2011 0.00,,"41,461794","0,183566","18,582045","19,4"
08/05/2011 1.00,,"38,476705","0,225123","24,799945","19,1"
08/05/2011 2.00,,,"0,214982","59,425124","19,1"
08/05/2011 3.00,,"8,651616",,"67,90567","19,1"
08/05/2011 4.00,,"20,791891","0,278644",,"19,1"
08/05/2011 5.00,,"39,511116","0,302978","26,021084","19,1"
08/05/2011 6.00,,"22,794519","0,27092","44,111206","19,1"
08/05/2011 7.00,,"23,344812","0,267358","53,429473","19,1"
08/05/2011 8.00,,"15,636761","0,287089","77,340147","19,1"
08/05/2011 9.00,"0,664471","11,130545","0,276203","87,770206","19,1"
08/05/2011 10.00,"5,575778","11,757415","0,331315","94,289884","19,1"
08/05/2011 11.00,"1,829101","9,675638","0,281605","107,920304","19,1"
08/05/2011 12.00,,"5,897531","0,294134","127,64672","19,1"
08/05/2011 13.00,,"3,515935","0,299656","132,525492","19,1"
08/05/2011 14.00,"3,558892","6,10519","0,361092","133,098518","19,1"
08/05/2011 15.00,"6,502064","8,98387","0,406199","129,400587","19,1"
08/05/2011 16.00,"0,940732","4,005232","0,303618","126,077518","19,1"
08/05/2011 17.00,"0,146256","4,316722","0,285208","123,176867","19,1"
08/05/2011 18.00,,"3,880637","0,247465","123,992762","19,1"
08/05/2011 19.00,"0,113755","5,610701","0,195916","108,081879","19,1"
08/05/2011 20.00,,"14,482951","0,214687","85,401219","19,1"
08/05/2011 21.00,,"12,259692","0,173861","83,824277","19,1"
08/05/2011 22.00,"0,38821","6,703508","0,22021","97,785525","19,1"
08/05/2011 23.00,"5,507163","13,224013","0,404358","102,35292","19,1"
09/05/2011 0.00,"0,189591","3,993552","0,225613","131,951156","19,1"
09/05/2011 1.00,,"3,266744","0,205441","143,663623","2,3"
09/05/2011 2.00,,"3,76902","0,191832","143,259789","2,3"
09/05/2011 3.00,,"4,076617","0,173462","133,054576","2,3"
09/05/2011 4.00,,"5,632765","0,130717","114,953633","2,3"
09/05/2011 5.00,,"3,939043","0,103541","111,789962","2,3"
09/05/2011 6.00,,"3,068169","0,119871","88,492471","2,3"
09/05/2011 7.00,,"5,030552","0,117989","65,700693","2,3"
09/05/2011 8.00,,"4,841063","0,163096","50,474537","2,3"
09/05/2011 9.00,,"3,878043","0,174463","51,75884","2,3"
09/05/2011 10.00,,"3,624957","0,172422","52,86032","2,3"
09/05/2011 11.00,,"4,563319","0,192634","60,505378","2,3"
09/05/2011 12.00,"2,475515","3,192767","0,25523","79,360261","2,3"
09/05/2011 13.00,"4,741577","3,876744","0,42465","84,841785","2,3"
09/05/2011 14.00,"3,762927","4,908553","0,542119","83,556828","2,3"
09/05/2011 15.00,"1,984385","5,425107","0,578941","82,153682","2,3"
09/05/2011 16.00,"0,415294","5,544509","0,621086","84,565918","2,3"
09/05/2011 17.00,"0,036113","6,277807","0,630371","86,593133","2,3"
09/05/2011 18.00,"0,077642","6,806041","0,648383","90,34461","2,3"
09/05/2011 19.00,"0,234732","8,588019","0,653545","90,137891","2,3"
09/05/2011 20.00,,"8,096127","0,592389","88,938877","2,3"
09/05/2011 21.00,,"7,914423","0,54388","90,396938","2,3"
09/05/2011 22.00,,"8,462125","0,516064","91,69545","2,3"
09/05/2011 23.00,,"9,404382","0,511021","79,378358","2,3"
10/05/2011 0.00,,"8,511445","0,496572","85,64026","2,3"
10/05/2011 1.00,,"7,08768","0,478361","89,539035","6,7"
10/05/2011 2.00,,,"0,471237","86,212632","6,7"
10/05/2011 3.00,,"30,062604",,"78,181254","6,7"
10/05/2011 4.00,,"19,875603","0,207054",,"6,7"
10/05/2011 5.00,,"17,926201","0,215617","62,922899","6,7"
10/05/2011 6.00,,"15,727608","0,217065","69,696743","6,7"
10/05/2011 7.00,,"14,956673","0,273989","74,523886","6,7"
10/05/2011 8.00,,"13,850881","0,295378","79,432323","6,7"
10/05/2011 9.00,,"11,21361","0,282512","84,469838","6,7"
10/05/2011 10.00,"0,016251","10,228527","0,307251","85,738958","6,7"
10/05/2011 11.00,"2,69219","10,290819","0,380392","85,000566","6,7"
10/05/2011 12.00,"3,293464","9,549744","0,472066","88,542212","6,7"
10/05/2011 13.00,"0,700584","9,307042","0,532672","89,884406","6,7"
10/05/2011 14.00,"4,844498","9,440721","0,717429","91,658981","6,7"
10/05/2011 15.00,"7,088893","10,299913","0,903673","94,143933","6,7"
10/05/2011 16.00,"4,236002","11,209714","1,043502","94,638452","6,7"
10/05/2011 17.00,"0,87573","10,80219","1,154206","99,058496","6,7"
10/05/2011 18.00,,"10,17661","1,180682","94,986137","6,7"
10/05/2011 19.00,,"11,265527","1,131701","88,433582","6,7"
10/05/2011 20.00,"1,023791","9,413466","0,949014","88,868695","6,7"
10/05/2011 21.00,"0,73489","8,70353","0,747338","93,477262","6,7"
10/05/2011 22.00,"0,34307","8,123382","0,602339","96,512775","6,7"
10/05/2011 23.00,"0,204036","6,385531","0,503714","98,514099","6,7"
11/05/2011 0.00,"0,007223","6,815127","0,404054","95,181486","6,7"
11/05/2011 1.00,,"6,412786","0,35255","91,018283","20,6"
11/05/2011 2.00,,"5,772936","0,338816","90,32907","20,6"
11/05/2011 3.00,,"5,521148","0,302038","88,849578","20,6"
11/05/2011 4.00,,"4,999404","0,284911","88,616664","20,6"
11/05/2011 5.00,,"6,180467","0,243293","89,137141","20,6"
11/05/2011 6.00,,"6,314148","0,244659","89,106395","20,6"
11/05/2011 7.00,,"7,808","0,264475","89,805168","20,6"
11/05/2011 8.00,,"8,041615","0,290496","95,091997","20,6"
11/05/2011 9.00,,"7,614616","0,333727","100,236079","20,6"
11/05/2011 10.00,,"9,321317","0,396195","102,081658","20,6"
11/05/2011 11.00,"1,280189","7,906638","0,476411","109,169728","20,6"
11/05/2011 12.00,"0,236537","5,69636","0,277878","111,555655","20,6"
11/05/2011 13.00,,"3,570446","0,096047","115,39367","20,6"
11/05/2011 14.00,,"2,154468","0,052312","117,374545","20,6"
11/05/2011 15.00,,"2,324489","0,025799","118,842431","20,6"
11/05/2011 16.00,,"2,090871","0,021405","122,198994","20,6"
11/05/2011 17.00,,"1,626234","0,030228","124,302768","20,6"
11/05/2011 18.00,,"2,032467","0,012606","129,175657","20,6"
11/05/2011 19.00,,"3,040914",,"127,191425","20,6"
11/05/2011 20.00,,"2,841043",,"112,746168","20,6"
11/05/2011 21.00,,"2,70866",,"97,251144","20,6"
11/05/2011 22.00,,"3,395234",,"89,644666","20,6"
11/05/2011 23.00,,"3,252467",,"92,508688","20,6"
12/05/2011 0.00,,"2,595745",,"105,479841","20,6"
12/05/2011 1.00,,"2,747595",,"130,981632",14
12/05/2011 2.00,,,,"125,997434",14
12/05/2011 3.00,,"3,849489",,"121,013869",14
12/05/2011 4.00,,"3,258956","0,145776",,14
12/05/2011 5.00,,"5,601617","0,131919","100,182099",14
12/05/2011 6.00,,"5,152553","0,120685","97,187324",14
12/05/2011 7.00,,"6,070148","0,138927","94,014337",14
12/05/2011 8.00,,"5,820956","0,173766","99,674985",14
12/05/2011 9.00,"0,783642","5,175914","0,166876","104,387601",14
12/05/2011 10.00,"2,556768","3,791085","0,19741","113,765754",14
12/05/2011 11.00,"2,381623","3,467915","0,242543","118,735179",14
12/05/2011 12.00,"1,431863","2,991595","0,292297","120,70263",14
12/05/2011 13.00,"1,240466","2,407552","0,336178","120,196239",14
12/05/2011 14.00,"1,717151","2,406254","0,372739","121,944215",14
12/05/2011 15.00,"1,012957","2,703467","0,38053","120,108439",14
12/05/2011 16.00,"1,980773","2,988999","0,423903","118,865513",14
12/05/2011 17.00,"1,426445","2,031169","0,428052","115,973622",14
12/05/2011 18.00,,"2,325787","0,423238","113,694947",14
12/05/2011 19.00,,"3,390043","0,404605","107,599909",14
12/05/2011 20.00,,"4,589276","0,323299","106,108127",14
12/05/2011 21.00,,"7,470553","0,308855","105,923965",14
12/05/2011 22.00,,"5,327765","0,268341","111,692093",14
12/05/2011 23.00,,"4,442616","0,261098","106,701001",14
13/05/2011 0.00,,"7,281064","0,266657","90,533399",14
13/05/2011 1.00,,"6,713892","0,250138","80,73336",30
13/05/2011 2.00,,"10,03255","0,257928","72,396315",30
13/05/2011 3.00,,"14,59067","0,256362","53,784901",30
13/05/2011 4.00,,"15,830139","0,306741","50,533928",30
13/05/2011 5.00,,"29,413672","0,384327","35,82274",30
13/05/2011 6.00,,"42,685703","0,591914","21,294331",30
13/05/2011 7.00,"0,162506","56,192663","0,67541","9,18811",30
13/05/2011 8.00,"0,480297","34,385807","0,391686","48,38302",30
13/05/2011 9.00,,"25,213753","0,349997","66,76056",30
13/05/2011 10.00,"14,679743","16,457009","0,418305","89,580785",30
13/05/2011 11.00,"17,839583","16,333716","0,410829","101,381714",30
13/05/2011 12.00,"11,788941","11,792457","0,391491","108,431261",30
13/05/2011 13.00,"11,135295","8,645127","0,460309","117,176547",30
13/05/2011 14.00,"8,542423","6,320638","0,438503","124,566801",30
13/05/2011 15.00,"6,579706","6,145424","0,473657","122,215478",30
13/05/2011 16.00,"3,679869","5,026659","0,453497","113,153145",30
13/05/2011 17.00,"1,363249","3,968893","0,397989","110,153088",30
13/05/2011 18.00,"0,604885","5,919594","0,394701","104,798368",30
13/05/2011 19.00,"0,411683","9,989722","0,289009","91,767085",30
13/05/2011 20.00,"0,828783","16,336309","0,214906","91,779536",30
13/05/2011 21.00,"2,834834","28,762119","0,235615","62,25625",30
13/05/2011 22.00,"2,331065","29,382507","0,200658","37,240524",30
13/05/2011 23.00,"8,77896","18,004076","0,313161","68,856427",30
14/05/2011 0.00,"20,143576","24,815311","0,644486","61,958793",30
14/05/2011 1.00,,"17,308423","0,568467","62,296208","35,5"
14/05/2011 2.00,"8,23366",,"0,551555","41,609217","35,5"
