,Provincia di TARANTO,,,,,,,
12/01/2006 13.00,"83,006343","27,941316","40,192493","1,405896","39,697227","0,75571","9,866196","2,563514"
12/01/2006 14.00,"129,355055","49,634937","53,288031","2,344087","36,619324","1,006587","7,482695","4,628202"
12/01/2006 15.00,"51,134507","13,001271","31,221602","1,147332","49,73529","2,139492","17,020847","12,549617"
12/01/2006 16.00,"49,051576","12,832091","29,396789","1,087847","50,100912","0,365311","1,004891","0,467724"
12/01/2006 17.00,"59,982478","15,121059","36,823208","1,54516","46,12522","0,726662","4,514739","2,512077"
12/01/2006 18.00,"99,713973","28,179867","56,545678","2,120463","37,402","1,295315","6,685427","4,354865"
12/01/2006 19.00,"97,581769","26,576064","56,872743","2,054103","33,332879","2,427781","7,406914","4,405106"
12/01/2006 20.00,"75,621398","18,927551","46,632532","1,788422","34,674815","1,828758","5,795767","3,292017"
12/01/2006 21.00,"74,334774","18,166246","46,513127","1,543114","34,896899","1,454204","4,497091","2,510282"
12/01/2006 22.00,"62,236596","11,605563","44,472871","1,452944","35,766241","1,435278","4,674609","2,473797"
12/01/2006 23.00,"35,889844","3,124706","31,120362","1,230138","37,110871","1,209049","0,833602","0,119623"
13/01/2006 0.00,"33,308895","3,811565","27,48892","1,216637","32,301064","0,838455","0,533588","0,154911"
13/01/2006 1.00,"27,718932","3,265122","22,85033","1,079909","29,707923","0,65712","0,185822",0
13/01/2006 2.00,"13,296583","0,289293","13,505648","0,788044","35,327499","0,232391","0,147411","0,003589"
13/01/2006 3.00,"5,649621",0,"8,238892","0,671528","40,772394","1,322163",0,0
13/01/2006 4.00,"3,530365",0,"6,081829","0,526921","42,712851","0,178695",0,0
13/01/2006 5.00,"4,580915",0,"7,120127","0,486581","40,007332",0,0,0
13/01/2006 6.00,"8,285074","0,138726","9,31872","0,567448","38,669464",0,0,0
13/01/2006 7.00,"50,102124","8,837825","36,75313","1,079174","24,095112","0,040492","0,177516","0,037681"
13/01/2006 8.00,"84,456367","23,206047","48,908998","1,228256","13,493758","0,635113","3,322989","1,830826"
13/01/2006 9.00,"151,753792","59,10548","61,171303","2,807782","14,60413","0,91636","4,732743","2,887692"
13/01/2006 10.00,"149,831698","59,039501","59,349089","3,503611","17,32184","3,83269","29,856037","21,930425"
13/01/2006 11.00,"104,47646","39,04443","44,641585","1,537079","25,472239","6,128871","96,804768","67,117311"
13/01/2006 12.00,"80,648464","28,9716","36,252148","1,167052","35,881332","0,834494","7,523182","6,100758"
13/01/2006 13.00,"88,547032","31,685208","39,992613","1,706107","35,206981","0,91812","7,291683","5,272969"
13/01/2006 14.00,"127,573015","47,083739","55,419126","2,097388","33,747242","1,546632","10,336452","7,474026"
13/01/2006 15.00,"65,52313","21,460134","32,641471","0,991881","42,19423","1,667229","13,922089","9,273751"
13/01/2006 16.00,"50,089159","14,210887","28,319548","1,06561","43,851656","0,495151","3,248246","1,268001"
13/01/2006 17.00,"70,402361","21,04058","38,167802","1,6116","38,454165","0,893033","5,129301","3,469058"
13/01/2006 18.00,"114,237525","36,022925","59,045387","2,573521","31,496701","1,529467","8,031856","5,137795"
13/01/2006 19.00,"114,367215","31,798561","65,656736","2,545537","35,147412","3,194935","8,120096","4,714929"
13/01/2006 20.00,"147,956254","49,623092","71,92026","2,699693","31,284114","4,19448","8,311107","4,54028"
13/01/2006 21.00,"146,010776","49,575718","70,046158","2,642007","26,696373","4,649578","10,86278","6,263446"
13/01/2006 22.00,"117,119383","34,677972","63,992861","2,20294","23,030778","3,712533","9,006641","5,232895"
13/01/2006 23.00,"73,434681","13,255037","53,147864","1,998627","23,489829","3,284282","5,238303","2,463629"
14/01/2006 0.00,"38,888474","3,765888","33,137253","1,46401","19,717265","2,266692","2,885945","1,03653"
14/01/2006 1.00,"33,350404","4,04503","27,231946","1,085802","18,073371","1,261865","1,215626","0,168069"
14/01/2006 2.00,,,,"1,045216","21,783644","1,567318","0,661276","0,02871"
14/01/2006 3.00,"55,279627",0,"56,80525",,"31,480462","0,346825","0,037372",0
14/01/2006 4.00,"28,855081",0,"31,117762","0,342132",,0,0,0
14/01/2006 5.00,"22,113407",0,"23,97168","0,331686","37,875951",0,0,0
14/01/2006 6.00,"21,690588","0,006767","23,174798","0,28173","35,634891","0,00044",0,0
14/01/2006 7.00,"32,590364","1,290823","30,632362","0,433732","28,726184",0,0,0
14/01/2006 8.00,"73,696663","14,374992","51,691644","0,967524","19,610291","0,161969","1,044339","0,412101"
14/01/2006 9.00,"151,144228","55,183949","66,57823","2,396622","17,705054","1,137307","9,142633","6,63906"
14/01/2006 10.00,"126,652141","40,661764","64,351076","2,65234","18,462007","3,776792","28,346616","21,457316"
14/01/2006 11.00,"107,451721","32,729035","57,308833","1,684484","21,197315","2,067751","12,845564","9,397559"
14/01/2006 12.00,"100,899432","30,734434","53,81236","1,308759","27,812156","1,653585","8,209373","5,625258"
14/01/2006 13.00,"117,64337","38,376174","58,842906","1,529656","24,829051","1,418553","9,97935","7,049366"
14/01/2006 14.00,"155,128529","55,677952","69,807326","2,247296","27,435719","1,610451","11,681842","9,314422"
14/01/2006 15.00,"63,603618","14,963725","40,688275","1,016557","41,571333","1,774621","10,870042","8,116401"
14/01/2006 16.00,"58,522074","11,710456","40,644149","1,082727","41,704038","0,88423","1,401448","0,613066"
14/01/2006 17.00,"90,010039","23,121462","54,59628","1,683403","32,807497","0,985901","3,387352","1,980952"
14/01/2006 18.00,"131,092969","41,622691","67,320619","2,356398","24,364576","1,958598","8,780333","5,881849"
14/01/2006 19.00,"154,734261","49,516513","78,866482","2,754062","23,798555","3,194054","14,296843","9,477109"
14/01/2006 20.00,"147,943271","45,880884","77,64909","2,574635","29,07148","3,864819","17,939574","13,224284"
14/01/2006 21.00,"152,306305","48,973443","77,270095","2,920607","33,209668","4,531623","10,684225","6,603173"
14/01/2006 22.00,"106,494576","27,246001","64,763819","2,489701","29,668643","4,966916","9,433306","5,351321"
14/01/2006 23.00,"79,250335","15,760558","55,123206","2,028627","21,655007","3,478382","4,876002","1,928318"
15/01/2006 0.00,"57,370363","9,020536","43,569546","1,718142","19,106561","2,461671","3,567984","1,339774"
15/01/2006 1.00,"35,288081","4,912911","27,873097","1,28042","23,114729","1,356494","1,401448","0,24104"
15/01/2006 2.00,"33,480075","2,135019","30,302713","1,373582","26,318579","0,735904","0,589646","0,014355"
15/01/2006 3.00,"101,270361","36,510153","45,441088","1,690633","13,225639","0,632473","2,028466","1,020381"
15/01/2006 4.00,"81,852049","26,095595","41,869337","1,305103","6,842345","0,699814","3,317799","2,105958"
15/01/2006 5.00,"26,925184","3,561184","22,16765","1,032438","17,92578","0,476225","1,232237","0,655533"
15/01/2006 6.00,"33,199949","5,755412","24,890568","1,041821","16,961644","0,150526","0,451577","0,154313"
15/01/2006 7.00,"29,975667","4,146537","23,961297","1,158786","12,832943","0,236792","1,242617","0,197377"
15/01/2006 8.00,"101,695781","44,671268","33,22551","1,996798","9,664321","0,869265","3,232674","1,494088"
15/01/2006 9.00,"135,624619","57,675932","47,224372","2,528362","15,218896","2,772406","16,795571","10,928723"
15/01/2006 10.00,"107,366122","31,110017","59,707304","2,543471","26,998335","3,01404","11,681842","7,307153"
15/01/2006 11.00,"102,992746","27,890565","60,270579","2,601396","38,894239","5,026775","16,181018","10,306094"
15/01/2006 12.00,"68,355741","16,980311","42,349554","1,632226","48,742718","2,098121","7,679936","5,408142"
15/01/2006 13.00,"98,98248","28,041138","56,026531","1,979593","37,731055","1,659307","7,458819","4,256774"
15/01/2006 14.00,"78,298332","22,761103","43,429376","1,561901","39,19756","2,546177","15,409695","11,284001"
15/01/2006 15.00,"32,800473","4,212517","26,427261","1,085203","39,510355","0,660202","2,338862","1,611317"
15/01/2006 16.00,"64,034216","12,536028","44,844066","1,63196","33,980156","1,595047","3,316761","1,588589"
15/01/2006 17.00,"65,691731","12,695058","46,258734","1,954829","29,553552","2,198471","4,435843","2,347596"
15/01/2006 18.00,"84,67946","20,906927","52,659843","2,211877","31,164952","2,977508","5,543506","2,752518"
15/01/2006 19.00,"137,52597","44,691571","69,049372","2,813733","22,246744","3,47354","8,036008","4,731677"
15/01/2006 20.00,"111,742117","34,430966","58,990859","2,740018","26,100564","4,933025","10,643739","6,049918"
15/01/2006 21.00,"141,489527","50,529872","64,057775","2,963242","26,487835","3,920717","7,716271","4,155095"
15/01/2006 22.00,"129,796003","41,878148","65,630778","2,773758","25,951619","4,06244","7,858492","3,97267"
15/01/2006 23.00,"99,646557","26,537157","58,998659","2,47682","21,560224","4,168952","7,121433","3,61141"
16/01/2006 0.00,"101,926633","27,885489","59,211504","2,494604","18,449817","3,139918","7,422486","4,025304"
16/01/2006 1.00,"56,625905","10,38748","40,727206","1,538473","15,473469","2,101642","5,730367","3,232804"
16/01/2006 2.00,,,,"1,488626","18,931884","0,970056","1,252999","0,331953"
16/01/2006 3.00,"66,79157","0,299445","67,424438",,"23,990852","0,818649","0,521131","0,036485"
16/01/2006 4.00,"38,636853","0,035527","40,66491","0,924228",,"0,556329","0,039448",0
16/01/2006 5.00,"25,84869",0,"28,316968","0,709684","30,601645","0,16329",0,0
16/01/2006 6.00,"25,08349","0,040602","25,934061","0,874566","31,851492","0,116195",0,0
16/01/2006 7.00,"56,120065","9,027303","42,308028","0,981953","20,202029","0,042253","0,160907","0,052634"
16/01/2006 8.00,"146,083436","50,144151","69,246652","1,978739","9,97983","1,013189","7,905207","5,302277"
16/01/2006 9.00,"206,765963","82,132205","80,891155","2,526107","13,07533","1,889937","12,881901","9,279732"
16/01/2006 10.00,"127,713068","43,289091","61,381548","2,20065","22,764027","2,190549","13,774675","10,082998"
16/01/2006 11.00,"78,970169","21,224987","46,458618","1,647818","32,896872","2,183066","10,322957","7,328686"
16/01/2006 12.00,"75,686231","23,155293","40,210658","1,548116","43,373655","1,125423","5,830026","3,681987"
16/01/2006 13.00,"55,974811","14,498495","33,768023","1,127846","52,379861","0,811167","4,318537","2,943317"
16/01/2006 14.00,"81,631575","23,180669","46,121167","1,568026","49,273526","0,298852","1,957875","1,181274"
16/01/2006 15.00,"56,740034","13,924975","35,413737","1,265408","54,202514","0,62235","3,873187","2,247112"
16/01/2006 16.00,"44,693724","8,81414","31,200837","1,293472","58,618289","0,206863","1,49384","0,846929"
16/01/2006 17.00,"57,398906","9,97808","42,128913","1,398797","51,19232","0,470504","1,788663","0,910329"
16/01/2006 18.00,"94,645412","19,604261","64,631432","2,529005","44,145501","1,521545","8,373394","7,385507"
16/01/2006 19.00,"188,38553","65,546074","87,946396","3,550325","36,191434","5,727909","23,544332","21,072727"
16/01/2006 20.00,"192,398247","68,088794","88,060615","3,626143","31,76076","4,747728","14,777487","10,447844"
16/01/2006 21.00,"185,267633","63,918577","87,323426","3,579709","30,091143","4,78338","17,409097","11,78403"
16/01/2006 22.00,"165,639219","53,546315","83,595929","3,8584","34,965947","6,264872","16,259907","10,212785"
16/01/2006 23.00,"122,405836","30,546662","75,621799","3,603299","38,222605","6,535554","12,786395","7,228202"
17/01/2006 0.00,"117,409913","35,356365","63,242689","3,825623","30,131761","5,915406","19,562136","17,35006"
17/01/2006 1.00,"83,660019","22,99458","48,436578","3,327587","18,478255","4,98144","8,789676","4,227467"
17/01/2006 2.00,"37,236141","0,845887","36,086016","2,478846","10,468664","2,776367","4,458681","2,027007"
17/01/2006 3.00,"30,751268","1,475227","29,396789","2,105705","8,075943","1,945394","2,961728","1,224339"
17/01/2006 4.00,"18,16802",0,"20,854203","1,729674","8,929037","1,2447","1,156454","0,379204"
17/01/2006 5.00,"16,746536",0,"18,800967","1,664328","9,68057","1,022432","1,359924","0,361261"
17/01/2006 6.00,"24,611378","1,872793","22,912624","1,535702","8,834249","0,550167","0,915613","0,180032"
17/01/2006 7.00,"114,546195","48,137717","40,766154","2,26604","5,22147","0,865304","2,616037","1,100529"
17/01/2006 8.00,"284,109812","143,550274","64,052574","3,709494","9,360999","2,03078","13,362546","8,652909"
17/01/2006 9.00,"299,626839","143,963156","78,946939","5,262621","17,282569","3,990257","27,955255","20,20726"
17/01/2006 10.00,"363,90751","166,011991","109,441654","7,420974","19,495196","9,304879","75,350167","53,065828"
17/01/2006 11.00,"81,416265","26,926259","40,158749","2,011765","20,852","3,283842","22,414862","17,914099"
17/01/2006 12.00,"39,173819","10,536359","23,034629","1,426812","35,94226","0,342864","2,975223","2,41279"
17/01/2006 13.00,"30,717542","6,31539","21,048882","1,252253","38,718201","0,174293","1,128426","0,687233"
17/01/2006 14.00,"73,831575","23,324473","38,095128","1,624062","30,64362","0,548407","2,925393","1,492293"
17/01/2006 15.00,"38,826219","8,382738","25,991173","1,568435","39,615971","0,485468","2,550636","1,602346"
17/01/2006 16.00,"25,412908","3,713444","19,732834","1,391839","43,720305","0,320858","0,161945","0,071774"
17/01/2006 17.00,"53,253769","11,407627","35,787514","1,961108","35,271977","0,62499","1,986942","0,91332"
17/01/2006 18.00,"72,269986","18,238996","44,335301","2,386472","24,420097","1,084051","4,974623","3,062341"
17/01/2006 19.00,"132,504082","44,495329","64,325125","2,73643","14,367156","1,448922","8,240516","5,766412"
17/01/2006 20.00,"89,792147","27,895652","47,053036","2,407122","21,590009","1,550153","7,119358","4,725695"
17/01/2006 21.00,"53,777752","11,514207","36,148329","1,852054","28,676089","1,187042","7,352932","5,09533"
17/01/2006 22.00,"26,795495","3,584868","21,313657","1,596494","34,464922","0,639955","2,002514","0,93844"
17/01/2006 23.00,"10,891993","0,05752","11,467996","1,331668","38,857671","0,054137","0,092391","0,032298"
18/01/2006 0.00,"6,645699",0,"8,340126","1,075364","39,048614",0,0,0
18/01/2006 1.00,"3,382509","0,010151","5,744382","1,175108","39,071636",0,0,0
18/01/2006 2.00,,,,"1,254896","38,951119",0,"0,058134",0
18/01/2006 3.00,"49,847884",0,"52,301631",,"38,649156",0,0,0
18/01/2006 4.00,"28,748735",0,"31,434447","0,528007",,0,0,0
18/01/2006 5.00,"20,68155",0,"23,359095","0,479977","37,387118",0,0,0
18/01/2006 6.00,"19,036993","0,028761","20,986589","0,46178","31,713357",0,0,0
18/01/2006 7.00,"21,675025","0,250383","21,827602","0,597465","30,179164",0,0,0
18/01/2006 8.00,"54,758244","9,749691","39,836882","0,964412","20,930542","0,062059","0,487912","0,214124"
18/01/2006 9.00,"99,106991","28,878562","54,866234","1,741768","13,556047","0,449817","3,133016","1,663952"
18/01/2006 10.00,"90,580691","26,716477","49,651388","1,678313","15,301503","1,468728","9,324303","6,490727"
18/01/2006 11.00,"56,880106","14,214266","35,110016","1,051445","25,070087","0,867944","4,419234","3,011502"
18/01/2006 12.00,"27,960169","4,823246","20,579046","0,825991","36,940259","0,136442","0,677885","0,257189"
18/01/2006 13.00,"36,071447","7,956411","23,888623","0,741283","40,687086",0,"0,002077","0,000598"
18/01/2006 14.00,"51,305709","11,876245","33,119088","1,06399","37,071609","0,092428","0,422511","0,06998"
18/01/2006 15.00,"32,266108","4,625309","25,191688","0,740311","41,797466","0,379836","0,807649","0,289487"
18/01/2006 16.00,"22,183443","3,139931","17,381099","0,750675","43,372297","0,077904","0,3405","0,17106"
18/01/2006 17.00,"21,145859","2,175621","17,822375","0,768362","42,452863","0,102551","0,242918","0,05383"
18/01/2006 18.00,"47,777935","10,446701","31,782276","1,184262","34,984897","0,598142","1,714958","0,708167"
18/01/2006 19.00,"39,874185","7,922575","27,745891","0,858722","36,451425","0,641275","3,563831","1,970186"
18/01/2006 20.00,"29,565828","4,872307","22,110539","0,739086","40,190132","0,173853","0,614561","0,205751"
18/01/2006 21.00,"38,577179","7,716179","26,76471","0,724948","38,360718","0,26276","1,133616","0,491051"
18/01/2006 22.00,"30,50223","5,327395","22,349347","0,758125","39,615971","0,023767","0,124573","0,029308"
18/01/2006 23.00,"13,366621","0,666559","13,090333","0,498221","41,480599","0,00044",0,0
19/01/2006 0.00,"7,68587",0,"9,554935","0,512852","39,537448","0,00044",0,0
19/01/2006 1.00,"6,497842","0,108273","8,469913","0,408451","44,641097",0,0,0
19/01/2006 2.00,"3,429201",0,"6,001361","0,465888","46,31614",0,0,0
19/01/2006 3.00,"2,407185",0,"5,336851","0,493271","45,645861",0,0,0
19/01/2006 4.00,"4,254078",0,"6,951403","0,409008","46,840206",0,0,0
19/01/2006 5.00,"13,737555",0,"16,44403","0,613639","34,049223",0,0,0
19/01/2006 6.00,"11,823221",0,"14,406377","0,514189","31,240783",0,0,0
19/01/2006 7.00,"20,237983","3,589943","14,946289","0,441547","36,080391",0,0,0
19/01/2006 8.00,"23,501176","2,256826","20,054718","0,872269","34,596272",0,0,0
19/01/2006 9.00,"87,737723","28,327051","44,335301","1,573465","25,362575","0,296651","1,854064","0,805061"
19/01/2006 10.00,"67,061372","19,66009","36,94261","1,451729","25,8311","1,304118","10,563803","7,071496"
19/01/2006 11.00,"66,718954","20,404474","35,457849","1,317111","28,398486","0,834935","6,572274","5,610902"
19/01/2006 12.00,"49,40954","14,330998","27,455172","0,926428","37,504922","0,812928","5,981589","4,598895"
19/01/2006 13.00,"43,453832","13,610307","22,601121","0,845493","41,546953","0,216986","1,002814","0,418082"
19/01/2006 14.00,"69,193598","23,165444","33,697949","1,381269","40,620736","0,374115","2,214289","1,238095"
19/01/2006 15.00,"31,957435","7,685727","20,187086","0,936154","49,643201","0,611346","3,311571","2,063492"
