"NetC","SIMAGE Brindisi","","","","","","","","","","",""
"Stat","valzani_sanpietrovernotico","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3
17/07/2012 5.00,"1,815182","10,859239","15,988454","0,179045","81,705427"
17/07/2012 6.00,"2,407481","10,903524","15,685286","0,198476","80,724403"
17/07/2012 7.00,"2,987955","11,369354","16,360524","0,189808","82,666877"
17/07/2012 8.00,"3,500868","10,47788","16,172464","0,181139","85,571637"
17/07/2012 9.00,"3,245818","10,01287","15,536945","0,187468","88,731496"
17/07/2012 10.00,"2,771754","9,769295","15,729871","0,203279","88,35442"
17/07/2012 11.00,"6,126799","10,963393","17,372976","0,183577","87,321311"
17/07/2012 12.00,"3,428799","9,700403","15,585581","0,180671","88,63849"
17/07/2012 13.00,"3,136592","9,178808","15,533703","0,179711","91,420435"
17/07/2012 14.00,"3,607842","7,809202","13,131058","0,180547","95,252514"
17/07/2012 15.00,"4,037991","7,320409","12,699003","0,185817","99,304659"
17/07/2012 16.00,"3,401774","7,640258","12,177782","0,210348","101,874178"
17/07/2012 17.00,"3,964234","7,575468","12,89517","0,213056","102,948207"
17/07/2012 18.00,"4,079654","7,280224","12,643071","0,209855","106,156665"
17/07/2012 19.00,"3,584758","8,185639","13,154565","0,206924","106,197624"
17/07/2012 20.00,"2,489119","8,615383","13,761711","0,183207","99,401935"
17/07/2012 21.00,"2,353429","7,796901","13,151322","0,182468","98,445629"
17/07/2012 22.00,"2,112456","7,58203","12,154274","0,181212","98,490819"
17/07/2012 23.00,"1,552249","6,543755","11,265035","0,181064","94,567471"
18/07/2012 0.00,"1,622065","5,915541","10,810283","0,180646","91,842702"
18/07/2012 1.00,"1,289319","7,173608","12,029439","0,179907","86,495523"
18/07/2012 2.00,"0,910969",,,"0,17939","91,910091"
18/07/2012 3.00,"1,428948",,,"0,178601","81,950274"
18/07/2012 4.00,"1,286504","16,640278","21,294689","0,178971","80,393392"
18/07/2012 5.00,"1,320848","14,31277","19,317624","0,20286",
18/07/2012 6.00,"2,867468","14,170071","19,248715","0,210717","82,855422"
18/07/2012 7.00,"6,108782","13,544317","18,72345","0,186187","90,476063"
18/07/2012 8.00,"5,292402","11,576844","16,917413","0,178824","97,16173"
18/07/2012 9.00,"7,857526","15,980902","23,266899","0,178774","90,570766"
18/07/2012 10.00,"18,170382","19,697692","28,602334","0,179883","81,963919"
18/07/2012 11.00,"25,433928","22,420494","33,562424","0,180942","77,517642"
18/07/2012 12.00,"19,75135","16,356516","24,452012","0,179907","84,029261"
18/07/2012 13.00,"13,542351","12,250165","19,116593","0,18173","88,327989"
18/07/2012 14.00,"3,615161","8,177439","13,391263","0,209658","103,698067"
18/07/2012 15.00,"3,603337","7,696025","13,041891","0,212736","106,864752"
18/07/2012 16.00,"3,26665","7,231018","12,172918","0,213081","105,998842"
18/07/2012 17.00,"3,485665","7,515599","12,658472","0,212908","111,620731"
18/07/2012 18.00,"2,993586","8,428394","13,366134","0,212811","108,933504"
18/07/2012 19.00,"2,533595","8,832715","14,052722","0,213549","106,998694"
18/07/2012 20.00,"3,690042","9,866071","15,005186","0,214953","107,609506"
18/07/2012 21.00,"3,578001","12,410909","17,257059","0,221455","98,082183"
18/07/2012 22.00,"3,954662","11,513695","15,971433","0,20323","94,88651"
18/07/2012 23.00,"2,981762","8,812213","13,640122","0,180326","98,308255"
19/07/2012 0.00,"2,231817","8,185639","12,862746","0,179094","93,989079"
19/07/2012 1.00,"2,500378","8,048678","13,099444","0,208328","92,648878"
19/07/2012 2.00,"2,544293",,,"0,210495","88,297266"
19/07/2012 3.00,"2,272918",,,,"88,01659"
19/07/2012 4.00,"1,879364","17,163517","21,786742","0,211111","86,439244"
19/07/2012 5.00,"2,172701","13,854323","18,582404","0,210938","87,651485"
19/07/2012 6.00,"2,214925","13,208887","17,941213","0,213154","76,569837"
19/07/2012 7.00,"2,223102","13,033524","18,499652","0,220444","75,42848"
19/07/2012 8.00,"2,569068","13,053885","18,273562","0,212219","83,862062"
19/07/2012 9.00,"3,847688","12,955471","18,105767","0,189241","94,825103"
19/07/2012 10.00,"5,022151","12,2149","17,896629","0,178454","101,796553"
19/07/2012 11.00,"5,254115",,,"0,184217","109,807055"
19/07/2012 12.00,"5,349267",,,"0,198575","116,53709"
19/07/2012 13.00,"13,448889",,,"0,235467","111,696659"
19/07/2012 14.00,"27,866745",,,"0,316247","103,228046"
19/07/2012 15.00,"13,39934","20,57029","24,801393","0,315779","117,750168"
19/07/2012 16.00,"10,996373","14,419388","18,207902","0,298269","118,594731"
19/07/2012 17.00,"10,239664","12,291172","16,255145","0,317503","116,63177"
19/07/2012 18.00,"8,441944","11,201228","14,978435","0,320041","109,684224"
19/07/2012 19.00,"12,365631","13,317145","17,402158","0,346071","103,035246"
19/07/2012 20.00,"5,104916","13,054705","16,405918","0,361193","104,363499"
19/07/2012 21.00,"3,690606","16,074394","19,315195","0,343805","88,265706"
19/07/2012 22.00,"2,771192","13,677996","17,163028","0,340506","64,018356"
19/07/2012 23.00,"2,422681","13,397516","16,850132","0,307727","49,672786"
20/07/2012 0.00,"1,942423","13,118673","16,799064","0,224064","40,893649"
20/07/2012 1.00,"0,582165","13,327806","17,162217","0,215987","44,764129"
20/07/2012 2.00,"0,575407",,,"0,212811","50,462768"
20/07/2012 3.00,"0,658736",,,"0,229803","37,092298"
20/07/2012 4.00,"0,648037",,,"0,235271","36,249451"
20/07/2012 5.00,"0,998237",,,"0,237192",
20/07/2012 6.00,"1,28369",,,"0,259948","44,861385"
20/07/2012 7.00,"0,850727",,,"0,251944","71,228663"
20/07/2012 8.00,"2,746982",,,"0,240468","95,470047"
20/07/2012 9.00,"3,593766",,,"0,223228","103,783394"
20/07/2012 10.00,"6,442654",,,"0,219287","117,580412"
20/07/2012 11.00,"9,117006",,,"0,219435","122,439594"
20/07/2012 12.00,"5,969152",,,"0,25485","132,988915"
20/07/2012 13.00,"5,608819",,,"0,255933","136,970254"
20/07/2012 14.00,"4,238989",,,"0,239359","130,299123"
20/07/2012 15.00,"3,316197",,,"0,213105","124,651671"
20/07/2012 16.00,"3,277912",,,"0,212983","131,573623"
20/07/2012 17.00,"3,233994",,,"0,213204","132,975231"
20/07/2012 18.00,"3,950158",,,"0,216627","120,654928"
20/07/2012 19.00,"2,588773",,,"0,284157","117,251958"
20/07/2012 20.00,"1,309023",,,"0,284576","105,982663"
20/07/2012 21.00,"1,100706",,,"0,294107","97,784467"
20/07/2012 22.00,"0,971775",,,"0,264234","89,767124"
20/07/2012 23.00,"0,95207",,,"0,292408","89,353396"
21/07/2012 0.00,"0,588358",,,"0,287974","71,020506"
21/07/2012 1.00,"1,226824",,,"0,33723","50,890993"
21/07/2012 2.00,"0,904214",,,"0,290363","44,330775"
21/07/2012 3.00,"0,629459",,,"0,253446","52,621915"
21/07/2012 4.00,"0,311913",,,"0,233177","62,661953"
21/07/2012 5.00,"0,378915",,,"0,233202","59,696584"
21/07/2012 6.00,"0,337249",,,"0,30014","50,375725"
21/07/2012 7.00,"0,925607",,,"0,31711","59,389496"
21/07/2012 8.00,"1,73692",,,"0,303146","86,801815"
21/07/2012 9.00,"2,92771",,,"0,305238","118,405348"
21/07/2012 10.00,"2,663092",,,"0,26278","119,545929"
21/07/2012 11.00,"2,176077",,,"0,248693","128,007701"
21/07/2012 12.00,"2,270665",,,"0,238595","130,342608"
21/07/2012 13.00,"2,451396",,,"0,24756","132,549556"
21/07/2012 14.00,"2,091625",,,"0,244876","138,168834"
21/07/2012 15.00,"2,056155",,,"0,220518","136,649479"
21/07/2012 16.00,"1,854592",,,"0,221725","135,695754"
21/07/2012 17.00,"1,330981",,,"0,217416","132,302996"
21/07/2012 18.00,"1,122664",,,"0,233769","121,703379"
21/07/2012 19.00,"1,10859",,,"0,262361","109,049516"
21/07/2012 20.00,"1,212747",,,"0,268223","101,273602"
21/07/2012 21.00,"1,009498",,,"0,249185","108,232243"
21/07/2012 22.00,"1,05285",,,"0,251869","92,542227"
21/07/2012 23.00,"0,905337",,,"0,218475","92,593437"
22/07/2012 0.00,"0,918852",,,"0,22106","83,935418"
22/07/2012 1.00,"1,275245",,,"0,258594","81,913584"
22/07/2012 2.00,"0,861986",,,"0,239014","85,347277"
22/07/2012 3.00,"1,057917",,,,"71,046099"
22/07/2012 4.00,"1,084942",,,"0,244653","56,334591"
22/07/2012 5.00,"1,96044",,,"0,246107",
22/07/2012 6.00,"1,482997",,,"0,21276","81,648288"
22/07/2012 7.00,"1,770703",,,"0,222341","88,565134"
22/07/2012 8.00,"1,926097",,,"0,23766","103,309941"
22/07/2012 9.00,"2,470539",,,"0,232217","110,866602"
22/07/2012 10.00,"2,813981",,,"0,236699","123,690221"
22/07/2012 11.00,"2,532724",,,"0,228536","123,672885"
22/07/2012 12.00,"2,411983",,,"0,226799","123,689384"
22/07/2012 13.00,"2,444077",,,"0,214608","118,460789"
22/07/2012 14.00,"2,172136",,,"0,21276","119,336075"
22/07/2012 15.00,"2,111329",,,"0,212785","123,53583"
22/07/2012 16.00,"2,082053",,,"0,212835","121,860365"
22/07/2012 17.00,"2,512764",,,"0,21808","125,439058"
22/07/2012 18.00,"2,859587",,,"0,237906","122,508703"
22/07/2012 19.00,"2,275732",,,"0,239409","117,950646"
22/07/2012 20.00,"2,431126",,,"0,236601","105,928059"
22/07/2012 21.00,"2,147926",,,"0,234187","101,671127"
22/07/2012 22.00,"2,409733",,,"0,215125","104,8489"
22/07/2012 23.00,"2,155246",,,"0,212638","93,552277"
23/07/2012 0.00,"1,93229",,,"0,19988","83,948226"
23/07/2012 1.00,"1,080437",,,"0,18301","85,795137"
23/07/2012 2.00,"0,961642",,,"0,182788","93,091631"
23/07/2012 3.00,"0,81244",,,"0,183034","93,331349"
23/07/2012 4.00,"0,78992",,,"0,186014","88,313484"
23/07/2012 5.00,"1,023009",,,"0,210372","79,388472"
23/07/2012 6.00,"1,293259",,,"0,212539","73,679582"
23/07/2012 7.00,"1,297202",,,"0,21313","77,321433"
23/07/2012 8.00,"1,291009",,,"0,218278","70,053949"
23/07/2012 9.00,"1,423317",,,"0,214214","73,462886"
23/07/2012 10.00,"1,147438",,,"0,213746","77,4144"
23/07/2012 11.00,"0,922792",,,"0,212957","82,368286"
23/07/2012 12.00,"1,231891",,,"0,214312","86,980962"
23/07/2012 13.00,"1,552814",,,"0,226947","94,624609"
23/07/2012 14.00,"1,623753",,,"0,22436","98,033584"
23/07/2012 15.00,"1,892879",,,"0,237364","102,171894"
23/07/2012 16.00,"1,807298",,,"0,238695","105,894802"
23/07/2012 17.00,"1,655282",,,"0,242339","105,208899"
23/07/2012 18.00,"2,358496",,,"0,241551","99,281653"
23/07/2012 19.00,"2,877601",,,"0,243448","94,306406"
23/07/2012 20.00,"2,468385",,,"0,34516","82,74887"
23/07/2012 21.00,"1,086069",,,"0,22606","75,476196"
23/07/2012 22.00,"0,917161",,,"0,212515","65,599971"
23/07/2012 23.00,"0,912094",,,"0,182665","88,867135"
24/07/2012 0.00,"0,892951",,,"0,181015","92,507273"
24/07/2012 1.00,,,,,
24/07/2012 2.00,,,,,
24/07/2012 3.00,,,,,
24/07/2012 4.00,,,,,
24/07/2012 5.00,,,,,
24/07/2012 6.00,,,,,
24/07/2012 7.00,,,,,
24/07/2012 8.00,,,,,
24/07/2012 9.00,,,,,
24/07/2012 10.00,,,,,
24/07/2012 11.00,,,,,
24/07/2012 12.00,,,,,
24/07/2012 13.00,,,,,
24/07/2012 14.00,,,,,
24/07/2012 15.00,,,,,
24/07/2012 16.00,,,,,
24/07/2012 17.00,,,,,
24/07/2012 18.00,,,,,
24/07/2012 19.00,,,,,
24/07/2012 20.00,,,,,
24/07/2012 21.00,,,,,
24/07/2012 22.00,,,,,
24/07/2012 23.00,,,,,
25/07/2012 0.00,,,,,
25/07/2012 1.00,,,,,
25/07/2012 2.00,,,,,
25/07/2012 3.00,,,,,
25/07/2012 4.00,,,,,
25/07/2012 5.00,,,,,
25/07/2012 6.00,,,,,
25/07/2012 7.00,,,,,
25/07/2012 8.00,,,,,
25/07/2012 9.00,,,,,
25/07/2012 10.00,,,,,
25/07/2012 11.00,,,,,"94,790133"
25/07/2012 12.00,,,,,"107,213678"
25/07/2012 13.00,,,,"0,184266","109,280694"
25/07/2012 14.00,,,,"0,177346","100,858162"
25/07/2012 15.00,,,,"0,178601","87,204462"
25/07/2012 16.00,,,,"0,177321","96,546649"
25/07/2012 17.00,,,,"0,17737","109,414621"
25/07/2012 18.00,,,,"0,203895","98,426839"
25/07/2012 19.00,,,,"0,201629","78,325516"
25/07/2012 20.00,,,,"0,185251","74,604343"
25/07/2012 21.00,,,,"0,18471","78,901335"
25/07/2012 22.00,,,,"0,192147","84,402928"
25/07/2012 23.00,,,,"0,18301","78,451779"
26/07/2012 0.00,,,,"0,20222","79,653768"
26/07/2012 1.00,,,,"0,20323","73,131913"
26/07/2012 2.00,,,,"0,202122","62,876077"
26/07/2012 3.00,,,,"0,202614","54,881773"
26/07/2012 4.00,,,,"0,209953","53,867454"
26/07/2012 5.00,,,,"0,228769",
26/07/2012 6.00,,,,"0,240517","49,495371"
26/07/2012 7.00,,,,"0,22633","51,187031"
26/07/2012 8.00,,,,"0,212293","69,736622"
26/07/2012 9.00,,,,"0,184488","93,269903"
26/07/2012 10.00,,,,"0,180991","102,161658"
26/07/2012 11.00,,,,"0,17742","104,682561"
26/07/2012 12.00,,,,"0,178232","111,167727"
26/07/2012 13.00,,,,"0,211357","111,196715"
26/07/2012 14.00,"4,179016","12,292812","16,162736","0,208377","107,799749"
26/07/2012 15.00,"4,074919","7,411443","10,837034","0,209436","104,778938"
26/07/2012 16.00,"3,798081","6,24277","10,266365","0,210224","103,559894"
26/07/2012 17.00,"3,708615","6,074645","9,770272","0,210273","104,006894"
26/07/2012 18.00,"4,035531","6,186182","9,616257","0,220814","102,366406"
26/07/2012 19.00,"3,591579","6,863602","10,309328","0,239975","99,120421"
26/07/2012 20.00,"3,970824","7,531182","10,731654","0,261426","98,898596"
26/07/2012 21.00,"3,877418","7,673882","11,312052","0,264849","86,956206"
26/07/2012 22.00,"3,746314","7,390941","11,090754","0,272483","77,113275"
26/07/2012 23.00,"3,268037","6,496188","10,406601",,"76,719981"
27/07/2012 0.00,"3,483543","5,622758","9,411982",,"78,578026"
27/07/2012 1.00,"6,819104","5,30701","8,753769",,"72,216528"
27/07/2012 2.00,"6,819104","5,77202","9,335785",,"66,650979"
27/07/2012 3.00,"6,870871","6,157477","9,770272",,"70,349968"
27/07/2012 4.00,"6,915321","6,753706","10,434971",,"70,211772"
27/07/2012 5.00,"6,992971","6,277214","10,158554",,"73,965365"
27/07/2012 6.00,"7,378406","6,769288","10,386336",,"80,604107"
27/07/2012 7.00,"6,93783","6,963657","10,628708",,"87,077362"
27/07/2012 8.00,"6,875373","5,998374","10,160985",,"94,72699"
27/07/2012 9.00,"6,845551","5,97869","10,020749",,"101,191707"
27/07/2012 10.00,"7,074561","5,190554","8,821048",,"107,161608"
27/07/2012 11.00,"7,323262","4,90597","8,514638",,"109,333601"
27/07/2012 12.00,"7,283315","4,593504","8,466001",,"107,167613"
27/07/2012 13.00,"7,254053","4,358129","8,38494",,"106,088416"
27/07/2012 14.00,"7,441427","3,711872","7,023118",,"110,159375"
27/07/2012 15.00,"7,36434","3,442053","6,916928",,"107,949033"
27/07/2012 16.00,"6,942894","3,664306","7,356278",,"106,641253"
27/07/2012 17.00,"7,430734","3,788964","7,246845",,"109,308845"
27/07/2012 18.00,"7,816734","4,449163","8,076098",,"112,693064"
27/07/2012 19.00,"7,011538","4,542656","8,016113",,"109,29093"
27/07/2012 20.00,"7,081874","4,566441","8,286045",,"108,3534"
27/07/2012 21.00,"6,491626","4,684538","7,955317",,"107,306661"
27/07/2012 22.00,"6,248547","4,289239","8,050971",,"102,675233"
27/07/2012 23.00,"6,504004","4,055503","7,509483",,"102,409914"
28/07/2012 0.00,"6,758896","3,821768","7,202263",,"103,890882"
28/07/2012 1.00,"7,743584","3,683988","6,912874",,"99,122095"
28/07/2012 2.00,"7,317637","3,798805","7,256573",,"95,491356"
28/07/2012 3.00,"7,149396","3,849653","7,187672",,"96,062084"
28/07/2012 4.00,,"3,522424","6,983398",,"94,218545"
28/07/2012 5.00,"7,565215","4,126855","7,58568",,
28/07/2012 6.00,"7,638927","4,280216","7,727537",,"87,617368"
28/07/2012 7.00,"7,801542","4,754247","8,681623",,"86,719061"
28/07/2012 8.00,"7,870186","4,669775","8,612722",,"90,284108"
28/07/2012 9.00,"7,827986","4,496729","8,562463",,"97,437277"
28/07/2012 10.00,"7,997353","4,29006","8,343601",,"103,01049"
28/07/2012 11.00,"8,300637","4,513953","8,440873",,"107,505404"
28/07/2012 12.00,"8,226363","4,405697","8,461139",,"111,656561"
28/07/2012 13.00,"8,378851","4,294159","7,949643",,"115,78296"
28/07/2012 14.00,"7,976532","3,431392","7,378165",,"118,291893"
28/07/2012 15.00,"8,615736","3,048286","6,752446",,"120,273065"
28/07/2012 16.00,"9,649377","2,75233","6,257903",,"122,267289"
28/07/2012 17.00,"9,70452","3,319855","6,818844",,"119,979284"
28/07/2012 18.00,"9,298829","3,534726","7,502997",,"120,280409"
28/07/2012 19.00,"9,916088","5,604714","9,350378",,"115,510823"
28/07/2012 20.00,"9,392235","6,902148","10,332834",,"108,547912"
28/07/2012 21.00,"8,741776","6,544575","10,456858",,"105,711363"
28/07/2012 22.00,"7,704198","5,859773","9,491422",,"97,036304"
28/07/2012 23.00,"7,489254","4,975682","8,19769",,"93,028489"
29/07/2012 0.00,"7,507261","5,062614","8,147431",,"88,04388"
29/07/2012 1.00,"9,29489","6,541294","10,11478",,"69,047309"
29/07/2012 2.00,"9,234121","5,447251","9,038291",,"68,300843"
29/07/2012 3.00,"8,911144","4,981421","8,70189",,"60,291216"
29/07/2012 4.00,"8,630366","5,976229","9,432248",,"46,485675"
29/07/2012 5.00,"9,098515","6,405974","9,857819",,"48,443487"
29/07/2012 6.00,"8,885823","9,306746","13,177262",,"33,65521"
29/07/2012 7.00,"9,144656","8,39805","12,646314",,"44,42031"
29/07/2012 8.00,"9,303331","6,17224","10,216917",,"72,315501"
29/07/2012 9.00,"9,501392","4,087489","7,994226",,"108,910445"
29/07/2012 10.00,"9,453566","3,471576","7,204695",,"115,843508"
29/07/2012 11.00,"10,890646","3,661025","7,400052",,"124,575743"
29/07/2012 12.00,"12,965804","4,420458","8,205797",,"134,742865"
29/07/2012 13.00,"12,901661","3,519965","7,46652",,"135,935448"
29/07/2012 14.00,"11,326156","2,993446","6,512434",,"127,601637"
29/07/2012 15.00,"10,765169","2,897491","6,515677",,"129,19692"
29/07/2012 16.00,"9,144092","2,708864","6,514866",,"123,39163"
29/07/2012 17.00,"9,105829","2,622751","6,488926",,"117,112925"
29/07/2012 18.00,"9,072633","3,010668","6,936382",,"110,253217"
29/07/2012 19.00,"9,151408","3,923464","7,828863",,"103,808988"
29/07/2012 20.00,"8,954471","5,554687","9,954279",,"99,329416"
29/07/2012 21.00,"9,069818","4,702581","8,430335",,"97,196699"
29/07/2012 22.00,"8,505453","4,0268","8,12879",,"93,089934"
29/07/2012 23.00,"8,378851","4,513132","7,982069",,"84,071057"
30/07/2012 0.00,"9,077135","5,758078","9,412793",,"89,788448"
30/07/2012 1.00,"9,815368","3,579834","7,04014",,"106,18996"
30/07/2012 2.00,"9,205986","3,765181","6,869913",,"95,761796"
30/07/2012 3.00,"9,101891","4,929753","8,559223",,"78,653094"
30/07/2012 4.00,,"4,387653","7,935865",,"84,333819"
30/07/2012 5.00,"9,515461","3,515864","6,976913",,
30/07/2012 6.00,"10,362284","3,843914","7,373301",,"112,880734"
30/07/2012 7.00,"9,302205","4,276117","7,728348",,"96,278781"
30/07/2012 8.00,"9,30558","4,384373","7,892902",,"103,300542"
30/07/2012 9.00,"10,264377","4,774752","8,458706",,"111,699194"
30/07/2012 10.00,"10,165916","4,417997","8,471676",,"114,164633"
30/07/2012 11.00,"9,862633","4,22773","8,036378",,"118,622881"
30/07/2012 12.00,"9,614492","4,02598","7,596219",,"121,306676"
30/07/2012 13.00,"9,491828","3,774202","7,37249",,"123,552025"
30/07/2012 14.00,"9,524462","3,214058","6,823708",,"124,294207"
30/07/2012 15.00,"9,054626","2,183166","6,143608",,"122,84823"
30/07/2012 16.00,"9,437247","2,247956","5,902045",,"124,275455"
30/07/2012 17.00,"8,942654","2,350469","6,171167",,"119,964779"
30/07/2012 18.00,"9,885703","3,410887","7,163354",,"114,735346"
