"NetC","SIMAGE Brindisi","","","",""
"Stat","Via Dei Mille","","","",""
Parm,SO2,NOX,NO2,PM10
25/07/2011 14.00,"1,9","25,1","17,9","4,2"
25/07/2011 15.00,"2,8","23,4","19,1",
25/07/2011 16.00,"3,6","30,8","26,1","6,8"
25/07/2011 17.00,"4,9","29,6","25,2",
25/07/2011 18.00,"6,7","34,8","30,9","5,1"
25/07/2011 19.00,"7,5","54,8","45,5",
25/07/2011 20.00,"3,6","26,4","20,7","3,7"
25/07/2011 21.00,"2,7","13,4","11,7",
25/07/2011 22.00,"2,6","34,6","29,1","8,1"
25/07/2011 23.00,"2,6","48,3","38,7",
26/07/2011 0.00,2,"28,6",25,"8,8"
26/07/2011 1.00,"1,2","10,2","9,1",
26/07/2011 2.00,"1,2","9,4","8,4","5,9"
26/07/2011 3.00,"1,2","5,5",5,
26/07/2011 4.00,"1,2","6,5","5,6","4,2"
26/07/2011 5.00,"1,2","14,9","11,4",
26/07/2011 6.00,"1,4","27,9","24,6","2,9"
26/07/2011 7.00,"1,5","25,5","19,6",
26/07/2011 8.00,"1,3","21,9","15,5","5,4"
26/07/2011 9.00,"1,3","44,1","33,5",
26/07/2011 10.00,"1,3","29,9","22,4","3,7"
26/07/2011 11.00,"1,2","26,8","18,7",
26/07/2011 12.00,"1,3","42,6","31,9","6,3"
26/07/2011 13.00,"1,2","41,4","30,9",
26/07/2011 14.00,"1,3","41,6","30,5","4,4"
26/07/2011 15.00,"1,3","32,4","24,2",
26/07/2011 16.00,"1,2","18,4","14,3","3,2"
26/07/2011 17.00,"2,2","58,7","45,5",
26/07/2011 18.00,"2,1","48,9","38,9","2,9"
26/07/2011 19.00,"1,9","55,6","46,3",
26/07/2011 20.00,"1,3","43,9","36,2","2,2"
26/07/2011 21.00,"1,4","62,9","51,8",
26/07/2011 22.00,"1,3","55,1","44,6","6,8"
26/07/2011 23.00,"1,4","76,4",64,
27/07/2011 0.00,"1,3","64,7","50,4","5,1"
27/07/2011 1.00,,"41,7",37,
27/07/2011 2.00,"2,6",,,"9,5"
27/07/2011 3.00,"1,9","32,7","29,7",
27/07/2011 4.00,"1,3","31,7","29,1","6,1"
27/07/2011 5.00,"1,4","28,5","25,3",
27/07/2011 6.00,"1,3","58,7","42,7","4,4"
27/07/2011 7.00,"1,3","62,5","43,6",
27/07/2011 8.00,"1,3","45,2","33,7","3,9"
27/07/2011 9.00,"1,2","44,3","35,4",
27/07/2011 10.00,"1,2","32,6","26,2",
27/07/2011 11.00,"1,3","48,6","36,7",
27/07/2011 12.00,"1,3",30,"22,7","6,6"
27/07/2011 13.00,"1,3","33,4","23,9",
27/07/2011 14.00,"1,2","27,8","20,7","4,4"
27/07/2011 15.00,"1,3","20,8","15,5",
27/07/2011 16.00,"1,2","13,2","10,2","3,7"
27/07/2011 17.00,"1,2","10,9","8,5",
27/07/2011 18.00,"1,3","19,6","14,6","1,7"
27/07/2011 19.00,"1,2","27,8","21,4",
27/07/2011 20.00,"1,3","65,9","52,1","1,7"
27/07/2011 21.00,"1,3","57,9","46,9",
27/07/2011 22.00,"1,2","47,6","38,3","8,3"
27/07/2011 23.00,"1,3","48,9","40,1",
28/07/2011 0.00,"1,4","49,3",37,"12,5"
28/07/2011 1.00,"1,2","28,5","23,6",
28/07/2011 2.00,"1,2","18,9","16,7",10
28/07/2011 3.00,"1,2",16,"14,9",
28/07/2011 4.00,"1,2",21,"19,4","6,6"
28/07/2011 5.00,"1,2","34,9","30,3",
28/07/2011 6.00,"1,6","103,8","67,9","4,2"
28/07/2011 7.00,"2,1","109,1","68,6",
28/07/2011 8.00,"1,5","69,1","46,4","5,4"
28/07/2011 9.00,"1,3","43,2","31,3",
28/07/2011 10.00,"1,2","40,6","30,1","3,4"
28/07/2011 11.00,"1,2","45,7",33,
28/07/2011 12.00,"1,3","65,3","45,9","5,6"
28/07/2011 13.00,"1,3","88,8",65,
28/07/2011 14.00,"1,2","67,9","50,5","5,9"
28/07/2011 15.00,"1,4","84,2","61,9",
28/07/2011 16.00,"1,8",143,"96,6","9,3"
28/07/2011 17.00,2,117,"89,1",
28/07/2011 18.00,"1,9","57,5","48,6","6,1"
28/07/2011 19.00,"1,2","18,1","15,6",
28/07/2011 20.00,"1,3","44,4","36,9","9,3"
28/07/2011 21.00,"1,2","45,4","36,9",
28/07/2011 22.00,"1,4",47,"36,1","15,4"
28/07/2011 23.00,"1,2","69,2",55,
29/07/2011 0.00,"1,6","43,7","33,2","12,9"
29/07/2011 1.00,,"46,3","37,6",
29/07/2011 2.00,"2,6",,,"7,8"
29/07/2011 3.00,2,"20,2","18,2",
29/07/2011 4.00,"1,5","18,4","17,4","4,9"
29/07/2011 5.00,"1,7","32,7","26,4",
29/07/2011 6.00,"1,6","48,7","37,4","4,2"
29/07/2011 7.00,"1,8","50,3","30,2",
29/07/2011 8.00,"1,3",29,"19,9","3,4"
29/07/2011 9.00,"1,5","49,3",29,
29/07/2011 10.00,"1,3",38,"24,1","2,9"
29/07/2011 11.00,"1,3","15,8","11,1",
29/07/2011 12.00,2,"15,4","10,7",
29/07/2011 13.00,"1,3","21,5","15,6",
29/07/2011 14.00,"1,2","15,7","10,9",
29/07/2011 15.00,"1,2","7,8","5,6",
29/07/2011 16.00,"1,2","8,9","6,3",
29/07/2011 17.00,"1,2","10,9","7,3",
29/07/2011 18.00,"1,2","12,8","9,3",
29/07/2011 19.00,"1,2","18,2","14,1",
29/07/2011 20.00,"1,2","20,5","16,4",
29/07/2011 21.00,"1,2","21,5","17,8",
29/07/2011 22.00,"1,2","41,4","31,6",
29/07/2011 23.00,"1,3",32,25,
30/07/2011 0.00,"1,2",29,"23,1",
30/07/2011 1.00,"1,2",28,"22,5",
30/07/2011 2.00,"1,2","22,9","18,9",
30/07/2011 3.00,"1,3","13,3","11,3",
30/07/2011 4.00,"1,3","3,3","3,2",
30/07/2011 5.00,"1,2",12,11,
30/07/2011 6.00,"1,2","21,5",18,
30/07/2011 7.00,"1,2",25,"18,7",
30/07/2011 8.00,"1,2","15,1","11,1",
30/07/2011 9.00,"1,2","12,3",9,
30/07/2011 10.00,"1,2","10,9","8,1",
30/07/2011 11.00,"1,2","10,3","7,7",
30/07/2011 12.00,"1,2","9,7","6,7",
30/07/2011 13.00,"1,2","8,6",6,
30/07/2011 14.00,"1,2",6,"4,6",
30/07/2011 15.00,"1,2","7,1","5,1",
30/07/2011 16.00,"1,2","5,8","4,7",
30/07/2011 17.00,"1,2","11,4",8,
30/07/2011 18.00,"1,2","17,5","12,1",
30/07/2011 19.00,"1,2","25,1","20,4",
30/07/2011 20.00,"1,2","24,9","22,3",
30/07/2011 21.00,"1,3","53,4","45,4",
30/07/2011 22.00,"1,3",62,"49,8",
30/07/2011 23.00,"1,2","49,4","40,1",
31/07/2011 0.00,"1,4","76,9","60,7",
31/07/2011 1.00,,"56,1",45,
31/07/2011 2.00,"2,7",,,"6,3"
31/07/2011 3.00,"2,1","38,5","31,2",
31/07/2011 4.00,"1,9","27,2","23,7","3,9"
31/07/2011 5.00,"1,7","30,5","27,4",
31/07/2011 6.00,"1,8","40,1","35,4","2,7"
31/07/2011 7.00,"1,8","43,3","34,3",
31/07/2011 8.00,"1,3","20,8","17,2","1,5"
31/07/2011 9.00,"1,4","19,7","15,7",
31/07/2011 10.00,"1,4","23,2","18,9","4,2"
31/07/2011 11.00,"1,5","14,9","12,1",
31/07/2011 12.00,"1,3","19,3",16,"2,4"
31/07/2011 13.00,"1,2","17,6","13,9",
31/07/2011 14.00,"1,3","15,6","13,3","6,8"
31/07/2011 15.00,"1,3","16,5","14,9",
31/07/2011 16.00,"1,2","13,9",12,"86,9"
31/07/2011 17.00,"1,3",48,39,
31/07/2011 18.00,"1,3","58,8","52,1","44,7"
31/07/2011 19.00,"1,2",53,51,
31/07/2011 20.00,"1,3","39,7","34,6","97,2"
31/07/2011 21.00,"1,4","42,2","37,2",
31/07/2011 22.00,"1,5","62,2",50,"308,7"
31/07/2011 23.00,"1,9","97,5","79,1",
01/08/2011 0.00,"2,5","107,6","78,5","459,1"
01/08/2011 1.00,"2,3",112,"82,5",
01/08/2011 2.00,"1,8","53,5","45,3",
01/08/2011 3.00,"1,3","22,7","20,8",
01/08/2011 4.00,"1,2",24,"20,3",
01/08/2011 5.00,"1,3","24,9","23,4",
01/08/2011 6.00,"1,2","39,4","33,2",
01/08/2011 7.00,"1,5","42,5","33,9",
01/08/2011 8.00,"1,2","21,6","16,2",
01/08/2011 9.00,"1,3","19,5","14,9",
01/08/2011 10.00,"1,3","18,8","13,8",
01/08/2011 11.00,"1,2","17,1","12,9",
01/08/2011 12.00,"1,2","21,4","14,9",
01/08/2011 13.00,1,"19,5","14,3",
01/08/2011 14.00,"0,6","17,1","12,7",
01/08/2011 15.00,"1,2",12,"8,6",
01/08/2011 16.00,"2,7","12,5","9,1",
01/08/2011 17.00,"1,7","11,4","8,4",
01/08/2011 18.00,"1,2","14,5","12,1",
01/08/2011 19.00,"1,2","14,5","12,4",
01/08/2011 20.00,"1,2","14,4","11,9",
01/08/2011 21.00,"1,2","14,5","13,3",
01/08/2011 22.00,"1,2","16,8","15,1",
01/08/2011 23.00,"1,2",11,"9,1",
02/08/2011 0.00,"1,2",14,"12,5",
02/08/2011 1.00,,"13,5","11,9",
02/08/2011 2.00,"8,1",,,
02/08/2011 3.00,"14,3",,,
02/08/2011 4.00,0,,,
02/08/2011 5.00,"0,3",,,
02/08/2011 6.00,1,,,
02/08/2011 7.00,"1,2",,,
02/08/2011 8.00,"1,2",,,
02/08/2011 9.00,"1,2",,,
02/08/2011 10.00,"1,2",,,
02/08/2011 11.00,"1,2",,,
02/08/2011 12.00,,,,
02/08/2011 13.00,"2,1",16,"11,9",
02/08/2011 14.00,"2,4","11,3",8,
02/08/2011 15.00,"1,4","11,4","9,5",
02/08/2011 16.00,"2,4","9,2","7,3",
02/08/2011 17.00,"2,1","13,2","10,5",
02/08/2011 18.00,"1,6","13,9","10,4",
02/08/2011 19.00,"1,3",13,"10,9",
02/08/2011 20.00,"1,2","14,6","12,7",
02/08/2011 21.00,"1,2",14,"10,4",
02/08/2011 22.00,"1,2","13,4","9,7",
02/08/2011 23.00,"1,2","20,5","15,8",
03/08/2011 0.00,"1,2","21,2","16,5",
03/08/2011 1.00,"1,2","13,2","10,4",
03/08/2011 2.00,"1,2","6,8","6,6",
03/08/2011 3.00,"1,2","7,9","7,2",
03/08/2011 4.00,"1,3","9,4","8,7","21,2"
03/08/2011 5.00,"1,2",17,16,
03/08/2011 6.00,"1,2","17,3","15,5","25,4"
03/08/2011 7.00,"1,2","23,9","18,9",
03/08/2011 8.00,"1,2","19,9",15,"14,9"
03/08/2011 9.00,"1,2","16,9","12,1",
03/08/2011 10.00,"1,3","17,5","12,9","15,6"
03/08/2011 11.00,"1,3","14,7","10,8",
03/08/2011 12.00,"1,3","20,2","14,1",11
03/08/2011 13.00,"1,2","23,7","15,3",
03/08/2011 14.00,"1,3","15,2","10,9","17,3"
03/08/2011 15.00,"1,3","11,6","8,4",
03/08/2011 16.00,"1,2","14,1","10,5",11
03/08/2011 17.00,"1,3","12,6","9,1",
03/08/2011 18.00,"1,3","15,6","12,3","7,6"
03/08/2011 19.00,"1,3","18,7","16,4",
03/08/2011 20.00,"1,4","21,2","19,1",
03/08/2011 21.00,"1,2","21,6","19,3",
03/08/2011 22.00,"1,3","46,2",39,"19,5"
03/08/2011 23.00,"1,3","67,1","55,5",
04/08/2011 0.00,"1,4","73,1","56,2","39,6"
04/08/2011 1.00,,66,"51,3",
04/08/2011 2.00,"2,8",,,"8,1"
04/08/2011 3.00,"1,7","30,2","27,6",
04/08/2011 4.00,"1,2","27,9","26,7","2,9"
04/08/2011 5.00,"1,5","47,3","43,9",
04/08/2011 6.00,"2,4","88,7",65,"7,3"
04/08/2011 7.00,"2,6",170,"88,3",
04/08/2011 8.00,"1,9","92,5","65,7","24,7"
04/08/2011 9.00,"1,8","82,1","58,6",
04/08/2011 10.00,"2,6","55,3","38,2","31,7"
04/08/2011 11.00,"2,5",46,"33,8",
04/08/2011 12.00,"1,9","52,5","38,2","2,4"
04/08/2011 13.00,"2,6",30,"22,8",
04/08/2011 14.00,"2,6","25,8","19,9","12,9"
04/08/2011 15.00,"2,7","52,8","40,8",
04/08/2011 16.00,"6,4","94,8","73,8","2,7"
04/08/2011 17.00,"5,3","22,9","20,1",
04/08/2011 18.00,"2,9","47,3","39,4","1,7"
04/08/2011 19.00,"2,6","54,9","48,5",
04/08/2011 20.00,"2,6",77,"64,9","31,7"
04/08/2011 21.00,"1,4","58,5","49,7",
04/08/2011 22.00,"1,9","56,8","48,7","29,5"
04/08/2011 23.00,"1,8","79,3","66,9",
05/08/2011 0.00,"1,9","102,1","83,7","15,6"
05/08/2011 1.00,"2,4","87,4","64,8",
05/08/2011 2.00,"1,5","68,4","61,2","18,6"
05/08/2011 3.00,"1,2","57,8","50,7",
05/08/2011 4.00,"1,2","35,1","33,1","16,6"
05/08/2011 5.00,"1,2","46,3","39,5",
05/08/2011 6.00,"1,2","77,5","62,1","14,2"
05/08/2011 7.00,"1,2","52,8","38,9",
05/08/2011 8.00,"1,2","36,6","26,6","27,1"
05/08/2011 9.00,,,,
05/08/2011 10.00,"2,4","38,7","23,2","7,6"
05/08/2011 11.00,"1,2","32,6","22,2",
05/08/2011 12.00,"1,2","25,8","17,4","14,9"
05/08/2011 13.00,"1,2","25,8","17,3",
05/08/2011 14.00,"1,2","18,6","13,7","16,6"
05/08/2011 15.00,"1,1","15,4","10,6",
05/08/2011 16.00,"1,2","14,7","9,8","19,5"
05/08/2011 17.00,"1,5","15,5","12,2",
05/08/2011 18.00,"1,1","22,8","17,3","6,1"
05/08/2011 19.00,"1,1","19,2","15,1",
05/08/2011 20.00,"1,1","31,9","25,7","16,6"
05/08/2011 21.00,"1,1","29,5","26,3",
05/08/2011 22.00,"1,2","36,5","29,4","34,4"
05/08/2011 23.00,"1,2","55,3","46,2",
06/08/2011 0.00,"1,2","56,6","46,2","28,6"
06/08/2011 1.00,,"54,5","46,9",
06/08/2011 2.00,"2,4",,,"17,8"
06/08/2011 3.00,"1,7","26,3","23,8",
06/08/2011 4.00,"1,1",,,"1,2"
06/08/2011 5.00,"1,2","16,3","14,8",
06/08/2011 6.00,"1,1","28,1","24,4","22,2"
06/08/2011 7.00,"1,1","32,3","26,9",
06/08/2011 8.00,"1,1","17,8","14,4","10,3"
06/08/2011 9.00,"1,1","19,3","14,9",
06/08/2011 10.00,"1,1","18,3","14,5","22,7"
06/08/2011 11.00,"1,2","16,3","13,6",
06/08/2011 12.00,"1,2","28,5","20,8",2
06/08/2011 13.00,"1,2","18,4","15,7",
06/08/2011 14.00,"1,2","17,6","15,2","7,3"
06/08/2011 15.00,"1,2",19,"15,4",
06/08/2011 16.00,"1,2","48,2",39,"13,2"
06/08/2011 17.00,"1,2",81,"63,7",
06/08/2011 18.00,"1,2","56,7","48,4","15,6"
06/08/2011 19.00,"1,2","85,5","73,7",
06/08/2011 20.00,"1,2","80,2","68,5","12,5"
06/08/2011 21.00,"1,2","110,6","93,4",
06/08/2011 22.00,"1,2","63,1","55,8","33,7"
06/08/2011 23.00,"1,3","81,7",66,
07/08/2011 0.00,"1,6","98,1",78,"30,5"
07/08/2011 1.00,"1,2","83,1","68,8",
07/08/2011 2.00,"1,2","40,3","36,7","26,9"
07/08/2011 3.00,"1,2","27,7","24,5",
07/08/2011 4.00,"1,2","22,2","20,4","20,5"
07/08/2011 5.00,"1,2",36,"33,2",
07/08/2011 6.00,"1,2","48,1","42,7","24,2"
07/08/2011 7.00,"1,2","42,5",36,
07/08/2011 8.00,"1,2","47,9",37,"34,9"
07/08/2011 9.00,"1,2","34,9",29,
07/08/2011 10.00,"1,2","28,1","23,3",23
07/08/2011 11.00,"1,2","27,2","22,1",
07/08/2011 12.00,"1,2","23,8","18,9","18,1"
07/08/2011 13.00,"1,2","14,8","12,5",
07/08/2011 14.00,"1,2","12,3","9,5",20
07/08/2011 15.00,"1,2","12,6","10,2",
07/08/2011 16.00,"1,2","15,1","12,3","18,8"
07/08/2011 17.00,"1,2","15,6","12,6",
07/08/2011 18.00,"1,2",20,"17,2","8,3"
07/08/2011 19.00,"1,4","29,4","25,7",
07/08/2011 20.00,"1,2","45,7","38,3","21,5"
07/08/2011 21.00,"1,2","32,7","27,4",
07/08/2011 22.00,"1,2","28,7","24,1","22,5"
07/08/2011 23.00,"1,2","23,8","19,8",
08/08/2011 0.00,"1,2","26,7","20,2","51,8"
08/08/2011 1.00,,"16,2","14,1",
08/08/2011 2.00,"1,8",,,"36,1"
08/08/2011 3.00,"1,2","13,8","12,4",
08/08/2011 4.00,"1,2","18,3","15,7","19,8"
08/08/2011 5.00,"1,2","32,9","28,2",
08/08/2011 6.00,"1,5","96,6","56,5","35,7"
08/08/2011 7.00,"1,8","97,2",55,
08/08/2011 8.00,"1,3","49,1","35,5","31,7"
08/08/2011 9.00,"1,2","36,2","27,8",
08/08/2011 10.00,"1,2","49,7","38,6","48,6"
08/08/2011 11.00,"1,1","46,4","34,2",
08/08/2011 12.00,"1,2","56,6","37,5","39,3"
08/08/2011 13.00,"1,3",96,"59,9",
08/08/2011 14.00,"1,2","35,2","27,4","34,9"
08/08/2011 15.00,"1,2",29,"23,5",
08/08/2011 16.00,"1,2","28,9","22,6","12,5"
08/08/2011 17.00,"1,2","36,7","29,1",
08/08/2011 18.00,"1,2","43,1","35,9","11,7"
08/08/2011 19.00,"1,4","52,4","43,8",
08/08/2011 20.00,"1,6","40,1",35,"10,7"
08/08/2011 21.00,"1,2","35,1","29,4",
08/08/2011 22.00,"1,2","27,9",24,"61,8"
08/08/2011 23.00,"1,2","32,9","26,7",
09/08/2011 0.00,"1,2","27,1","21,4","66,4"
09/08/2011 1.00,"1,2","18,6","14,8",
09/08/2011 2.00,"1,2","8,1","7,3","30,3"
09/08/2011 3.00,"1,2","6,7","6,4",
09/08/2011 4.00,"1,2",7,"6,5","33,9"
09/08/2011 5.00,"1,2","12,2","11,1",
09/08/2011 6.00,"1,2","24,7","21,3","48,1"
09/08/2011 7.00,"1,4","51,3","38,3",
09/08/2011 8.00,"1,3","50,1","38,4","55,7"
09/08/2011 9.00,"1,2","55,6","43,2",
09/08/2011 10.00,"1,2","41,7","33,6","28,1"
09/08/2011 11.00,"1,2","48,5","38,2",
09/08/2011 12.00,"1,2","51,8",38,"5,4"
09/08/2011 13.00,"1,2","38,4","28,3",
09/08/2011 14.00,"1,2","26,2","19,8","2,4"
09/08/2011 15.00,"1,2","19,9","16,2",
09/08/2011 16.00,"1,2","16,6","12,6","15,4"
09/08/2011 17.00,"1,2","14,3","11,8",
09/08/2011 18.00,"1,2","27,4","21,1","23,2"
09/08/2011 19.00,"1,2","20,2","17,9",
09/08/2011 20.00,"1,2","7,6","6,5","32,2"
09/08/2011 21.00,"1,2",11,"8,9",
09/08/2011 22.00,"1,1","10,4","8,5","79,6"
09/08/2011 23.00,"1,2","7,6","5,7",
10/08/2011 0.00,"1,1","6,7","4,9","36,1"
10/08/2011 1.00,,"5,1","4,4",
10/08/2011 2.00,,,,"25,4"
10/08/2011 3.00,,"7,4","6,4",
10/08/2011 4.00,,"4,4","3,8","2,7"
10/08/2011 5.00,,"4,1","3,8",
10/08/2011 6.00,,"4,6",4,"18,3"
10/08/2011 7.00,,"7,2","5,5",
10/08/2011 8.00,,"7,5","5,4","27,1"
10/08/2011 9.00,,"7,2","4,4",
10/08/2011 10.00,,"8,1",6,"30,3"
10/08/2011 11.00,,"8,1","5,9",
10/08/2011 12.00,,"10,2","6,9","56,4"
10/08/2011 13.00,,"8,5","5,5",
10/08/2011 14.00,,"6,8","4,3","41,5"
10/08/2011 15.00,,"5,4","3,3",
10/08/2011 16.00,,"24,7",21,"36,1"
10/08/2011 17.00,,"13,4","11,1",
10/08/2011 18.00,,"18,9","16,3","72,3"
10/08/2011 19.00,,"9,6","8,2",
10/08/2011 20.00,,"6,8","4,7","56,9"
10/08/2011 21.00,,"9,1",7,
10/08/2011 22.00,,"7,9","6,3","31,3"
10/08/2011 23.00,,"9,2",7,
11/08/2011 0.00,,"13,1","8,3","18,1"
11/08/2011 1.00,,"10,9","7,5",
11/08/2011 2.00,,"7,7","5,6","22,2"
11/08/2011 3.00,,"4,8","3,3",
11/08/2011 4.00,,"3,8","2,7","5,6"
11/08/2011 5.00,,"5,2","4,3",
11/08/2011 6.00,,"8,2","5,5","25,9"
11/08/2011 7.00,,"12,1",8,
11/08/2011 8.00,,"12,2","8,6","17,1"
11/08/2011 9.00,,"16,6",11,
11/08/2011 10.00,,"20,1","13,6","18,3"
11/08/2011 11.00,,"18,4","12,1",
11/08/2011 12.00,,19,"11,5","9,5"
11/08/2011 13.00,,"20,2","13,5",
11/08/2011 14.00,,"28,8",19,"13,4"
11/08/2011 15.00,,"20,6","14,5",
11/08/2011 16.00,,"21,6",15,"14,9"
11/08/2011 17.00,,"20,9","14,8",
11/08/2011 18.00,,"17,6","13,1","9,5"
11/08/2011 19.00,,"13,6","9,8",
11/08/2011 20.00,,10,"7,7","10,7"
11/08/2011 21.00,,"9,1","7,7",
11/08/2011 22.00,,"12,9","9,9","13,4"
11/08/2011 23.00,,"13,5","9,9",
12/08/2011 0.00,,"18,7","12,4","14,7"
12/08/2011 1.00,,"11,1","8,7",
12/08/2011 2.00,,,,"16,4"
12/08/2011 3.00,,"7,7","6,4",
12/08/2011 4.00,,"9,4",9,2
12/08/2011 5.00,,"8,8","7,9",
12/08/2011 6.00,,13,"11,6","1,5"
12/08/2011 7.00,,"17,6","13,7",
12/08/2011 8.00,,"14,7","11,1","8,8"
12/08/2011 9.00,,"11,9","8,5",
12/08/2011 10.00,,"14,1","9,8","33,9"
12/08/2011 11.00,"1,2","15,8",11,
12/08/2011 12.00,"1,2","16,8","10,4",11
12/08/2011 13.00,"0,8","14,3","9,2",
12/08/2011 14.00,"0,8","10,8",7,11
12/08/2011 15.00,"0,6","11,9","8,5",
12/08/2011 16.00,"0,8","10,5",7,"11,2"
12/08/2011 17.00,"0,7",13,"9,3",
12/08/2011 18.00,"0,4","18,4","13,5","10,7"
12/08/2011 19.00,"0,4","15,6","13,5",
12/08/2011 20.00,"0,4","27,5","25,1","7,8"
12/08/2011 21.00,"0,7","63,3","55,1",
12/08/2011 22.00,"1,2",96,"73,4","25,4"
12/08/2011 23.00,"1,2","88,8","74,6",
13/08/2011 0.00,"1,2","76,6","60,1","39,1"
13/08/2011 1.00,"1,2","58,1","43,2",
13/08/2011 2.00,"1,2","42,1","33,4","16,6"
13/08/2011 3.00,"1,2","26,4","22,5",
13/08/2011 4.00,"1,3","19,6","17,8","6,3"
13/08/2011 5.00,"1,1","25,5",22,
13/08/2011 6.00,"1,2","35,9","32,1","24,7"
13/08/2011 7.00,"1,2","49,6","41,5",
13/08/2011 8.00,"1,2","23,5","18,8","19,8"
13/08/2011 9.00,1,19,"13,8",
13/08/2011 10.00,"1,2","17,9","13,1","27,4"
13/08/2011 11.00,"0,8","17,4","13,3",
13/08/2011 12.00,,,,
13/08/2011 13.00,"0,4","15,1","12,2",
13/08/2011 14.00,"0,8","22,1","18,3",2
13/08/2011 15.00,"0,8","23,1","19,2",
13/08/2011 16.00,1,"17,6","14,4","2,4"
13/08/2011 17.00,1,"23,5","19,4",
13/08/2011 18.00,"0,2","25,1","21,7","12,5"
13/08/2011 19.00,"0,4","25,7","23,1",
13/08/2011 20.00,"0,8","25,9","22,8",12
13/08/2011 21.00,1,"67,4","55,3",
13/08/2011 22.00,"1,2","112,4","100,5","27,1"
13/08/2011 23.00,"1,1","77,8","69,4",
14/08/2011 0.00,"1,2","83,1","70,6","20,5"
14/08/2011 1.00,,"87,5","80,2",
14/08/2011 2.00,,,,21
14/08/2011 3.00,"1,2","49,4","45,3",
14/08/2011 4.00,"1,3",42,"37,5",10
14/08/2011 5.00,"1,3","25,2",23,
14/08/2011 6.00,"1,2","35,8",33,21
14/08/2011 7.00,"1,1","35,7","31,7",
14/08/2011 8.00,"1,1","33,5","28,4","13,9"
14/08/2011 9.00,"1,3","38,3","29,7",
14/08/2011 10.00,"1,2","36,6","29,3",33
14/08/2011 11.00,"0,8","30,8",25,
14/08/2011 12.00,"0,8","24,9","20,6","19,3"
14/08/2011 13.00,"0,5","23,1","18,1",
14/08/2011 14.00,0,"13,5","11,1",11
14/08/2011 15.00,"0,8","13,7","11,5",
14/08/2011 16.00,"0,7","15,1","12,8","7,1"
14/08/2011 17.00,1,"16,1","13,3",
14/08/2011 18.00,"0,2","29,8","27,2","23,4"
14/08/2011 19.00,0,"36,1","34,6",
14/08/2011 20.00,"0,1","77,8","71,1","11,5"
14/08/2011 21.00,"0,4","53,4","47,9",
14/08/2011 22.00,1,"84,6","69,5","32,2"
14/08/2011 23.00,"0,6","94,5",76,
15/08/2011 0.00,"0,9",91,"68,9","21,7"
15/08/2011 1.00,"1,1","93,5","67,5",
15/08/2011 2.00,"1,1","47,4","43,6","24,7"
15/08/2011 3.00,"0,8","39,6",34,
15/08/2011 4.00,1,"45,5","40,6",21
15/08/2011 5.00,"1,1","40,6","37,7",
15/08/2011 6.00,"1,3","50,5","41,3","15,6"
15/08/2011 7.00,"1,4","111,3","68,7",
15/08/2011 8.00,"1,2","76,4","61,4","23,2"
15/08/2011 9.00,"1,1","56,1","46,6",
15/08/2011 10.00,"1,2","56,6","48,8","48,4"
15/08/2011 11.00,"0,7","57,7","49,5",
15/08/2011 12.00,"0,1","35,7","28,4","19,5"
15/08/2011 13.00,1,"49,1","39,8",
15/08/2011 14.00,"1,1","71,9","55,5","10,5"
15/08/2011 15.00,"1,5","99,9","68,5",
15/08/2011 16.00,"1,8","92,4","70,5","9,3"
15/08/2011 17.00,"2,5","50,5","43,8",
15/08/2011 18.00,2,"25,1",21,"13,4"
15/08/2011 19.00,"2,7","49,9","40,7",
15/08/2011 20.00,"5,1","41,7","36,1","9,5"
15/08/2011 21.00,"2,1","47,9","42,6",
15/08/2011 22.00,1,"46,6","38,7","16,4"
15/08/2011 23.00,"1,1","76,8",61,
16/08/2011 0.00,"1,3","140,9","100,6","48,8"
16/08/2011 1.00,,"63,4","56,5",
16/08/2011 2.00,,,,"40,8"
16/08/2011 3.00,"1,2","41,3","36,1",
16/08/2011 4.00,"1,2","30,9","29,3",12
16/08/2011 5.00,1,34,"30,8",
16/08/2011 6.00,"0,7","32,1",27,"38,3"
16/08/2011 7.00,"0,8","26,5",21,
16/08/2011 8.00,"0,9","21,4","15,7","26,4"
16/08/2011 9.00,"0,7",21,"15,7",
16/08/2011 10.00,"0,5","21,7",14,"19,5"
16/08/2011 11.00,"0,9","25,4","18,3",
16/08/2011 12.00,"0,1",21,"15,2","10,7"
16/08/2011 13.00,"0,1","23,2","18,3",
16/08/2011 14.00,"0,1","17,4","13,1","15,4"
16/08/2011 15.00,"0,5","11,1","8,3",
16/08/2011 16.00,"0,4","16,4","13,4","18,3"
16/08/2011 17.00,"1,2","13,6","11,2",
16/08/2011 18.00,"0,1","15,1","12,5","16,4"
16/08/2011 19.00,0,"13,7",12,
16/08/2011 20.00,0,"19,4","17,5","25,9"
16/08/2011 21.00,0,"20,7","18,6",
16/08/2011 22.00,0,"24,2","21,6","37,4"
16/08/2011 23.00,"0,1","18,8","17,5",
17/08/2011 0.00,"0,4","11,5","9,7","22,5"
17/08/2011 1.00,0,"10,9","8,9",
17/08/2011 2.00,0,"6,5","6,2",22
17/08/2011 3.00,0,"4,1","3,9",
17/08/2011 4.00,"0,1","6,5",6,"12,2"
17/08/2011 5.00,"0,1","7,1","6,7",
17/08/2011 6.00,"0,1","7,6","6,3","40,8"
17/08/2011 7.00,0,"7,3","6,6",
