TARANTO -  V. Machiavelli,,,,,,
,SO2,NO2,CO,PM10,BENZENE,PM2.5
18/10/2011 0.00,"4,984749","35,084051",,"35,200001","4,630401","17,1"
18/10/2011 1.00,"3,94626","33,276121",,"44,400002","1,457869","23,700001"
18/10/2011 2.00,"4,070878","34,326115",,"44,400002","1,082596","23,700001"
18/10/2011 3.00,"3,821641","36,715484",,"44,400002","2,856753","23,700001"
18/10/2011 4.00,"4,771633","44,692215",,"44,400002","2,551653","23,700001"
18/10/2011 5.00,"7,67579","52,328894",,"44,400002","6,687283","23,700001"
18/10/2011 6.00,"10,352378","58,903918",,"44,400002","7,790728","23,700001"
18/10/2011 7.00,"8,786523","64,323827",,"44,400002","3,417628","23,700001"
18/10/2011 8.00,"8,92559","72,296659",,"44,400002","4,082746","23,700001"
18/10/2011 9.00,"7,80944","47,50859",,"44,400002","2,778444","23,700001"
18/10/2011 10.00,"7,197183","32,454573",,"44,400002","1,85755","23,700001"
18/10/2011 11.00,"7,422941","26,7115",,"44,400002","1,338372","23,700001"
18/10/2011 12.00,"5,730654","28,289702",,"44,400002","0,93264","23,700001"
18/10/2011 13.00,"5,085889","18,726987",,"44,400002","1,102428","23,700001"
18/10/2011 14.00,"4,434638","16,45295",,"44,400002","0,947437","23,700001"
18/10/2011 15.00,"4,388746","16,13384",,"44,400002","0,712459","23,700001"
18/10/2011 16.00,"4,421256","15,956036",,"44,400002","0,756851","23,700001"
18/10/2011 17.00,"3,976962","21,064445",,"44,400002","2,745747","23,700001"
18/10/2011 18.00,"3,429723","24,981427",,"44,400002","0,835465","23,700001"
18/10/2011 19.00,"3,097408","37,481242",,"44,400002","1,138582","23,700001"
18/10/2011 20.00,"3,187711","33,243675",,"44,400002","1,575333","23,700001"
18/10/2011 21.00,"2,989043","27,268292",,"44,400002","1,586011","23,700001"
18/10/2011 22.00,"3,249116","21,995036",,"44,400002","1,74568","23,700001"
18/10/2011 23.00,"3,17868","17,098164",,"44,400002","1,348542","23,700001"
19/10/2011 0.00,"3,189516","16,299965",,"44,400002","3,363219","23,700001"
19/10/2011 1.00,,"9,892382",,"28,700001","5,14246",18
19/10/2011 2.00,"3,409857",,,"28,700001","4,647181",18
19/10/2011 3.00,"3,171456","13,992352",,"28,700001","0,951963",18
19/10/2011 4.00,"3,26176","13,321357",,"28,700001","4,108121",18
19/10/2011 5.00,"3,00891","19,513489",,"28,700001","4,07995",18
19/10/2011 6.00,"3,521833","61,699531",,"28,700001","0,804955",18
19/10/2011 7.00,"4,347206","76,827542",,"28,700001","2,519617",18
19/10/2011 8.00,"4,253291","72,86901",,"28,700001","3,71205",18
19/10/2011 9.00,"3,129916","43,913495",,"28,700001","3,208126",18
19/10/2011 10.00,"3,140753","40,292435",,"28,700001","4,957366",18
19/10/2011 11.00,"3,682573","35,17361",,"28,700001","2,189092",18
19/10/2011 12.00,"3,79455","28,32475",,"28,700001","1,316506",18
19/10/2011 13.00,"3,804714","19,944359",,"28,700001",,18
19/10/2011 14.00,"3,176874","16,135142",,"28,700001","4,384185",18
19/10/2011 15.00,"3,02697","17,519966",,"28,700001","0,786243",18
19/10/2011 16.00,"3,111856","12,797017",,"28,700001","0,900401",18
19/10/2011 17.00,"2,873455","13,822329",,"28,700001","1,083054",18
19/10/2011 18.00,"2,537526","18,037826",,"28,700001","0,910012",18
19/10/2011 19.00,"2,669369","39,228179",,"28,700001","1,105479",18
19/10/2011 20.00,"2,638665","43,865466",,"28,700001","1,581943",18
19/10/2011 21.00,"2,317186","38,431276",,"28,700001","1,581435",18
19/10/2011 22.00,"2,477926","34,671348",,"28,700001","1,249893",18
19/10/2011 23.00,"2,517659","43,818736",,"28,700001","5,302129",18
20/10/2011 0.00,"2,210627","28,106705",,"28,700001","1,726357",18
20/10/2011 1.00,,,,"29,29999","1,071918","15,7"
20/10/2011 2.00,"2,299125","22,916524",,"29,29999","1,183788","15,7"
20/10/2011 3.00,"2,506823","17,235734",,"29,29999","1,098665","15,7"
20/10/2011 4.00,"1,941523","15,127998",,"29,29999","4,344115","15,7"
20/10/2011 5.00,"2,00293","26,41688",,"29,29999","1,329677","15,7"
20/10/2011 6.00,"2,416519","31,076232",,"29,29999","1,476176","15,7"
20/10/2011 7.00,"3,823447","65,164842",,"29,29999","1,467022","15,7"
20/10/2011 8.00,"3,350257","64,684624",,"29,29999","3,455257","15,7"
20/10/2011 9.00,"2,815661","65,03117",,"29,29999","3,310335","15,7"
20/10/2011 10.00,"2,272034","46,347013",,"29,29999","2,1357","15,7"
20/10/2011 11.00,"2,12213","48,006972",,"29,29999","1,490413","15,7"
20/10/2011 12.00,"2,141997","25,78871",,"29,29999","5,333656","15,7"
20/10/2011 13.00,"2,040858","18,489484",,"29,29999","1,126124","15,7"
20/10/2011 14.00,"2,084203","12,355734",,"29,29999","0,967828","15,7"
20/10/2011 15.00,"2,304543","15,243498",,"29,29999","0,750037","15,7"
20/10/2011 16.00,"2,378592","9,432934",,"29,29999","0,649151","15,7"
20/10/2011 17.00,"2,208821","10,930668",,"29,29999","0,881841","15,7"
20/10/2011 18.00,"2,017378","17,226653",,"29,29999","0,72324","15,7"
20/10/2011 19.00,"2,562812","27,706963",,"29,29999","0,827075","15,7"
20/10/2011 20.00,"2,326217","37,295643",,"29,29999","1,226705","15,7"
20/10/2011 21.00,"1,880118","31,289095",,"29,29999","1,699407","15,7"
20/10/2011 22.00,"2,071561","23,651114",,"29,29999","1,192941","15,7"
20/10/2011 23.00,"2,221464","14,293458",,"29,29999","1,125819","15,7"
21/10/2011 0.00,"1,997512","10,663311",,"29,29999","3,906297","15,7"
21/10/2011 1.00,,"7,522467",,"21,1","0,649558",12
21/10/2011 2.00,"2,02099",,,"21,1","0,647117",12
21/10/2011 3.00,"2,136579","7,248615",,"21,1","5,234652",12
21/10/2011 4.00,"1,988481","5,990978",,"21,1","0,605623",12
21/10/2011 5.00,"1,820517","10,547802",,"21,1","0,558791",12
21/10/2011 6.00,"2,080591","33,252778",,"21,1","1,349152",12
21/10/2011 7.00,"2,033633","30,075587",,"21,1","1,566688",12
21/10/2011 8.00,"2,013767","35,631782",,"21,1","0,959082",12
21/10/2011 9.00,"2,27384","35,420221",,"21,1","1,163448",12
21/10/2011 10.00,"2,376786","37,935494",,"21,1","1,324642",12
21/10/2011 11.00,"1,968615","23,712106",,"21,1","1,183483",12
21/10/2011 12.00,"2,367756","20,226014",,"21,1","1,34244",12
21/10/2011 13.00,"2,290095","27,526566",,"21,1","1,274809",12
21/10/2011 14.00,"2,091427","26,344186",,"21,1","1,18989",12
21/10/2011 15.00,"2,060724","27,583659",,"21,1","0,961268",12
21/10/2011 16.00,"2,104069","33,052897",,"21,1","0,745105",12
21/10/2011 17.00,"2,125742","35,769352",,"21,1","0,693645",12
21/10/2011 18.00,"2,396653","31,99902",,"21,1","0,89435",12
21/10/2011 19.00,"2,315379","43,39693",,"21,1","1,311421",12
21/10/2011 20.00,"1,941523","18,624465",,"21,1","1,59669",12
21/10/2011 21.00,"2,295513","11,92874",,"21,1","4,119358",12
21/10/2011 22.00,"2,234107","8,830721",,"21,1","0,90513",12
21/10/2011 23.00,"2,067948","8,711318",,"21,1","0,701984",12
22/10/2011 0.00,"2,252167","6,020828",,"21,1","0,648032",12
22/10/2011 1.00,"1,972226","6,651595",,"20,700001","0,692323","14,9"
22/10/2011 2.00,"1,965003","6,128553",,"20,700001","0,577605","14,9"
22/10/2011 3.00,"1,818711","7,226551",,"20,700001","3,05639","14,9"
22/10/2011 4.00,"1,898178","11,560143",,"20,700001","0,52045","14,9"
22/10/2011 5.00,"2,024603","19,147495",,"20,700001","5,46373","14,9"
22/10/2011 6.00,"2,734387","40,488413",,"20,700001","1,400918","14,9"
22/10/2011 7.00,"2,226882","39,58119",,"20,700001","2,057391","14,9"
22/10/2011 8.00,"2,031827","37,721351",,"20,700001","1,331253","14,9"
22/10/2011 9.00,"2,165476","26,341604",,"20,700001","1,770088","14,9"
22/10/2011 10.00,"1,91082","24,790628",,"20,700001","1,013949","14,9"
22/10/2011 11.00,"2,174507","24,265",,"20,700001","1,303845","14,9"
22/10/2011 12.00,"2,346083","16,253247",,"20,700001","4,799223","14,9"
22/10/2011 13.00,"2,391234","11,090317",,"20,700001","1,201077","14,9"
22/10/2011 14.00,"1,988481","10,097446",,"20,700001","1,081935","14,9"
22/10/2011 15.00,"1,89276","11,198035",,"20,700001","3,698931","14,9"
22/10/2011 16.00,"2,228688","10,668501",,"20,700001","0,699391","14,9"
22/10/2011 17.00,"2,087816","11,005949",,"20,700001","0,963506","14,9"
22/10/2011 18.00,"2,123936","21,701696",,"20,700001","0,930148","14,9"
22/10/2011 19.00,"2,275646","24,46488",,"20,700001","1,553467","14,9"
22/10/2011 20.00,"2,492374","28,945136",,"20,700001","1,373458","14,9"
22/10/2011 21.00,"2,252167","20,654322",,"20,700001","1,442106","14,9"
22/10/2011 22.00,"2,523077","23,038509",,"20,700001","3,319996","14,9"
22/10/2011 23.00,"2,060724","17,861314",,"20,700001","1,150735","14,9"
23/10/2011 0.00,"2,109488","18,52582",,"20,700001","1,264131","14,9"
23/10/2011 1.00,,"11,86125",,"16,9","1,05651","9,1"
23/10/2011 2.00,"2,15464",,,"16,9","0,778259","9,1"
23/10/2011 3.00,"2,06253","10,889147",,"16,9","0,697001","9,1"
23/10/2011 4.00,"2,132966","7,988402",,"16,9","0,754411","9,1"
23/10/2011 5.00,"1,932493","7,506892",,"16,9","0,601505","9,1"
23/10/2011 6.00,"2,125742","17,32659",,"16,9","3,040779","9,1"
23/10/2011 7.00,"2,001123","11,364163",,"16,9","2,797258","9,1"
23/10/2011 8.00,"2,156446","13,417398",,"16,9","0,801955","9,1"
23/10/2011 9.00,"2,12213","19,626412",,"16,9","0,855246","9,1"
23/10/2011 10.00,"2,134772","11,684739",,"16,9","3,664454","9,1"
23/10/2011 11.00,"2,241331","9,766488",,"16,9","0,747749","9,1"
23/10/2011 12.00,"1,845802","12,267483",,"16,9","0,907113","9,1"
23/10/2011 13.00,"2,118519","24,004126",,"16,9","0,970523","9,1"
23/10/2011 14.00,"2,266616","17,654947",,"16,9","1,025594","9,1"
23/10/2011 15.00,"2,243137","9,336893",,"16,9","0,607403","9,1"
23/10/2011 16.00,"2,290095","13,712015",,"16,9","0,877264","9,1"
23/10/2011 17.00,"2,001123","10,332352",,"16,9","1,029611","9,1"
23/10/2011 18.00,"2,239524","15,81716",,"16,9","0,795752","9,1"
23/10/2011 19.00,"2,405683","17,046243",,"16,9","3,286435","9,1"
23/10/2011 20.00,"2,268422","20,309091",,"16,9","0,921707","9,1"
23/10/2011 21.00,"2,131161","21,540782",,"16,9","3,125343","9,1"
23/10/2011 22.00,"2,311767","17,020285",,"16,9","0,927758","9,1"
23/10/2011 23.00,"2,096845","21,688733",,"16,9","0,828346","9,1"
24/10/2011 0.00,"2,161863","11,993626",,"16,9","0,849856","9,1"
24/10/2011 1.00,"1,865668","9,970254",,18,"0,689729","12,1"
24/10/2011 2.00,"1,676031","7,073404",,18,"0,668728","12,1"
24/10/2011 3.00,"2,127549","7,545828",,18,"0,708391","12,1"
24/10/2011 4.00,"1,950554","7,287551",,18,"3,865719","12,1"
24/10/2011 5.00,"2,284676","11,035805",,18,"0,742257","12,1"
24/10/2011 6.00,"1,869281","18,202649",,18,"1,265758","12,1"
24/10/2011 7.00,"1,981257","25,721218",,18,"1,006881","12,1"
24/10/2011 8.00,"2,27384","59,407482",,18,"8,62721","12,1"
24/10/2011 9.00,"2,548362","51,807151",,18,"1,672456","12,1"
24/10/2011 10.00,"2,571841","23,58102",,18,"1,283962","12,1"
24/10/2011 11.00,"2,922218","14,412865",,18,"4,233771","12,1"
24/10/2011 12.00,"1,887341","22,579055",,18,"1,144684","12,1"
24/10/2011 13.00,"2,187149","19,007334",,18,"3,85326","12,1"
24/10/2011 14.00,"2,051694","17,841844",,18,"0,809735","12,1"
24/10/2011 15.00,"1,840383","15,797691",,18,"0,80465","12,1"
24/10/2011 16.00,"1,840383","13,134458",,18,"4,653639","12,1"
24/10/2011 17.00,"1,966809","14,606253",,18,"0,842839","12,1"
24/10/2011 18.00,"2,037245","19,253915",,18,"0,91647","12,1"
24/10/2011 19.00,"1,97042","33,887428",,18,"4,500733","12,1"
24/10/2011 20.00,"2,207016","36,94133",,18,"1,429393","12,1"
24/10/2011 21.00,"2,488762","25,911998",,18,"1,365831","12,1"
24/10/2011 22.00,"2,58629","21,344784",,18,"1,334812","12,1"
24/10/2011 23.00,"2,347889","11,431653",,18,"1,173618","12,1"
25/10/2011 0.00,"2,098652","11,544569",,18,"0,960251","12,1"
25/10/2011 1.00,,"7,108447",,"20,4","0,922012","10,4"
25/10/2011 2.00,"2,134772",,,"20,4","0,80821","10,4"
25/10/2011 3.00,"1,881923","5,356319",,"20,4","2,648776","10,4"
25/10/2011 4.00,"2,127549","5,287531",,"20,4","0,684136","10,4"
25/10/2011 5.00,"1,630879","13,595203",,"20,4","0,306422","10,4"
25/10/2011 6.00,"1,905402","23,309766",,"20,4","1,39629","10,4"
25/10/2011 7.00,"1,948748","26,17417",,"20,4","2,044678","10,4"
25/10/2011 8.00,"2,067948","22,028764",,"20,4","1,870771","10,4"
25/10/2011 9.00,"1,824129","20,065101",,"20,4","1,676016","10,4"
25/10/2011 10.00,"2,082397","22,386976",,"20,4","0,557824","10,4"
25/10/2011 11.00,"3,709665","25,645942",,"20,4",,"10,4"
25/10/2011 12.00,"2,752448","16,830806",,"20,4",,"10,4"
25/10/2011 13.00,"1,9939","11,811926",,"20,4",,"10,4"
25/10/2011 14.00,"2,176313","12,015699",,"20,4",,"10,4"
25/10/2011 15.00,"2,089621","10,16753",,"20,4",,"10,4"
25/10/2011 16.00,"2,170322","10,457384",,"20,4",,"10,4"
25/10/2011 17.00,"1,955972","10,822951",,"20,4",,"10,4"
25/10/2011 18.00,"2,058918","14,327208",,"20,4",,"10,4"
25/10/2011 19.00,"2,201598","20,198769",,"20,4",,"10,4"
25/10/2011 20.00,"1,937912","21,895096",,"20,4",,"10,4"
25/10/2011 21.00,"1,547801","20,617994",,"20,4","0,556299","10,4"
25/10/2011 22.00,"1,798844","17,285057",,"20,4","0,91769","10,4"
25/10/2011 23.00,"1,759111","13,667891",,"20,4","0,903198","10,4"
26/10/2011 0.00,"1,746469","13,760038",,"20,4","0,985626","10,4"
26/10/2011 1.00,"2,078784","8,362191",,"21,700001","0,910876","10,3"
26/10/2011 2.00,"1,963196","5,833936",,"21,700001","3,147005","10,3"
26/10/2011 3.00,"1,934299","5,445871",,"21,700001","0,751868","10,3"
26/10/2011 4.00,"1,701317","9,778169",,"21,700001","0,80704","10,3"
26/10/2011 5.00,"1,784396","9,91185",,"21,700001","0,796057","10,3"
26/10/2011 6.00,"1,704928","20,179306",,"21,700001","1,785699","10,3"
26/10/2011 7.00,"1,847608","32,759578",,"21,700001","8,43754","10,3"
26/10/2011 8.00,"2,161863","36,863455",,"21,700001","2,204347","10,3"
26/10/2011 9.00,"2,349695","30,642745",,"21,700001","4,339539","10,3"
26/10/2011 10.00,"2,786763","20,913894",,"21,700001","4,106137","10,3"
26/10/2011 11.00,"1,946942","11,653592",,"21,700001","5,389083","10,3"
26/10/2011 12.00,"2,022797","9,853446",,"21,700001","1,598215","10,3"
26/10/2011 13.00,"2,179924","10,075381",,"21,700001","1,192432","10,3"
26/10/2011 14.00,"2,315379","8,75155",,"21,700001","3,790562","10,3"
26/10/2011 15.00,"1,903596","8,931956",,"21,700001","3,27118","10,3"
26/10/2011 16.00,"2,098652","8,931956",,"21,700001","5,054083","10,3"
26/10/2011 17.00,"2,315379","10,018276",,"21,700001","3,337285","10,3"
26/10/2011 18.00,"2,219658","13,224013",,"21,700001","3,154734","10,3"
26/10/2011 19.00,"2,096845","11,2824",,"21,700001","0,886163","10,3"
26/10/2011 20.00,"2,109488","12,421933",,"21,700001","0,888248","10,3"
26/10/2011 21.00,"1,988481","9,791147",,"21,700001","3,378982","10,3"
26/10/2011 22.00,"2,019184","7,029275",,"21,700001","0,920385","10,3"
26/10/2011 23.00,"2,172701","8,028637",,"21,700001","0,626319","10,3"
27/10/2011 0.00,"2,017378","4,598362",,"21,700001","0,675135","10,3"
27/10/2011 1.00,,"5,290127",,"21,29999","3,67376","12,6"
27/10/2011 2.00,"2,190761",,,"21,29999","2,530296","12,6"
27/10/2011 3.00,"2,351501","3,178488",,"21,29999","0,671373","12,6"
27/10/2011 4.00,"2,120324","3,558765",,"21,29999","0,901774","12,6"
27/10/2011 5.00,"1,984869","11,737947",,"21,29999","2,919044","12,6"
27/10/2011 6.00,"1,979451","19,875603",,"21,29999","4,482936","12,6"
27/10/2011 7.00,"2,134772","32,558414",,"21,29999","1,400409","12,6"
27/10/2011 8.00,"1,804263","34,423457",,"21,29999","1,960776","12,6"
27/10/2011 9.00,"2,15464","35,06849",,"21,29999","1,571773","12,6"
27/10/2011 10.00,"1,943329","21,003454",,"21,29999","2,203839","12,6"
27/10/2011 11.00,"1,708541","14,351867",,"21,29999","1,137006","12,6"
27/10/2011 12.00,"1,932493","14,493336",,"21,29999","1,110615","12,6"
27/10/2011 13.00,"2,226882","10,707438",,"21,29999","3,554669","12,6"
27/10/2011 14.00,"2,041887","8,294541",,"21,29999","0,773123","12,6"
27/10/2011 15.00,"1,751886","8,951423",,"21,29999","0,791989","12,6"
27/10/2011 16.00,"2,086009","10,033849",,"21,29999","3,914992","12,6"
27/10/2011 17.00,"1,806068","12,302524",,"21,29999","0,861501","12,6"
27/10/2011 18.00,"2,252167","25,152742",,"21,29999","0,940776","12,6"
27/10/2011 19.00,"2,297319","35,050325",,"21,29999","1,164465","12,6"
27/10/2011 20.00,"2,132966","39,917339",,"21,29999","1,666863","12,6"
27/10/2011 21.00,"2,185343","38,027632",,"21,29999","1,67805","12,6"
27/10/2011 22.00,"2,02099","34,773868",,"21,29999","1,626691","12,6"
27/10/2011 23.00,"1,937912","25,825039",,"21,29999","1,488888","12,6"
28/10/2011 0.00,"1,618237","16,697112",,"21,29999","0,9931","12,6"
28/10/2011 1.00,"2,134772","18,83731",,"23,200001","0,758224","15,4"
28/10/2011 2.00,"1,918045","11,051379",,"23,200001","3,987199","15,4"
28/10/2011 3.00,"1,825935","8,429678",,"23,200001","0,967472","15,4"
28/10/2011 4.00,"1,899984","8,597105",,"23,200001","0,684543","15,4"
28/10/2011 5.00,"1,954166","12,320693",,"23,200001","0,726952","15,4"
28/10/2011 6.00,"1,840383","21,347384",,"23,200001","2,374186","15,4"
28/10/2011 7.00,"2,105875","47,717554",,"23,200001","2,329947","15,4"
28/10/2011 8.00,"2,087816","53,014156",,"23,200001","3,475089","15,4"
28/10/2011 9.00,"1,999317","54,210819",,"23,200001","1,783309","15,4"
28/10/2011 10.00,"2,1131","38,969905",,"23,200001","2,259774","15,4"
28/10/2011 11.00,"2,745224","23,67836",,"23,200001","3,567534","15,4"
28/10/2011 12.00,"2,167282","16,782782",,"23,200001","1,207179","15,4"
28/10/2011 13.00,"1,943329","11,072139",,"23,200001","1,018881","15,4"
28/10/2011 14.00,"2,067948","9,98453",,"23,200001","0,724816","15,4"
28/10/2011 15.00,"1,943329","12,46736",,"23,200001","0,747749","15,4"
28/10/2011 16.00,"2,125742","25,700453",,"23,200001","0,856924","15,4"
28/10/2011 17.00,"2,36595","26,91006",,"23,200001","0,945352","15,4"
28/10/2011 18.00,"2,689236","36,075633",,"23,200001","1,044967","15,4"
28/10/2011 19.00,"2,382205","29,970446",,"23,200001","1,398883","15,4"
28/10/2011 20.00,"1,853026","28,627151",,"23,200001","1,421766","15,4"
28/10/2011 21.00,"2,187149","32,554515",,"23,200001","1,539229","15,4"
28/10/2011 22.00,"2,405683","34,769988",,"23,200001","1,859076","15,4"
28/10/2011 23.00,"2,28287","24,044374",,"23,200001","1,630759","15,4"
29/10/2011 0.00,"2,315379","26,226081",,"23,200001","1,493973","15,4"
29/10/2011 1.00,,"13,007271",,"24,4","1,114683","13,5"
29/10/2011 2.00,"1,946942",,,"24,4","3,75273","13,5"
29/10/2011 3.00,"1,735631","7,798914",,"24,4","0,800786","13,5"
29/10/2011 4.00,"2,004736","7,923509",,"24,4","0,914791","13,5"
29/10/2011 5.00,"1,981257","24,425933",,"24,4","0,794785","13,5"
29/10/2011 6.00,"2,649503","51,120569",,"24,4","1,754325","13,5"
29/10/2011 7.00,"2,653115","52,212093",,"24,4","2,510464","13,5"
29/10/2011 8.00,"2,878873","49,308737",,"24,4","3,924603","13,5"
29/10/2011 9.00,"2,95834","45,027065",,"24,4","2,750985","13,5"
29/10/2011 10.00,"2,445417","33,246275",,"24,4","2,146379","13,5"
29/10/2011 11.00,"2,226882","30,611597",,"24,4","4,068509","13,5"
29/10/2011 12.00,"2,468895","18,036522",,"24,4","1,419732","13,5"
29/10/2011 13.00,"2,093233","15,478417",,"24,4","1,223959","13,5"
29/10/2011 14.00,"2,0535","10,942357",,"24,4","0,906554","13,5"
29/10/2011 15.00,"2,532108","9,175955",,"24,4","0,77953","13,5"
29/10/2011 16.00,"2,358725","9,177254",,"24,4","0,708595","13,5"
29/10/2011 17.00,"2,477926","11,343403",,"24,4","2,802293","13,5"
29/10/2011 18.00,"2,017378","22,353248",,"24,4","0,902689","13,5"
29/10/2011 19.00,"2,329828","30,489592",,"24,4","1,223349","13,5"
29/10/2011 20.00,"2,331634","33,722594",,"24,4","1,567705","13,5"
29/10/2011 21.00,"2,304543","32,311806",,"24,4","1,407019","13,5"
29/10/2011 22.00,"2,225076","42,263897",,"24,4","4,181395","13,5"
29/10/2011 23.00,"2,197985","23,640732",,"24,4","2,25418","13,5"
30/10/2011 0.00,"1,983064","11,675654",,"24,4","1,07263","13,5"
30/10/2011 1.00,"1,972226","11,512123",,23,"0,678085","17,29999"
30/10/2011 2.00,"2,174507","17,368122",,23,"3,129919","17,29999"
30/10/2011 3.00,"2,356919","25,891232",,23,"5,004047","17,29999"
30/10/2011 4.00,"2,001123","10,224632",,23,"1,277454","17,29999"
30/10/2011 5.00,"2,127549","13,12797",,23,"0,723087","17,29999"
30/10/2011 6.00,"2,208821","13,366784",,23,"0,80221","17,29999"
30/10/2011 7.00,"2,642278","33,753738",,23,"0,736562","17,29999"
30/10/2011 8.00,"2,542944","33,3566",,23,"1,479226","17,29999"
30/10/2011 9.00,"2,362337","20,45186",,23,"3,700863","17,29999"
30/10/2011 10.00,"2,268422","17,89246",,23,"1,031136","17,29999"
30/10/2011 11.00,"2,499599","15,975504",,23,"4,585653","17,29999"
30/10/2011 12.00,"2,125742","9,279787",,23,"1,021068","17,29999"
30/10/2011 13.00,"2,235913","12,545224",,23,"0,957709","17,29999"
30/10/2011 14.00,"2,384011","11,256443",,23,"1,158414","17,29999"
30/10/2011 15.00,"2,627829","13,394036",,23,"0,773327","17,29999"
30/10/2011 16.00,"2,338859","15,848317",,23,"0,879908","17,29999"
30/10/2011 17.00,"2,541138","9,098083",,23,"0,65505","17,29999"
30/10/2011 18.00,"2,479732","11,310954",,23,"0,774344","17,29999"
30/10/2011 19.00,"2,561005","14,877507",,23,"0,899994","17,29999"
