Stat,Maglie,,,,,,,  ,
,,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,
,,,,
16/07/2014 23.00,"4,3","4,2","8,6","0,4","100,7","9,7",,,
17/07/2014 0.00,"4,3","4,5","8,6","0,4","92,1","9,7",,,
17/07/2014 1.00,"4,8","4,2","8,1","0,4",,"11,9",,,
17/07/2014 2.00,"4,2",,,"0,4","81,7","11,9",,,
17/07/2014 3.00,"3,4","4,0","7,8",,"77,2","11,9",,,
17/07/2014 4.00,"3,1","3,3","7,1","0,4","80,0","11,9",,,
17/07/2014 5.00,,"3,8","7,5","0,4","74,6","11,9",,,
17/07/2014 6.00,"2,9","4,7","9,5","0,4","72,9","11,9",,,
17/07/2014 7.00,"4,2","5,2","9,6","0,4","81,3","11,9",,,
17/07/2014 8.00,"5,3","4,5","9,0","0,4","90,5","11,9",,,
17/07/2014 9.00,"6,7","4,3","7,8","0,4","99,2","11,9",,,
17/07/2014 10.00,"6,4","3,9","7,6","0,4","104,0","11,9",,,
17/07/2014 11.00,"4,3","3,7","8,2","0,4","113,6","11,9",,,
17/07/2014 12.00,"6,1","4,2","8,3","0,4","118,9","11,9",,,
17/07/2014 13.00,"6,6","3,0","6,8","0,4","121,1","11,9",,,
17/07/2014 14.00,"5,3","2,4","5,5","0,3","119,6","11,9",,,
17/07/2014 15.00,"5,3","2,6","6,5","0,3","119,1","11,9",,,
17/07/2014 16.00,"6,4","3,2","7,6","0,3","120,8","11,9",,,
17/07/2014 17.00,"5,3","3,4","7,3","0,3","119,5","11,9",,,
17/07/2014 18.00,"3,9","3,5","8,7","0,3","117,0","11,9",,,
17/07/2014 19.00,"2,7","4,7","10,0","0,3","112,4","11,9",,,
17/07/2014 20.00,"2,0","5,7","10,4","0,4","101,5","11,9",,,
17/07/2014 21.00,"1,4","6,4","11,9","0,4","92,5","11,9",,,
17/07/2014 22.00,"1,9","4,6","9,6","0,4","95,5","11,9",,,
17/07/2014 23.00,"2,1","3,8","7,8","0,4","93,1","11,9",,,
18/07/2014 0.00,"1,8","3,3","7,8","0,4","91,9","11,9",,,
18/07/2014 1.00,"1,7","3,3","7,3","0,4","89,8","12,6",,,
18/07/2014 2.00,"1,2","2,8","6,7","0,3","99,8","12,6",,,
18/07/2014 3.00,"1,2","3,1","6,6","0,3","95,7","12,6",,,
18/07/2014 4.00,"1,4","3,1","6,8","0,3","94,3","12,6",,,
18/07/2014 5.00,"1,4","4,1","8,2","0,3","84,3","12,6",,,
18/07/2014 6.00,"1,8","3,9","8,4","0,4","88,6","12,6",,,
18/07/2014 7.00,"3,0","5,4","10,1","0,4","87,4","12,6",,,
18/07/2014 8.00,"4,8","5,1","10,0","0,5","95,8","12,6",,,
18/07/2014 9.00,"5,5","4,3","8,9","0,4","99,3","12,6",,,
18/07/2014 10.00,"4,6","3,6","7,9","0,4","104,6","12,6",,,
18/07/2014 11.00,"3,2","3,5","7,6","0,5","107,3","12,6",,,
18/07/2014 12.00,"3,3","3,7","7,8","0,5","106,8","12,6",,,
18/07/2014 13.00,"2,9","2,6","6,3","0,5","113,4","12,6",,,
18/07/2014 14.00,"2,5","2,4","5,4","0,5","111,2","12,6",,,
18/07/2014 15.00,"2,2","2,4","6,2","0,4","112,9","12,6",,,
18/07/2014 16.00,"1,0","3,0","8,0","0,4","114,0","12,6",,,
18/07/2014 17.00,"0,4","3,5","7,6","0,5","109,4","12,6",,,
18/07/2014 18.00,"0,7","3,6","8,1","0,5","110,1","12,6",,,
18/07/2014 19.00,"0,3","4,7","9,6","0,4","109,9","12,6",,,
18/07/2014 20.00,"0,2","9,4","15,1","0,5","89,6","12,6",,,
18/07/2014 21.00,"2,8","9,4","15,1","0,5","81,4","12,6",,,
18/07/2014 22.00,"3,6","5,4","9,8","0,5","96,5","12,6",,,
18/07/2014 23.00,"3,1","5,6","10,2","0,5","96,4","12,6",,,
19/07/2014 0.00,"2,4","4,0","7,9","0,5","94,0","12,6",,,
19/07/2014 1.00,"1,8","3,4","7,1","0,5",,"12,8",,,
19/07/2014 2.00,"1,4",,,"0,5","85,3","12,8",,,
19/07/2014 3.00,"1,0","3,4","7,4",,"89,2","12,8",,,
19/07/2014 4.00,"0,7","3,2","7,4","0,4","92,5","12,8",,,
19/07/2014 5.00,,"3,2","8,0","0,4","91,7","12,8",,,
19/07/2014 6.00,"1,0","3,6","7,0","0,5","92,5","12,8",,,
19/07/2014 7.00,"2,4","4,7","9,4","0,5","91,5","12,8",,,
19/07/2014 8.00,"3,9","3,8","7,6","0,5","95,0","12,8",,,
19/07/2014 9.00,"4,4","3,1","6,8","0,5","99,6","12,8",,,
19/07/2014 10.00,"3,3","3,4","7,7","0,5","98,9","12,8",,,
19/07/2014 11.00,"0,1","3,2","7,8","0,5","96,2","12,8",,,
19/07/2014 12.00,"0,2","2,8","6,2","0,5","98,1","12,8",,,
19/07/2014 13.00,"0,1","2,0","5,5","0,5","99,8","12,8",,,
19/07/2014 14.00,"0,1","1,9","5,3","0,5","103,0","12,8",,,
19/07/2014 15.00,"0,1","2,1","6,0","0,5","103,6","12,8",,,
19/07/2014 16.00,,"2,3","6,0","0,5","104,3","12,8",,,
19/07/2014 17.00,"0,7","3,9","7,6","0,5","112,0","12,8",,,
19/07/2014 18.00,"0,7","3,5","8,2","0,5","106,8","12,8",,,
19/07/2014 19.00,,"3,9","8,2","0,5","104,2","12,8",,,
19/07/2014 20.00,,"4,7","9,4","0,5","101,2","12,8",,,
19/07/2014 21.00,,"4,2","8,8","0,5","98,5","12,8",,,
19/07/2014 22.00,"2,6","5,0","9,6","0,5","96,3","12,8",,,
19/07/2014 23.00,"3,9","4,4","8,8","0,5","97,4","12,8",,,
20/07/2014 0.00,"4,3","4,3","8,7","0,5","89,7","12,8",,,
20/07/2014 1.00,"4,9","3,7","7,8","0,5","88,6","13,3",,,
20/07/2014 2.00,"5,7","3,7","8,4","0,5","92,5","13,3",,,
20/07/2014 3.00,"5,7","3,5","7,6","0,5","92,9","13,3",,,
20/07/2014 4.00,"5,4","3,3","6,7","0,5","91,8","13,3",,,
20/07/2014 5.00,"6,0","3,9","7,7","0,5","88,5","13,3",,,
20/07/2014 6.00,"8,9","3,2","7,4","0,5","87,8","13,3",,,
20/07/2014 7.00,"9,9","3,5","6,7","0,5","94,4","13,3",,,
20/07/2014 8.00,"10,3","3,4","6,9","0,5","101,8","13,3",,,
20/07/2014 9.00,"10,7","2,8","6,4","0,6","101,1","13,3",,,
20/07/2014 10.00,"7,1","2,4","6,0","0,5","104,2","13,3",,,
20/07/2014 11.00,"3,4","2,4","5,3","0,5","108,3","13,3",,,
20/07/2014 12.00,"3,7","2,2","5,6","0,5","106,9","13,3",,,
20/07/2014 13.00,"3,1","2,7","6,1","0,6","108,2","13,3",,,
20/07/2014 14.00,"3,9","2,3","6,4","0,5","104,4","13,3",,,
20/07/2014 15.00,"2,4","2,4","5,2","0,5","113,1","13,3",,,
20/07/2014 16.00,"5,3","2,4","6,4","0,5","110,3","13,3",,,
20/07/2014 17.00,"3,8","2,1","5,7","0,5","108,2","13,3",,,
20/07/2014 18.00,"2,8","2,3","6,1","0,5","106,8","13,3",,,
20/07/2014 19.00,"1,6","4,1","9,2","0,5","98,0","13,3",,,
20/07/2014 20.00,"0,6","6,6","12,0","0,5","86,1","13,3",,,
20/07/2014 21.00,"0,8","7,8","13,2","0,5","76,5","13,3",,,
20/07/2014 22.00,"1,7","11,1","17,3","0,5","62,5","13,3",,,
20/07/2014 23.00,"2,0","10,8","16,5","0,5","59,3","13,3",,,
21/07/2014 0.00,"2,1","9,8","15,8","0,5","57,6","13,3",,,
21/07/2014 1.00,"2,2","5,5","10,0","0,5",,"14,7",,,
21/07/2014 2.00,"2,4",,,"0,5","78,3","14,7",,,
21/07/2014 3.00,"2,1","3,6","8,0",,"82,9","14,7",,,
21/07/2014 4.00,"2,1","3,3","7,3","0,5","77,1","14,7",,,
21/07/2014 5.00,,"4,4","8,6","0,5","61,2","14,7",,,
21/07/2014 6.00,"2,2","6,8","13,5","0,5","60,6","14,7",,,
21/07/2014 7.00,"3,6","6,7","11,8","0,5","72,4","14,7",,,
21/07/2014 8.00,"6,8","4,8","8,2","0,5","93,2","14,7",,,
21/07/2014 9.00,"6,9","3,6","7,9","0,5","109,3","14,7",,,
21/07/2014 10.00,"4,4","3,5","7,9","0,5","120,2","14,7",,,
21/07/2014 11.00,"1,5","3,9","8,2","0,5","120,1","14,7",,,
21/07/2014 12.00,"1,0","3,7","7,2","0,5","126,2","14,7",,,
21/07/2014 13.00,"2,0","3,4","7,2","0,5","125,2","14,7",,,
21/07/2014 14.00,"0,7","2,3","6,8","0,4","109,3","14,7",,,
21/07/2014 15.00,"0,1","2,4","7,5","0,4","104,0","14,7",,,
21/07/2014 16.00,,"3,1","7,3","0,4","103,9","14,7",,,
21/07/2014 17.00,,"4,1","8,5","0,4","108,9","14,7",,,
21/07/2014 18.00,,"4,6","8,5","0,4","110,7","14,7",,,
21/07/2014 19.00,,"4,5","9,1","0,4","103,8","14,7",,,
21/07/2014 20.00,,"5,3","9,4","0,4","94,0","14,7",,,
21/07/2014 21.00,,"5,0","10,3","0,4","89,8","14,7",,,
21/07/2014 22.00,"0,4","3,5","7,3","0,4","101,4","14,7",,,
21/07/2014 23.00,"0,5","2,6","7,1","0,5","107,3","14,7",,,
22/07/2014 0.00,"0,5","3,8","7,7","0,4","92,0","14,7",,,
22/07/2014 1.00,,"3,9","8,1","0,3","83,0","5,8",,,
22/07/2014 2.00,,"3,7","7,4","0,4","82,9","5,8",,,
22/07/2014 3.00,,"3,3","7,6","0,4","69,1","5,8",,,
22/07/2014 4.00,,"3,7","8,1","0,4","74,9","5,8",,,
22/07/2014 5.00,,"3,7","7,4","0,4","87,7","5,8",,,
22/07/2014 6.00,,"4,9","9,2","0,4","76,3","5,8",,,
22/07/2014 7.00,,"4,8","9,4","0,4","88,1","5,8",,,
22/07/2014 8.00,,"4,4","8,2","0,4","94,3","5,8",,,
22/07/2014 9.00,,"4,2","8,9","0,4","97,1","5,8",,,
22/07/2014 10.00,"1,0","4,6","9,5","0,4","100,4","5,8",,,
22/07/2014 11.00,"1,8","4,0","8,4","0,5","112,8","5,8",,,
22/07/2014 12.00,"1,9","3,5","7,7","0,5","119,8","5,8",,,
22/07/2014 13.00,"1,9","2,5","5,6","0,4","117,2","5,8",,,
22/07/2014 14.00,"2,4","2,9","7,9","0,4","121,4","5,8",,,
22/07/2014 15.00,"0,7","2,5","6,5","0,4","113,5","5,8",,,
22/07/2014 16.00,"0,4","2,4","5,9","0,4","89,1","5,8",,,
22/07/2014 17.00,"0,9","2,6","6,5","0,4","87,9","5,8",,,
22/07/2014 18.00,"0,6","3,4","8,3","0,4","88,3","5,8",,,
22/07/2014 19.00,"0,1","3,4","8,4","0,4","87,9","5,8",,,
22/07/2014 20.00,"0,1","4,6","8,8","0,5","80,7","5,8",,,
22/07/2014 21.00,,"4,1","8,4","0,4","78,4","5,8",,,
22/07/2014 22.00,"0,4","3,0","6,5","0,4","77,9","5,8",,,
22/07/2014 23.00,"4,3","3,3","7,8","0,4","72,0","5,8",,,
23/07/2014 0.00,"8,3","3,4","7,9","0,4","66,2","5,8",,,
23/07/2014 1.00,"7,3","3,4","7,5","0,4",,"3,8",,,
23/07/2014 2.00,"6,9",,,"0,4","48,2","3,8",,,
23/07/2014 3.00,"6,3","3,7","7,9",,"54,6","3,8",,,
23/07/2014 4.00,"6,2","3,7","7,8","0,4","54,7","3,8",,,
23/07/2014 5.00,,"2,9","6,8","0,4","72,5","3,8",,,
23/07/2014 6.00,"6,0","4,1","8,2","0,4","80,4","3,8",,,
23/07/2014 7.00,"6,0","4,1","7,8","0,4","77,1","3,8",,,
23/07/2014 8.00,"6,7","4,1","7,8","0,4","83,9","3,8",,,
23/07/2014 9.00,"6,8","3,8","7,7","0,4","87,4","3,8",,,
23/07/2014 10.00,"4,6","3,5","7,2","0,4","91,0","3,8",,,
23/07/2014 11.00,"0,3","4,2","9,1","0,5","93,0","3,8",,,
23/07/2014 12.00,"0,1","3,3","7,8","0,5","95,3","3,8",,,
23/07/2014 13.00,,"3,2","9,0","0,5","83,5","3,8",,,
23/07/2014 14.00,,"3,2","10,6","0,4","89,0","3,8",,,
23/07/2014 15.00,,"3,2","6,8","0,5","85,1","3,8",,,
23/07/2014 16.00,,"3,5","7,4","0,5","90,6","3,8",,,
23/07/2014 17.00,,"4,1","8,8","0,5","93,6","3,8",,,
23/07/2014 18.00,,"4,7","8,8","0,4","95,1","3,8",,,
23/07/2014 19.00,,"6,4","12,6","0,4","86,8","3,8",,,
23/07/2014 20.00,,"6,5","11,6","0,5","79,9","3,8",,,
23/07/2014 21.00,,"6,2","11,5","0,5","72,4","3,8",,,
23/07/2014 22.00,"0,9","4,9","9,2","0,5","62,0","3,8",,,
23/07/2014 23.00,"1,7","4,1","8,0","0,5","63,4","3,8",,,
24/07/2014 0.00,"2,2","4,8","9,3","0,5","54,3","3,8",,,
24/07/2014 1.00,"2,6","5,0","9,1","0,5","45,5",,,,
24/07/2014 2.00,"2,8","4,7","8,9","0,5","41,5",,,,
24/07/2014 3.00,"3,0","3,8","7,8","0,5","52,7",,,,
24/07/2014 4.00,"3,4","3,0","7,6","0,4","64,3",,,,
24/07/2014 5.00,"3,7","3,7","7,6","0,4","51,8",,,,
24/07/2014 6.00,"4,2","4,7","10,3","0,5","43,2",,,,
24/07/2014 7.00,"5,3","5,6","10,1","0,5","61,0",,,,
24/07/2014 8.00,"6,7","3,8","8,2","0,5","84,2",,,,
24/07/2014 9.00,"8,2","3,6","8,0","0,5","86,5",,,,
24/07/2014 10.00,"5,9","2,8","6,5","0,4","92,3",,,,
24/07/2014 11.00,"2,4","3,1","7,1","0,4","94,0",,,,
24/07/2014 12.00,"2,4","3,6","7,6","0,4","93,0",,,,
24/07/2014 13.00,"2,4","2,6","6,0","0,4","97,5",,,,
24/07/2014 14.00,"2,3","2,3","6,1","0,4","99,0",,,,
24/07/2014 15.00,"0,9","2,7","7,5","0,4","97,4",,,,
24/07/2014 16.00,"0,8","2,6","6,6","0,4","96,8",,,,
24/07/2014 17.00,"1,3","2,7","6,5","0,4","96,5",,,,
24/07/2014 18.00,"2,2","3,4","8,4","0,4","92,0",,,,
24/07/2014 19.00,"1,1","4,3","10,1","0,4","85,7",,,,
24/07/2014 20.00,"0,4","5,1","10,4","0,5","73,4",,,,
24/07/2014 21.00,"0,2","4,2","8,8","0,4","77,1",,,,
24/07/2014 22.00,"1,5","4,1","8,6","0,4","75,0",,,,
24/07/2014 23.00,"2,6","3,7","7,6","0,4","66,1",,,,
25/07/2014 0.00,"3,5","5,5","10,0","0,4","55,0",,,,
25/07/2014 1.00,"3,4","5,7","10,2","0,5",,,,,
25/07/2014 2.00,"3,5",,,"0,4","37,7",,,,
25/07/2014 3.00,"3,0","4,1","8,6",,"41,3",,,,
25/07/2014 4.00,"2,9","3,9","7,5","0,4","40,5",,,,
25/07/2014 5.00,,"4,7","8,7","0,4","35,9",,,,
25/07/2014 6.00,"3,4","6,2","10,9","0,5","35,7",,,,
25/07/2014 7.00,"4,8","5,7","10,3","0,5","64,8",,,,
25/07/2014 8.00,"6,9","4,4","8,3","0,4","85,2",,,,
25/07/2014 9.00,"8,1","3,6","7,2","0,4","95,3",,,,
25/07/2014 10.00,"5,8","3,8","7,3","0,4","100,6",,,,
25/07/2014 11.00,"3,4","3,8","7,6","0,5","103,0",,,,
25/07/2014 12.00,"3,5","3,8","7,9","0,5","107,8",,,,
25/07/2014 13.00,"4,1","3,0","6,4","0,5","111,9",,,,
25/07/2014 14.00,"4,9","2,4","6,2","0,4","106,2",,,,
25/07/2014 15.00,"4,3","2,7","6,9","0,4","100,3",,,,
25/07/2014 16.00,"3,5","2,8","6,6","0,4","99,5",,,,
25/07/2014 17.00,"3,4","3,0","7,2","0,4","97,8",,,,
25/07/2014 18.00,"2,5","3,9","8,0","0,4","93,1",,,,
25/07/2014 19.00,"1,0","4,1","8,8","0,4","90,9",,,,
25/07/2014 20.00,"0,3","3,8","7,8","0,5","91,5",,,,
25/07/2014 21.00,"0,2","3,9","8,3","0,5","81,9",,,,
25/07/2014 22.00,"2,0","3,6","8,4","0,5","75,0",,,,
25/07/2014 23.00,"3,9","3,9","7,6","0,4","64,0",,,,
26/07/2014 0.00,"3,4","4,0","7,8","0,4","55,8",,,,
26/07/2014 1.00,"3,4","3,6","6,9","0,4","61,0",,,,
26/07/2014 2.00,"3,7","3,4","8,2","0,4","60,4",,,,
26/07/2014 3.00,"3,8","3,4","7,6","0,4","62,5",,,,
26/07/2014 4.00,"3,4","3,5","7,4","0,4","67,2",,,,
26/07/2014 5.00,"2,9","3,8","7,9","0,4","70,2",,,,
26/07/2014 6.00,"3,1","4,2","7,9","0,5","64,3",,,,
26/07/2014 7.00,"4,5","3,5","7,2","0,4","81,2",,,,
26/07/2014 8.00,"6,2","3,5","7,9","0,4","95,6",,,,
26/07/2014 9.00,"7,4","3,5","7,1","0,4","100,6",,,,
26/07/2014 10.00,"5,9","3,0","6,2","0,4","104,0",,,,
26/07/2014 11.00,"4,3","3,1","7,0","0,4","105,3",,,,
26/07/2014 12.00,"4,5","2,6","6,1","0,4","110,0",,,,
26/07/2014 13.00,"4,7","2,3","5,7","0,4","120,0",,,,
26/07/2014 14.00,"4,6","2,2","5,4","0,5","133,9",,,,
26/07/2014 15.00,"4,8","2,2","5,0","0,5","132,1",,,,
26/07/2014 16.00,"4,0","2,5","5,7","0,4","123,5",,,,
26/07/2014 17.00,"2,8","2,6","6,8","0,4","118,0",,,,
26/07/2014 18.00,"2,1","3,9","7,5","0,4","116,4",,,,
26/07/2014 19.00,"1,9","5,4","10,4","0,5","99,2",,,,
26/07/2014 20.00,"1,0","5,6","10,3","0,5","79,9",,,,
26/07/2014 21.00,"0,4","4,6","9,0","0,5","85,2",,,,
26/07/2014 22.00,"1,5","4,9","8,8","0,5","91,1",,,,
26/07/2014 23.00,"2,3","4,5","7,9","0,5","89,1",,,,
27/07/2014 0.00,"2,4","4,2","8,3","0,5","83,1",,,,
27/07/2014 1.00,"2,0","3,7","7,8","0,5",,,,,
27/07/2014 2.00,"1,7",,,"0,5","76,6",,,,
27/07/2014 3.00,"1,6","2,8","6,6",,"74,5",,,,
27/07/2014 4.00,"1,0","2,4","6,4","0,5","66,3",,,,
27/07/2014 5.00,,"2,1","6,0","0,5","63,6",,,,
27/07/2014 6.00,"0,9","2,4","5,4","0,5","66,2",,,,
27/07/2014 7.00,"1,5","2,4","6,2","0,4","72,5",,,,
27/07/2014 8.00,"2,5","2,2","5,0","0,4","77,7",,,,
27/07/2014 9.00,"3,8","2,3","5,1","0,4","80,3",,,,
27/07/2014 10.00,"3,6","2,2","5,2","0,4","82,0",,,,
27/07/2014 11.00,"2,8","2,0","5,1","0,5","78,3",,,,
27/07/2014 12.00,"2,9","2,1","5,1","0,5","79,6",,,,
27/07/2014 13.00,"3,2","2,0","5,7","0,5","81,0",,,,
27/07/2014 14.00,"2,7","2,2","5,7","0,5","81,8",,,,
27/07/2014 15.00,"2,8","1,8","4,7","0,5","83,0",,,,
27/07/2014 16.00,"4,9","2,0","6,2","0,5","79,3",,,,
27/07/2014 17.00,"5,2","1,9","5,1","0,5","81,7",,,,
27/07/2014 18.00,"4,3","2,2","6,5","0,5","75,7",,,,
27/07/2014 19.00,"3,3","2,5","7,0","0,5","73,1",,,,
27/07/2014 20.00,"2,9","2,9","8,0","0,5","68,6",,,,
27/07/2014 21.00,"2,4","3,8","7,6","0,5","65,8",,,,
27/07/2014 22.00,"1,6","4,2","8,5","0,5","74,6",,,,
27/07/2014 23.00,"0,8","3,2","7,1","0,5","80,0",,,,
28/07/2014 0.00,"0,6","3,1","7,7","0,4","78,3",,,,
28/07/2014 1.00,"0,6","3,1","6,7","0,4","84,4",,,,
28/07/2014 2.00,"0,7","2,6","7,1","0,4","101,2",,,,
28/07/2014 3.00,"0,8","3,0","6,0","0,4","102,3",,,,
28/07/2014 4.00,"1,0","2,7","5,7","0,4","109,5",,,,
28/07/2014 5.00,"0,7","2,9","6,7","0,4","104,9",,,,
28/07/2014 6.00,"0,8","3,9","7,8","0,4","104,0",,,,
28/07/2014 7.00,"1,5","3,5","7,0","0,4","106,6",,,,
28/07/2014 8.00,"3,1","3,2","7,2","0,4","107,1",,,,
28/07/2014 9.00,"4,3","3,2","7,3","0,5","109,4",,,,
28/07/2014 10.00,"4,0","3,6","7,1","0,5","112,2",,,,
28/07/2014 11.00,"2,7","3,5","7,2","0,5","112,6",,,,
28/07/2014 12.00,"1,4","3,3","7,6","0,5","112,8",,,,
28/07/2014 13.00,"0,6","2,8","6,8","0,5","113,1",,,,
28/07/2014 14.00,"0,5","2,5","5,9","0,5","114,3",,,,
28/07/2014 15.00,"0,2","3,3","7,7","0,5","106,1",,,,
28/07/2014 16.00,"0,1","2,7","6,2","0,5","104,7",,,,
28/07/2014 17.00,"0,3","3,0","6,6","0,5","108,1",,,,
28/07/2014 18.00,"0,5","3,9","8,0","0,5","104,8",,,,
28/07/2014 19.00,"0,2","5,6","10,2","0,5","94,9",,,,
28/07/2014 20.00,,"5,3","9,8","0,5","89,9",,,,
28/07/2014 21.00,,"4,9","9,8","0,5","86,6",,,,
28/07/2014 22.00,"1,6","5,1","9,4","0,5","85,8",,,,
28/07/2014 23.00,"2,7","7,9","12,7","0,5","66,4",,,,
29/07/2014 0.00,"2,1","4,8","9,4","0,5","82,8",,,,
29/07/2014 1.00,"2,0","4,6","8,6","0,5",,,,,
29/07/2014 2.00,"2,1",,,"0,5","52,5",,,,
29/07/2014 3.00,"1,9","4,1","7,9",,"46,7",,,,
29/07/2014 4.00,"1,6","3,8","7,7","0,5","59,8",,,,
29/07/2014 5.00,,"4,2","8,7","0,5","59,0",,,,
29/07/2014 6.00,"2,0","5,7","10,4","0,5","54,9",,,,
29/07/2014 7.00,"2,3","5,0","8,7","0,5","67,8",,,,
29/07/2014 8.00,"3,6","3,0","6,9","0,5","84,6",,,,
29/07/2014 9.00,"5,0","2,6","6,0","0,5","94,1",,,,
29/07/2014 10.00,,,,"0,5","97,2",,,,
29/07/2014 11.00,"0,8",,,,"97,5",,,,
29/07/2014 12.00,"2,1","4,4","10,8","0,2","99,1",,,,
29/07/2014 13.00,"1,2","3,9","9,3","0,2","98,3",,,,
29/07/2014 14.00,"0,2","3,4","7,9","0,2","101,4",,,,
29/07/2014 15.00,"0,2","3,7","8,5","0,2","101,6",,,,
29/07/2014 16.00,,"3,8","9,8","0,2","101,7",,,,
29/07/2014 17.00,,"4,4","9,5","0,2","99,5",,,,
29/07/2014 18.00,,"5,7","12,7","0,3","85,1",,,,
29/07/2014 19.00,"0,1","6,6","12,5","0,3","84,7",,,,
29/07/2014 20.00,,"6,5","12,1","0,3","78,8",,,,
29/07/2014 21.00,,"5,6","11,4","0,3","76,3",,,,
29/07/2014 22.00,"0,4","5,5","11,4","0,3","71,4",,,,
29/07/2014 23.00,"0,9","4,9","10,3","0,3","68,3",,,,
30/07/2014 0.00,"0,7","4,4","10,7","0,3","67,6",,,,
30/07/2014 1.00,"0,7","4,3","11,0","0,2","74,2","7,0",,,
30/07/2014 2.00,"0,6","4,0","9,5","0,3","69,3","7,0",,,
30/07/2014 3.00,"0,6","3,9","10,0","0,2","73,4","7,0",,,
30/07/2014 4.00,"0,5","4,0","9,9","0,2","74,3","7,0",,,
30/07/2014 5.00,"0,4","4,0","10,0","0,2","76,7","7,0",,,
30/07/2014 6.00,"0,5","4,5","10,1","0,2","73,7","7,0",,,
30/07/2014 7.00,"0,7","4,5","9,8","0,3","83,9","7,0",,,
30/07/2014 8.00,"1,1","4,7","11,3","0,2","97,0","7,0",,,
30/07/2014 9.00,"1,9","4,4","9,4","0,2","96,1","7,0",,,
30/07/2014 10.00,"1,8","4,6","10,7","0,3","93,2","7,0",,,
30/07/2014 11.00,"2,4","5,2","11,1","0,4","89,3","7,0",,,
30/07/2014 12.00,"2,5","4,7","10,9","0,3","87,1","7,0",,,
30/07/2014 13.00,"1,7","4,3","10,4","0,3","88,0","7,0",,,
30/07/2014 14.00,"2,4","3,8","9,9","0,3","89,7","7,0",,,
30/07/2014 15.00,"2,4","4,1","8,9","0,3","90,0","7,0",,,
30/07/2014 16.00,"3,0","3,7","8,1","0,3","92,2","7,0",,,
30/07/2014 17.00,"2,9","4,2","10,3","0,3","91,5","7,0",,,
30/07/2014 18.00,"2,2","4,7","11,1","0,3","88,7","7,0",,,
30/07/2014 19.00,"1,2","4,8","11,2","0,3","78,8","7,0",,,
30/07/2014 20.00,"1,0","4,9","10,1","0,3","74,1","7,0",,,
30/07/2014 21.00,"0,7","4,7","10,2","0,3","72,4","7,0",,,
30/07/2014 22.00,"0,8","4,7","11,1","0,2","77,0","7,0",,,
30/07/2014 23.00,"0,2","5,0","11,5","0,2","72,3","7,0",,,
31/07/2014 0.00,"0,3","4,3","9,8","0,2","73,2","7,0",,,
31/07/2014 1.00,"0,2","4,2","9,9","0,2",,"5,3",,,
31/07/2014 2.00,"0,2",,,"0,2","64,2","5,3",,,
31/07/2014 3.00,"0,3","4,9","11,3",,"61,7","5,3",,,
31/07/2014 4.00,"0,3","5,0","10,2","0,2","56,7","5,3",,,
31/07/2014 5.00,,"5,2","11,0","0,2","54,4","5,3",,,
31/07/2014 6.00,"0,1","6,1","12,4","0,3","51,4","5,3",,,
31/07/2014 7.00,"0,4","5,6","11,4","0,3","66,9","5,3",,,
31/07/2014 8.00,"0,5","5,1","10,0","0,3","83,9","5,3",,,
31/07/2014 9.00,"1,5","5,5","11,7","0,3","89,7","5,3",,,
31/07/2014 10.00,"1,7","5,0","10,7","0,2","93,1","5,3",,,
31/07/2014 11.00,"2,3","4,3","9,6","0,2","96,7","5,3",,,
31/07/2014 12.00,"2,4","4,6","10,1","0,2","98,9","5,3",,,
31/07/2014 13.00,"2,0","4,7","10,9","0,2","100,4","5,3",,,
31/07/2014 14.00,"0,9","3,6","7,6","0,2","98,3","5,3",,,
31/07/2014 15.00,"2,8","4,6","10,1","0,2","107,1","5,3",,,
31/07/2014 16.00,"1,4","4,5","11,5","0,2","105,6","5,3",,,
31/07/2014 17.00,"1,5","5,4","11,6","0,2","108,0","5,3",,,
31/07/2014 18.00,"1,2","6,0","12,9","0,2","105,7","5,3",,,
31/07/2014 19.00,"0,7","7,8","14,5","0,2","97,3","5,3",,,
31/07/2014 20.00,"0,3","7,0","14,2","0,2","88,8","5,3",,,
31/07/2014 21.00,"0,4","7,2","13,7","0,3","78,3","5,3",,,
31/07/2014 22.00,"1,3","7,3","13,4","0,3","64,0","5,3",,,
31/07/2014 23.00,"2,4","6,4","12,5","0,2","54,1","5,3",,,
01/08/2014 0.00,"1,7","6,2","12,5","0,3","45,1","5,3",,,
01/08/2014 1.00,"0,9","4,9","10,6","0,2","66,3","5,3",,,
01/08/2014 2.00,"0,9","4,2","10,0","0,2","73,0","5,3",,,
01/08/2014 3.00,"0,8","4,5","10,5","0,2","72,6","5,3",,,
01/08/2014 4.00,"0,7","4,5","11,3","0,2","66,9","5,3",,,
01/08/2014 5.00,"0,7","4,9","11,0","0,2","62,2","5,3",,,
01/08/2014 6.00,"0,8","5,5","10,2","0,2","65,7","5,3",,,
01/08/2014 7.00,"3,1","5,3","10,9","0,2","76,8","5,3",,,
01/08/2014 8.00,"4,2","5,1","11,8","0,2","89,8","5,3",,,
01/08/2014 9.00,"3,5","5,0","10,3","0,2","96,3","5,3",,,
