,TA - v.Alto Adige,,,,,,,
Parm,SO2,NOX,NO2,PM10,PM2.5,BENZENE,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K,mg/m3 293K,ng/m3 293K
02/03/2014 20.00,"6,3","57,5","47,7","11,1","5,8","0,9","0,4","31,60213089"
02/03/2014 21.00,"6,0","56,8","46,8","11,1","5,8","1,2","0,4","32,01222992"
02/03/2014 22.00,"6,6","54,1","46,7","11,1","5,8","1,1","0,4","19,98603058"
02/03/2014 23.00,"6,2","33,8","27,4","11,1","5,8","0,9","0,4","13,19207001"
03/03/2014 0.00,"6,8","32,3","27,2","11,1","5,8","1,1","0,3","10,99316025"
03/03/2014 1.00,,"24,4","21,1","15,6","9,2","0,7","0,3","7,18507719"
03/03/2014 2.00,"6,4",,,"15,6","9,2","0,7","0,3","5,1295352"
03/03/2014 3.00,"6,7","21,2","19,2","15,6","9,2","0,6",,"1,56705403"
03/03/2014 4.00,"6,9","13,4","11,5","15,6","9,2","0,5","0,2","3,42002892"
03/03/2014 5.00,"6,5","12,8","10,6","15,6","9,2","0,5","0,2","1,64816201"
03/03/2014 6.00,"6,3","13,6","11,2","15,6","9,2","0,5","0,2","1,463112"
03/03/2014 7.00,"6,2","25,5","20,9","15,6","9,2","0,5","0,3","8,22589588"
03/03/2014 8.00,"6,8","38,7","28,9","15,6","9,2","0,8","0,3","18,11520004"
03/03/2014 9.00,"6,2","52,8","36,9","15,6","9,2","0,8","0,4","25,31653976"
03/03/2014 10.00,"6,2","58,9","38,3","15,6","9,2","1,2","0,5","22,31915092"
03/03/2014 11.00,"6,8","39,9","28,1","15,6","9,2","1,2","0,5","12,26613998"
03/03/2014 12.00,"6,8","41,2","28,4","15,6","9,2","0,8","0,3","19,31192017"
03/03/2014 13.00,"7,0","32,8","23,1","15,6","9,2","0,7","0,3","13,9973402"
03/03/2014 14.00,"7,0","27,5","20,4","15,6","9,2","0,7","0,3","10,97317028"
03/03/2014 15.00,"6,9","23,9","17,8","15,6","9,2","0,6","0,3","9,58495998"
03/03/2014 16.00,"6,8","26,7","20,9","15,6","9,2","0,6","0,3","12,05805016"
03/03/2014 17.00,"6,6","33,1","26,3","15,6","9,2","0,7","0,3","22,58214951"
03/03/2014 18.00,"6,3","68,7","50,5","15,6","9,2","0,8","0,4","35,02521133"
03/03/2014 19.00,"7,1","64,4","52,6","15,6","9,2","1,4","0,5","31,69906044"
03/03/2014 20.00,"6,9","83,1","62,9","15,6","9,2","1,3","0,5","35,77558136"
03/03/2014 21.00,"6,6","66,1","51,7","15,6","9,2","1,3","0,5","26,87083054"
03/03/2014 22.00,"6,5","47,8","42,3","15,6","9,2","1,4","0,5","20,11956978"
03/03/2014 23.00,"6,9","70,8","57,2","15,6","9,2","1,6","0,6","31,9417305"
04/03/2014 0.00,"7,1","38,0","32,3","15,6","9,2","1,7","0,4","9,69849777"
04/03/2014 1.00,"6,9","13,7","11,6","13,2","4,7","0,8","0,2","3,69150305"
04/03/2014 2.00,"6,8","16,6","14,2","13,2","4,7","0,6","0,3","3,85113311"
04/03/2014 3.00,"6,7","14,8","12,0","13,2","4,7","0,8","0,3","1,89760602"
04/03/2014 4.00,"6,6","9,2","7,6","13,2","4,7","0,5","0,3","1,81457102"
04/03/2014 5.00,"6,6","8,1","6,3","13,2","4,7","0,5","0,2","1,52818501"
04/03/2014 6.00,"6,8","7,6","6,1","13,2","4,7","0,4","0,2","0,807643"
04/03/2014 7.00,"6,6","23,2","19,8","13,2","4,7","0,4","0,3","7,15016794"
04/03/2014 8.00,"6,7","35,7","29,8","13,2","4,7","0,6","0,3","13,30154037"
04/03/2014 9.00,"6,5","48,9","36,6","13,2","4,7","0,7","0,4","18,56800079"
04/03/2014 10.00,"6,5","65,3","46,3","13,2","4,7","0,8","0,4","31,61704063"
04/03/2014 11.00,"6,0","47,0","33,6","13,2","4,7","1,0","0,3","21,87449074"
04/03/2014 12.00,"6,2","43,5","29,2","13,2","4,7","0,8","0,4","20,86993027"
04/03/2014 13.00,"5,9","32,5","20,8","13,2","4,7","0,9","0,3","13,26628971"
04/03/2014 14.00,"6,0","23,6","15,8","13,2","4,7","0,6","0,3","10,43225002"
04/03/2014 15.00,"6,8","15,5","11,2","13,2","4,7","0,5","0,2","9,94726467"
04/03/2014 16.00,"6,5","23,5","17,5","13,2","4,7","0,4","0,2","12,16345024"
04/03/2014 17.00,"6,0","39,3","31,1","13,2","4,7","0,5","0,3","16,38500977"
04/03/2014 18.00,"6,3","84,9","56,4","13,2","4,7","0,9","0,5","47,53401184"
04/03/2014 19.00,"6,2","149,6","83,6","13,2","4,7","1,7","0,8","68,35787201"
04/03/2014 20.00,"5,9","102,4","71,5","13,2","4,7","1,7","0,5","45,79605103"
04/03/2014 21.00,"6,3","169,0","92,0","13,2","4,7","1,6","0,8","90,03578186"
04/03/2014 22.00,"6,1","105,3","67,8","13,2","4,7","1,9","0,6","55,6497612"
04/03/2014 23.00,"5,4","65,7","50,9","13,2","4,7","1,3","0,4","23,66669083"
05/03/2014 0.00,"6,1","44,0","36,9","13,2","4,7","0,9","0,4","12,89618969"
05/03/2014 1.00,,"32,3","25,9","15,4","7,8","0,8","0,4","8,16116238"
05/03/2014 2.00,"5,5",,,"15,4","7,8","0,9","0,3","9,16266727"
05/03/2014 3.00,"5,6","39,9","31,4","15,4","7,8","0,9",,"7,326159"
05/03/2014 4.00,"5,5","25,0","19,1","15,4","7,8","0,8","0,3","4,50423002"
05/03/2014 5.00,"5,6","16,1","13,9","15,4","7,8","0,8","0,3","2,55002499"
05/03/2014 6.00,"5,0","26,4","22,1","15,4","7,8","0,5","0,3","11,69845009"
05/03/2014 7.00,"5,3","58,2","41,5","15,4","7,8","0,7","0,5","25,07591057"
05/03/2014 8.00,"5,6","98,0","59,1","15,4","7,8","1,3","0,6","48,66329956"
05/03/2014 9.00,"5,8","159,0","75,6","15,4","7,8","1,7","0,9","79,73197174"
05/03/2014 10.00,"6,5","76,3","43,3","15,4","7,8","2,0","0,5","31,36828041"
05/03/2014 11.00,"6,4","84,9","48,4","15,4","7,8","1,2","0,5","43,64797974"
05/03/2014 12.00,"6,9","61,7","40,5","15,4","7,8","1,3","0,4","33,39128113"
05/03/2014 13.00,"6,6","63,9","44,6","15,4","7,8","1,2","0,5","33,03168106"
05/03/2014 14.00,"6,6","95,2","61,6","15,4","7,8","1,1","0,5","45,48424149"
05/03/2014 15.00,"6,7","60,2","39,0","15,4","7,8","1,2","0,4","22,29000092"
05/03/2014 16.00,"6,0","47,1","33,2","15,4","7,8","0,7","0,3","24,54109955"
05/03/2014 17.00,"5,6","50,9","37,4","15,4","7,8","0,9","0,4","30,32238007"
05/03/2014 18.00,"6,3","55,8","39,0","15,4","7,8","0,9","0,4","36,74150085"
05/03/2014 19.00,"6,7","60,1","41,9","15,4","7,8","1,0","0,4","35,60070038"
05/03/2014 20.00,"6,1","47,9","36,9","15,4","7,8","1,0","0,4","23,29454994"
05/03/2014 21.00,"6,1","49,2","36,3","15,4","7,8","0,7","0,4","28,17090988"
05/03/2014 22.00,"6,1","30,2","25,1","15,4","7,8","0,9","0,3","13,99631977"
05/03/2014 23.00,"5,7","25,5","21,8","15,4","7,8","0,6","0,3","10,00115013"
06/03/2014 0.00,"5,9","22,6","19,6","15,4","7,8","0,5","0,3","5,98937082"
06/03/2014 1.00,"5,9","14,3","11,9","11,1","6,4","0,5","0,2","4,05550098"
06/03/2014 2.00,"5,7","7,6","5,8","11,1","6,4","0,4","0,2","0,96795201"
06/03/2014 3.00,"6,2","5,0","3,8","11,1","6,4","0,3","0,2","0,603953"
06/03/2014 4.00,"6,1","5,6","3,9","11,1","6,4","0,3","0,2","0,74596"
06/03/2014 5.00,"5,8","6,7","5,2","11,1","6,4","0,3","0,2","0,89203399"
06/03/2014 6.00,"5,5","15,7","13,3","11,1","6,4","0,3","0,2","2,46631098"
06/03/2014 7.00,"4,8","45,5","40,1","11,1","6,4","0,5","0,3","14,05292034"
06/03/2014 8.00,"4,8","92,2","60,8","11,1","6,4","0,7","0,5","45,12363052"
06/03/2014 9.00,"4,8","88,5","51,7","11,1","6,4","1,6","0,5","38,5492897"
06/03/2014 10.00,"6,2","62,4","36,6","11,1","6,4","1,0","0,4","33,39907074"
06/03/2014 11.00,"6,0","48,8","27,7","11,1","6,4","0,9","0,3","25,49073982"
06/03/2014 12.00,"6,0","49,0","27,0","11,1","6,4","0,9","0,4","19,88908958"
06/03/2014 13.00,"6,2","56,5","31,3","11,1","6,4","1,1","0,5","30,18477058"
06/03/2014 14.00,"6,8","50,1","27,3","11,1","6,4","1,3","0,4","20,86281967"
06/03/2014 15.00,"6,3","31,8","19,4","11,1","6,4","1,0","0,3","15,49197006"
06/03/2014 16.00,"7,1","30,7","20,5","11,1","6,4","0,9","0,3","21,99311066"
06/03/2014 17.00,"6,7","46,2","29,5","11,1","6,4","1,0","0,4","27,33242989"
06/03/2014 18.00,"7,1","54,7","36,8","11,1","6,4","1,1","0,5","32,53076172"
06/03/2014 19.00,"6,5","48,9","37,8","11,1","6,4","1,4","0,5","21,51049042"
06/03/2014 20.00,"6,6","59,6","44,9","11,1","6,4","1,4","0,5","32,24811172"
06/03/2014 21.00,"6,0","75,2","55,8","11,1","6,4","1,5","0,5","39,72940063"
06/03/2014 22.00,"6,7","64,1","54,8","11,1","6,4","1,4","0,5","28,14245033"
06/03/2014 23.00,"6,2","41,2","35,5","11,1","6,4","1,3","0,4","9,80932426"
07/03/2014 0.00,"6,7","27,4","22,5","11,1","6,4","1,1","0,4","8,92644119"
07/03/2014 1.00,,"21,6","17,7","15,1","7,9","1,0","0,4","6,19645119"
07/03/2014 2.00,"6,7",,,"15,1","7,9","1,0","0,3","0,82560599"
07/03/2014 3.00,"6,3","15,3","13,5","15,1","7,9","1,0",,"0,69173598"
07/03/2014 4.00,"5,8","11,9","9,8","15,1","7,9","1,0","0,3","0,63615"
07/03/2014 5.00,"6,3","10,1","8,4","15,1","7,9","1,1","0,3","1,15537405"
07/03/2014 6.00,"6,5","11,9","9,5","15,1","7,9","1,0","0,3","1,52852297"
07/03/2014 7.00,"6,4","27,7","21,8","15,1","7,9","1,0","0,4","8,32113266"
07/03/2014 8.00,"6,6","54,7","33,4","15,1","7,9","1,3","0,5","29,0954895"
07/03/2014 9.00,"6,6","74,9","39,7","15,1","7,9","1,6","0,5","40,31370163"
07/03/2014 10.00,"6,4","78,7","41,3","15,1","7,9","1,6","0,5","38,92277145"
07/03/2014 11.00,"6,4","62,6","34,7","15,1","7,9","1,6","0,5","35,39530182"
07/03/2014 12.00,"6,7","67,8","37,2","15,1","7,9","1,4","0,5","33,73291016"
07/03/2014 13.00,"6,9","75,7","41,5","15,1","7,9","1,8","0,5","36,58898163"
07/03/2014 14.00,"6,8","73,1","43,7","15,1","7,9","1,7","0,5","31,23880959"
07/03/2014 15.00,"6,8","42,2","28,6","15,1","7,9","1,3","0,4","14,75786972"
07/03/2014 16.00,"6,6","29,1","22,4","15,1","7,9","0,9","0,3","12,89550972"
07/03/2014 17.00,"3,7","33,1","24,1","15,1","7,9","0,9","0,4","20,76012039"
07/03/2014 18.00,"3,4","48,1","33,7","15,1","7,9","1,1","0,4","24,5380497"
07/03/2014 19.00,"3,3","64,9","46,6","15,1","7,9","1,1","0,5","34,75814056"
07/03/2014 20.00,"3,4","84,8","56,8","15,1","7,9","1,5","0,6","38,57572174"
07/03/2014 21.00,"3,1","74,1","52,1","15,1","7,9","1,7","0,5","32,16947174"
07/03/2014 22.00,"2,9","40,5","33,8","15,1","7,9","1,5","0,4","17,49905014"
07/03/2014 23.00,"3,0","21,3","17,3","15,1","7,9","1,4","0,3","6,231359"
08/03/2014 0.00,"2,7","28,1","22,0","15,1","7,9","0,9","0,4","6,70211697"
08/03/2014 1.00,"2,8","21,7","17,1","15,3","8,7","1,2","0,4","2,65542793"
08/03/2014 2.00,"2,5","24,8","19,5","15,3","8,7","1,0","0,3","5,83312988"
08/03/2014 3.00,"2,7","14,6","11,7","15,3","8,7","1,0","0,3","1,41803598"
08/03/2014 4.00,"1,9","10,1","8,0","15,3","8,7","0,9","0,3","1,50920498"
08/03/2014 5.00,"1,8","7,8","6,1","15,3","8,7","0,9","0,3","0,61513698"
08/03/2014 6.00,"2,2","8,4","6,8","15,3","8,7","0,9","0,3","0,96863002"
08/03/2014 7.00,"2,1","16,1","12,4","15,3","8,7","0,9","0,3","3,96772099"
08/03/2014 8.00,"2,3","23,1","16,6","15,3","8,7","1,0","0,4","11,76895046"
08/03/2014 9.00,"2,2","40,6","25,4","15,3","8,7","1,2","0,4","25,54294014"
08/03/2014 10.00,"1,9","38,5","22,1","15,3","8,7","1,3","0,5","24,13677025"
08/03/2014 11.00,"1,2","36,2","19,4","15,3","8,7","1,3","0,4","18,65069008"
08/03/2014 12.00,"1,3","32,8","18,4","15,3","8,7","1,3","0,4","19,44544983"
08/03/2014 13.00,"2,0","38,3","22,1","15,3","8,7","1,1","0,4","25,82357025"
08/03/2014 14.00,"2,8","35,8","22,1","15,3","8,7","1,2","0,3","19,53322983"
08/03/2014 15.00,"1,1","19,6","13,1","15,3","8,7","0,9","0,3","9,46464443"
08/03/2014 16.00,"1,7","16,8","11,5","15,3","8,7","0,8","0,3","8,64107132"
08/03/2014 17.00,"2,1","24,7","17,2","15,3","8,7","0,8","0,3","14,75718975"
08/03/2014 18.00,"2,0","28,4","20,6","15,3","8,7","0,8","0,3","15,00629997"
08/03/2014 19.00,"1,4","29,0","22,9","15,3","8,7","1,0","0,3","12,05058956"
08/03/2014 20.00,"0,8","28,7","22,3","15,3","8,7","1,1","0,4","11,71912956"
08/03/2014 21.00,"1,0","34,2","26,9","15,3","8,7","1,1","0,4","16,15422058"
08/03/2014 22.00,"1,8","29,0","24,0","15,3","8,7","1,1","0,4","12,11565971"
08/03/2014 23.00,"1,8","23,9","20,2","15,3","8,7","0,9","0,4","8,92576313"
09/03/2014 0.00,"1,4","28,0","23,5","15,3","8,7","1,0","0,4","10,43225002"
09/03/2014 1.00,,"21,3","17,3","18,4","9,2","0,9","0,3","7,68125391"
09/03/2014 2.00,"2,3",,,"18,4","9,2","0,7","0,3","7,19049883"
09/03/2014 3.00,"1,6","22,9","19,2","18,4","9,2","0,9",,"2,54215693"
09/03/2014 4.00,"1,2","13,6","11,6","18,4","9,2","0,7","0,2","1,20688999"
09/03/2014 5.00,"0,5","10,4","8,6","18,4","9,2","0,8","0,2","1,18757105"
09/03/2014 6.00,"0,3","12,5","10,5","18,4","9,2","0,7","0,2","0,94354999"
09/03/2014 7.00,"1,1","16,9","13,7","18,4","9,2","0,7","0,3","2,96418309"
09/03/2014 8.00,"1,1","18,2","13,9","18,4","9,2","0,8","0,3","4,29850578"
09/03/2014 9.00,"0,2","15,2","10,9","18,4","9,2","0,9","0,3","6,31981802"
09/03/2014 10.00,,"18,0","12,5","18,4","9,2","0,8","0,3","8,39738941"
09/03/2014 11.00,"0,2","19,6","14,0","18,4","9,2","0,8","0,3","9,26535988"
09/03/2014 12.00,"0,1","23,4","15,7","18,4","9,2","0,8","0,3","12,98464966"
09/03/2014 13.00,,"25,3","16,7","18,4","9,2","0,8","0,3","12,38984966"
09/03/2014 14.00,"0,2","18,8","12,8","18,4","9,2","0,7","0,2","8,49635315"
09/03/2014 15.00,"0,6","9,5","6,7","18,4","9,2","0,5","0,2","3,11262894"
09/03/2014 16.00,"0,3","11,5","8,3","18,4","9,2","0,4","0,2","4,84518194"
09/03/2014 17.00,"1,0","14,3","10,8","18,4","9,2","0,4","0,2","4,97532701"
09/03/2014 18.00,"0,2","24,5","19,1","18,4","9,2","0,5","0,2","12,93144035"
09/03/2014 19.00,"2,9","31,3","26,3","18,4","9,2","0,6","0,3","12,22953987"
09/03/2014 20.00,"3,6","34,4","28,9","18,4","9,2","0,9","0,4","16,11897087"
09/03/2014 21.00,"2,3","30,7","26,0","18,4","9,2","1,1","0,3","11,78894043"
09/03/2014 22.00,"1,2","26,2","22,6","18,4","9,2","0,8","0,3","6,25881195"
09/03/2014 23.00,"1,9","21,0","18,0","18,4","9,2","0,8","0,3","7,12373304"
10/03/2014 0.00,"2,2","18,6","14,2","18,4","9,2","0,7","0,2","3,47289991"
10/03/2014 1.00,"2,8","14,4","12,1",,"17,1","0,5","0,2","5,40270281"
10/03/2014 2.00,"3,0","16,2","13,0",,"17,1","0,5","0,2","2,94113708"
10/03/2014 3.00,"3,1","7,6","5,8",,"17,1","0,5","0,2","1,25128806"
10/03/2014 4.00,"3,4","6,0","4,4",,"17,1","0,4","0,2","1,62986004"
10/03/2014 5.00,"3,1","7,3","5,6",,"17,1","0,4","0,2","2,56798697"
10/03/2014 6.00,"3,3","12,4","10,3",,"17,1","0,5","0,2","1,84100699"
10/03/2014 7.00,"3,5","36,0","29,1",,"17,1","0,5","0,3","12,84366035"
10/03/2014 8.00,"3,6","73,1","51,2",,"17,1","1,0","0,4","33,0967598"
10/03/2014 9.00,"3,8","94,5","58,1",,"17,1","1,1","0,5","41,78528976"
10/03/2014 10.00,"3,7","69,6","42,6",,"17,1","1,3","0,4","28,66167068"
10/03/2014 11.00,"3,5","48,0","30,0",,"17,1","1,2","0,4","19,08925056"
10/03/2014 12.00,"3,6","39,4","27,2",,"17,1","0,9","0,3","15,74785042"
10/03/2014 13.00,"4,2","80,8","48,5",,"17,1","1,1","0,5","42,99589157"
10/03/2014 14.00,"3,8","70,8","45,7",,"17,1","1,3","0,5","32,56602097"
10/03/2014 15.00,"3,1","61,3","44,8",,"17,1","1,2","0,4","25,99913025"
10/03/2014 16.00,"2,2","77,0","53,4",,"17,1","0,9","0,5","38,06256104"
10/03/2014 17.00,"2,8","74,9","56,1",,"17,1","1,2","0,5","41,81645966"
10/03/2014 18.00,"2,6","111,4","77,5",,"17,1","1,5","0,6","64,85616302"
10/03/2014 19.00,"2,6","96,2","66,6",,"17,1","1,4","0,5","47,32117081"
10/03/2014 20.00,"2,5","69,9","56,4",,"17,1","1,3","0,5","30,03565025"
10/03/2014 21.00,"3,0","78,2","67,2",,"17,1","1,3","0,5","32,89612961"
10/03/2014 22.00,"2,9","62,6","54,3",,"17,1","1,2","0,4","26,3922596"
10/03/2014 23.00,"3,0","35,3","30,5",,"17,1","1,0","0,3","8,62209225"
11/03/2014 0.00,"3,0","26,6","23,2",,"17,1","0,7","0,3","5,12614489"
11/03/2014 1.00,,"17,9","15,0",,,"0,6","0,3","3,54170108"
11/03/2014 2.00,"2,7",,,,,"0,6","0,2","1,59528995"
11/03/2014 3.00,"2,9","19,5","17,5",,,"0,5",,"1,86877203"
11/03/2014 4.00,"2,9","19,7","17,7",,,"0,6","0,3","1,753227"
11/03/2014 5.00,"2,8","31,2","27,1",,,"1,4","0,3","5,49590588"
11/03/2014 6.00,"2,4","27,2","24,2",,,"1,2","0,3","1,53021801"
11/03/2014 7.00,"2,6","44,3","33,5",,,"0,8","0,4","16,0864296"
11/03/2014 8.00,"2,8","86,1","57,1",,,"1,3","0,5","40,86206055"
11/03/2014 9.00,"2,9","104,0","61,7",,,"1,7","0,6","50,83916092"
11/03/2014 10.00,"2,9","58,8","36,0",,,"1,6","0,4","16,18811035"
11/03/2014 11.00,"2,5","53,4","34,3",,,"0,9","0,3","23,07966995"
11/03/2014 12.00,"2,6","71,9","43,5",,,"1,1","0,4","29,14768028"
11/03/2014 13.00,"2,6","66,0","38,4",,,"1,1","0,4","30,71281052"
11/03/2014 14.00,"2,2","59,5","37,5",,,"1,1","0,3","22,79701996"
11/03/2014 15.00,"2,3","41,9","27,7",,,"0,8","0,3","16,41044044"
11/03/2014 16.00,"2,0","36,1","25,6",,,"0,8","0,3","21,19256973"
11/03/2014 17.00,"2,2","48,9","35,0",,,"0,9","0,4","31,17781067"
11/03/2014 18.00,"2,2","64,6","44,5",,,"1,0","0,4","32,51924133"
11/03/2014 19.00,"2,2","69,8","52,6",,,"1,2","0,5","35,55596161"
11/03/2014 20.00,"2,3","71,2","54,3",,,"1,7","0,6","23,80632019"
11/03/2014 21.00,"2,0","60,1","46,0",,,"1,3","0,5","22,3652401"
11/03/2014 22.00,"2,3","30,8","25,9",,,"1,0","0,4","5,9117589"
11/03/2014 23.00,"2,3","28,3","25,1",,,"0,8","0,5","2,58120489"
12/03/2014 0.00,"2,6","36,4","32,0",,,"0,8","0,4","4,9217782"
12/03/2014 1.00,"2,9","36,5","33,1",,"16,6","1,1","0,6","3,23396206"
12/03/2014 2.00,"3,1","19,8","17,8",,"16,6","0,9","0,4","1,37973797"
12/03/2014 3.00,"2,9","12,3","10,5",,"16,6","0,6","0,3","0,61581498"
12/03/2014 4.00,"2,8","7,9","6,3",,"16,6","0,6","0,2","0,92728198"
12/03/2014 5.00,"3,0","8,1","6,3",,"16,6","0,5","0,2","0,49312699"
12/03/2014 6.00,"2,8","11,5","9,5",,"16,6","0,4","0,2","2,01521111"
12/03/2014 7.00,"3,2","49,3","39,7",,"16,6","0,6","0,4","21,49998093"
12/03/2014 8.00,"3,3","123,5","75,9",,"16,6","1,2","0,7","55,23086166"
12/03/2014 9.00,"0,5","146,4","80,9",,"16,6","2,2","0,8","57,02645111"
12/03/2014 10.00,,"83,3","49,9",,"16,6",,"0,4","24,17844963"
12/03/2014 11.00,"0,1","41,6","26,4",,"16,6",,"0,3","14,26338959"
12/03/2014 12.00,,"39,2","26,6",,"16,6",,"0,3","11,56254959"
12/03/2014 13.00,,"38,3","25,5",,"16,6",,"0,4","19,09163094"
12/03/2014 14.00,"0,1","66,0","41,5",,"16,6",,"0,3","22,12800026"
12/03/2014 15.00,,"36,3","24,7",,"16,6",,"0,3","9,71679974"
12/03/2014 16.00,,"28,4","22,1",,"16,6",,"0,3","11,07483959"
12/03/2014 17.00,,"35,1","28,9",,"16,6",,"0,3","14,1244297"
12/03/2014 18.00,,"48,0","38,8",,"16,6",,"0,3","24,03948975"
12/03/2014 19.00,"0,5","61,1","47,9",,"16,6","0,6","0,4","30,39355087"
12/03/2014 20.00,"0,2","51,9","43,0",,"16,6","0,9","0,5","22,10292053"
12/03/2014 21.00,"0,3","58,4","49,2",,"16,6","0,8","0,4","18,31785965"
12/03/2014 22.00,"0,2","29,8","25,9",,"16,6","0,6","0,3","8,12964344"
12/03/2014 23.00,"0,4","22,6","19,6",,"16,6","0,4","0,3","5,41354799"
13/03/2014 0.00,"0,1","21,6","18,6",,"16,6","0,4","0,3","7,53822994"
13/03/2014 1.00,,"37,7","33,4",,"26,2","0,6","0,4","9,30908012"
13/03/2014 2.00,"0,2",,,,"26,2","0,5","0,3","2,51545501"
13/03/2014 3.00,"0,5","47,8","36,5",,"26,2","0,7",,"1,701998"
13/03/2014 4.00,"0,2","15,1","13,5",,"26,2",,"0,2","0,89915103"
13/03/2014 5.00,"0,2","18,9","16,5",,"26,2",,"0,2","1,08623397"
13/03/2014 6.00,"0,2","36,0","30,1",,"26,2","1,0","0,3","7,21151304"
13/03/2014 7.00,"0,2","70,2","57,3",,"26,2","1,3","0,4","23,60634995"
13/03/2014 8.00,"0,4","91,5","64,6",,"26,2","1,5","0,5","36,25548172"
13/03/2014 9.00,"0,9","95,5","65,4",,"26,2","1,8","0,5","31,92885017"
13/03/2014 10.00,"0,9","52,2","39,0",,"26,2","1,4","0,4","16,23859978"
13/03/2014 11.00,"1,0","53,9","38,2",,"26,2","1,1","0,4","15,12322998"
13/03/2014 12.00,"1,2","46,1","34,0",,"26,2","1,1","0,4","14,82192993"
13/03/2014 13.00,"1,2","46,3","34,0",,"26,2","1,0","0,4","17,80134964"
13/03/2014 14.00,"0,7","51,1","37,6",,"26,2","1,1","0,5","20,36763954"
13/03/2014 15.00,"0,9","29,1","22,4",,"26,2","1,0","0,3","8,45365047"
13/03/2014 16.00,"0,6","28,7","22,9",,"26,2","0,7","0,4","11,73437977"
13/03/2014 17.00,"0,6","39,7","33,1",,"26,2","0,9","0,4","19,91283035"
13/03/2014 18.00,"0,3","46,2","39,5",,"26,2","0,9","0,4","20,58592033"
13/03/2014 19.00,"0,4","65,1","51,7",,"26,2","1,1","0,5","29,11750984"
13/03/2014 20.00,"0,2","99,8","82,6",,"26,2","1,3","0,6","40,69192123"
13/03/2014 21.00,"0,1","115,9","91,9",,"26,2","1,5","0,7","57,93407059"
13/03/2014 22.00,"0,1","88,4","76,9",,"26,2","1,7","0,7","37,97380066"
13/03/2014 23.00,"0,1","76,7","67,9",,"26,2","1,8","0,7","30,75687027"
14/03/2014 0.00,"0,1","95,1","73,4",,"26,2","1,8","0,6","37,95415115"
14/03/2014 1.00,,"50,8","40,8",,"34,7","1,8","0,6","15,84850979"
14/03/2014 2.00,,"25,2","21,2",,"34,7","1,5","0,4","3,65117097"
14/03/2014 3.00,,"24,2","21,3",,"34,7","1,1","0,4","2,59001708"
14/03/2014 4.00,,"26,8","23,8",,"34,7","1,1","0,4","4,21343803"
14/03/2014 5.00,,"27,3","24,0",,"34,7","0,9","0,3","2,36463594"
14/03/2014 6.00,,"25,8","22,9",,"34,7","0,7","0,3","6,0541048"
14/03/2014 7.00,"0,2","133,8","64,4",,"34,7","1,0","0,6","54,41814041"
14/03/2014 8.00,"0,1","198,4","83,9",,"34,7","1,5","0,7","83,09947968"
14/03/2014 9.00,"0,2","172,4","93,0",,"34,7","1,8","0,9","64,4128418"
14/03/2014 10.00,"0,2","100,3","68,5",,"34,7","2,2","0,8","32,09830093"
14/03/2014 11.00,"0,3","63,7","47,7",,"34,7","2,0","0,6","16,90933037"
14/03/2014 12.00,"0,4","45,9","36,5",,"34,7","1,5","0,6","13,88346004"
14/03/2014 13.00,"0,1","58,8","43,5",,"34,7","1,4","0,6","26,42683983"
14/03/2014 14.00,"0,2","59,9","43,0",,"34,7","1,5","0,5","19,31122971"
14/03/2014 15.00,"0,1","32,5","26,6",,"34,7","0,9","0,4","9,41651726"
14/03/2014 16.00,"0,1","27,9","23,3",,"34,7","0,8","0,4","8,94270897"
14/03/2014 17.00,"0,1","41,0","32,8",,"34,7","0,9","0,5","18,67848015"
14/03/2014 18.00,"0,1","64,1","50,2",,"34,7","1,1","0,5","26,12858963"
14/03/2014 19.00,,"108,5","82,3",,"34,7","1,4","0,7","59,71136093"
14/03/2014 20.00,"0,1","91,8","69,2",,"34,7","1,6","0,6","39,00310135"
14/03/2014 21.00,"0,2","124,8","99,3",,"34,7","1,4","0,7","48,80226135"
14/03/2014 22.00,"0,1","179,6","113,2",,"34,7","1,7","0,9","82,54907227"
14/03/2014 23.00,"0,1","199,9","97,9",,"34,7","2,2","0,9","97,39846039"
15/03/2014 0.00,,"71,6","54,8",,"34,7","1,8","0,6","23,07221985"
15/03/2014 1.00,,"39,3","35,3",,"38,8","1,5","0,6","14,91919994"
15/03/2014 2.00,,,,,"38,8","1,7","0,6","15,19101048"
15/03/2014 3.00,,"34,0","31,1",,"38,8","1,4",,"10,71837997"
15/03/2014 4.00,,"25,0","22,4",,"38,8","1,4","0,4","4,99871206"
15/03/2014 5.00,,"19,1","16,2",,"38,8","1,6","0,4","4,24122906"
15/03/2014 6.00,,"48,5","37,8",,"38,8","1,2","0,5","13,80618954"
15/03/2014 7.00,,"64,1","42,5",,"38,8","1,5","0,5","21,00617981"
15/03/2014 8.00,"0,2","150,0","61,0",,"38,8","1,7","0,8","78,79453278"
15/03/2014 9.00,"0,1","166,8","74,7",,"38,8","2,6","0,9","68,70831299"
15/03/2014 10.00,"0,1","98,9","60,4",,"38,8","2,5","0,6","19,56645012"
15/03/2014 11.00,,"48,1","35,2",,"38,8","1,9","0,5","13,43811989"
15/03/2014 12.00,,"37,7","27,6",,"38,8","1,7","0,5","17,53088951"
15/03/2014 13.00,,"30,4","22,0",,"38,8","1,4","0,4","16,03322029"
