,,,Provincia di Lecce,,,
15/10/2009 23.00,"0,9","8,4","12,4","0,1","49,2","11,6"
16/10/2009 0.00,"0,7","7,2","10,4","0,1","48,7","11,6"
16/10/2009 1.00,"0,8","6,2","10,3","0,1","45,8","9,2"
16/10/2009 2.00,"0,8","6,6","10,8","0,1","42,7","9,2"
16/10/2009 3.00,"0,8","6,3","10,3","0,1","41,5","9,2"
16/10/2009 4.00,"0,8","6,4","10,4","0,1","40,7","9,2"
16/10/2009 5.00,"0,7","8,1","11,6","0,1","37,2","9,2"
16/10/2009 6.00,"0,8","21,9","33,1","0,1","23,7","9,2"
16/10/2009 7.00,"0,9","33,0","61,9","0,2","16,1","9,2"
16/10/2009 8.00,"1,1","24,4","42,5","0,2","28,0","9,2"
16/10/2009 9.00,"1,2","19,4","33,8","0,2","35,5","9,2"
16/10/2009 10.00,"1,4","16,3","27,7","0,2","49,1","9,2"
16/10/2009 11.00,"1,5","15,4","23,5","0,1","55,7","9,2"
16/10/2009 12.00,"1,3","16,5","27,2","0,1","56,2","9,2"
16/10/2009 13.00,"1,5","13,3","20,2","0,1","63,8","9,2"
16/10/2009 14.00,"1,2","12,7","18,1","0,1","62,8","9,2"
16/10/2009 15.00,"1,3","13,4","18,6","0,1","60,8","9,2"
16/10/2009 16.00,"1,4","18,1","22,1","0,2","57,2","9,2"
16/10/2009 17.00,"1,3","33,2","41,0","0,2","41,8","9,2"
16/10/2009 18.00,"1,5","35,2","45,4","0,2","34,7","9,2"
16/10/2009 19.00,"1,6","30,8","38,0","0,2","38,2","9,2"
16/10/2009 20.00,"1,5","28,5","33,9","0,2","37,5","9,2"
16/10/2009 21.00,"1,6","24,1","30,3","0,2","39,9","9,2"
16/10/2009 22.00,"1,5","15,9","21,2","0,1","49,0","9,2"
16/10/2009 23.00,"1,3","16,7","21,5","0,1","43,5","9,2"
17/10/2009 0.00,"1,4","18,6","23,2","0,2","34,1","9,2"
17/10/2009 1.00,"1,2","14,0","18,4","0,2","32,2","14,5"
17/10/2009 2.00,"0,8",,,"0,1","31,4","14,5"
17/10/2009 3.00,"1,0","10,4","14,8",,"32,1","14,5"
17/10/2009 4.00,"1,0","8,5","13,3","0,1","31,9","14,5"
17/10/2009 5.00,"1,0","10,2","14,8","0,1",,"14,5"
17/10/2009 6.00,"1,2","21,9","35,9","0,1","19,8","14,5"
17/10/2009 7.00,"1,4","33,5","81,2","0,2","15,8","14,5"
17/10/2009 8.00,"1,5","29,8","55,2","0,2","30,2","14,5"
17/10/2009 9.00,"1,4","16,6","26,7","0,1","59,3","14,5"
17/10/2009 10.00,"1,5","12,8","21,2","0,1","72,3","14,5"
17/10/2009 11.00,"1,3","11,2","16,5","0,1","79,2","14,5"
17/10/2009 12.00,"1,5","17,9","26,1","0,1","80,6","14,5"
17/10/2009 13.00,"1,2","10,6","14,3","0,1","84,6","14,5"
17/10/2009 14.00,"1,2","8,1","11,6","0,1","82,9","14,5"
17/10/2009 15.00,"1,4","11,2","15,3","0,1","77,8","14,5"
17/10/2009 16.00,"1,4","16,0","19,3","0,1","73,6","14,5"
17/10/2009 17.00,"1,4","37,1","43,9","0,2","49,6","14,5"
17/10/2009 18.00,"1,4","63,0","83,2","0,3","17,8","14,5"
17/10/2009 19.00,"1,6","65,4","89,4","0,3","14,7","14,5"
17/10/2009 20.00,"1,7","54,4","76,7","0,2","21,7","14,5"
17/10/2009 21.00,"1,2","29,8","37,4","0,2","49,5","14,5"
17/10/2009 22.00,"1,0","24,1","30,4","0,2","51,1","14,5"
17/10/2009 23.00,"1,0","26,0","31,9","0,2","50,7","14,5"
18/10/2009 0.00,"0,8","34,0","42,7","0,2","29,1","14,5"
18/10/2009 1.00,"0,7","14,7","19,4","0,1","49,0","5,0"
18/10/2009 2.00,"0,8","10,0","13,6","0,1","73,5","5,0"
18/10/2009 3.00,"0,8","6,6","10,2","0,1","77,4","5,0"
18/10/2009 4.00,"0,8","6,2","9,7","0,1","75,6","5,0"
18/10/2009 5.00,"0,8","6,6","10,0","0,1","77,1","5,0"
18/10/2009 6.00,"0,7","9,8","13,2","0,1","64,1","5,0"
18/10/2009 7.00,"0,6","10,7","15,3","0,1","60,8","5,0"
18/10/2009 8.00,"0,7","9,7","14,3","0,2","59,8","5,0"
18/10/2009 9.00,"0,7","7,7","11,8","0,1","74,8","5,0"
18/10/2009 10.00,"0,8","7,2","10,6","0,1","78,7","5,0"
18/10/2009 11.00,"0,6","7,0","10,7","0,1","80,3","5,0"
18/10/2009 12.00,"0,7","6,6","10,1","0,1","81,9","5,0"
18/10/2009 13.00,"0,7","5,2","9,1","0,1","81,5","5,0"
18/10/2009 14.00,"0,5","5,4","8,8","0,1","81,7","5,0"
18/10/2009 15.00,"0,5","5,9","9,3","0,1","81,7","5,0"
18/10/2009 16.00,"0,6","8,1","11,7","0,1","74,9","5,0"
18/10/2009 17.00,"0,8","13,8","17,9","0,1","58,6","5,0"
18/10/2009 18.00,"1,0","15,7","19,7","0,2","51,0","5,0"
18/10/2009 19.00,"1,1","14,5","18,6","0,1","52,2","5,0"
18/10/2009 20.00,"1,4","13,9","19,4","0,1","48,8","5,0"
18/10/2009 21.00,"0,8","11,5","15,5","0,1","45,3","5,0"
18/10/2009 22.00,"0,7","17,5","22,8","0,1","38,2","5,0"
18/10/2009 23.00,"0,6","20,2","26,3","0,1","31,5","5,0"
19/10/2009 0.00,"0,6","15,0","19,5","0,1","38,3","5,0"
19/10/2009 1.00,"0,6","9,4","13,1","0,1","47,1","9,4"
19/10/2009 2.00,"0,8",,,"0,1","53,7","9,4"
19/10/2009 3.00,"0,8","7,2","11,5",,"55,3","9,4"
19/10/2009 4.00,"0,7","8,9","12,8","0,1","53,0","9,4"
19/10/2009 5.00,"0,6","9,2","13,8","0,1",,"9,4"
19/10/2009 6.00,"0,6","14,1","19,6","0,1","40,1","9,4"
19/10/2009 7.00,"1,0","28,9","50,5","0,1","23,1","9,4"
19/10/2009 8.00,"1,0","21,0","35,0","0,1","28,9","9,4"
19/10/2009 9.00,"1,2","20,8","34,8","0,1","28,4","9,4"
19/10/2009 10.00,"1,6","19,0","34,5","0,2","33,3","9,4"
19/10/2009 11.00,"2,6","14,8","25,6","0,1","46,4","9,4"
19/10/2009 12.00,"3,7","15,8","25,7","0,1","56,9","9,4"
19/10/2009 13.00,"3,6","14,2","20,9","0,1","60,3","9,4"
19/10/2009 14.00,"2,8","14,7","19,9","0,1","56,2","9,4"
19/10/2009 15.00,"3,4","21,2","26,8","0,2","42,0","9,4"
19/10/2009 16.00,"3,4","32,4","41,4","0,1","32,7","9,4"
19/10/2009 17.00,"3,3","47,5","67,6","0,2","13,1","9,4"
19/10/2009 18.00,"2,9","50,3","80,0","0,2","6,5","9,4"
19/10/2009 19.00,"2,1","39,8","58,4","0,2","15,4","9,4"
19/10/2009 20.00,"1,9","22,1","31,7","0,1","34,6","9,4"
19/10/2009 21.00,"1,6","18,8","27,7","0,1","35,5","9,4"
19/10/2009 22.00,"1,5","14,0","19,0","0,1","40,7","9,4"
19/10/2009 23.00,"1,2","10,5","15,4","0,1","42,7","9,4"
20/10/2009 0.00,"1,2","11,0","15,7","0,1","40,5","9,4"
20/10/2009 1.00,"1,0","8,8","13,2","0,1","38,8","20,0"
20/10/2009 2.00,"1,0","10,3","16,5","0,1","34,7","20,0"
20/10/2009 3.00,"0,9","8,1","11,8","0,1","33,0","20,0"
20/10/2009 4.00,"1,1","6,4","11,5","0,1","31,8","20,0"
20/10/2009 5.00,"1,0","11,0","17,4","0,1","28,0","20,0"
20/10/2009 6.00,"1,2","25,6","51,5","0,2","9,2","20,0"
20/10/2009 7.00,"1,5","33,1","90,4","0,3","11,8","20,0"
20/10/2009 8.00,"1,5","24,5","50,2","0,2","25,8","20,0"
20/10/2009 9.00,"2,6","13,7","25,1","0,1","54,9","20,0"
20/10/2009 10.00,"2,7","14,5","21,8","0,1","63,0","20,0"
20/10/2009 11.00,"2,4","12,0","17,3","0,1","67,4","20,0"
20/10/2009 12.00,"2,3","16,7","26,5","0,1","66,6","20,0"
20/10/2009 13.00,"1,8","12,6","16,9","0,1","73,3","20,0"
20/10/2009 14.00,"1,6","11,5","14,6","0,1","73,9","20,0"
20/10/2009 15.00,"1,7","15,4","19,7","0,1","67,7","20,0"
20/10/2009 16.00,"1,4","26,4","32,4","0,2","50,5","20,0"
20/10/2009 17.00,"1,6","68,9","121,2","0,4","6,5","20,0"
20/10/2009 18.00,"2,1","72,0","130,4","0,8","3,9","20,0"
20/10/2009 19.00,"2,0","69,2","136,7","0,7","4,7","20,0"
20/10/2009 20.00,"2,2","63,4","156,3","0,7","3,3","20,0"
20/10/2009 21.00,"1,4","53,3","95,0","0,5","3,8","20,0"
20/10/2009 22.00,"1,5","45,3","93,1","0,5","3,8","20,0"
20/10/2009 23.00,"1,3","40,6","77,9","0,5","3,9","20,0"
21/10/2009 0.00,"1,2","35,5","55,8","0,4","6,0","20,0"
21/10/2009 1.00,"1,0","23,3","34,9","0,3","13,1","12,2"
21/10/2009 2.00,"0,9",,,"0,2","14,1","12,2"
21/10/2009 3.00,"0,8","9,2","17,5",,"21,4","12,2"
21/10/2009 4.00,"1,0","16,4","38,2","0,1","9,1","12,2"
21/10/2009 5.00,"1,0","22,2","46,7","0,1",,"12,2"
21/10/2009 6.00,"1,3","30,0","108,9","0,2","2,5","12,2"
21/10/2009 7.00,"2,6","54,0","226,8","0,7","4,7","12,2"
21/10/2009 8.00,"1,6","43,4","114,2","0,4","14,6","12,2"
21/10/2009 9.00,"1,1","16,7","34,8","0,1","60,1","12,2"
21/10/2009 10.00,"1,1","12,9","23,4","0,1","71,0","12,2"
21/10/2009 11.00,"1,0","12,5","18,1","0,1","75,9","12,2"
21/10/2009 12.00,"0,9","15,8","22,7","0,1","75,4","12,2"
21/10/2009 13.00,"1,0","10,2","14,6","0,1","80,5","12,2"
21/10/2009 14.00,"1,1","8,8","12,6","0,1","80,9","12,2"
21/10/2009 15.00,"0,9","10,2","14,1","0,0","78,5","12,2"
21/10/2009 16.00,"1,0","13,9","18,1","0,1","72,1","12,2"
21/10/2009 17.00,"0,9","19,7","24,0","0,1","62,0","12,2"
21/10/2009 18.00,"1,0","25,3","30,1","0,1","55,5","12,2"
21/10/2009 19.00,"0,8","17,8","21,4","0,1","65,8","12,2"
21/10/2009 20.00,"0,8","10,7","13,8","0,1","75,7","12,2"
21/10/2009 21.00,"0,6","8,2","12,0","0,0","79,6","12,2"
21/10/2009 22.00,"0,7","8,0","10,9","0,1","79,4","12,2"
21/10/2009 23.00,"0,6","6,0","8,8","0,0","81,8","12,2"
22/10/2009 0.00,"0,6","5,1","8,1","0,1","82,6","12,2"
22/10/2009 1.00,"0,5","5,4","8,3","0,0","84,4","2,4"
22/10/2009 2.00,"0,4","4,8","8,3","0,1","83,1","2,4"
22/10/2009 3.00,"0,3","3,5","6,1","0,1","82,3","2,4"
22/10/2009 4.00,,,,,,"2,4"
22/10/2009 5.00,"0,3","5,8","9,4","0,2","79,9","2,4"
22/10/2009 6.00,"0,3","8,9","12,3","0,2","80,6","2,4"
22/10/2009 7.00,"0,2","15,3","19,3","0,3","74,8","2,4"
22/10/2009 8.00,"0,2","12,8","16,5","0,3","74,9","2,4"
22/10/2009 9.00,"0,2","11,6","15,2","0,3","73,9","2,4"
22/10/2009 10.00,"0,2","10,7","14,7","0,3","74,6","2,4"
22/10/2009 11.00,"0,2","11,2","16,1","0,3","73,5","2,4"
22/10/2009 12.00,"0,1","13,3","18,6","0,3","71,3","2,4"
22/10/2009 13.00,"0,2","10,4","14,6","0,3","73,7","2,4"
22/10/2009 14.00,"0,2","8,6","12,1","0,3","76,9","2,4"
22/10/2009 15.00,"0,1","10,0","13,8","0,3","76,8","2,4"
22/10/2009 16.00,"0,1","9,5","13,2","0,3","75,5","2,4"
22/10/2009 17.00,"0,1","12,9","16,5","0,2","60,2","2,4"
22/10/2009 18.00,"0,1","9,9","13,7","0,2","62,1","2,4"
22/10/2009 19.00,"0,2","13,7","18,7","0,3","53,2","2,4"
22/10/2009 20.00,"0,1","8,8","12,3","0,2","68,5","2,4"
22/10/2009 21.00,"0,2","6,2","9,7","0,2","79,4","2,4"
22/10/2009 22.00,"0,2","5,9","9,6","0,2","78,7","2,4"
22/10/2009 23.00,"0,1","6,4","10,0","0,2","73,0","2,4"
23/10/2009 0.00,"0,1","5,3","8,2","0,2","80,5","2,4"
23/10/2009 1.00,"0,1","4,7","7,1","0,2","82,7",
23/10/2009 2.00,"0,1",,,"0,2","85,1",
23/10/2009 3.00,"0,1","5,3","8,8",,"84,1",
23/10/2009 4.00,"0,1","5,3","8,1","0,2","83,8",
23/10/2009 5.00,"0,1","5,5","9,0","0,1",,
23/10/2009 6.00,"0,2","7,5","11,7","0,2","75,1",
23/10/2009 7.00,"0,1","9,9","14,4","0,2","71,3",
23/10/2009 8.00,"0,1","9,9","14,4","0,1","70,3",
23/10/2009 9.00,"0,1","10,1","14,1","0,2","65,5",
23/10/2009 10.00,"0,1","10,8","14,6","0,2","68,3",
23/10/2009 11.00,"0,0","14,6","18,8","0,2","66,7",
23/10/2009 12.00,"0,0","31,2","45,2","0,3","50,4",
23/10/2009 13.00,"0,1","14,4","18,6","0,2","66,9",
23/10/2009 14.00,"0,1","10,8","14,3","0,2","63,5",
23/10/2009 15.00,"0,1","10,0","13,4","0,2","68,3",
23/10/2009 16.00,"0,1","9,8","14,1","0,1","73,4",
23/10/2009 17.00,"0,1","10,7","14,3","0,2","69,6",
23/10/2009 18.00,"0,1","10,4","14,1","0,1","66,1",
23/10/2009 19.00,"0,1","10,4","15,0","0,2","60,8",
23/10/2009 20.00,,,,,,
23/10/2009 21.00,,,,,,
23/10/2009 22.00,,,,,,
23/10/2009 23.00,,,,,,
24/10/2009 0.00,,,,,,
24/10/2009 1.00,,,,,,
24/10/2009 2.00,,,,,,
24/10/2009 3.00,,,,,,
24/10/2009 4.00,,,,,,
24/10/2009 5.00,,,,,,
24/10/2009 6.00,,,,,,
24/10/2009 7.00,,,,,,
24/10/2009 8.00,,,,,,
24/10/2009 9.00,,,,,,
24/10/2009 10.00,,,,,,
24/10/2009 11.00,,,,,,
24/10/2009 12.00,,,,,,
24/10/2009 13.00,,,,,,
24/10/2009 14.00,,,,,,
24/10/2009 15.00,,,,,,
24/10/2009 16.00,,,,,,
24/10/2009 17.00,,,,,,
24/10/2009 18.00,,,,,,
24/10/2009 19.00,,,,,,
24/10/2009 20.00,,,,,,
24/10/2009 21.00,,,,,,
24/10/2009 22.00,,,,,,
24/10/2009 23.00,,,,,,
25/10/2009 0.00,,,,,,
25/10/2009 1.00,,,,,,
25/10/2009 2.00,,,,,,
25/10/2009 3.00,,,,,,
25/10/2009 4.00,,,,,,
25/10/2009 5.00,,,,,,
25/10/2009 6.00,,,,,,
25/10/2009 7.00,,,,,,
25/10/2009 8.00,,,,,,
25/10/2009 9.00,,,,,,
25/10/2009 10.00,,,,,,
25/10/2009 11.00,,,,,,
25/10/2009 12.00,,,,,,
25/10/2009 13.00,,,,,,
25/10/2009 14.00,,,,,,
25/10/2009 15.00,,,,,,
25/10/2009 16.00,,,,,,
25/10/2009 17.00,,,,,,
25/10/2009 18.00,,,,,,
25/10/2009 19.00,,,,,,
25/10/2009 20.00,,,,,,
25/10/2009 21.00,,,,,,
25/10/2009 22.00,,,,,,
25/10/2009 23.00,,,,,,
26/10/2009 0.00,,,,,,
26/10/2009 1.00,,,,,,
26/10/2009 2.00,,,,,,
26/10/2009 3.00,,,,,,
26/10/2009 4.00,,,,,,
26/10/2009 5.00,,,,,,
26/10/2009 6.00,,,,,,
26/10/2009 7.00,,,,,,
26/10/2009 8.00,,,,,,
26/10/2009 9.00,,,,,,
26/10/2009 10.00,,,,,,
26/10/2009 11.00,,,,,,
26/10/2009 12.00,,,,,,
26/10/2009 13.00,,,,,,
26/10/2009 14.00,,,,,,
26/10/2009 15.00,,,,,,
26/10/2009 16.00,,,,,,
26/10/2009 17.00,,,,,,
26/10/2009 18.00,,,,,,
26/10/2009 19.00,,,,,,
26/10/2009 20.00,,,,,,
26/10/2009 21.00,,,,,,
26/10/2009 22.00,,,,,,
26/10/2009 23.00,,,,,,
27/10/2009 0.00,,,,,,
27/10/2009 1.00,,,,,,"17,9"
27/10/2009 2.00,,,,,,"17,9"
27/10/2009 3.00,,,,,,"17,9"
27/10/2009 4.00,,,,,,"17,9"
27/10/2009 5.00,,,,,,"17,9"
27/10/2009 6.00,,,,,,"17,9"
27/10/2009 7.00,,,,,,"17,9"
27/10/2009 8.00,,,,,,"17,9"
27/10/2009 9.00,,,,,,"17,9"
27/10/2009 10.00,,,,,,"17,9"
27/10/2009 11.00,,,,,,"17,9"
27/10/2009 12.00,,,,,,"17,9"
27/10/2009 13.00,,,,,,"17,9"
27/10/2009 14.00,,,,,,"17,9"
27/10/2009 15.00,,,,,,"17,9"
27/10/2009 16.00,,,,,,"17,9"
27/10/2009 17.00,"0,5","17,0","20,9","0,1","67,2","17,9"
27/10/2009 18.00,"0,6","17,9","22,9","0,2","62,7","17,9"
27/10/2009 19.00,"0,7","26,7","33,4","0,2","48,2","17,9"
27/10/2009 20.00,"0,6","27,3","32,6","0,2","50,3","17,9"
27/10/2009 21.00,"0,5","16,7","21,4","0,2","62,5","17,9"
27/10/2009 22.00,"0,6","13,8","18,0","0,2","61,9","17,9"
27/10/2009 23.00,"0,5","12,9","16,3","0,1","58,9","17,9"
28/10/2009 0.00,"0,6","12,1","15,8","0,1","53,9","17,9"
28/10/2009 1.00,"0,5","9,6","14,1","0,1","56,1","9,0"
28/10/2009 2.00,"0,5","10,0","13,5","0,1","54,8","9,0"
28/10/2009 3.00,"0,3","8,3","12,2","0,1","50,0","9,0"
28/10/2009 4.00,"0,3","8,9","13,1","0,1","45,7","9,0"
28/10/2009 5.00,"0,4","8,7","12,7","0,1","46,0","9,0"
28/10/2009 6.00,"0,5","8,9","13,0","0,1","45,2","9,0"
28/10/2009 7.00,"0,4","16,5","24,0","0,1","36,7","9,0"
28/10/2009 8.00,"0,4","19,6","34,1","0,1","40,5","9,0"
28/10/2009 9.00,"0,6","14,4","24,9","0,2","51,3","9,0"
28/10/2009 10.00,"0,9","13,3","21,6","0,1","58,1","9,0"
28/10/2009 11.00,"0,9","13,5","21,1","0,1","62,8","9,0"
28/10/2009 12.00,"1,3","16,2","25,3","0,1","71,8","9,0"
28/10/2009 13.00,"1,1","15,7","24,1","0,1","70,3","9,0"
28/10/2009 14.00,"0,9","13,6","19,8","0,1","73,7","9,0"
28/10/2009 15.00,"0,8","15,9","19,5","0,1","75,5","9,0"
28/10/2009 16.00,"0,7","16,8","21,7","0,1","68,1","9,0"
28/10/2009 17.00,"0,7","28,0","34,6","0,2","53,9","9,0"
28/10/2009 18.00,"0,6","27,4","34,3","0,2","48,3","9,0"
28/10/2009 19.00,"0,6","27,5","35,7","0,2","43,9","9,0"
28/10/2009 20.00,"0,6","24,8","32,0","0,2","40,2","9,0"
28/10/2009 21.00,"0,5","16,8","22,4","0,1","40,7","9,0"
28/10/2009 22.00,"0,4","14,6","20,7","0,1","40,1","9,0"
28/10/2009 23.00,"0,5","11,6","15,7","0,1","55,4","9,0"
29/10/2009 0.00,"0,5","11,4","15,6","0,1","50,2","9,0"
29/10/2009 1.00,"0,3","10,5","15,3","0,1","37,8","16,1"
29/10/2009 2.00,"0,3",,,"0,1","35,1","16,1"
29/10/2009 3.00,"0,4","9,2","13,8",,"36,1","16,1"
29/10/2009 4.00,"0,3","7,3","11,6","0,1","40,2","16,1"
29/10/2009 5.00,"0,4","8,4","13,0","0,1",,"16,1"
29/10/2009 6.00,"0,4","9,5","14,4","0,1","37,1","16,1"
29/10/2009 7.00,"0,5","14,4","21,7","0,1","39,6","16,1"
29/10/2009 8.00,"0,7","27,4","54,0","0,1","29,1","16,1"
29/10/2009 9.00,"0,5","24,1","39,6","0,1","41,3","16,1"
29/10/2009 10.00,"0,5","16,5","26,3","0,1","60,7","16,1"
29/10/2009 11.00,"0,6","17,1","25,6","0,1","66,3","16,1"
29/10/2009 12.00,"0,6","16,7","25,5","0,1","69,6","16,1"
29/10/2009 13.00,"0,8","21,3","30,9","0,1","68,2","16,1"
29/10/2009 14.00,"0,7","19,0","25,8","0,1","70,3","16,1"
29/10/2009 15.00,"0,6","17,5","23,7","0,1","72,9","16,1"
29/10/2009 16.00,"0,7","21,8","26,0","0,1","66,0","16,1"
29/10/2009 17.00,"0,5","26,2","31,0","0,1","61,0","16,1"
29/10/2009 18.00,"0,4","37,5","45,6","0,2","41,3","16,1"
29/10/2009 19.00,"0,5","37,2","47,9","0,2","30,7","16,1"
29/10/2009 20.00,"0,5","44,7","54,8","0,3","18,7","16,1"
29/10/2009 21.00,"0,4","35,6","45,1","0,2","28,2","16,1"
29/10/2009 22.00,"0,5","25,1","32,8","0,2","31,7","16,1"
29/10/2009 23.00,"0,4","22,4","29,7","0,2","28,8","16,1"
30/10/2009 0.00,"0,4","14,1","20,7","0,1","35,1","16,1"
30/10/2009 1.00,"0,3","10,8","16,3","0,1","40,4","13,6"
30/10/2009 2.00,"0,4","8,8","13,6","0,1","41,7","13,6"
30/10/2009 3.00,"0,4","8,4","12,3","0,1","36,8","13,6"
30/10/2009 4.00,"0,4","6,9","11,6","0,1","48,2","13,6"
30/10/2009 5.00,"0,5","6,9","11,7","0,1","44,8","13,6"
30/10/2009 6.00,"0,4","9,5","14,7","0,1","47,1","13,6"
30/10/2009 7.00,"0,4","16,5","22,6","0,1","41,5","13,6"
30/10/2009 8.00,"0,5","26,2","47,1","0,2","34,8","13,6"
30/10/2009 9.00,"0,7","24,4","39,6","0,2","48,1","13,6"
30/10/2009 10.00,"0,8","16,5","27,1","0,1","58,2","13,6"
30/10/2009 11.00,"1,7","15,1","24,4","0,1","63,2","13,6"
30/10/2009 12.00,"2,5","16,6","24,0","0,1","67,8","13,6"
30/10/2009 13.00,"3,6","17,0","25,7","0,1","67,7","13,6"
30/10/2009 14.00,"3,6","15,3","22,3","0,1","70,5","13,6"
30/10/2009 15.00,"2,8","14,7","19,8","0,1","70,6","13,6"
30/10/2009 16.00,"2,3","19,8","24,9","0,1","64,5","13,6"
30/10/2009 17.00,"1,6","28,9","34,5","0,2","50,7","13,6"
30/10/2009 18.00,"1,5","30,5","37,4","0,1","44,8","13,6"
30/10/2009 19.00,"1,2","24,1","33,2","0,1","42,2","13,6"
30/10/2009 20.00,"1,2","21,1","27,9","0,1","38,7","13,6"
30/10/2009 21.00,"0,9","19,6","26,9","0,1","37,7","13,6"
30/10/2009 22.00,"0,9","19,6","25,4","0,1","42,2","13,6"
30/10/2009 23.00,"0,9","10,9","15,6","0,1","57,7","13,6"
31/10/2009 0.00,"0,8","10,4","14,5","0,1","57,0","13,6"
31/10/2009 1.00,"0,9","9,0","14,1","0,1","60,2",
31/10/2009 2.00,"1,0",,,"0,1","59,9",
31/10/2009 3.00,"1,1","7,7","10,9",,"58,7",
31/10/2009 4.00,"1,3","8,0","12,2","0,1","57,3",
31/10/2009 5.00,"1,3","8,2","11,7","0,1",,
31/10/2009 6.00,"1,1","8,1","12,3","0,1","52,8",
31/10/2009 7.00,"1,3","11,0","16,6","0,1","51,2",
31/10/2009 8.00,"1,4","15,4","24,9","0,1","50,6",
31/10/2009 9.00,"1,6","12,9","21,8","0,1","56,3",
31/10/2009 10.00,,,,,,
31/10/2009 11.00,,,,,,
31/10/2009 12.00,,,,,,
31/10/2009 13.00,,,,,,
31/10/2009 14.00,,,,,,
31/10/2009 15.00,,,,,,
31/10/2009 16.00,,,,,,
31/10/2009 17.00,,,,,,
31/10/2009 18.00,,,,,,
31/10/2009 19.00,,,,,,
31/10/2009 20.00,,,,,,
31/10/2009 21.00,,,,,,
31/10/2009 22.00,,,,,,
31/10/2009 23.00,,,,,,
01/11/2009 0.00,,,,,,
01/11/2009 1.00,,,,,,
01/11/2009 2.00,,,,,,
01/11/2009 3.00,,,,,,
01/11/2009 4.00,,,,,,
01/11/2009 5.00,,,,,,
01/11/2009 6.00,,,,,,
01/11/2009 7.00,,,,,,
01/11/2009 8.00,,,,,,
01/11/2009 9.00,,,,,,
01/11/2009 10.00,,,,,,
01/11/2009 11.00,,,,,,
01/11/2009 12.00,,,,,,
01/11/2009 13.00,,,,,,
01/11/2009 14.00,,,,,,
01/11/2009 15.00,,,,,,
01/11/2009 16.00,,,,,,
01/11/2009 17.00,,,,,,
01/11/2009 18.00,,,,,,
01/11/2009 19.00,,,,,,
01/11/2009 20.00,,,,,,
01/11/2009 21.00,,,,,,
01/11/2009 22.00,,,,,,
01/11/2009 23.00,,,,,,
02/11/2009 0.00,,,,,,
02/11/2009 1.00,,,,,,
02/11/2009 2.00,,,,,,
02/11/2009 3.00,,,,,,
02/11/2009 4.00,,,,,,
02/11/2009 5.00,,,,,,
02/11/2009 6.00,,,,,,
02/11/2009 7.00,,,,,,
02/11/2009 8.00,,,,,,
02/11/2009 9.00,,,,,,
02/11/2009 10.00,,,,,,
02/11/2009 11.00,,,,,,
02/11/2009 12.00,,,,,,
02/11/2009 13.00,,,,,,
02/11/2009 14.00,,,,,,
02/11/2009 15.00,,,,,,
02/11/2009 16.00,,,,,,
02/11/2009 17.00,,,,,,
02/11/2009 18.00,,,,,,
02/11/2009 19.00,,,,,,
02/11/2009 20.00,,,,,,
02/11/2009 21.00,,,,,,
02/11/2009 22.00,,,,,,
02/11/2009 23.00,,,,,,
03/11/2009 0.00,,,,,,
03/11/2009 1.00,,,,,,"7,8"
03/11/2009 2.00,,,,,,"7,8"
03/11/2009 3.00,,,,,,"7,8"
03/11/2009 4.00,,,,,,"7,8"
03/11/2009 5.00,,,,,,"7,8"
03/11/2009 6.00,,,,,,"7,8"
03/11/2009 7.00,,,,,,"7,8"
03/11/2009 8.00,,,,,,"7,8"
03/11/2009 9.00,,,,,,"7,8"
03/11/2009 10.00,,,,,,"7,8"
03/11/2009 11.00,,,,,,"7,8"
03/11/2009 12.00,,,,,,"7,8"
03/11/2009 13.00,,,,,,"7,8"
03/11/2009 14.00,,,,,,"7,8"
03/11/2009 15.00,,,,,,"7,8"
03/11/2009 16.00,,,,,,"7,8"
03/11/2009 17.00,,,,,,"7,8"
03/11/2009 18.00,,,,,,"7,8"
03/11/2009 19.00,,,,,,"7,8"
03/11/2009 20.00,,,,,,"7,8"
03/11/2009 21.00,,,,,,"7,8"
03/11/2009 22.00,,,,,,"7,8"
03/11/2009 23.00,,,,,,"7,8"
04/11/2009 0.00,,,,,,"7,8"
04/11/2009 1.00,,,,,,"7,2"
04/11/2009 2.00,,,,,,"7,2"
04/11/2009 3.00,,,,,,"7,2"
04/11/2009 4.00,,,,,,"7,2"
04/11/2009 5.00,,,,,,"7,2"
04/11/2009 6.00,,,,,,"7,2"
04/11/2009 7.00,,,,,,"7,2"
04/11/2009 8.00,,,,,,"7,2"
04/11/2009 9.00,,,,,,"7,2"
04/11/2009 10.00,"1,6","14,6","23,4","0,4","50,9","7,2"
04/11/2009 11.00,"1,7","12,8","20,7","0,4","57,4","7,2"
04/11/2009 12.00,"1,7","12,8","21,2","0,4","63,5","7,2"
04/11/2009 13.00,"1,9","13,8","22,2","0,4","69,8","7,2"
04/11/2009 14.00,"1,3","22,7","39,2","0,4","66,0","7,2"
04/11/2009 15.00,"1,0","10,7","14,7","0,4","77,4","7,2"
04/11/2009 16.00,"1,0","13,7","17,6","0,4","70,9","7,2"
04/11/2009 17.00,"1,0","24,6","28,9","0,4","53,6","7,2"
04/11/2009 18.00,"1,0","24,2","28,8","0,4","55,7","7,2"
04/11/2009 19.00,"0,9","23,9","28,2","0,4","58,0","7,2"
04/11/2009 20.00,"1,0","18,0","22,1","0,4","63,6","7,2"
