,ARPA Puglia,,,,,
,S.Maria Cerrate,,,,,
Parm,SO2,NO2,CO,O3,,BENZENE
18/05/2008 1.00,"1,54130304",,"1,3571426","53,16345072",,"0,45734999"
18/05/2008 2.00,"1,60095596",,"1,22695225","55,5738462",,"0,40509999"
18/05/2008 3.00,"1,43853199",,"1,17640975","57,83644422",,"0,37834999"
18/05/2008 4.00,"1,46057105",,"1,2692918","52,98632136",,"0,33899999"
18/05/2008 5.00,"1,10864997",,"1,329377","60,76753488",,
18/05/2008 6.00,"1,26275206",,"1,1927593","65,46583818",,"0,27994999"
18/05/2008 7.00,"1,09357798",,"1,28211545","70,83932454",,"0,1445"
18/05/2008 8.00,"1,12398601",,"1,009562","80,038809",,"0,1726"
18/05/2008 9.00,"1,10914195",,"0,36163015","91,35705726",,"0,40505001"
18/05/2008 10.00,"2,21928191",,"0,49339485","92,27064294",,"0,42115"
18/05/2008 11.00,"4,14600277",,"0,53461545","91,27583046",,"0,3955"
18/05/2008 12.00,"3,61640596",,"1,11977915","110,25810198",,"0,3901"
18/05/2008 13.00,"3,17316389",,"1,37688465","115,01094888",,"0,40515"
18/05/2008 14.00,"3,30433989",,"1,4940685","116,32937364",,"0,43454999"
18/05/2008 15.00,"2,29581809",,"1,5034111","116,82348372",,"0,40490001"
18/05/2008 16.00,"2,228827",,"1,41725425","115,87528836",,"0,38100001"
18/05/2008 17.00,"2,01459193",,"1,07319725","115,33326624",,"0,35705"
18/05/2008 18.00,"1,710693",,"0,6644332","115,4477097",,"0,34744999"
18/05/2008 19.00,"1,38057005",,"0,14763355","115,52607198",,"0,3355"
18/05/2008 20.00,"1,42493498",,"0,1370248","112,49399718",,"0,3184"
18/05/2008 21.00,"1,73374999",,"0,3434958","103,45569102",,"0,37869999"
18/05/2008 22.00,"1,45727396",,"0,59077685","102,0986541",,"0,46845001"
18/05/2008 23.00,"1,47108698",,"0,48531955","96,8663925",,"0,21075"
19/05/2008 0.00,"1,07607198",,"0,50414735","93,91128696",,"0,1998"
19/05/2008 1.00,,,"0,5690108","89,91216198",,
19/05/2008 2.00,"1,51170099",,"0,68833135","95,60390436",,
19/05/2008 3.00,"1,26637495","3,09631034",,"92,96577954",,
19/05/2008 4.00,"1,28133798","3,05289874","0,56904415","91,9829745",,
19/05/2008 5.00,"0,95391399","2,86009812","0,54128085","96,71057046",,
19/05/2008 6.00,"1,31194997","3,3120949","0,42712725","100,16094366",,
19/05/2008 7.00,"1,32186997","4,25822473","0,30956275","104,59300356",,
19/05/2008 8.00,"1,55574","5,54399357","0,19429595","103,95111564",,
19/05/2008 9.00,"1,84662402","4,47528649","0,28669845","105,8114448",,
19/05/2008 10.00,"2,52498794","3,72195727","0,64455085","107,30827422",,
19/05/2008 11.00,"2,77053189","3,29294255","0,6859773","106,94345994",,
19/05/2008 12.00,"2,35806894","3,52021814","1,0754708","109,37916522",,
19/05/2008 13.00,"2,37314892",,"0,5584975","106,64376444",,
19/05/2008 14.00,,"2,92670621","0,03471965","109,3787532",,
19/05/2008 15.00,"2,826478","2,97245777","0,0921748","110,00635776",,
19/05/2008 16.00,"2,29081702","4,33611318","0,0256979","107,70383304",,
19/05/2008 17.00,"2,2116909","3,91270196","0,0146947","108,31301442",,
19/05/2008 18.00,"2,28562307","3,67215968","0,0044367","105,82215732",,
19/05/2008 19.00,"2,33280206","3,59172059","0,3185477","104,52764934",,
19/05/2008 20.00,"2,00771499","3,38870426","0,56806895","104,52764934",,
19/05/2008 21.00,"1,67295802","3,39764278","0,62463975","103,50362268",,
19/05/2008 22.00,"2,18303394","3,5470318","0,7291851","98,39653668",,
19/05/2008 23.00,"2,36287904","3,63513219","0,7258432","89,89884",,
20/05/2008 0.00,"1,97904003","4,83024435","0,8268707","77,1676182",,
20/05/2008 1.00,"1,96088696","3,13716942","0,69662285","88,22886408",,
20/05/2008 2.00,"2,12401509","2,97756657","0,729675","90,4062132",,
20/05/2008 3.00,"2,48407197","2,81923904","0,6035706","81,10951164",,
20/05/2008 4.00,"1,94709301","2,99927143","0,6225019","79,67258208",,
20/05/2008 5.00,"1,86126995","4,14203536","0,55327995","77,0144841",,
20/05/2008 6.00,"1,69177997","4,42676797","0,54125325","73,1152053",,
20/05/2008 7.00,"1,91850197","5,53633225","0,4626818","63,79986474",,
20/05/2008 8.00,"1,99779499","4,2888681","0,0064722","68,98556808",,
20/05/2008 9.00,"1,81936896","3,19845616","0,04921195","84,41883666",,
20/05/2008 10.00,"1,94904697","3,06311257","0,01579985","90,77110596",,
20/05/2008 11.00,"2,63270497","2,62516122","0,0132572","94,67038476",,
20/05/2008 12.00,"2,2269721","2,59068625","0,0005083","97,61879988",,
20/05/2008 13.00,"2,11730194","2,77071864","0,01972365","100,40999994",,
20/05/2008 14.00,"2,12416601","2,33404449","0,02331855","103,22525412",,
20/05/2008 15.00,"1,61241996","2,64942048","0,4011315","104,87657142",,
20/05/2008 16.00,"2,45411205","2,76178201","0,4955971","102,15188316",,
20/05/2008 17.00,"2,05973601","3,32358593","0,1063221","97,5681999",,
20/05/2008 18.00,"2,83801794","3,93263303","0,4324552","95,40017028",,
20/05/2008 19.00,"2,30581403","4,25694941","0,7579604","89,10379836",,
20/05/2008 20.00,"2,53160191","4,82641464","0,88450985","82,29871908",,
20/05/2008 21.00,"2,59374309","4,44208872","0,5202646","79,29438696",,
20/05/2008 22.00,"2,96929789","4,96431263","0,17551645","77,59776708",,
20/05/2008 23.00,"3,23573494","5,57846665","0,18684855","76,1208912",,
21/05/2008 0.00,"3,21869993","5,37672752","0,18024755","71,35070022",,
21/05/2008 1.00,,"5,16860428","0,0707756","61,25493492",,
21/05/2008 2.00,"1,45250201",,"0,1039968","62,87166216",,
21/05/2008 3.00,"1,490569","4,11777422",,"65,83604796",,
21/05/2008 4.00,"1,06178904","4,0564856","0,36483405","52,35108462",,
21/05/2008 5.00,"1,021626","3,60576602","0,2891583","50,97809664",,
21/05/2008 6.00,"0,44460201","4,41910666","0,2313064","53,6588361",,
21/05/2008 7.00,"0,449411","7,56138299","0,2734792","58,07881008",,
21/05/2008 8.00,"0,457883","8,51900574","0,32087875","69,2479071",,
21/05/2008 9.00,"0,55673301","4,42421357","0,35749705","89,23032774",,
21/05/2008 10.00,"0,83296102","3,5048974","0,53767905","97,49627298",,
21/05/2008 11.00,"0,75978398","3,20101056","0,49786605","100,25021466",,
21/05/2008 12.00,"0,63992602","2,985226","0,3462995","104,59429848",,
21/05/2008 13.00,"0,69303501","3,49468169","0,8362294","97,74931212",,
21/05/2008 14.00,"0,53458297","3,8241031","0,68844405","98,74143666",,
21/05/2008 15.00,"0,98183602","4,01945811","1,04338925","100,91872692",,
21/05/2008 16.00,"0,78418499","3,79728944","1,18787755","102,8044836",,
21/05/2008 17.00,"0,86363602","2,84605269","1,08041465","105,69027168",,
21/05/2008 18.00,"0,81411499","3,29166536","0,8676543","105,54249384",,
21/05/2008 19.00,"0,81185198","4,13820376","0,8020031","103,45830048",,
21/05/2008 20.00,"0,63705897","5,29117964","0,7768986","97,17799734",,
21/05/2008 21.00,"0,56411302","4,72682133","0,70718215","94,62910428",,
21/05/2008 22.00,"0,63632601","5,83255589","0,57127285","88,68296898",,
21/05/2008 23.00,"0,463321","3,42700895","0,38975915","92,07220626",,
22/05/2008 0.00,"0,72723198","3,14100102","0,18465205","92,3398623",,
22/05/2008 1.00,"0,67830098","4,97963525","0,2754549","69,11207784",,
22/05/2008 2.00,"0,495603","6,35860952","0,3484546","55,4073705",,
22/05/2008 3.00,"0,517856","6,22582033","0,2817868","48,29468886",,
22/05/2008 4.00,"0,41936499","5,81212635","0,2308096","46,98162036",,
22/05/2008 5.00,"0,38861299","5,98066772","0,2057948","42,91721964",,
22/05/2008 6.00,"0,37443399","5,71763996","0,2038306","42,11019018",,
22/05/2008 7.00,"0,32929501","9,87244355","0,1212123","75,8172717",,
22/05/2008 8.00,"0,53504503","10,70238025","0,2155583","81,89254584",,
22/05/2008 9.00,"1,10207999","4,26844044","0,26699895","94,57848468",,
22/05/2008 10.00,"1,19844997","3,37210632","0,6290224","97,55487792",,
22/05/2008 11.00,"0,91432798","4,13309685","0,93551925","100,61512704",,
22/05/2008 12.00,"0,889027","4,05265588","0,9917347","107,49079908",,
22/05/2008 13.00,"0,81916702","4,12032862","0,93918775","110,02236768",,
22/05/2008 14.00,"0,90617698","3,74493933","0,843318","108,10596456",,
22/05/2008 15.00,"0,46076199","3,55596843","0,96888765","105,305445",,
22/05/2008 16.00,"0,76851302","3,31464741","0,9711451","106,75434276",,
22/05/2008 17.00,"0,423428","3,2674061","1,01322705","111,45264606",,
22/05/2008 18.00,"0,432376","4,14458788","0,9496976","112,94676792",,
22/05/2008 19.00,"0,29531699","4,07308542","0,62677645","109,7027775",,
22/05/2008 20.00,"0,34612501","4,09606748","0,3592577","107,96087466",,
22/05/2008 21.00,"0,25496101","4,2505653","0,35210125","105,12162522",,
22/05/2008 22.00,"0,33067101","4,93749897","0,2295791","102,44355408",,
22/05/2008 23.00,"0,223104","7,78227447","0,3622937","98,03696094",,
23/05/2008 0.00,"0,237849","5,87469218","0,27328715","91,96166718",,
23/05/2008 1.00,,"5,58995956","0,15962575","89,98406928",,
23/05/2008 2.00,"1,12903297",,"0,2060547","86,92511508",,
23/05/2008 3.00,"1,33242095","5,07284257",,"64,18737936",,
23/05/2008 4.00,"1,41469395","5,43418455","0,36868195","52,73995302",,
23/05/2008 5.00,"1,00304496","5,73168727","0,28173045","52,48960182",,
23/05/2008 6.00,"1,515782","11,10841103","0,2308027","50,31089892",,
23/05/2008 7.00,"1,05600703","11,0752095","0,1619706","70,15348782",,
23/05/2008 8.00,"1,30938494","8,1729845","0,09870335","83,77428042",,
23/05/2008 9.00,"4,61649179","11,06500131","0,4526262","90,75115242",,
23/05/2008 10.00,"5,07175207","8,94035914","1,0496832","103,35712014",,
23/05/2008 11.00,"4,7181859","7,75673801","1,3602706","112,71372156",,
23/05/2008 12.00,"3,35741401","5,18903382","1,8875364","117,53461062",,
23/05/2008 13.00,"2,99160194","4,46762517","1,74583225","117,2283228",,
23/05/2008 14.00,"2,84665608","4,25822473","1,28402905","121,47775974",,
23/05/2008 15.00,"4,389256","6,07387691","1,8114754","120,36177414",,
23/05/2008 16.00,"3,00653601","3,57767517","1,2167552","126,37189026",,
23/05/2008 17.00,"2,88782597","4,45357975","1,3790708","123,68442114",,
23/05/2008 18.00,"2,06415105","4,63488934","1,6685028","124,44489234",,
23/05/2008 19.00,"2,02431607","6,67398551","1,7884616","118,34562294",,
23/05/2008 20.00,"1,66922605","8,50496031","1,5190534","106,74102078",,
23/05/2008 21.00,"1,38718104","4,89663989","1,20746895","90,00003996",,
23/05/2008 22.00,"1,061553","4,9043012","0,8934833","68,88701682",,
23/05/2008 23.00,"1,17101705","5,82361738","0,7626524","57,87372222",,
24/05/2008 0.00,"1,17730105","6,48246209","0,7867978","47,9297961",,
24/05/2008 1.00,"0,954777","15,52496705","0,86267825","38,65171392",,
24/05/2008 2.00,"0,881145","14,39369415","0,83450095","41,40704862",,
24/05/2008 3.00,"1,22811496","10,89007019","0,76849555","40,32836064",,
24/05/2008 4.00,"1,25173795","8,72202019","0,78376295","42,12484632",,
24/05/2008 5.00,"1,03551698","7,5179714","0,7968557","31,472442",,
24/05/2008 6.00,"1,152807","7,09661799","0,67662435","41,9557023",,
24/05/2008 7.00,"1,15903497","6,15304067","0,6756733","68,49814842",,
24/05/2008 8.00,"1,49175203","5,04986051","0,6062708","95,9381703",,
24/05/2008 9.00,"2,62539101","4,9936788","0,9621613","105,58911096",,
24/05/2008 10.00,"3,73903203","5,6972123","1,2798603","112,88423898",,
24/05/2008 11.00,"3,31563902","4,07691702","1,3291033","116,45184168",,
24/05/2008 12.00,"3,62126899","3,5010658","1,5327798","124,09857972",,
24/05/2008 13.00,"2,75862002","3,15759896","1,3383447","128,26157094",,
24/05/2008 14.00,"1,92812097","2,72986144","1,56884035","131,16866634",,
24/05/2008 15.00,"2,41643906","2,82817755","1,8468103","132,34590558",,
24/05/2008 16.00,"2,60577202","3,35423118","1,94996185","123,8469336",,
24/05/2008 17.00,"2,69447994","3,62236585","1,8429601","111,51258516",,
24/05/2008 18.00,"2,45567799","3,71174344","0,96560325","109,90649196",,
24/05/2008 19.00,"2,36542702","4,38718421","0,5188846","105,88209642",,
24/05/2008 20.00,"1,70993197","6,19900479","0,8335499","97,61613156",,
24/05/2008 21.00,"2,13451791","6,70463076","0,91926055","90,10793034",,
24/05/2008 22.00,"2,069309","7,27920478","0,8195061","78,48335502",,
24/05/2008 23.00,"1,52349496","8,57773808","0,7236927","53,6774751",,
25/05/2008 0.00,"1,32678998","10,70621373","0,6452305","42,72011712",,
25/05/2008 1.00,,"12,55378271","0,66720125","30,5948394",,
25/05/2008 2.00,"0,91605598",,"0,68110935","20,8919646",,
25/05/2008 3.00,"1,02813995","9,59537225",,"19,73069604",,
25/05/2008 4.00,"0,86596203","7,65076059","0,73414735","17,6265923",,
25/05/2008 5.00,"0,86055499","7,13109108","6,26245265","86,84463384",,
25/05/2008 6.00,"0,815449","4,64765756",,"81,29060424",,
25/05/2008 7.00,"0,83347303","4,56849568",,"51,45084054",,
25/05/2008 8.00,"0,631284","4,05137868",,"69,1946388",,
25/05/2008 9.00,"0,96790397","3,37849043",,"88,9493301",,
25/05/2008 10.00,"1,36400998","3,34529267",,"95,93151912",,
25/05/2008 11.00,"1,802508","3,80750515",,"108,7332552",,
25/05/2008 12.00,"2,09317088","3,35933809",,"121,48176222",,
25/05/2008 13.00,"2,41898608","3,87134629",,"125,60741658",,
25/05/2008 14.00,"3,74202704","4,09862188",,"131,58812232",,
25/05/2008 15.00,"4,11129618","3,76792327",,"129,27769074",,
25/05/2008 16.00,"2,4456501","2,82945287",,"128,77286814",,
25/05/2008 17.00,"4,38173294","5,42524792",,"126,69279498",,
25/05/2008 18.00,"3,25001097","3,49723608",,"126,33325848",,
25/05/2008 19.00,"2,39742494","3,20484216",,"118,5187302",,
25/05/2008 20.00,"1,66333401","16,7226242",,"83,34146322",,
25/05/2008 21.00,"1,54270399","15,05764201",,"76,58700354",,
25/05/2008 22.00,"1,65029097","15,98462326",,"71,60905638",,
25/05/2008 23.00,"1,61109602","12,30607947",,"65,98653336",,
26/05/2008 0.00,"1,22604096","8,63136539",,"60,55846416",,
26/05/2008 1.00,"1,23948205","7,60734899",,"48,44250594",,
26/05/2008 2.00,"1,20977199","6,59482362",,"45,25170534",,
26/05/2008 3.00,"0,73011601","6,17729993",,"46,95099354",,
26/05/2008 4.00,"1,21598601","6,2117749",,"37,15619904",,
26/05/2008 5.00,"1,38375103","8,14106393",,"31,0209858",,
26/05/2008 6.00,"1,37200701","15,17638577",,"29,07935136",,
26/05/2008 7.00,"1,27982402","12,94704338",,"57,64201002",,
26/05/2008 8.00,"4,29362106","12,57293506",,"87,18747372",,
26/05/2008 9.00,"4,85297394","6,90254017",,"109,97973342",,
26/05/2008 10.00,"3,09930301","4,07436262",,"119,10999852",,
26/05/2008 11.00,"2,96112394","4,16501742",,"116,11892952",,
26/05/2008 12.00,"2,49891305","4,63744373",,"115,73010036",,
26/05/2008 13.00,"2,49671197","3,30060387",,"118,89825948",,
26/05/2008 14.00,"2,07547903","2,83328447",,"123,84022356",,
26/05/2008 15.00,"2,05932498","3,51638843",,"126,44644626",,
26/05/2008 16.00,"1,80610299","3,23676273",,"123,41405754",,
26/05/2008 17.00,"1,768929","3,64151819",,"123,04392624",,
26/05/2008 18.00,"2,57579494","4,40889095",,"120,02756706",,
26/05/2008 19.00,"2,64714599","5,03198348",,"113,15860506",,
26/05/2008 20.00,"1,70010996","6,76081058",,"91,1746305",,
26/05/2008 21.00,"1,55919003","17,03545143",,"59,8300128",,
26/05/2008 22.00,"1,49517095","9,79072727",,"52,28983098",,
26/05/2008 23.00,"1,33564901","12,38651479",,"53,2326897",,
27/05/2008 0.00,"1,48590302","12,03539228",,"51,35896008",,
27/05/2008 1.00,,"13,021104",,"38,5305408",,
27/05/2008 2.00,"0,881266",,,"46,31442264",,
27/05/2008 3.00,"0,90181702","6,56162585",,"44,8961517",,
27/05/2008 4.00,"0,89650398","7,90101824",,"36,11214036",,
27/05/2008 5.00,"0,96594298","9,04378217",,"28,70912196",,
27/05/2008 6.00,"0,807437","12,21797907",,"23,74847964",,
27/05/2008 7.00,"0,79006201","12,37629908",,"56,07323406",,
27/05/2008 8.00,"0,79487199","10,20186496","0,56028","81,9884484",,
27/05/2008 9.00,"0,934147","10,19291892","1,05418315","79,31702844",,
27/05/2008 10.00,"1,46422398","7,81291784","1,46584405","78,75903564",,
27/05/2008 11.00,"1,91333497","5,2311701","2,55576805","93,19615758",,
27/05/2008 12.00,"2,2141459","4,72682133","3,46105955","101,13584184",,
27/05/2008 13.00,"2,22378802","4,02073531","3,4527623","103,50762516",,
27/05/2008 14.00,"2,17293","3,7781371","4,51756685","103,32121554",,
27/05/2008 15.00,"2,73771906","3,16781279","5,4009313","98,91189522",,
27/05/2008 16.00,"2,63330793","3,28017433","5,18133305","98,66419272",,
27/05/2008 17.00,"2,34138298","3,38998146","4,68186735","97,6494267",,
27/05/2008 18.00,"2,11077404","3,84708704","3,5242003","91,2119085",,
27/05/2008 19.00,"1,90588403","5,77509887","2,47580625","83,8435194",,
27/05/2008 20.00,"1,94959605","6,89104726","1,26648695","93,14288928",,
27/05/2008 21.00,"1,73450696","7,23068438","0,6425211","100,113012",,
27/05/2008 22.00,"1,55601597","7,56648991","0,7015115","88,2155421",,
27/05/2008 23.00,"1,20682001","9,12422125","0,8133398","76,77211824",,
28/05/2008 0.00,"1,57262802","8,82289069","0,77304035","78,62985756",,
28/05/2008 1.00,"1,30954301","6,19900479","0,80454115","81,09752382",,
28/05/2008 2.00,"1,23218","4,75618938","0,6566983","83,30683392",,
28/05/2008 3.00,"1,08854604","4,31568176","0,74285975","78,9041844",,
28/05/2008 4.00,"0,94646102","3,82665749","0,60948505","80,74195056",,
28/05/2008 5.00,"1,11457801","4,4816706","0,7234857","76,63626936",,
28/05/2008 6.00,"0,84676802","9,14082107","0,5167663","75,08748618",,
28/05/2008 7.00,"1,03808498","11,50550706","0,51505625","87,22475172",,
28/05/2008 8.00,"2,015692","8,15766188","1,14353585","98,07824142",,
28/05/2008 9.00,"2,82804394","4,95792663","1,151012","107,20581858",,
28/05/2008 10.00,"2,89253712","4,14458788","1,92915835","110,79604314",,
28/05/2008 11.00,"3,23267102","4,47145677","2,8986831","112,9254606",,
28/05/2008 12.00,"3,58143902","3,66960716","3,8671142","114,2358804",,
28/05/2008 13.00,"2,89728498","3,58022957","3,8226207","115,66086138",,
28/05/2008 14.00,"3,12409997","3,46148392","4,35495455","113,61928266",,
28/05/2008 15.00,"2,99604702","2,88052766","4,97322215","111,75763896",,
28/05/2008 16.00,"2,639606","2,88308018","4,0912262","108,85713588",,
28/05/2008 17.00,"2,74679494","3,6453479","3,6555395","107,76106458",,
28/05/2008 18.00,"3,35684609","4,36037243","3,35643485","109,0235331",,
28/05/2008 19.00,"3,04243112","6,58460791","3,0673145","103,03352748",,
28/05/2008 20.00,"2,74480295","11,28206119","1,7725617","86,70272238",,
28/05/2008 21.00,"2,27700496","12,05964966","1,3766282","73,41085908",,
28/05/2008 22.00,"2,18389201","14,54307753","1,5139405","66,48327252",,
28/05/2008 23.00,"1,98291099","10,92965772","1,17886615","67,295619",,
29/05/2008 0.00,"1,71161997","8,2163961","1,1060792","75,99838392",,
29/05/2008 1.00,,"5,08688799","1,50381935","88,27147872",,
29/05/2008 2.00,"1,49923003",,"1,22395305","84,94751718",,
29/05/2008 3.00,"1,13685799","5,19924765",,"82,05101658",,
29/05/2008 4.00,"1,19154799","4,72299161","0,22414995","86,51760768",,
29/05/2008 5.00,"0,88107198","5,34736135","0,17989565","80,43566274",,
29/05/2008 6.00,"1,11772799","5,01027863","0,09427355","72,18435402",,
29/05/2008 7.00,"1,082075","5,63209396","0,2123889","80,50492134",,
29/05/2008 8.00,"1,71954703","15,36790731","0,4068539","80,1013968",,"0,52684999"
29/05/2008 9.00,"2,36299205","9,44343071","1,55487245","95,93018496",,"0,81825"
29/05/2008 10.00,"2,93285489","5,25542936","1,9168223","107,87833332",,"0,84539998"
29/05/2008 11.00,"3,36374497","5,09071771","2,731917","108,84642336",,"0,88494998"
29/05/2008 12.00,"3,91168594","4,32206775","4,03396195","113,6513025",,"1,41700006"
29/05/2008 13.00,"3,79752302","3,93774183","3,66644495","107,0167014",,"0,98989999"
29/05/2008 14.00,"4,38831711","4,36292683","3,4679515","108,14069196",,"0,99554998"
29/05/2008 15.00,"3,69070101","3,55086339","3,5843292","100,21429044",,"0,94674999"
29/05/2008 16.00,"3,08684301","3,15714564","4,76101265","97,7741118",,"0,65675002"
29/05/2008 17.00,"2,75079203","3,46020672","3,67561505","96,90767298",,"0,33140001"
29/05/2008 18.00,"2,44216108","4,21609033","2,6098836","87,3885591",,"0,65135002"
29/05/2008 19.00,"2,37984896","7,12981388","2,56882515","80,20659924",,"0,55454999"
29/05/2008 20.00,"2,27326298","7,89846572","2,8836503","84,02463162",,"0,61624998"
