Stat,TA-Paolo VI -CISI,,,,,,,
,,,,,
Parm,SO2,NOX,NO2,PM10 biorario,IPA TOT,PM10,PM2.5,CO
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3,mg/m3 293K
,,,,,,
,,,,
,,,,
,,,,
23/07/2014 18.00,"3,5","9,8","7,6","5,9","5,0","7,8","4,8","0,1"
23/07/2014 19.00,"3,2","13,3","11,0",,"9,4","7,8","4,8","0,1"
23/07/2014 20.00,"3,3","12,2","10,9","9,0","4,4","7,8","4,8","0,1"
23/07/2014 21.00,"3,3","12,5","11,2",,"1,6","7,8","4,8","0,1"
23/07/2014 22.00,"2,9","14,7","13,7","17,6","1,6","7,8","4,8","0,1"
23/07/2014 23.00,"1,8","10,0","9,0",,"1,7","7,8","4,8","0,1"
24/07/2014 0.00,"1,9","10,7","9,7","10,5","1,7","7,8","4,8","0,1"
24/07/2014 1.00,"2,9","10,4","9,5",,"1,8","11,2","7,2","0,1"
24/07/2014 2.00,"1,6","7,5","6,6","6,1","1,7","11,2","7,2","0,1"
24/07/2014 3.00,"2,1","7,3","6,4",,"1,4","11,2","7,2","0,1"
24/07/2014 4.00,"1,3","8,0","7,1","12,9","1,4","11,2","7,2","0,1"
24/07/2014 5.00,"1,3","7,4","6,4",,"1,6","11,2","7,2","0,1"
24/07/2014 6.00,"1,9","17,1","13,4","10,7","13,1","11,2","7,2","0,1"
24/07/2014 7.00,"2,4","67,1","39,5",,"45,2","11,2","7,2","0,2"
24/07/2014 8.00,"1,5","33,5","23,2","8,8","16,8","11,2","7,2","0,2"
24/07/2014 9.00,"6,5","60,4","40,6",,"18,4","11,2","7,2","0,5"
24/07/2014 10.00,"11,4","42,8","30,2","17,6","9,2","11,2","7,2","0,3"
24/07/2014 11.00,"10,8","22,1","16,2",,"5,4","11,2","7,2","0,2"
24/07/2014 12.00,"9,7","22,3","16,2","13,7","9,5","11,2","7,2","0,2"
24/07/2014 13.00,"6,1","17,6","12,9",,"7,1","11,2","7,2","0,2"
24/07/2014 14.00,"5,4","13,1","9,6","11,0","5,3","11,2","7,2","0,2"
24/07/2014 15.00,"6,4","15,6","11,5",,"8,8","11,2","7,2","0,2"
24/07/2014 16.00,"5,8","10,8","7,9","7,1","4,7","11,2","7,2","0,2"
24/07/2014 17.00,"5,2","10,7","8,0",,"4,6","11,2","7,2","0,2"
24/07/2014 18.00,"3,6","10,7","8,6","4,9","5,9","11,2","7,2","0,1"
24/07/2014 19.00,"4,0","11,2","9,9",,"2,9","11,2","7,2","0,2"
24/07/2014 20.00,"3,9","8,9","7,9","15,9","2,0","11,2","7,2","0,2"
24/07/2014 21.00,"3,7","7,2","6,3",,"1,6","11,2","7,2","0,1"
24/07/2014 22.00,"3,3","5,9","5,0","16,4","1,5","11,2","7,2","0,1"
24/07/2014 23.00,"3,3","6,9","5,9",,"1,6","11,2","7,2","0,1"
25/07/2014 0.00,"3,2","9,6","8,7","15,4","1,9","11,2","7,2","0,1"
25/07/2014 1.00,,"14,1","13,2",,"2,3","13,8","8,8","0,1"
25/07/2014 2.00,"3,3",,,"9,3","1,8","13,8","8,8","0,1"
25/07/2014 3.00,"3,3","9,9","8,9",,"1,6","13,8","8,8",
25/07/2014 4.00,"3,3","11,1","10,0","11,7","2,0","13,8","8,8","0,1"
25/07/2014 5.00,"3,3","8,6","7,7",,"1,5","13,8","8,8","0,1"
25/07/2014 6.00,"2,9","13,9","11,2","12,7","4,2","13,8","8,8","0,1"
25/07/2014 7.00,"3,0","10,9","9,1",,"3,7","13,8","8,8","0,2"
25/07/2014 8.00,"4,0","12,3","10,0","11,2","4,4","13,8","8,8","0,2"
25/07/2014 9.00,"3,9","5,6","4,3",,"4,4","13,8","8,8","0,1"
25/07/2014 10.00,"3,7","20,7","15,2","18,3","10,8","13,8","8,8","0,2"
25/07/2014 11.00,"3,7","13,9","10,5",,"5,6","13,8","8,8","0,2"
25/07/2014 12.00,"4,2","10,4","7,4","13,7","6,6","13,8","8,8","0,2"
25/07/2014 13.00,"3,8","12,2","9,2",,"7,5","13,8","8,8","0,2"
25/07/2014 14.00,"4,2","14,0","10,4","11,5","9,6","13,8","8,8","0,2"
25/07/2014 15.00,"3,2","9,6","7,2",,"4,7","13,8","8,8","0,2"
25/07/2014 16.00,"3,6","6,4","4,8","17,6","3,5","13,8","8,8","0,2"
25/07/2014 17.00,"3,3","8,0","6,1",,"5,0","13,8","8,8","0,2"
25/07/2014 18.00,"3,7","8,9","6,5","12,5","6,9","13,8","8,8","0,2"
25/07/2014 19.00,"2,8","8,7","7,1",,"4,9","13,8","8,8","0,2"
25/07/2014 20.00,"3,3","10,9","9,4","20,5","6,5","13,8","8,8","0,2"
25/07/2014 21.00,"3,3","19,2","17,8",,"9,0","13,8","8,8","0,2"
25/07/2014 22.00,"3,3","20,1","18,6","23,7","4,0","13,8","8,8","0,2"
25/07/2014 23.00,"3,3","13,6","12,4",,"2,2","13,8","8,8","0,2"
26/07/2014 0.00,"3,2","8,9","8,0","20,3","1,9","13,8","8,8","0,1"
26/07/2014 1.00,"3,0","6,9","6,0",,"1,8","15,2","10,8","0,1"
26/07/2014 2.00,"1,3","6,6","5,7","20,3","1,9","15,2","10,8","0,1"
26/07/2014 3.00,"2,7","4,2","3,2",,"1,6","15,2","10,8","0,1"
26/07/2014 4.00,"2,0","4,3","3,3","18,6","1,7","15,2","10,8","0,1"
26/07/2014 5.00,"2,1","6,8","5,8",,"2,5","15,2","10,8","0,2"
26/07/2014 6.00,"2,7","16,0","13,6","16,4","9,9","15,2","10,8","0,2"
26/07/2014 7.00,"3,1","22,7","17,4",,"15,9","15,2","10,8","0,2"
26/07/2014 8.00,"3,2","18,6","14,2","12,5","10,7","15,2","10,8","0,2"
26/07/2014 9.00,"3,9","16,7","13,0",,"7,3","15,2","10,8","0,4"
26/07/2014 10.00,"4,5","11,2","8,8","14,2","4,2","15,2","10,8","0,2"
26/07/2014 11.00,"3,5","13,4","10,8",,"5,2","15,2","10,8","0,2"
26/07/2014 12.00,"3,3","9,2","7,1","17,8","4,4","15,2","10,8","0,2"
26/07/2014 13.00,"2,3","7,8","5,7",,"4,8","15,2","10,8","0,2"
26/07/2014 14.00,"3,8","10,4","8,2","22,0","11,1","15,2","10,8","0,2"
26/07/2014 15.00,"4,6","21,2","18,2",,"3,2","15,2","10,8","0,3"
26/07/2014 16.00,"4,6","14,3","12,2","17,3","4,2","15,2","10,8","0,2"
26/07/2014 17.00,"3,8","8,3","7,0",,"2,8","15,2","10,8","0,2"
26/07/2014 18.00,"3,3","8,3","7,2","13,2","3,9","15,2","10,8","0,2"
26/07/2014 19.00,"6,6","30,1","27,5",,"3,5","15,2","10,8","0,5"
26/07/2014 20.00,"5,7","40,7","39,1","24,4","10,8","15,2","10,8","0,4"
26/07/2014 21.00,"3,9","26,7","25,6",,"3,1","15,2","10,8","0,2"
26/07/2014 22.00,"3,2","28,5","27,2","17,8","4,4","15,2","10,8","0,3"
26/07/2014 23.00,"2,4","12,2","11,2",,"3,2","15,2","10,8","0,2"
27/07/2014 0.00,"1,8","8,5","7,6","19,5","3,6","15,2","10,8","0,2"
27/07/2014 1.00,,"7,2","6,3",,"3,4","13,4","8,6","0,2"
27/07/2014 2.00,"1,8",,,"24,7","3,0","13,4","8,6","0,2"
27/07/2014 3.00,"2,0","5,1","4,2",,"2,5","13,4","8,6",
27/07/2014 4.00,"1,3","4,5","3,6","22,0","2,4","13,4","8,6","0,2"
27/07/2014 5.00,"1,4","4,1","3,1",,"2,3","13,4","8,6","0,1"
27/07/2014 6.00,"1,3","5,1","4,1","23,4","3,4","13,4","8,6","0,2"
27/07/2014 7.00,"1,3","5,6","4,7",,"4,1","13,4","8,6","0,2"
27/07/2014 8.00,"1,7","4,9","3,7","19,8","3,2","13,4","8,6","0,2"
27/07/2014 9.00,"1,6","4,2","3,3",,"2,8","13,4","8,6","0,2"
27/07/2014 10.00,"3,5","4,6","3,4","14,2","2,9","13,4","8,6","0,2"
27/07/2014 11.00,"3,5","3,9","2,5",,"2,4","13,4","8,6","0,2"
27/07/2014 12.00,"3,3","3,8","2,3","9,0","2,3","13,4","8,6","0,2"
27/07/2014 13.00,"3,3","3,7","2,6",,"2,3","13,4","8,6","0,2"
27/07/2014 14.00,"4,8","3,4","2,2","9,3","2,1","13,4","8,6","0,2"
27/07/2014 15.00,"3,5","2,9","2,0",,"2,0","13,4","8,6","0,2"
27/07/2014 16.00,"3,3","2,8","1,9","17,3","2,1","13,4","8,6","0,2"
27/07/2014 17.00,"4,2","4,5","3,1",,"5,4","13,4","8,6","0,2"
27/07/2014 18.00,"3,5","3,9","2,9","17,8","2,1","13,4","8,6","0,2"
27/07/2014 19.00,"3,3","3,7","2,8",,"1,8","13,4","8,6","0,2"
27/07/2014 20.00,"3,3","3,0","2,0","21,2","1,6","13,4","8,6","0,1"
27/07/2014 21.00,"3,3","3,4","2,5",,"1,4","13,4","8,6","0,1"
27/07/2014 22.00,"3,3","3,7","2,8","12,7","1,5","13,4","8,6","0,1"
27/07/2014 23.00,"3,2","4,1","3,2",,"1,5","13,4","8,6","0,1"
28/07/2014 0.00,"3,2","5,5","4,5","11,5","1,5","13,4","8,6","0,2"
28/07/2014 1.00,"2,4","4,5","3,4",,"1,5","10,8","7,4","0,1"
28/07/2014 2.00,"3,1","3,6","2,7","8,1","1,4","10,8","7,4","0,1"
28/07/2014 3.00,"2,3","3,4","2,5",,"1,4","10,8","7,4","0,1"
28/07/2014 4.00,"1,3","5,0","4,0","13,9","2,1","10,8","7,4","0,1"
28/07/2014 5.00,"1,3","5,9","5,0",,"2,3","10,8","7,4","0,1"
28/07/2014 6.00,"1,8","19,4","15,1","14,2","19,7","10,8","7,4","0,2"
28/07/2014 7.00,"2,6","23,9","18,3",,"15,8","10,8","7,4","0,2"
28/07/2014 8.00,"2,5","14,8","11,1","8,5","9,1","10,8","7,4","0,2"
28/07/2014 9.00,"3,3","16,8","12,9",,"6,5","10,8","7,4","0,3"
28/07/2014 10.00,"3,8","13,3","9,9","6,3","7,1","10,8","7,4","0,2"
28/07/2014 11.00,"3,8","13,4","10,2",,"11,2","10,8","7,4","0,2"
28/07/2014 12.00,"3,4","13,5","10,1","5,9","6,2","10,8","7,4","0,2"
28/07/2014 13.00,"6,2","11,7","8,2",,"7,1","10,8","7,4","0,2"
28/07/2014 14.00,"2,9","10,2","7,1","6,1","6,4","10,8","7,4","0,2"
28/07/2014 15.00,"4,1","12,9","8,6",,"12,5","10,8","7,4","0,2"
28/07/2014 16.00,"3,0","8,1","5,9","4,2","7,6","10,8","7,4","0,2"
28/07/2014 17.00,"2,6","9,1","6,8",,"6,8","10,8","7,4","0,2"
28/07/2014 18.00,"3,0","9,3","6,9","4,9","9,9","10,8","7,4","0,2"
28/07/2014 19.00,"2,6","9,8","8,4",,"7,4","10,8","7,4","0,2"
28/07/2014 20.00,"2,6","10,4","8,6","19,8","6,2","10,8","7,4","0,2"
28/07/2014 21.00,"2,6","16,7","14,2",,"9,4","10,8","7,4","0,2"
28/07/2014 22.00,"2,6","14,7","13,5","23,0","5,6","10,8","7,4","0,2"
28/07/2014 23.00,"2,6","9,5","8,5",,"3,9","10,8","7,4","0,2"
29/07/2014 0.00,"2,4","9,3","8,3","24,7","2,9","10,8","7,4","0,2"
29/07/2014 1.00,,"9,6","8,7",,"3,1","13,8","8,7","0,2"
29/07/2014 2.00,"2,6",,,"22,2","2,0","13,8","8,7","0,2"
29/07/2014 3.00,"2,5","6,8","5,9",,"2,2","13,8","8,7",
29/07/2014 4.00,"2,5","8,5","7,6","17,3","2,5","13,8","8,7","0,2"
29/07/2014 5.00,"2,2","7,8","6,9",,"3,7","13,8","8,7","0,2"
29/07/2014 6.00,"2,6","4,9","4,0","20,3","2,0","13,8","8,7","0,2"
29/07/2014 7.00,"2,2","4,9","3,9",,"2,4","13,8","8,7","0,2"
29/07/2014 8.00,"3,2","14,5","10,9","13,7","6,4","13,8","8,7","0,4"
29/07/2014 9.00,"5,1","38,7","29,2",,"16,6","13,8","8,7","0,6"
29/07/2014 10.00,"7,2","17,2","13,3","18,6","6,6","13,8","8,7","0,2"
29/07/2014 11.00,"5,9","15,8","12,0",,"4,8","13,8","8,7","0,3"
29/07/2014 12.00,"5,3","11,9","9,4","10,3","6,2","13,8","8,7","0,2"
29/07/2014 13.00,"3,9","11,3","8,3",,"6,1","13,8","8,7","0,2"
29/07/2014 14.00,"3,5","9,3","6,7","6,1","5,6","13,8","8,7","0,2"
29/07/2014 15.00,"2,8","11,2","8,1",,"9,5","13,8","8,7","0,2"
29/07/2014 16.00,"4,4","9,5","6,9","8,1","5,2","13,8","8,7","0,2"
29/07/2014 17.00,"3,4","8,3","6,2",,"5,4","13,8","8,7","0,2"
29/07/2014 18.00,"2,9","9,3","6,8","6,3","8,9","13,8","8,7","0,2"
29/07/2014 19.00,"2,6","9,7","8,1",,"8,3","13,8","8,7","0,2"
29/07/2014 20.00,"3,0","9,6","8,0","23,2","7,7","13,8","8,7","0,2"
29/07/2014 21.00,"2,8","7,9","6,0",,"6,8","13,8","8,7","0,2"
29/07/2014 22.00,"2,6","6,5","5,3","26,4","4,8","13,8","8,7","0,2"
29/07/2014 23.00,"2,7","6,0","5,1",,"4,7","13,8","8,7","0,2"
30/07/2014 0.00,"2,6","6,2","5,2","23,9","4,2","13,8","8,7","0,2"
30/07/2014 1.00,"2,9","4,4","3,5",,"3,8","17,3","9,2","0,1"
30/07/2014 2.00,"2,6","3,8","2,9","22,7","2,6","17,3","9,2","0,1"
30/07/2014 3.00,"2,6","3,1","2,1",,"1,9","17,3","9,2","0,1"
30/07/2014 4.00,"2,6","3,3","2,4","23,7","1,9","17,3","9,2","0,1"
30/07/2014 5.00,"2,6","4,3","3,4",,"3,4","17,3","9,2","0,2"
30/07/2014 6.00,"2,6","8,5","7,1","32,2","8,9","17,3","9,2","0,2"
30/07/2014 7.00,"2,6","15,7","12,4",,"14,3","17,3","9,2","0,2"
30/07/2014 8.00,"2,6","18,0","13,3","20,3","16,3","17,3","9,2","0,2"
30/07/2014 9.00,"3,0","13,1","10,0",,"13,0","17,3","9,2","0,2"
30/07/2014 10.00,"3,0","9,9","7,0","12,0","6,5","17,3","9,2","0,2"
30/07/2014 11.00,"3,0","11,6","8,3",,"9,8","17,3","9,2","0,2"
30/07/2014 12.00,"3,6","9,6","6,7","12,9","8,0","17,3","9,2","0,2"
30/07/2014 13.00,"3,2","8,9","6,4",,"7,3","17,3","9,2","0,2"
30/07/2014 14.00,"2,9","7,9","5,2","18,6","6,0","17,3","9,2","0,2"
30/07/2014 15.00,"3,6","13,0","9,4",,"12,7","17,3","9,2","0,2"
30/07/2014 16.00,"4,3","9,4","6,5","20,5","6,4","17,3","9,2","0,2"
30/07/2014 17.00,"3,3","7,7","5,1",,"6,5","17,3","9,2","0,2"
30/07/2014 18.00,"3,9","15,7","12,9","17,6","4,6","17,3","9,2","0,2"
30/07/2014 19.00,"6,2","19,3","17,6",,"2,1","17,3","9,2","0,2"
30/07/2014 20.00,"6,4","18,9","17,8","15,6","1,9","17,3","9,2","0,2"
30/07/2014 21.00,"4,2","7,1","6,2",,"1,6","17,3","9,2","0,2"
30/07/2014 22.00,"3,7","6,2","5,3","16,4","1,6","17,3","9,2","0,3"
30/07/2014 23.00,"2,7","4,4","3,5",,"1,4","17,3","9,2","0,1"
31/07/2014 0.00,"2,6","3,6","2,7","14,2","1,6","17,3","9,2","0,1"
31/07/2014 1.00,,"3,2","2,3",,"1,5","10,7","4,9","0,1"
31/07/2014 2.00,"2,7",,,"19,8","1,5","10,7","4,9","0,1"
31/07/2014 3.00,"2,6","5,4","4,5",,"1,9","10,7","4,9",
31/07/2014 4.00,"2,6","7,2","6,0","15,9","1,9","10,7","4,9","0,1"
31/07/2014 5.00,"2,6","5,5","4,5",,"1,7","10,7","4,9","0,1"
31/07/2014 6.00,"2,3","10,3","7,9","15,1","3,0","10,7","4,9","0,1"
31/07/2014 7.00,"2,5","5,8","4,5",,"5,4","10,7","4,9","0,2"
31/07/2014 8.00,"3,3","23,6","19,6","15,6","9,8","10,7","4,9","0,2"
31/07/2014 9.00,"8,5","33,1","24,2",,"10,5","10,7","4,9","0,4"
31/07/2014 10.00,"8,5","18,1","13,6","17,8","3,3","10,7","4,9","0,4"
31/07/2014 11.00,"4,8","10,2","6,9",,"4,8","10,7","4,9","0,2"
31/07/2014 12.00,"3,9","10,3","6,9","11,0","6,9","10,7","4,9","0,2"
31/07/2014 13.00,"3,4","8,4","5,7",,"4,0","10,7","4,9","0,2"
31/07/2014 14.00,"3,3","9,2","6,3","8,3","4,6","10,7","4,9","0,2"
31/07/2014 15.00,"3,2","11,8","8,8",,"8,5","10,7","4,9","0,2"
31/07/2014 16.00,"2,6","9,7","7,3","14,4","6,3","10,7","4,9","0,2"
31/07/2014 17.00,"2,6","10,8","8,0",,"10,0","10,7","4,9","0,2"
31/07/2014 18.00,"2,6","13,6","11,3","17,1","8,7","10,7","4,9","0,2"
31/07/2014 19.00,"3,1","17,8","15,1",,"16,6","10,7","4,9","0,2"
31/07/2014 20.00,"2,6","14,2","13,2","12,7","4,0","10,7","4,9","0,2"
31/07/2014 21.00,"2,4","8,6","7,6",,"2,3","10,7","4,9","0,2"
31/07/2014 22.00,"2,0","4,9","4,0","16,4","1,7","10,7","4,9","0,2"
31/07/2014 23.00,"1,9","4,2","3,3",,"1,6","10,7","4,9","0,1"
01/08/2014 0.00,"1,2","4,8","3,8","9,8","1,5","10,7","4,9","0,1"
01/08/2014 1.00,"2,5","7,9","7,0",,"1,6","15,9","12,2","0,1"
01/08/2014 2.00,"2,2","10,0","9,1","11,0","1,6","15,9","12,2","0,1"
01/08/2014 3.00,"2,4","6,7","5,8",,"2,7","15,9","12,2","0,1"
01/08/2014 4.00,"2,2","5,1","4,2","6,6","1,5","15,9","12,2","0,1"
01/08/2014 5.00,"2,3","4,6","3,7",,"1,5","15,9","12,2","0,1"
01/08/2014 6.00,"2,5","5,7","4,6","4,9","2,2","15,9","12,2","0,1"
01/08/2014 7.00,"2,0","9,1","7,2",,"4,0","15,9","12,2","0,1"
01/08/2014 8.00,"2,6","11,8","9,2","8,8","5,0","15,9","12,2","0,2"
01/08/2014 9.00,"0,7","4,0","3,1",,"2,1","15,9","12,2","0,1"
01/08/2014 10.00,"1,6","4,8","3,4","5,4","2,5","15,9","12,2","0,1"
01/08/2014 11.00,"1,0","3,7","2,8",,"1,7","15,9","12,2","0,1"
01/08/2014 12.00,"1,3","3,8","2,8","4,2","2,0","15,9","12,2","0,1"
01/08/2014 13.00,"2,6","3,8","2,9",,"1,8","15,9","12,2","0,1"
01/08/2014 14.00,"2,3","4,2","3,1","3,4","1,7","15,9","12,2","0,1"
01/08/2014 15.00,"2,2","10,7","8,1",,"21,2","15,9","12,2","0,2"
01/08/2014 16.00,"14,7","27,3","16,4","64,0","82,2","15,9","12,2","0,4"
01/08/2014 17.00,"7,0","6,1","4,7",,"1,9","15,9","12,2","0,2"
01/08/2014 18.00,"4,0","3,8","2,7","33,2","2,3","15,9","12,2","0,2"
01/08/2014 19.00,"3,4","3,7","2,7",,"1,7","15,9","12,2","0,1"
01/08/2014 20.00,"2,8","4,3","3,4","16,8","1,7","15,9","12,2","0,1"
01/08/2014 21.00,"2,3","8,1","7,1",,"2,9","15,9","12,2","0,2"
01/08/2014 22.00,"1,0","12,7","11,1","16,6","3,6","15,9","12,2","0,2"
01/08/2014 23.00,"1,5","10,7","9,8",,"2,8","15,9","12,2","0,2"
02/08/2014 0.00,"1,2","7,9","6,9","18,8","2,2","15,9","12,2","0,2"
02/08/2014 1.00,,"5,6","4,7",,"1,7","12,8","8,4","0,1"
02/08/2014 2.00,"0,7",,,"15,6","1,8","12,8","8,4","0,1"
02/08/2014 3.00,"0,6","5,0","4,1",,"1,5","12,8","8,4",
02/08/2014 4.00,"0,6","4,6","3,7","12,2","1,5","12,8","8,4","0,1"
02/08/2014 5.00,"0,6","6,4","5,2",,"3,4","12,8","8,4","0,1"
02/08/2014 6.00,"0,7","19,7","14,2","7,8","6,6","12,8","8,4","0,1"
02/08/2014 7.00,"0,3","26,3","20,6",,"16,0","12,8","8,4","0,2"
02/08/2014 8.00,"1,8","21,5","15,7","4,6","8,7","12,8","8,4","0,3"
02/08/2014 9.00,"3,4","39,1","29,6",,"10,8","12,8","8,4","0,4"
02/08/2014 10.00,"5,1","16,7","12,7","7,6","7,7","12,8","8,4","0,2"
02/08/2014 11.00,"5,5","12,0","9,2",,"4,5","12,8","8,4","0,2"
02/08/2014 12.00,"4,4","7,3","5,2","10,7","4,0","12,8","8,4","0,2"
02/08/2014 13.00,"7,2","11,7","9,3",,"3,5","12,8","8,4","0,3"
02/08/2014 14.00,"7,5","8,2","6,4","6,1","3,5","12,8","8,4","0,2"
02/08/2014 15.00,"4,8","7,8","6,5",,"4,3","12,8","8,4","0,2"
02/08/2014 16.00,"3,9","8,3","6,9","11,7","5,6","12,8","8,4","0,3"
02/08/2014 17.00,"4,0","6,1","4,8",,"2,6","12,8","8,4","0,2"
02/08/2014 18.00,"3,2","5,4","4,4","7,6","3,4","12,8","8,4","0,2"
02/08/2014 19.00,"3,0","8,8","7,8",,"4,1","12,8","8,4","0,2"
02/08/2014 20.00,"2,9","10,2","9,2","21,0","2,3","12,8","8,4","0,2"
02/08/2014 21.00,"3,0","6,6","5,7",,"1,8","12,8","8,4","0,2"
02/08/2014 22.00,"2,6","7,8","6,8","19,8","1,9","12,8","8,4","0,2"
02/08/2014 23.00,"2,6","8,1","7,2",,"2,2","12,8","8,4","0,2"
03/08/2014 0.00,"2,6","6,0","5,1","23,9","1,7","12,8","8,4","0,2"
03/08/2014 1.00,"2,2","7,2","6,3",,"2,4","12,9","7,9","0,2"
03/08/2014 2.00,"1,2","10,5","9,6","19,3","2,7","12,9","7,9","0,2"
03/08/2014 3.00,"1,2","8,8","7,9",,"2,6","12,9","7,9","0,2"
03/08/2014 4.00,"2,6","9,0","8,1","16,1","2,0","12,9","7,9","0,2"
03/08/2014 5.00,"1,2","5,1","4,1",,"1,7","12,9","7,9","0,2"
03/08/2014 6.00,"0,7","5,5","4,5","9,3","3,3","12,9","7,9","0,1"
03/08/2014 7.00,"2,4","14,7","12,2",,"8,4","12,9","7,9","0,2"
03/08/2014 8.00,"2,6","23,4","18,0","12,5","9,0","12,9","7,9","0,3"
03/08/2014 9.00,"3,5","19,0","15,1",,"5,3","12,9","7,9","0,3"
03/08/2014 10.00,"5,8","15,6","12,4","14,9","3,6","12,9","7,9","0,3"
03/08/2014 11.00,"3,6","8,1","6,2",,"3,1","12,9","7,9","0,3"
03/08/2014 12.00,"2,5","5,2","4,2","18,6","2,6","12,9","7,9","0,2"
03/08/2014 13.00,"3,7","4,9","3,8",,"2,5","12,9","7,9","0,2"
03/08/2014 14.00,"3,5","4,2","3,3","16,4","2,1","12,9","7,9","0,2"
03/08/2014 15.00,"3,5","3,2","2,2",,"1,8","12,9","7,9","0,2"
03/08/2014 16.00,"5,3","3,4","2,4","9,5","1,7","12,9","7,9","0,2"
03/08/2014 17.00,"3,2","4,5","3,3",,"2,2","12,9","7,9","0,2"
03/08/2014 18.00,"2,8","4,9","4,0","8,3","3,1","12,9","7,9","0,2"
03/08/2014 19.00,"3,3","7,9","6,6",,"4,0","12,9","7,9","0,2"
03/08/2014 20.00,"2,8","8,5","7,6","16,6","2,0","12,9","7,9","0,2"
03/08/2014 21.00,"2,8","9,5","8,5",,"2,1","12,9","7,9","0,2"
03/08/2014 22.00,"2,9","22,7","21,8","28,6","4,1","12,9","7,9","0,2"
03/08/2014 23.00,"2,8","12,5","11,6",,"2,1","12,9","7,9","0,2"
04/08/2014 0.00,"2,6","9,5","8,6","19,8","2,5","12,9","7,9","0,2"
04/08/2014 1.00,,"6,1","5,2",,"1,8",,,"0,2"
04/08/2014 2.00,"3,0",,,"19,3","1,6",,,"0,2"
04/08/2014 3.00,"2,6","4,1","3,1",,"1,6",,,
04/08/2014 4.00,"2,6","4,1","3,2","18,3","1,5",,,"0,2"
04/08/2014 5.00,"2,6","4,1","3,1",,"1,5",,,"0,2"
04/08/2014 6.00,"2,6","6,3","5,3","12,9","3,3",,,"0,2"
04/08/2014 7.00,"2,5","7,9","6,0",,"4,4",,,"0,2"
04/08/2014 8.00,"2,3","5,4","4,1","11,2","2,6",,,"0,2"
04/08/2014 9.00,"3,5","4,2","3,1",,"2,6",,,"0,2"
04/08/2014 10.00,"2,9","4,6","3,4","19,3","2,5",,,"0,2"
04/08/2014 11.00,"2,6","4,0","2,9",,"2,8",,,"0,2"
04/08/2014 12.00,"2,6","3,9","2,6","16,1","2,6",,,"0,2"
04/08/2014 13.00,"2,6","3,6","2,5",,"2,1",,,"0,1"
04/08/2014 14.00,"2,7","3,6","2,5","9,5","3,4",,,"0,2"
04/08/2014 15.00,"3,7","5,2","4,0",,"10,4",,,"0,2"
04/08/2014 16.00,"3,3","6,1","4,5","16,8","55,8",,,"0,2"
04/08/2014 17.00,"3,4","2,7","1,8",,"2,0",,,"0,2"
04/08/2014 18.00,"2,7","2,0","1,1","13,9","1,7",,,"0,2"
04/08/2014 19.00,"2,2","2,5","1,5",,"1,6",,,"0,1"
04/08/2014 20.00,"3,4","2,9","1,9","20,3","2,1",,,"0,1"
04/08/2014 21.00,"2,6","3,5","2,5",,"1,7",,,"0,2"
04/08/2014 22.00,"2,6","7,9","7,0","22,5","1,7",,,"0,2"
04/08/2014 23.00,"1,9","9,6","8,7",,"1,7",,,"0,2"
05/08/2014 0.00,"2,6","10,1","9,1","28,1","1,7",,,"0,2"
05/08/2014 1.00,"3,5","11,9","10,9",,"2,1",,,"0,2"
05/08/2014 2.00,"4,9","15,7","14,7","27,8","1,7",,,"0,3"
05/08/2014 3.00,"5,4","17,4","16,5",,"1,6",,,"0,3"
05/08/2014 4.00,"2,9","7,1","6,2","27,6","1,5",,,"0,2"
05/08/2014 5.00,"2,5","8,1","7,1",,"2,1",,,"0,2"
05/08/2014 6.00,"2,7","10,9","9,6","34,7","2,6",,,"0,1"
05/08/2014 7.00,"4,1","18,1","15,2",,"5,6",,,"0,2"
05/08/2014 8.00,"3,9","5,0","3,8","19,3","2,2",,,"0,1"
05/08/2014 9.00,,,,,,,,
05/08/2014 10.00,,,,,,,,
05/08/2014 11.00,,,,,,,,
05/08/2014 12.00,,,,,,,,
05/08/2014 13.00,,,,,,,,
05/08/2014 14.00,,,,,,,,
05/08/2014 15.00,,,,,,,,
05/08/2014 16.00,,,,,,,,
05/08/2014 17.00,,,,,"7,4",,,"0,4"
05/08/2014 18.00,"4,7","43,4","18,7",,"6,1",,,"0,2"
05/08/2014 19.00,"3,7",,,,"2,1",,,"0,2"
05/08/2014 20.00,"2,4",,,"29,8","1,6",,,"0,1"
05/08/2014 21.00,"3,3","2,5","2,8",,"1,7",,,"0,1"
05/08/2014 22.00,"3,4","3,3","3,3","28,3","1,4",,,"0,1"
05/08/2014 23.00,"3,3","5,8","5,7",,"1,6",,,"0,1"
06/08/2014 0.00,"3,3","5,9","5,8","23,7","1,7",,,"0,1"
06/08/2014 1.00,"3,3","4,6","4,2",,"1,7",,,"0,1"
06/08/2014 2.00,"3,4","5,1","4,1","19,3","1,5",,,"0,1"
06/08/2014 3.00,"3,7","5,4","4,5",,"1,4",,,
06/08/2014 4.00,"3,6","6,3","5,6","22,7","1,5",,,"0,2"
06/08/2014 5.00,"3,3","3,8","3,0",,"1,7",,,"0,1"
06/08/2014 6.00,"3,4","8,4","7,3","22,7","3,3",,,"0,4"
06/08/2014 7.00,"3,8","15,7","13,4",,"7,6",,,"0,2"
