"NetC","Provincia di TARANTO","","","","","",""
"Stat","Massafra (TA) Via Frappietro","","","","","",""
,SO2,NO2,NOX,O3,BENZENE
18/06/2012 2.00,,"2,775499","1,711735",,"1,594554"
18/06/2012 3.00,"1,855283",,,,"0,328186"
18/06/2012 4.00,"1,211576","8,405668","4,871678",,"0,314456"
18/06/2012 5.00,"1,569091","21,586193","12,425082",,"1,066172"
18/06/2012 6.00,"2,349121","19,645875","11,62941",,"1,427054"
18/06/2012 7.00,"2,00876","4,886489","3,046325",,"0,651846"
18/06/2012 8.00,"1,456238","4,987721","3,119583",,"0,547553"
18/06/2012 9.00,"1,566381","5,58734","3,416346",,"0,605166"
18/06/2012 10.00,"1,282899","5,212903","3,055143",,"0,534942"
18/06/2012 11.00,"1,040944","6,152564","3,765342",,"0,592708"
18/06/2012 12.00,"1,223313","6,304413","3,780944",,"0,638727"
18/06/2012 13.00,"1,600689","6,307659","3,782978",,"0,651744"
18/06/2012 14.00,"2,189323","4,557478","2,739386",,"0,400698"
18/06/2012 15.00,"1,683747","3,76967","2,236413",,"0,421089"
18/06/2012 16.00,"2,401485","3,831319","2,305262",,"0,409698"
18/06/2012 17.00,"2,71747","5,404338","3,244733",,"0,452768"
18/06/2012 18.00,"2,209185","7,165552","4,257123",,"0,546282"
18/06/2012 19.00,"1,98619","8,64902","5,013448",,"0,614065"
18/06/2012 20.00,"1,680136","10,972852","6,055004",,"0,621997"
18/06/2012 21.00,"3,088525","7,072754","4,054644",,"0,699035"
18/06/2012 22.00,"3,120124","4,640542","2,718019",,"0,552892"
18/06/2012 23.00,"4,576363","11,333668","6,47963",,"0,711137"
19/06/2012 0.00,"5,051242","9,026701","5,075513",,"0,885756"
19/06/2012 1.00,"4,932973","4,183691","2,456866",,"0,613709"
19/06/2012 2.00,"4,310935","2,667777","1,650347",,"0,553197"
19/06/2012 3.00,"5,240834","2,059075","1,287109",,"0,541654"
19/06/2012 4.00,"5,161386","2,733319","1,61304",,"0,506415"
19/06/2012 5.00,"3,924531","3,042212","1,85113",,"0,487957"
19/06/2012 6.00,"3,362981","4,883244","2,801791",,"0,528738"
19/06/2012 7.00,"3,973284","6,391372","3,805702",,"0,518873"
19/06/2012 8.00,"4,456288","5,611351","3,469595",,"0,593572"
19/06/2012 9.00,"4,422884","6,953999","4,174368","114,031704","0,586351"
19/06/2012 10.00,"4,95103","6,305063","3,846739","118,207837","0,628608"
19/06/2012 11.00,"4,060855","7,67367","4,841492","117,950228","0,691001"
19/06/2012 12.00,"3,438818","5,64769","3,503511","117,556569","0,610861"
19/06/2012 13.00,"2,978382","6,092211","3,990881","117,355519","0,561892"
19/06/2012 14.00,"3,072276","3,278424","2,014604","119,275443","0,400342"
19/06/2012 15.00,"3,149014","2,881925","1,821283","114,048606","0,442802"
19/06/2012 16.00,"3,019009","3,157073","1,951181","111,042339","0,430089"
19/06/2012 17.00,"3,011786","3,680766","2,35037","110,064169","0,409088"
19/06/2012 18.00,"3,120124","5,184998","3,23388","106,423635","0,447277"
19/06/2012 19.00,"3,232976","6,813829","3,957645","104,216467","0,635625"
19/06/2012 20.00,"3,207697","7,715201","4,283916","102,042176","0,599572"
19/06/2012 21.00,"3,321452","8,626955","4,752633","103,446874","0,557621"
19/06/2012 22.00,"3,520071","5,502329","3,148752","106,976929","0,627845"
19/06/2012 23.00,"3,435206","5,502329","3,065318","106,104352","0,451802"
20/06/2012 0.00,"3,592296","5,452361","3,148072","102,582859","0,491719"
20/06/2012 1.00,"3,512848","4,327106","2,516219","105,942983","0,498584"
20/06/2012 2.00,,"3,205743","1,866391","111,709688","0,462023"
20/06/2012 3.00,"3,123736",,,"110,05318","0,340542"
20/06/2012 4.00,"3,21492","9,817755","5,622238",,"0,563926"
20/06/2012 5.00,"2,71747","15,972912","8,86697","84,379884","1,093326"
20/06/2012 6.00,"2,270576","6,432903","3,765003","97,084797","0,42114"
20/06/2012 7.00,"2,573922","5,592531","3,453655","96,84406","0,392206"
20/06/2012 8.00,"2,666912","5,848861","3,713111","98,440523","0,901062"
20/06/2012 9.00,"2,19474","7,772306","4,839457","101,378343","0,520246"
20/06/2012 10.00,"1,83542","7,151924","4,35853","108,27773","0,613302"
20/06/2012 11.00,"2,025011","6,046138","3,728712","115,998135","0,544909"
20/06/2012 12.00,"1,788474","9,015669","5,594426","122,24203","0,566062"
20/06/2012 13.00,"1,676525","6,970871","4,571861","116,208453","0,671728"
20/06/2012 14.00,"1,361443","2,577573","1,650008","114,600979","0,435988"
20/06/2012 15.00,"1,464364","6,125958","3,936957","117,5701","0,323965"
20/06/2012 16.00,"4,351562","16,744496","10,405729","132,976327","0,654185"
20/06/2012 17.00,"3,801748","17,640676","10,708263","133,930814","0,744749"
20/06/2012 18.00,"7,169244","39,280088","23,856749","127,901385","1,565417"
20/06/2012 19.00,"5,673281","35,805679","20,812807","114,822264","1,851448"
20/06/2012 20.00,"3,775567","31,512322","18,37121","89,682809","1,166296"
20/06/2012 21.00,"4,426495","34,601904","19,576565","89,132933","1,602894"
20/06/2012 22.00,"2,971159","14,174051","8,129298","80,715628","1,129226"
20/06/2012 23.00,"3,077692","7,545828","4,219814","85,46867","0,6401"
21/06/2012 0.00,"4,13579","7,115584","3,926781","89,359302","0,587216"
21/06/2012 1.00,"4,138498","4,26416","2,46365","96,305995","0,52823"
21/06/2012 2.00,"3,312424","2,460117","1,446512","111,500191","0,444073"
21/06/2012 3.00,"3,486666","2,123318","1,292195","118,624274","0,359204"
21/06/2012 4.00,"2,882684","4,899467","2,753632","119,882861","0,407156"
21/06/2012 5.00,"3,43972","18,259104","10,500017","94,368286","0,642235"
21/06/2012 6.00,"4,685602","29,30205","17,261827","61,368952","1,785496"
21/06/2012 7.00,"5,451189","45,045879","33,629957","57,544217","1,730883"
21/06/2012 8.00,"5,338338","43,332038","28,306853","72,195303","1,764342"
21/06/2012 9.00,"5,378062","39,200911","24,293928","99,493844","2,229722"
21/06/2012 10.00,"4,161972","31,50842","19,888604","118,434214","1,709984"
21/06/2012 11.00,"3,609449","18,457037","11,730477","137,608577","1,208247"
21/06/2012 12.00,"3,291659","22,573875","14,267387","141,270283","1,286556"
21/06/2012 13.00,"3,296173","22,635536","14,764595","136,003637","1,341626"
21/06/2012 14.00,"3,074081","12,594549","7,740962","146,965147","0,795141"
21/06/2012 15.00,"3,102971","15,467391","9,744372","134,325272","0,789345"
21/06/2012 16.00,"2,921505","16,637417","10,358922","129,910053","0,698374"
21/06/2012 17.00,"11,731155","30,4312","18,809408","120,35496","0,749631"
21/06/2012 18.00,"4,034675","30,760199","18,861636","119,889589","1,185263"
21/06/2012 19.00,"4,528514","25,916547","15,206864","119,504369","1,688067"
21/06/2012 20.00,"4,926857","38,113329","22,184151","112,970924","1,283251"
21/06/2012 21.00,"5,809606","23,479798","13,159024","113,19883","1,462141"
21/06/2012 22.00,"5,433133","19,462229","10,767611","104,873641","1,271148"
21/06/2012 23.00,"4,15204","25,34744","14,16836","100,590256","1,61342"
22/06/2012 0.00,"2,805945","22,40709","12,45967","94,393628","1,482786"
22/06/2012 1.00,"3,232073","15,410275","8,562404","100,311513","0,867196"
22/06/2012 2.00,,"9,734689","5,437055","98,000448","0,771496"
22/06/2012 3.00,"2,063833",,,"95,087126","0,636489"
22/06/2012 4.00,"1,547422","5,957234","3,361403",,"0,520857"
22/06/2012 5.00,"1,1872","10,968316","6,311409","91,856187","0,384629"
22/06/2012 6.00,"1,365054","13,055943","7,371618","81,569605","0,816753"
22/06/2012 7.00,"1,741528","15,780175","9,356037","80,155608","0,686119"
22/06/2012 8.00,"1,976259","27,043748","18,054437","81,211464","1,198382"
22/06/2012 9.00,"1,784862","11,092259","6,942583","108,781967","1,011254"
22/06/2012 10.00,"2,346413","7,90534","4,771966","127,700442","0,628404"
22/06/2012 11.00,"2,367177","6,325829","4,035651","125,30485","0,556197"
22/06/2012 12.00,"2,254326","5,734","3,70158","120,664981","0,538857"
22/06/2012 13.00,"1,520339","4,907903","3,227435","121,960715","0,505551"
22/06/2012 14.00,"2,030428","3,341373","2,248623","124,05299","0,469447"
22/06/2012 15.00,"1,247688","3,210936","2,018674","121,154896","0,447734"
22/06/2012 16.00,"1,029208","3,414054","2,147553","124,865635","0,341305"
22/06/2012 17.00,"1,297343","4,062988","2,375807","131,778493","0,420987"
22/06/2012 18.00,"1,249494","4,889733","2,809932","141,690069","0,445853"
22/06/2012 19.00,"1,472489","6,656138","3,795526","160,218232","0,510229"
22/06/2012 20.00,"1,750556","7,610722","4,286291","162,230249","0,533976"
22/06/2012 21.00,"1,87063","10,288877","5,84303","150,553399","0,735444"
22/06/2012 22.00,"1,992509","8,19087","4,652921","135,414948","0,575419"
22/06/2012 23.00,"3,142695","7,404361","4,138078","126,837134","0,709307"
23/06/2012 0.00,"3,231171","5,917648","3,304085","127,937716","0,571198"
23/06/2012 1.00,"3,352147","5,236264","3,106356","130,021559","0,588385"
23/06/2012 2.00,"2,755387","4,156435","2,469415","131,370595","0,53601"
23/06/2012 3.00,"3,825222","6,96568","3,967142","130,470964","0,508856"
23/06/2012 4.00,"3,486666","14,696446","8,595981","111,707154","0,740935"
23/06/2012 5.00,"3,023523","8,434222","4,881852","114,465043","0,896943"
23/06/2012 6.00,"3,52639","10,079922","5,760275","115,834231","0,764225"
23/06/2012 7.00,"4,861651","24,842559","15,39306","106,929608","1,169906"
23/06/2012 8.00,"4,607058","8,512744","5,328864","124,339412","0,819855"
23/06/2012 9.00,"3,44604","5,715828","3,537427","125,94178","0,600335"
23/06/2012 10.00,"2,612743","5,602913","3,438053","131,408555","0,605573"
23/06/2012 11.00,"2,691288","6,434201","3,918302","131,279317","0,623777"
23/06/2012 12.00,"2,387942","6,899488","4,235076","133,175641","0,556757"
23/06/2012 13.00,"2,428569","5,880658","3,659185","133,163861","0,678797"
23/06/2012 14.00,"2,036748","3,167457","1,937275","130,896655","0,481804"
23/06/2012 15.00,"2,299466","3,079851","1,857573","130,964204","0,395562"
23/06/2012 16.00,"2,582047","3,582776","2,207924","130,100098","0,428665"
23/06/2012 17.00,"2,125224","4,837819","2,904896","127,993469","0,379188"
23/06/2012 18.00,"2,372595","7,731424","4,606117","123,661971","0,469193"
23/06/2012 19.00,"1,694581","9,146753","5,094845","118,924942","0,527467"
23/06/2012 20.00,"2,069249","18,072866","10,44134","109,534575","0,744241"
23/06/2012 21.00,"2,667815","22,232544","12,775092","100,209291","1,010745"
23/06/2012 22.00,"2,257937","9,023456","5,037189","110,958709","0,859975"
23/06/2012 23.00,"3,268185","6,741796","3,795526","107,470192","0,570537"
24/06/2012 0.00,"3,702439","6,603574","3,768395","109,736454","0,638371"
24/06/2012 1.00,"3,869459","4,826137","2,701738","122,577371","0,483177"
24/06/2012 2.00,,"3,593807","2,062765","124,962788","0,387223"
24/06/2012 3.00,"3,620283",,,"128,596603","0,376188"
24/06/2012 4.00,"3,708759","2,800158","1,587264",,"0,372781"
24/06/2012 5.00,"3,748483","2,820925","1,687994","122,901738","0,406647"
24/06/2012 6.00,"3,731329","3,261553","1,908786","121,285009","0,453429"
24/06/2012 7.00,"3,831541","3,147989","1,895899","119,047438","0,450938"
24/06/2012 8.00,"3,45236","3,642478","2,215046","124,222806","0,474583"
24/06/2012 9.00,"3,274505","3,358244","2,023762","131,493106","0,45587"
24/06/2012 10.00,"3,203183","3,783945","2,257103","127,285626","0,511754"
24/06/2012 11.00,"3,373815","3,884532","2,385304","133,822641","0,540078"
24/06/2012 12.00,"3,73494","4,397191","2,683765","138,764905","0,49894"
24/06/2012 13.00,"3,310618","3,84884","2,355798","137,289279","0,897452"
24/06/2012 14.00,"2,917894","2,279064","1,429893","134,691846","0,515314"
24/06/2012 15.00,"2,955812","2,118775","1,357654","135,797519","0,430496"
24/06/2012 16.00,"2,604617","2,023382","1,295248","135,044082","0,396477"
24/06/2012 17.00,"2,619965","2,185617","1,381393","136,422631","0,387324"
24/06/2012 18.00,"2,600104","3,53216","2,108211","130,431284","0,443666"
24/06/2012 19.00,"3,114707","6,913117","4,009537","123,928044","0,486329"
24/06/2012 20.00,"3,319645","11,78013","6,840155","121,913493","0,889468"
24/06/2012 21.00,"3,191447","3,891021","2,273722","132,945901","0,507076"
24/06/2012 22.00,"3,19235","4,340733","2,35037","120,540035","0,611522"
24/06/2012 23.00,"2,074666","4,782657","2,641369","115,981263","0,460803"
25/06/2012 0.00,"2,098139","7,299232","4,082795","112,145455","0,591385"
25/06/2012 1.00,"2,262452","6,131795","3,464507","111,259477","0,465684"
25/06/2012 2.00,"2,346413","5,433542","3,115512","108,146795","0,526043"
25/06/2012 3.00,"2,077374","3,940339","2,354102","105,621165","0,553807"
25/06/2012 4.00,"1,849865","8,138955","4,600691","104,914136","0,652456"
25/06/2012 5.00,"2,520656","4,851446","2,744135","113,00877","0,569673"
25/06/2012 6.00,"2,844766","6,763861","3,869123","112,987606","0,719375"
25/06/2012 7.00,"2,796014","8,913786","5,299697","116,180584","0,639947"
25/06/2012 8.00,"2,755387","9,401137","5,626307","121,382186","0,569164"
25/06/2012 9.00,"2,437597","7,883925","4,854381","130,845985","0,605623"
25/06/2012 10.00,"1,850768","14,448559","9,150507","135,093016","0,809939"
25/06/2012 11.00,"2,552254","21,593324","14,080851","132,883436","1,173821"
25/06/2012 12.00,"2,21099","21,194882","13,885496","136,934501","1,465039"
25/06/2012 13.00,"2,418637","22,388927","15,285202","128,046681","1,243181"
25/06/2012 14.00,"2,276896","11,693822","8,085207","125,811644","0,971489"
25/06/2012 15.00,"1,571799","10,649683","7,081298","118,939288","0,795497"
25/06/2012 16.00,"2,55406","12,139643","7,746728","123,145824","0,755224"
25/06/2012 17.00,"13,875337","38,196368","24,166073","112,783193","1,031238"
25/06/2012 18.00,"7,580927","36,998443","24,383143","120,137944","1,571163"
25/06/2012 19.00,"7,09431","38,461789","24,248155","115,53185","2,355779"
25/06/2012 20.00,"10,378739","43,693499","26,13048","100,486352","2,698508"
25/06/2012 21.00,"11,120854","34,337147","20,176552","91,010665","2,222348"
25/06/2012 22.00,"5,419591","14,89308","8,582075","102,906312","1,14026"
25/06/2012 23.00,"2,065638","10,185694","5,903399","101,78548","0,845178"
26/06/2012 0.00,"1,588953","9,162977","5,651403","93,945106","0,750648"
26/06/2012 1.00,"2,063833","6,63602","4,071264","93,880913","0,709205"
26/06/2012 2.00,,"4,848849","2,838081","91,501417","0,605573"
26/06/2012 3.00,"0,960594",,,"93,991552","0,493499"
26/06/2012 4.00,"1,013859","5,288829","2,962214",,"0,429225"
26/06/2012 5.00,"1,154699","11,860598","7,779287","87,968949","0,474329"
26/06/2012 6.00,"1,421029","40,511111","28,36383","47,56002","1,633658"
26/06/2012 7.00,"1,895006","54,082964","39,530637","44,068093","2,138598"
26/06/2012 8.00,"1,994316","20,990471","14,203628","97,969185","1,483803"
26/06/2012 9.00,"1,652149","9,004636","5,595443","124,011673","0,662067"
26/06/2012 10.00,"0,977747","7,333625","4,496228","134,842226","0,723595"
26/06/2012 11.00,"1,138448","22,324684","14,962671","129,920205","1,116717"
26/06/2012 12.00,"1,382208","24,607","16,382726","135,181737","1,752545"
26/06/2012 13.00,"1,086085","19,496626","12,698785","146,340127","1,006372"
26/06/2012 14.00,"4,198083","14,761343","9,220373","156,136741","0,825295"
26/06/2012 15.00,"9,143697","17,381099","10,874108","157,634331","0,976066"
26/06/2012 16.00,"5,926972","10,89693","6,620042","163,911202","0,908079"
26/06/2012 17.00,"1,419223","6,094159","3,740245","141,314225","0,645439"
26/06/2012 18.00,"1,253106","7,987104","4,862522","131,043686","0,711951"
26/06/2012 19.00,"0,836909","7,08768","4,228294","116,143431","0,620777"
26/06/2012 20.00,"1,031916","8,254467","4,942562","108,200006","0,619556"
26/06/2012 21.00,"1,451725","9,171412","5,767735","104,599967","0,751868"
26/06/2012 22.00,"1,29283","4,793041","2,965944","105,649034","0,629726"
26/06/2012 23.00,"1,921187","3,713211","2,130595","107,944923","0,406495"
27/06/2012 0.00,"1,607911","4,641191","2,696314","104,46311","0,449463"
27/06/2012 1.00,"1,475198","3,066871","1,87555","106,860323","0,380155"
27/06/2012 2.00,"1,287412","1,628181","1,039183","112,014619","0,342729"
27/06/2012 3.00,"1,116781","1,593138","1,062246","108,973664","0,387019"
27/06/2012 4.00,"1,217896","3,48284","2,198768","96,762127","0,519229"
27/06/2012 5.00,"1,432766","3,325148","2,064461","98,057883","0,570893"
27/06/2012 6.00,"0,967816","3,008469","1,987132","102,985772","0,465583"
27/06/2012 7.00,"1,260328","4,948786","3,226418","100,042883","0,441988"
27/06/2012 8.00,"2,918797","5,647042","3,658845","101,335268","0,489889"
27/06/2012 9.00,"6,557136","6,422521","4,286629","107,215094","0,541044"
27/06/2012 10.00,"5,973918","4,597712","3,001895","112,827165","0,493448"
27/06/2012 11.00,"2,632605","5,20836","3,489266","120,313659","0,484702"
27/06/2012 12.00,"0,947052","4,37318","2,905913","123,664521","0,419665"
27/06/2012 13.00,"0,810727","4,897521","3,495709","123,06393","0,373646"
27/06/2012 14.00,"0,652734","2,619755","1,702577","124,275196","0,294981"
27/06/2012 15.00,"0,66086","2,647659","1,732423","125,032895","0,287201"
27/06/2012 16.00,"0,883854","2,431563","1,51231","126,403818","0,288014"
27/06/2012 17.00,"1,618745","4,133073","2,559632","126,467197","0,342119"
27/06/2012 18.00,"1,495059","5,185648","3,187755","126,691838","0,384121"
27/06/2012 19.00,"2,320231","6,7405","4,049557","126,399526","0,550502"
27/06/2012 20.00,"3,167973","9,778816","5,452318","120,986799","0,620319"
27/06/2012 21.00,"2,465584","10,39141","5,672093","113,447992","0,603183"
27/06/2012 22.00,"1,863407","9,860583","5,532699","109,825989","0,645083"
27/06/2012 23.00,"3,061441","5,114265","2,95543","118,847195","0,480431"
28/06/2012 0.00,"2,932338","3,458829","2,071243","121,448814","0,387884"
28/06/2012 1.00,"1,906743","2,589255","1,631014","121,245329","0,332915"
28/06/2012 2.00,,"1,995478","1,247765","119,984208","0,313185"
28/06/2012 3.00,"1,773481","1,56158","1,030926","118,925643","0,337339"
28/06/2012 4.00,"1,404778","2,049341","1,301353",,"0,297778"
28/06/2012 5.00,"1,504088","2,417936","1,549278","115,762511","0,293303"
28/06/2012 6.00,"1,563673","4,421202","2,642726","110,439191","0,431513"
28/06/2012 7.00,"2,055707","6,926093","4,203195","106,985368","0,462074"
28/06/2012 8.00,"1,690067","7,888467","4,964607","110,586222","0,505602"
28/06/2012 9.00,"1,737917","6,014339","3,770429","115,81398","0,484651"
28/06/2012 10.00,"1,561868","5,451712","3,438732","122,143241","0,562452"
28/06/2012 11.00,"1,393042","5,402392","3,616112","123,19488","0,5055"
28/06/2012 12.00,"1,098724","6,095456","3,877605","125,363145","0,509009"
28/06/2012 13.00,"1,20977","6,911169","4,682767","127,136981","0,449311"
28/06/2012 14.00,"1,606105","2,839094","1,850112","131,561477","0,471329"
28/06/2012 15.00,"1,291927","7,027976","4,522006","136,79094","0,512466"
28/06/2012 16.00,"1,099627","10,698355","6,817771","135,649787","0,63532"
28/06/2012 17.00,"1,82549","14,519936","9,455748","130,873869","0,904062"
28/06/2012 18.00,"3,235684","18,847696","11,592781","131,708478","1,124599"
28/06/2012 19.00,"7,098825","35,723271","21,811962","125,052324","1,687508"
28/06/2012 20.00,"6,013642","49,478122","30,051496","106,719213","2,278741"
28/06/2012 21.00,"5,371742","31,549319","17,971349","103,021183","1,670422"
28/06/2012 22.00,"5,898082","16,431062","9,077925","121,191205","1,055087"
28/06/2012 23.00,"4,317255","18,913887","10,575306","98,872994","1,112089"
29/06/2012 0.00,"4,004882","14,780811","8,285311","97,570503","1,020509"
29/06/2012 1.00,"8,702221","10,734698","6,173708","97,708197","1,360237"
29/06/2012 2.00,"5,755438","6,084424","3,594745","107,226106","1,00622"
29/06/2012 3.00,"11,509063","9,693157","5,607991","100,886731","0,990812"
