NetC,ARPA Puglia,
Stat,Suolo Giuffreda,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3,ug/m3
Field,Aver,Aver
11/07/2008 20.00,"6,544112","4,816201"
11/07/2008 21.00,"6,006021","5,906611"
11/07/2008 22.00,"6,249316","3,830487"
11/07/2008 23.00,"5,938538","2,869035"
12/07/2008 0.00,"5,835537","2,405547"
12/07/2008 1.00,,"8,582848"
12/07/2008 2.00,"6,073504",
12/07/2008 3.00,"6,409145","6,590992"
12/07/2008 4.00,"6,219127","4,983465"
12/07/2008 5.00,"6,627579","3,653007"
12/07/2008 6.00,"6,123229","3,513834"
12/07/2008 7.00,"6,778528","3,753878"
12/07/2008 8.00,"5,57981","4,673194"
12/07/2008 9.00,"6,613371","5,85554"
12/07/2008 10.00,"5,732536","4,768958"
12/07/2008 11.00,"6,853115","7,214085"
12/07/2008 12.00,"6,306145","5,868308"
12/07/2008 13.00,"6,92415","10,838996"
12/07/2008 14.00,"7,107066","7,551169"
12/07/2008 15.00,"6,586733","5,892568"
12/07/2008 16.00,"6,840684","5,647415"
12/07/2008 17.00,"6,478405","5,121363"
12/07/2008 18.00,"6,421576","5,127745"
12/07/2008 19.00,"6,435784","5,522287"
12/07/2008 20.00,"6,734131","6,022804"
12/07/2008 21.00,"6,370076","6,444157"
12/07/2008 22.00,"6,650665","5,090718"
12/07/2008 23.00,"5,961624","4,36165"
13/07/2008 0.00,"7,284654","4,927285"
13/07/2008 1.00,"6,13566","5,011554"
13/07/2008 2.00,"6,883305","4,822585"
13/07/2008 3.00,"6,727028","5,020493"
13/07/2008 4.00,"6,457094","5,689551"
13/07/2008 5.00,"6,810494","6,045786"
13/07/2008 6.00,"6,581406","4,701285"
13/07/2008 7.00,"6,48906","6,92552"
13/07/2008 8.00,"6,593837","8,064455"
13/07/2008 9.00,"7,057341","10,704933"
13/07/2008 10.00,"6,620475","12,200096"
13/07/2008 11.00,"6,771425","21,011485"
13/07/2008 12.00,"7,18698","21,787792"
13/07/2008 13.00,"7,050238","10,071625"
13/07/2008 14.00,"6,922374","6,414789"
13/07/2008 15.00,"6,595613","6,087923"
13/07/2008 16.00,"6,737683","5,123915"
13/07/2008 17.00,"6,224454","4,918347"
13/07/2008 18.00,"6,634682","5,878522"
13/07/2008 19.00,"7,318395","6,223266"
13/07/2008 20.00,"6,739459","7,986566"
13/07/2008 21.00,"6,895736","5,772545"
13/07/2008 22.00,"6,178281","5,047306"
13/07/2008 23.00,"6,295489","8,231717"
14/07/2008 0.00,"6,140988","9,486841"
14/07/2008 1.00,,"6,838697"
14/07/2008 2.00,"5,908348",
14/07/2008 3.00,"6,061073","6,001097"
14/07/2008 4.00,"5,959848","5,563144"
14/07/2008 5.00,"5,798244","4,202045"
14/07/2008 6.00,"6,169402","4,16374"
14/07/2008 7.00,"5,968728","5,157113"
14/07/2008 8.00,"6,156971","7,395396"
14/07/2008 9.00,"6,014901","12,930442"
14/07/2008 10.00,"6,817597","9,338729"
14/07/2008 11.00,"6,860219","4,274825"
14/07/2008 12.00,"6,327455","4,375693"
14/07/2008 13.00,"6,281282","4,205877"
14/07/2008 14.00,"6,215575","3,68876"
14/07/2008 15.00,"5,659725","3,184413"
14/07/2008 16.00,"6,449991","3,852194"
14/07/2008 17.00,"6,464198","4,615739"
14/07/2008 18.00,"6,847787","4,11522"
14/07/2008 19.00,"6,908167","5,007724"
14/07/2008 20.00,"6,537009","3,123124"
14/07/2008 21.00,"6,460646","3,324863"
14/07/2008 22.00,"7,499535","4,541682"
14/07/2008 23.00,"6,668424","4,903024"
15/07/2008 0.00,"7,119497","4,880042"
15/07/2008 1.00,"6,934805","4,73576"
15/07/2008 2.00,"6,416249","3,836871"
15/07/2008 3.00,"6,425128","4,486778"
15/07/2008 4.00,"6,819374","6,047063"
15/07/2008 5.00,"6,146316","4,373141"
15/07/2008 6.00,"6,457094","4,591478"
15/07/2008 7.00,"6,362973","4,989849"
15/07/2008 8.00,"6,442887","5,475044"
15/07/2008 9.00,"6,254644","6,251357"
15/07/2008 10.00,"6,393163","5,872138"
15/07/2008 11.00,"6,636458","4,950267"
15/07/2008 12.00,"6,719924","5,651247"
15/07/2008 13.00,"6,52813","6,117289"
15/07/2008 14.00,"6,268851","4,744697"
15/07/2008 15.00,"6,494388","3,881562"
15/07/2008 16.00,"6,968547","3,913481"
15/07/2008 17.00,"6,604492","2,967351"
15/07/2008 18.00,"6,663096","3,876453"
15/07/2008 19.00,"6,199592","3,771753"
15/07/2008 20.00,"6,776752","3,512557"
15/07/2008 21.00,"6,348766","3,446161"
15/07/2008 22.00,"6,592061","3,529157"
15/07/2008 23.00,"6,258196","3,481914"
16/07/2008 0.00,"7,076876","3,729619"
16/07/2008 1.00,,"4,378248"
16/07/2008 2.00,"6,803391",
16/07/2008 3.00,"7,080428","5,000063"
16/07/2008 4.00,"7,078652","4,297807"
16/07/2008 5.00,"6,6702","4,065424"
16/07/2008 6.00,"6,696838","4,230136"
16/07/2008 7.00,"7,139031","3,884115"
16/07/2008 8.00,"7,032479","4,398677"
16/07/2008 9.00,"6,650665","4,368032"
16/07/2008 10.00,"6,920599","4,811092"
16/07/2008 11.00,"7,069772","4,324621"
16/07/2008 12.00,"6,87265","4,924731"
16/07/2008 13.00,"7,391206","5,091995"
16/07/2008 14.00,"7,167446","5,104763"
16/07/2008 15.00,"7,273998","4,973249"
16/07/2008 16.00,"7,121273",
16/07/2008 17.00,"6,938357",
16/07/2008 18.00,"6,700389","4,837906"
16/07/2008 19.00,"6,783856","4,110113"
16/07/2008 20.00,"6,977427","3,942849"
16/07/2008 21.00,"6,774976","3,658116"
16/07/2008 22.00,"6,879753","4,599139"
16/07/2008 23.00,"7,259791","5,536332"
17/07/2008 0.00,"7,304188","6,994471"
17/07/2008 1.00,"7,101738","6,244973"
17/07/2008 2.00,"7,497759","5,374175"
17/07/2008 3.00,"7,234929","4,68341"
17/07/2008 4.00,"7,229601","4,756189"
17/07/2008 5.00,"7,353913","4,865997"
17/07/2008 6.00,"7,361016","4,549342"
17/07/2008 7.00,"7,506639","4,324621"
17/07/2008 8.00,"7,955935","12,888313"
17/07/2008 9.00,"7,568794","15,147025"
17/07/2008 10.00,"7,499535","13,881681"
17/07/2008 11.00,"8,085575","4,581264"
17/07/2008 12.00,"7,249136","4,205877"
17/07/2008 13.00,"7,099962","4,402507"
17/07/2008 14.00,"7,199411","4,436982"
17/07/2008 15.00,"6,917047","4,73959"
17/07/2008 16.00,"8,101558","5,358852"
17/07/2008 17.00,"7,142583","5,637201"
17/07/2008 18.00,"7,39831","6,428835"
17/07/2008 19.00,"7,194084","6,00365"
17/07/2008 20.00,"7,252688","5,481428"
17/07/2008 21.00,"7,036031","4,830245"
17/07/2008 22.00,"6,858443","3,787076"
17/07/2008 23.00,"6,798063","3,97094"
18/07/2008 0.00,"7,780124","6,288384"
18/07/2008 1.00,,"5,1469"
18/07/2008 2.00,"7,376999",
18/07/2008 3.00,"6,977427","4,79577"
18/07/2008 4.00,"6,92415","4,180338"
18/07/2008 5.00,"6,84246","3,476807"
18/07/2008 6.00,"7,069772","3,804951"
18/07/2008 7.00,"7,336154","3,826658"
18/07/2008 8.00,"7,188756","6,267955"
18/07/2008 9.00,"7,806762","8,26364"
18/07/2008 10.00,"7,558139","4,652767"
18/07/2008 11.00,"7,817417","7,268989"
18/07/2008 12.00,"7,577673","5,477598"
18/07/2008 13.00,"9,710504","12,763176"
18/07/2008 14.00,"12,88399","12,902353"
18/07/2008 15.00,"10,56825","9,403847"
18/07/2008 16.00,"8,79415","16,879684"
18/07/2008 17.00,"8,069592","7,114493"
18/07/2008 18.00,"7,693106","6,72506"
18/07/2008 19.00,"7,167446","6,935736"
18/07/2008 20.00,"8,009212","6,576949"
18/07/2008 21.00,"7,840504","5,236277"
18/07/2008 22.00,"6,964995","5,333316"
18/07/2008 23.00,"6,838908","7,06342"
19/07/2008 0.00,"6,588509","4,679578"
19/07/2008 1.00,"7,0236","3,321034"
19/07/2008 2.00,"6,535233","3,193351"
19/07/2008 3.00,"7,169221","4,798324"
19/07/2008 4.00,"7,092859","3,95051"
19/07/2008 5.00,"7,213618","9,988635"
19/07/2008 6.00,"7,435603","5,675506"
19/07/2008 7.00,"7,048462","4,530191"
19/07/2008 8.00,"6,92415","9,065487"
19/07/2008 9.00,"7,963039","8,489638"
19/07/2008 10.00,"7,172773","16,813287"
19/07/2008 11.00,"7,218946","11,003711"
19/07/2008 12.00,"7,318395","7,691618"
19/07/2008 13.00,"6,137436","5,875968"
19/07/2008 14.00,"6,515698","5,776376"
19/07/2008 15.00,"6,93303","4,688517"
19/07/2008 16.00,"7,133704","3,856026"
19/07/2008 17.00,"6,780304","4,565942"
19/07/2008 18.00,"7,083979","4,706392"
19/07/2008 19.00,"6,732356","4,18417"
19/07/2008 20.00,"6,771425","4,447196"
19/07/2008 21.00,"6,830029","6,991918"
19/07/2008 22.00,"6,265299","4,34505"
19/07/2008 23.00,"6,455318","3,61598"
20/07/2008 0.00,"7,144359","4,162463"
20/07/2008 1.00,,"3,95051"
20/07/2008 2.00,"6,318576",
20/07/2008 3.00,"6,622251","3,907098"
20/07/2008 4.00,"6,386059","3,599382"
20/07/2008 5.00,"6,331007","3,582782"
20/07/2008 6.00,"7,004065","4,096068"
20/07/2008 7.00,"6,476629","6,195175"
20/07/2008 8.00,"6,359421","7,404333"
20/07/2008 9.00,"6,386059","6,691861"
20/07/2008 10.00,"6,634682","8,241933"
20/07/2008 11.00,"6,693286","5,965347"
20/07/2008 12.00,"7,263343","5,295011"
20/07/2008 13.00,"7,416069","5,054967"
20/07/2008 14.00,"6,947237","5,2184"
20/07/2008 15.00,"6,457094","4,774064"
20/07/2008 16.00,"6,421576","4,765128"
20/07/2008 17.00,"7,142583","4,315682"
20/07/2008 18.00,"6,838908","4,366757"
20/07/2008 19.00,"6,838908","4,942606"
20/07/2008 20.00,"6,929478","5,491642"
20/07/2008 21.00,"6,84246","7,803982"
20/07/2008 22.00,"6,730579","7,346876"
20/07/2008 23.00,"6,464198","4,047549"
21/07/2008 0.00,"6,64001","5,769992"
21/07/2008 1.00,"6,297265","4,55445"
21/07/2008 2.00,"6,64001","3,570014"
21/07/2008 3.00,"6,684407","3,299327"
21/07/2008 4.00,"6,432232","4,053931"
21/07/2008 5.00,"6,869098","4,775342"
21/07/2008 6.00,"6,648889","5,340978"
21/07/2008 7.00,"7,185205","4,428043"
21/07/2008 8.00,"7,146135","10,893904"
21/07/2008 9.00,"6,3683","9,365542"
21/07/2008 10.00,"7,085755","6,410962"
21/07/2008 11.00,"6,986306","7,643101"
21/07/2008 12.00,"6,892184","9,322131"
21/07/2008 13.00,"7,130152","4,880042"
21/07/2008 14.00,"6,888633","4,384632"
21/07/2008 15.00,"7,142583","4,73576"
21/07/2008 16.00,"7,462242","5,160943"
21/07/2008 17.00,"7,27755","4,813646"
21/07/2008 18.00,"7,65226","5,169882"
21/07/2008 19.00,"7,343257","6,257741"
21/07/2008 20.00,"7,270447","9,46769"
21/07/2008 21.00,"6,780304","8,448779"
21/07/2008 22.00,"6,846012","4,862165"
21/07/2008 23.00,"6,798063","4,726821"
22/07/2008 0.00,"6,725252","4,351434"
22/07/2008 1.00,,"4,227582"
22/07/2008 2.00,"6,485508",
22/07/2008 3.00,"7,220722","6,961273"
22/07/2008 4.00,"6,659544","9,000369"
22/07/2008 5.00,"6,602716","9,364265"
22/07/2008 6.00,"6,810494","5,724026"
22/07/2008 7.00,"6,657769","6,059832"
22/07/2008 8.00,"6,895736","5,938533"
22/07/2008 9.00,"5,919003","5,828726"
22/07/2008 10.00,"6,501491","5,10604"
22/07/2008 11.00,"6,199592","5,674229"
22/07/2008 12.00,"6,748338","5,384389"
22/07/2008 13.00,"6,505043","4,573603"
22/07/2008 14.00,"6,375404","4,573603"
22/07/2008 15.00,"7,04491","4,664258"
22/07/2008 16.00,"6,602716","4,535298"
22/07/2008 17.00,"6,764321","4,560834"
22/07/2008 18.00,"6,57075","4,705115"
22/07/2008 19.00,"6,730579","4,73193"
22/07/2008 20.00,"6,599164","4,504653"
22/07/2008 21.00,"6,43756","4,883872"
22/07/2008 22.00,"6,828253","4,991127"
22/07/2008 23.00,"6,780304","4,265888"
23/07/2008 0.00,"7,270447","4,504653"
23/07/2008 1.00,"7,259791","4,959204"
23/07/2008 2.00,"7,334378","4,577433"
23/07/2008 3.00,"7,33793","4,231413"
23/07/2008 4.00,"6,892184","4,177786"
23/07/2008 5.00,"8,231196","3,935188"
23/07/2008 6.00,"7,178101","4,514868"
23/07/2008 7.00,"7,361016","4,020735"
23/07/2008 8.00,"7,575898","4,27227"
23/07/2008 9.00,"7,025375","3,936465"
23/07/2008 10.00,"7,629174","4,102453"
23/07/2008 11.00,"7,54926","4,176509"
23/07/2008 12.00,"7,744606","4,320791"
23/07/2008 13.00,"7,80321","4,463795"
23/07/2008 14.00,"8,021644","4,645103"
23/07/2008 15.00,"7,60076","4,245457"
23/07/2008 16.00,"7,959487","4,138204"
23/07/2008 17.00,"7,723296","3,97094"
23/07/2008 18.00,"8,344853","4,113943"
23/07/2008 19.00,"7,929297","3,6645"
23/07/2008 20.00,"8,098006","3,808783"
23/07/2008 21.00,"8,147731","3,871346"
23/07/2008 22.00,"7,936401","5,035815"
23/07/2008 23.00,"7,987902","3,690037"
24/07/2008 0.00,"7,696658","3,636409"
24/07/2008 1.00,,"4,27227"
24/07/2008 2.00,"7,515518",
24/07/2008 3.00,"7,971919","4,848121"
24/07/2008 4.00,"7,757037","4,937499"
24/07/2008 5.00,"7,703761","4,797046"
24/07/2008 6.00,"7,781899","4,836628"
24/07/2008 7.00,"6,865546","4,998788"
24/07/2008 8.00,"6,723476","5,01794"
24/07/2008 9.00,"7,444483","5,264366"
24/07/2008 10.00,"7,060893","6,013866"
24/07/2008 11.00,"7,423172","6,193898"
24/07/2008 12.00,"7,314844","6,977873"
24/07/2008 13.00,"7,336154","7,590752"
24/07/2008 14.00,"7,218946","6,673986"
24/07/2008 15.00,"7,623847","6,173468"
24/07/2008 16.00,"6,423353",
24/07/2008 17.00,"6,496163","5,236288"
24/07/2008 18.00,"7,298861","5,2184"
24/07/2008 19.00,"6,943685","5,134131"
24/07/2008 20.00,"7,201187","5,606558"
24/07/2008 21.00,"7,577673","6,169639"
24/07/2008 22.00,"7,329051","5,80702"
24/07/2008 23.00,"7,481776","5,081781"
25/07/2008 0.00,"7,229601","5,676783"
25/07/2008 1.00,"7,179877","5,17882"
25/07/2008 2.00,"7,094635","6,149211"
25/07/2008 3.00,"6,964995","4,756189"
25/07/2008 4.00,"7,043134","4,087131"
25/07/2008 5.00,"7,769468","4,50593"
25/07/2008 6.00,"7,449811","4,991127"
25/07/2008 7.00,"7,820969","5,918104"
25/07/2008 8.00,"7,515518","6,047063"
25/07/2008 9.00,"6,757218","5,34353"
25/07/2008 10.00,"7,408965","5,268198"
25/07/2008 11.00,"7,025375","4,813646"
25/07/2008 12.00,"7,359241","4,665535"
25/07/2008 13.00,"7,455138","4,629782"
25/07/2008 14.00,"7,815641","4,282486"
25/07/2008 15.00,"7,925746","4,101176"
25/07/2008 16.00,"7,868917","4,383355"
25/07/2008 17.00,"7,902659","4,559557"
25/07/2008 18.00,"7,854711","4,660428"
25/07/2008 19.00,"7,998557","4,678303"
25/07/2008 20.00,"8,272042","4,940052"
25/07/2008 21.00,"7,233153","5,634648"
25/07/2008 22.00,"7,416069","6,156871"
25/07/2008 23.00,"7,430275","5,675506"
26/07/2008 0.00,"7,19586","8,285346"
26/07/2008 1.00,,"6,304983"
26/07/2008 2.00,"7,119497",
26/07/2008 3.00,"7,664691","6,444157"
26/07/2008 4.00,"7,169221","6,497785"
26/07/2008 5.00,"7,4285","6,30243"
26/07/2008 6.00,"7,227826","5,038368"
26/07/2008 7.00,"7,597208","5,379282"
26/07/2008 8.00,"7,362792","5,89129"
26/07/2008 9.00,"8,018091","5,738072"
26/07/2008 10.00,"7,330826","7,980182"
26/07/2008 11.00,"7,369896","7,666081"
26/07/2008 12.00,"7,643381","7,685236"
26/07/2008 13.00,"7,565242","6,53609"
26/07/2008 14.00,"7,563467","6,23348"
26/07/2008 15.00,"7,764141","4,64638"
26/07/2008 16.00,"7,396534","4,597862"
26/07/2008 17.00,"7,298861","4,614462"
26/07/2008 18.00,"7,529725","4,430598"
26/07/2008 19.00,"6,96322","3,93391"
26/07/2008 20.00,"7,067997","4,315682"
26/07/2008 21.00,"7,204739","5,123915"
26/07/2008 22.00,"7,36812","6,681649"
26/07/2008 23.00,"7,147911","5,956409"
27/07/2008 0.00,"6,7217","5,329487"
27/07/2008 1.00,"6,42868","4,010522"
27/07/2008 2.00,"6,590285","3,947956"
27/07/2008 3.00,"6,439335","3,349122"
27/07/2008 4.00,"6,860219","3,499789"
27/07/2008 5.00,"6,634682","2,986503"
27/07/2008 6.00,"7,504863","3,248254"
27/07/2008 7.00,"7,536829","3,120572"
27/07/2008 8.00,"7,664691","5,375452"
27/07/2008 9.00,"7,352137","14,927402"
27/07/2008 10.00,"7,776572","8,289176"
27/07/2008 11.00,"7,275774","5,64231"
27/07/2008 12.00,"7,506639","4,965588"
27/07/2008 13.00,"7,33793","5,235"
27/07/2008 14.00,"7,575898","5,107318"
27/07/2008 15.00,"7,584777","4,241627"
27/07/2008 16.00,"7,121273","4,052656"
27/07/2008 17.00,"6,757218","3,918589"
27/07/2008 18.00,"7,625622","3,322309"
27/07/2008 19.00,"7,266895","3,347845"
27/07/2008 20.00,"7,62207","4,659151"
27/07/2008 21.00,"7,613191","5,011554"
27/07/2008 22.00,"7,149687","5,369066"
27/07/2008 23.00,"7,362792","4,474009"
28/07/2008 0.00,"7,389431","4,018181"
28/07/2008 1.00,,"4,929838"
28/07/2008 2.00,"7,064445",
28/07/2008 3.00,"7,133704","4,680855"
28/07/2008 4.00,"7,366344","6,325412"
28/07/2008 5.00,"6,957892","6,310091"
28/07/2008 6.00,"7,440931","5,177543"
28/07/2008 7.00,"7,007617","4,412721"
28/07/2008 8.00,"6,943685","4,360373"
28/07/2008 9.00,"6,799839","4,179061"
28/07/2008 10.00,"6,478405","4,090961"
28/07/2008 11.00,"7,0751","4,15991"
28/07/2008 12.00,"6,638234","6,518214"
28/07/2008 13.00,"6,638234","7,498819"
28/07/2008 14.00,"6,938357","4,919624"
28/07/2008 15.00,"7,108841","6,081538"
28/07/2008 16.00,"6,856667","3,624918"
28/07/2008 17.00,"6,789184","3,028639"
28/07/2008 18.00,"7,034255","2,854991"
28/07/2008 19.00,"6,821149","3,010763"
28/07/2008 20.00,"7,046686","3,982431"
28/07/2008 21.00,"7,654037","4,185447"
28/07/2008 22.00,"7,345034","3,79346"
28/07/2008 23.00,"6,821149","3,318479"
29/07/2008 0.00,"7,77302","3,836871"
29/07/2008 1.00,"7,0751","4,448473"
29/07/2008 2.00,"7,059117","3,908376"
29/07/2008 3.00,"7,220722","4,703839"
29/07/2008 4.00,"7,275774","4,905576"
29/07/2008 5.00,"7,30774","4,014351"
29/07/2008 6.00,"7,371672","2,962244"
29/07/2008 7.00,"7,316619","4,431875"
29/07/2008 8.00,"7,888453","10,55554"
29/07/2008 9.00,"8,744426",
29/07/2008 10.00,"7,989677","9,134437"
29/07/2008 11.00,"7,48","7,071082"
29/07/2008 12.00,"7,890228","4,758744"
29/07/2008 13.00,"7,48888","4,830245"
29/07/2008 14.00,"7,481776","4,295254"
29/07/2008 15.00,"7,192308","3,544478"
29/07/2008 16.00,"7,256239","5,425248"
29/07/2008 17.00,"7,57057","3,103972"
29/07/2008 18.00,"6,590285","3,349122"
29/07/2008 19.00,"7,059117","2,893294"
29/07/2008 20.00,"7,05379","9,693689"
29/07/2008 21.00,"7,623847","7,9738"
29/07/2008 22.00,"7,131928","4,880042"
29/07/2008 23.00,"7,016496","4,119052"
30/07/2008 0.00,"6,911719","3,209949"
30/07/2008 1.00,,"2,609839"
30/07/2008 2.00,"7,176325",
30/07/2008 3.00,"6,899288","3,384875"
30/07/2008 4.00,"7,54926","3,480636"
30/07/2008 5.00,"7,33793","5,409926"
30/07/2008 6.00,"7,86359","7,283033"
30/07/2008 7.00,"7,254464","9,190617"
30/07/2008 8.00,"8,048282","8,527943"
30/07/2008 9.00,"7,506639","11,329305"
30/07/2008 10.00,"8,366163","14,660548"
30/07/2008 11.00,"7,819193","8,05041"
30/07/2008 12.00,"7,51907","5,325655"
30/07/2008 13.00,"7,234929","4,541682"
30/07/2008 14.00,"7,551035","3,729619"
30/07/2008 15.00,"8,103333","3,351677"
30/07/2008 16.00,"7,902659","3,331247"
30/07/2008 17.00,"7,366344","2,959692"
30/07/2008 18.00,"8,07492","10,172495"
30/07/2008 19.00,"7,689554","16,389375"
30/07/2008 20.00,"7,179877","4,701285"
30/07/2008 21.00,"7,494207","4,591478"
30/07/2008 22.00,"7,717968","3,859855"
30/07/2008 23.00,"7,89378","3,437225"
31/07/2008 0.00,"7,494207","2,828178"
31/07/2008 1.00,"7,748158","2,422145"
31/07/2008 2.00,"7,375224","2,733691"
31/07/2008 3.00,"7,558139","2,608562"
31/07/2008 4.00,"7,298861","2,602179"
31/07/2008 5.00,"7,54038","3,284006"
31/07/2008 6.00,"7,629174","5,707426"
31/07/2008 7.00,"7,735727","6,100691"
31/07/2008 8.00,"8,261387","8,09893"
31/07/2008 9.00,"8,565062","17,507878"
31/07/2008 10.00,"8,978842","26,561864"
31/07/2008 11.00,"10,55049","46,351453"
31/07/2008 12.00,"8,213438","7,150244"
31/07/2008 13.00,"7,478224","4,136927"
31/07/2008 14.00,"7,764141","3,123124"
31/07/2008 15.00,"7,828073","3,254638"
31/07/2008 16.00,"7,700209","3,296772"
31/07/2008 17.00,"7,380551","2,678787"
31/07/2008 18.00,"7,533277","3,318479"
31/07/2008 19.00,"7,643381","2,69028"
31/07/2008 20.00,"7,10529","4,168847"
31/07/2008 21.00,"8,204558","7,340492"
31/07/2008 22.00,"7,872469","5,481428"
31/07/2008 23.00,"7,703761","4,697455"
01/08/2008 0.00,"7,21184301","4,20715182"
01/08/2008 1.00,,"2,25104913"
01/08/2008 2.00,"7,04490995",
01/08/2008 3.00,"7,24025679","2,93032337"
01/08/2008 4.00,"7,18165302","2,48981763"
01/08/2008 5.00,"7,64338112","2,95585983"
01/08/2008 6.00,"7,26334286","2,31106055"
01/08/2008 7.00,"7,55636311","3,57001385"
01/08/2008 8.00,"8,30933571","9,29787141"
01/08/2008 9.00,"8,5579586","5,67933716"
01/08/2008 10.00,"8,08379936","6,00492697"
01/08/2008 11.00,"7,43205214","5,37162061"
01/08/2008 12.00,"7,63982916","3,90709846"
01/08/2008 13.00,"7,55991507","4,34377261"
01/08/2008 14.00,"7,1745491","4,4369818"
01/08/2008 15.00,"8,14950657","3,98881474"
01/08/2008 16.00,"7,72151995","4,26461072"
01/08/2008 17.00,"7,92041779","3,79728944"
01/08/2008 18.00,"7,8600378","3,6887595"
01/08/2008 19.00,"7,95771217","4,13692656"
01/08/2008 20.00,"7,34858513","5,48525746"
01/08/2008 21.00,"7,9683671","3,9683852"
01/08/2008 22.00,"7,88490105","5,0383676"
01/08/2008 23.00,"6,94901323","3,80367544"
02/08/2008 0.00,"7,72862291","3,48702037"
02/08/2008 1.00,"6,8442359","3,51894094"
02/08/2008 2.00,"6,6577692","3,34146107"
02/08/2008 3.00,"6,78918409","4,98984908"
02/08/2008 4.00,"6,37185192","4,41910666"
02/08/2008 5.00,"6,68973398","3,75770944"
02/08/2008 6.00,"7,17632484","3,72323447"
02/08/2008 7.00,"6,97565079","3,20867187"
02/08/2008 8.00,"7,1798768","4,39484552"
02/08/2008 9.00,"7,08042812","4,0552084"
02/08/2008 10.00,"7,02004814","4,75491218"
02/08/2008 11.00,"7,12127304","4,85067389"
02/08/2008 12.00,"7,22249794","4,75108247"
02/08/2008 13.00,"7,011168","3,93008052"
02/08/2008 14.00,"6,80339098","3,83304161"
02/08/2008 15.00,"7,10884094","3,7794143"
02/08/2008 16.00,"7,16389418","3,52915665"
02/08/2008 17.00,"7,41606903","3,20484216"
02/08/2008 18.00,"7,36812019","3,60704322"
02/08/2008 19.00,"7,42139578","3,55086339"
02/08/2008 20.00,"7,46579313","10,43934873"
02/08/2008 21.00,"7,64515686","6,99702468"
02/08/2008 22.00,"7,46046495","6,14154776"
02/08/2008 23.00,"6,58850908","5,74828521"
03/08/2008 0.00,"7,35036087","4,39484552"
03/08/2008 1.00,,"3,81899618"
03/08/2008 2.00,"6,52990484",
03/08/2008 3.00,"6,24043703","3,96455549"
03/08/2008 4.00,"7,28820515","3,21761039"
03/08/2008 5.00,"7,09463501","3,09758754"
03/08/2008 6.00,"7,08930683","11,6293521"
03/08/2008 7.00,"7,12659979","11,71234934"
03/08/2008 8.00,"7,41784382","7,80908812"
03/08/2008 9.00,"7,63805294","18,24715966"
03/08/2008 10.00,"7,96481514","25,8838767"
03/08/2008 11.00,"7,38232708","11,92175355"
03/08/2008 12.00,"8,28447342","10,70238025"
03/08/2008 13.00,"8,22054195","6,78762424"
03/08/2008 14.00,"7,26156712","3,94923286"
03/08/2008 15.00,"7,44981098","3,67471596"
03/08/2008 16.00,"8,25073147","3,13972382"
03/08/2008 17.00,"7,6256218","3,00054863"
03/08/2008 18.00,"7,45158577","3,69897333"
03/08/2008 19.00,"8,06781578","9,0501644"
03/08/2008 20.00,"8,21166229","7,8525016"
03/08/2008 21.00,"7,41784382","6,31009101"
03/08/2008 22.00,"6,9099431","4,09223777"
03/08/2008 23.00,"7,69843292","4,30802232"
04/08/2008 0.00,"7,67534685","3,6466251"
04/08/2008 1.00,"7,49775887","3,05800565"
04/08/2008 2.00,"7,44093084","2,566427"
04/08/2008 3.00,"7,40541315","2,39022432"
04/08/2008 4.00,"7,23848104","2,53961334"
04/08/2008 5.00,"7,88134909","2,82051624"
04/08/2008 6.00,"8,18324947","3,11163296"
04/08/2008 7.00,"7,39120579","2,85371401"
04/08/2008 8.00,"8,15838623","4,35909524"
04/08/2008 9.00,"8,01276398","5,2745817"
04/08/2008 10.00,"7,63627815","5,96279257"
04/08/2008 11.00,"7,66824293","4,37952478"
04/08/2008 12.00,"7,77657223","3,87390069"
04/08/2008 13.00,"7,56524181","3,41679512"
04/08/2008 14.00,"7,73217487","3,5048974"
04/08/2008 15.00,"7,76058912","3,47936094"
