Stat,LECCE Piazza_libertini,,,,,,  ,
,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,
,,,,,
,,,,,
09/07/2014 12.00,"22,8","35,3","1,0","18,6",,,,
09/07/2014 13.00,"14,2","25,2","0,9",,,,,
09/07/2014 14.00,"10,4","20,2","0,9","27,8",,,,
09/07/2014 15.00,"10,0","18,4","0,9",,,,,
09/07/2014 16.00,"13,3","22,3","0,9","19,0","0,3",,,
09/07/2014 17.00,"19,1","29,7","0,9",,,,,
09/07/2014 18.00,"33,0","56,5","1,1","11,2","0,1",,,
09/07/2014 19.00,"30,4","50,2","1,0",,"0,2",,,
09/07/2014 20.00,"31,3","51,0","1,0","18,1","0,1",,,
09/07/2014 21.00,"36,6","58,6","1,0",,"0,4",,,
09/07/2014 22.00,"7,5","14,2","0,9","14,2",,,,
09/07/2014 23.00,"16,3","26,8","0,9",,,,,
10/07/2014 0.00,"7,1","13,9","0,9","27,8",,,,
10/07/2014 1.00,"4,7","10,5","0,9",,,,,
10/07/2014 2.00,"2,1","7,5","0,8","25,9",,,,
10/07/2014 3.00,"1,6","7,2","0,8",,,,,
10/07/2014 4.00,"6,9","13,8","0,8","14,2",,,,
10/07/2014 5.00,"20,0","30,6","0,9",,,,,
10/07/2014 6.00,"48,5","86,2","1,0","22,0",,,,
10/07/2014 7.00,"33,8","59,0","1,0",,,,,
10/07/2014 8.00,"23,2","42,3","1,0","21,5",,,,
10/07/2014 9.00,"29,5","57,1","1,1",,,,,
10/07/2014 10.00,"17,6","33,9","0,9","20,0",,,,
10/07/2014 11.00,"25,6","46,6","1,0",,,,,
10/07/2014 12.00,"22,2","43,1","1,0","22,5",,,,
10/07/2014 13.00,"16,3","31,0","0,9",,,,,
10/07/2014 14.00,"15,9","32,5","0,9","20,5",,,,
10/07/2014 15.00,"10,8","23,2","0,9",,,,,
10/07/2014 16.00,"10,3","20,0","0,9","19,0",,,,
10/07/2014 17.00,"16,2","28,8","0,9",,,,,
10/07/2014 18.00,"13,5","22,7","0,9","27,8",,,,
10/07/2014 19.00,"14,6","22,4","0,9",,,,,
10/07/2014 20.00,"11,5","19,2","0,9","22,0",,,,
10/07/2014 21.00,"8,8","15,5","0,9",,,,,
10/07/2014 22.00,"12,4","21,1","0,9","15,6",,,,
10/07/2014 23.00,"11,3","18,1","0,9",,,,,
11/07/2014 0.00,"15,9","25,5","0,9","17,6",,,,
11/07/2014 1.00,"11,7","17,7","0,9",,,,,
11/07/2014 2.00,"4,8","10,7","0,9","20,0",,,,
11/07/2014 3.00,"3,7","9,5",,,,,,
11/07/2014 4.00,,,"0,9","19,0",,,,
11/07/2014 5.00,"10,3","19,4","0,8",,,,,
11/07/2014 6.00,"15,6","25,1","0,9","16,1",,,,
11/07/2014 7.00,"10,9","19,3","0,9",,,,,
11/07/2014 8.00,"12,6","22,5","0,9","20,5",,,,
11/07/2014 9.00,"13,0","24,1","0,9",,,,,
11/07/2014 10.00,"14,2","24,0","0,9","19,0",,,,
11/07/2014 11.00,"27,4","41,2","1,0",,,,,
11/07/2014 12.00,"29,3","41,5","1,0","21,5",,,,
11/07/2014 13.00,"21,8","31,2","0,9",,,,,
11/07/2014 14.00,"14,9","23,8","0,9","21,0",,,,
11/07/2014 15.00,"14,1","22,8","0,9",,,,,
11/07/2014 16.00,"16,7","26,0","0,9","16,1",,,,
11/07/2014 17.00,"22,7","33,3","0,9",,,,,
11/07/2014 18.00,"32,6","46,5","1,0","15,1",,,,
11/07/2014 19.00,"29,7","42,5","1,0",,,,,
11/07/2014 20.00,"38,9","53,8","1,0","20,5",,,,
11/07/2014 21.00,"16,9","23,6","0,9",,,,,
11/07/2014 22.00,"73,3","108,7","1,2","14,7",,,,
11/07/2014 23.00,"51,7","76,9","1,2",,,,,
12/07/2014 0.00,"38,9","55,7","1,2","18,6",,,,
12/07/2014 1.00,"27,3","37,1","1,1",,,,,
12/07/2014 2.00,"26,2","36,5","1,0","21,0",,,,
12/07/2014 3.00,"15,0","22,2","0,9",,,,,
12/07/2014 4.00,"13,0","19,7","0,9","16,6",,,,
12/07/2014 5.00,"25,1","35,2","0,9",,,,,
12/07/2014 6.00,"28,8","40,1","1,0","22,0",,,,
12/07/2014 7.00,"17,5","27,3","0,9",,,,,
12/07/2014 8.00,"8,7","16,0","0,9","19,0",,,,
12/07/2014 9.00,"14,2","24,3","0,9",,,,,
12/07/2014 10.00,"6,1","13,3","0,9","14,2",,,,
12/07/2014 11.00,"20,3","31,0","0,9",,,,,
12/07/2014 12.00,"22,2","33,5","0,9","15,6",,,,
12/07/2014 13.00,"12,3","20,0","0,9",,,,,
12/07/2014 14.00,"8,9","16,2","0,9","8,8",,,,
12/07/2014 15.00,"6,9","14,1","0,9",,,,,
12/07/2014 16.00,"8,8","16,2","0,9","10,7",,,,
12/07/2014 17.00,"14,6","22,8","0,9",,,,,
12/07/2014 18.00,"23,0","31,8","1,0","6,3",,,,
12/07/2014 19.00,"41,0","60,8","1,1",,,,,
12/07/2014 20.00,"53,9","86,4","1,8","8,3",,,,
12/07/2014 21.00,"65,7","104,0","1,5",,,,,
12/07/2014 22.00,"62,3","100,0","1,4","15,6",,,,
12/07/2014 23.00,"68,0","110,6","1,3",,,,,
13/07/2014 0.00,"37,7","59,8","1,1","28,8",,,,
13/07/2014 1.00,"26,1","37,8","1,0",,,,,
13/07/2014 2.00,"17,5","24,5","1,0","18,6",,,,
13/07/2014 3.00,"9,6","15,0",,,,,,
13/07/2014 4.00,,,"0,9","16,6",,,,
13/07/2014 5.00,"8,4","14,9","0,9",,,,,
13/07/2014 6.00,"16,5","28,0","0,9","22,0",,,,
13/07/2014 7.00,"10,9","19,9","0,9",,,,,
13/07/2014 8.00,"16,1","26,8","0,9","15,6",,,,
13/07/2014 9.00,"11,1","20,3","0,9",,,,,
13/07/2014 10.00,"6,9","15,2","0,9","12,7",,,,
13/07/2014 11.00,"6,2","14,8","0,9",,,,,
13/07/2014 12.00,"8,5","18,3","0,9","16,1",,,,
13/07/2014 13.00,"3,3","11,3","0,8",,,,,
13/07/2014 14.00,"2,2","9,0","0,8","12,7",,,,
13/07/2014 15.00,"1,2","7,4","0,8",,,,,
13/07/2014 16.00,"2,6","9,1","0,8","22,0",,,,
13/07/2014 17.00,"11,7","19,2","0,9",,,,,
13/07/2014 18.00,"9,3","16,2","0,9","12,7",,,,
13/07/2014 19.00,"5,3","11,6","1,0",,,,,
13/07/2014 20.00,"32,1","49,0","1,2","14,2",,,,
13/07/2014 21.00,"49,7","74,3","1,2",,,,,
13/07/2014 22.00,"31,7","41,3","1,1","19,0",,,,
13/07/2014 23.00,"32,6","43,4","1,0",,,,,
14/07/2014 0.00,"36,6","56,6","1,2","15,6",,,,
14/07/2014 1.00,"24,0","36,0","1,0",,,,,
14/07/2014 2.00,"11,6","19,2","0,9","15,6",,,,
14/07/2014 3.00,"5,9","11,5","0,9",,,,,
14/07/2014 4.00,"7,3","13,4","0,9","11,7",,,,
14/07/2014 5.00,"23,5","35,0","0,9",,,,,
14/07/2014 6.00,"31,4","47,1","1,0","23,9",,,,
14/07/2014 7.00,"22,3","32,5","1,0",,,,,
14/07/2014 8.00,"24,4","35,5","1,0","27,8",,,,
14/07/2014 9.00,"17,8","28,6","1,0",,,,,
14/07/2014 10.00,"25,2","42,7","1,0","25,9",,,,
14/07/2014 11.00,"22,5","34,8","1,0",,,,,
14/07/2014 12.00,"22,9","35,5","1,0","14,7",,,,
14/07/2014 13.00,"14,2","23,8","0,9",,,,,
14/07/2014 14.00,"13,3","22,0","0,9","19,5",,,,
14/07/2014 15.00,"14,3","23,5","0,9",,,,,
14/07/2014 16.00,"16,7","26,1","0,9","19,0",,,,
14/07/2014 17.00,"37,9","60,6","1,1",,,,,
14/07/2014 18.00,"18,7","27,8","0,9","11,7",,,,
14/07/2014 19.00,"30,2","41,7","1,0",,,,,
14/07/2014 20.00,"20,0","27,8","1,0","14,7",,,,
14/07/2014 21.00,"9,8","16,9","0,9",,,,,
14/07/2014 22.00,"5,2","11,1","0,9","14,2",,,,
14/07/2014 23.00,"5,6","11,1","0,9",,,,,
15/07/2014 0.00,"15,4","25,3","1,0","16,1",,,,
15/07/2014 1.00,"6,1","12,1","0,9",,,,,
15/07/2014 2.00,"6,7","12,4","0,9","8,8",,,,
15/07/2014 3.00,"6,8","12,2",,,,,,
15/07/2014 4.00,,,"0,9","11,2",,,,
15/07/2014 5.00,"13,5","24,2","0,9",,,,,
15/07/2014 6.00,"17,3","24,8","0,9","18,6",,,,
15/07/2014 7.00,"22,6","31,6","1,0",,,,,
15/07/2014 8.00,"23,4","32,9","1,0","13,7",,,,
15/07/2014 9.00,"26,7","39,0","0,9",,,,,
15/07/2014 10.00,"23,0","38,0","0,9","25,4",,,,
15/07/2014 11.00,"36,2","58,6","1,0",,,,,
15/07/2014 12.00,"33,2","55,1","1,0","15,6",,,,
15/07/2014 13.00,"17,5","30,4","0,9",,,,,
15/07/2014 14.00,"9,8","19,6","0,9","11,7",,,,
15/07/2014 15.00,"12,9","22,5","0,9",,,,,
15/07/2014 16.00,"20,7","33,3","0,9","14,7",,,,
15/07/2014 17.00,"26,6","41,3","1,0",,,,,
15/07/2014 18.00,"27,2","41,0","1,0","8,3",,,,
15/07/2014 19.00,"24,3","33,1","0,9",,,,,
15/07/2014 20.00,"26,2","33,9","1,0","17,1",,,,
15/07/2014 21.00,"15,7","22,0","1,0",,,,,
15/07/2014 22.00,"8,5","14,8","0,9","20,0",,,,
15/07/2014 23.00,"10,8","17,4","1,0",,,,,
16/07/2014 0.00,"9,4","15,3","0,9","20,5",,,,
16/07/2014 1.00,"6,6","12,7","0,9",,,,,
16/07/2014 2.00,"5,8","11,4","0,9","21,5",,,,
16/07/2014 3.00,"3,9","9,6","0,9",,,,,
16/07/2014 4.00,"4,3","10,1","0,9","17,1",,,,
16/07/2014 5.00,"11,1","18,9","0,9",,,,,
16/07/2014 6.00,"13,7","21,7","1,0","26,9",,,,
16/07/2014 7.00,"13,9","23,3","1,0",,,,,
16/07/2014 8.00,"13,6","23,1","1,0","18,6",,,,
16/07/2014 9.00,"17,4","28,8","1,0",,,,,
16/07/2014 10.00,"24,6","39,6","1,0","10,7",,,,
16/07/2014 11.00,"19,0","31,0","1,0",,,,,
16/07/2014 12.00,"17,8","30,0","1,0","13,7",,,,
16/07/2014 13.00,"16,9","28,0","1,0",,,,,
16/07/2014 14.00,,,"0,9","19,5",,,,
16/07/2014 15.00,,,"1,0",,,,,
16/07/2014 16.00,"18,9","24,2","0,9","20,5",,,,
16/07/2014 17.00,"23,5","28,4","1,0",,,,,
16/07/2014 18.00,"34,8","39,9","1,0","12,2",,,,
16/07/2014 19.00,"29,7","32,7","1,0",,,,,
16/07/2014 20.00,"24,8","26,9","1,0","22,0",,,,
16/07/2014 21.00,"18,5","20,3","1,0",,,,,
16/07/2014 22.00,"13,9","15,7","1,0","30,3",,,,
16/07/2014 23.00,"13,4","15,0","0,9",,,,,
17/07/2014 0.00,"13,5","15,9","1,0","25,4",,,,
17/07/2014 1.00,"10,4","11,7","1,0",,,,,
17/07/2014 2.00,"7,0","8,0","0,9","21,0",,,,
17/07/2014 3.00,"6,2","7,2",,,,,,
17/07/2014 4.00,,,"0,9","23,0",,,,
17/07/2014 5.00,"11,1","12,7","0,9",,,,,
17/07/2014 6.00,"16,7","19,3","0,9","19,5",,,,
17/07/2014 7.00,"18,7","22,3","1,0",,,,,
17/07/2014 8.00,"17,6","22,3","1,0","24,4",,,,
17/07/2014 9.00,"21,3","27,2","1,0",,,,,
17/07/2014 10.00,"25,0","31,7","1,0","24,9",,,,
17/07/2014 11.00,"27,9","36,9","1,0",,,,,
17/07/2014 12.00,"20,5","26,8","1,0","17,6",,,,
17/07/2014 13.00,"14,7","19,6","1,0",,,,,
17/07/2014 14.00,"10,5","13,4","0,9","21,5",,,,
17/07/2014 15.00,"17,9","22,4","1,0",,,,,
17/07/2014 16.00,"13,8","17,1","0,9","20,5",,,,
17/07/2014 17.00,,,,,,,,
17/07/2014 18.00,"25,9","30,6","0,6","12,2",,,,
17/07/2014 19.00,"27,2","31,1","0,6",,,,,
17/07/2014 20.00,"26,8","29,8","0,6","23,0",,,,
17/07/2014 21.00,"19,5","21,5","0,7",,,,,
17/07/2014 22.00,"15,0","16,8","0,8","27,8",,,,
17/07/2014 23.00,"15,2","17,6","0,8",,,,,
18/07/2014 0.00,"10,8","12,5","0,7","26,4",,,,
18/07/2014 1.00,"7,0","8,1","0,7",,,,,
18/07/2014 2.00,"5,3","6,3","0,7","23,9",,,,
18/07/2014 3.00,"5,6","6,6","0,7",,,,,
18/07/2014 4.00,"8,2","9,6","0,7","23,0",,,,
18/07/2014 5.00,"12,9","16,0","0,7",,,,,
18/07/2014 6.00,"16,0","19,0","0,7","24,4",,,,
18/07/2014 7.00,"19,3","23,5","0,8",,,,,
18/07/2014 8.00,"17,0","21,6","0,8","27,8",,,,
18/07/2014 9.00,"20,3","25,7","0,7",,,,,
18/07/2014 10.00,"29,5","39,3","0,8","31,3",,,,
18/07/2014 11.00,"23,6","31,0","0,9",,,,,
18/07/2014 12.00,"20,7","27,7","1,0","17,1",,,,
18/07/2014 13.00,"18,1","23,6","0,9",,,,,
18/07/2014 14.00,"12,3","16,3","0,8","12,7",,,,
18/07/2014 15.00,"12,4","15,8","0,8",,,,,
18/07/2014 16.00,"13,0","16,6","0,9","21,5",,,,
18/07/2014 17.00,"18,6","22,7","0,9",,,,,
18/07/2014 18.00,"31,2","38,7","0,9","14,7",,,,
18/07/2014 19.00,"29,6","33,3","1,0",,,,,
18/07/2014 20.00,"28,8","31,0","0,9","19,0",,,,
18/07/2014 21.00,"22,0","24,3","0,9",,,,,
18/07/2014 22.00,"17,7","19,6","0,9","26,9",,,,
18/07/2014 23.00,"16,3","17,9","0,9",,,,,
19/07/2014 0.00,"10,1","11,3","0,9","32,7",,,,
19/07/2014 1.00,"8,6","10,0","0,9",,,,,
19/07/2014 2.00,"6,4","7,4","0,8","23,4",,,,
19/07/2014 3.00,"5,0","6,5",,,,,,
19/07/2014 4.00,,,"0,8","26,9",,,,
19/07/2014 5.00,"11,6","13,5","0,8",,,,,
19/07/2014 6.00,"15,0","17,6","0,9","29,3",,,,
19/07/2014 7.00,"16,4","19,7","0,9",,,,,
19/07/2014 8.00,"12,0","15,7","0,9","30,3",,,,
19/07/2014 9.00,"13,6","17,6","0,9",,,,,
19/07/2014 10.00,"23,6","31,7","0,9","23,9",,,,
19/07/2014 11.00,"22,0","29,8","1,0",,,,,
19/07/2014 12.00,"19,6","26,1","0,9","22,0",,,,
19/07/2014 13.00,"12,6","16,7","0,8",,,,,
19/07/2014 14.00,"13,9","17,5","0,9","26,4",,,,
19/07/2014 15.00,"13,3","16,2","0,9",,,,,
19/07/2014 16.00,"19,7","23,1","0,9","26,9",,,,
19/07/2014 17.00,"19,5","23,1","0,9",,,,,
19/07/2014 18.00,"17,2","20,4","0,9","16,6",,,,
19/07/2014 19.00,"30,7","36,0","1,0",,,,,
19/07/2014 20.00,"31,4","37,3","1,0","30,3",,,,
19/07/2014 21.00,"28,5","32,3","1,0",,,,,
19/07/2014 22.00,"28,4","33,6","1,0","36,1",,,,
19/07/2014 23.00,"23,6","27,5","1,0",,,,,
20/07/2014 0.00,"15,0","17,4","1,0","28,3",,,,
20/07/2014 1.00,"11,8","13,6","0,9",,,,,
20/07/2014 2.00,"9,2","10,5","0,8","16,1",,,,
20/07/2014 3.00,"8,2","9,5","0,8",,,,,
20/07/2014 4.00,"7,6","8,9","0,9","20,5",,,,
20/07/2014 5.00,"10,1","12,0","0,9",,,,,
20/07/2014 6.00,"15,6","18,8","0,8","24,4",,,,
20/07/2014 7.00,"11,3","13,4","0,9",,,,,
20/07/2014 8.00,"11,1","13,7","1,0","21,5",,,,
20/07/2014 9.00,"11,4","14,1","0,9",,,,,
20/07/2014 10.00,"12,6","16,3","0,9","17,6",,,,
20/07/2014 11.00,"14,9","19,6","0,9",,,,,
20/07/2014 12.00,"15,2","19,4","0,9","25,9",,,,
20/07/2014 13.00,"14,0","18,5","0,9",,,,,
20/07/2014 14.00,"8,9","11,4","0,8","29,8",,,,
20/07/2014 15.00,"9,4","12,0","0,8",,,,,
20/07/2014 16.00,"9,3","11,6","0,8","16,1",,,,
20/07/2014 17.00,"11,5","14,3","0,9",,,,,
20/07/2014 18.00,"16,6","19,4","0,9","12,2",,,,
20/07/2014 19.00,"26,4","30,4","1,0",,,,,
20/07/2014 20.00,"30,8","34,0","1,6","29,8",,,,
20/07/2014 21.00,"39,3","42,8","1,9",,,,,
20/07/2014 22.00,"51,0","63,1","4,5","27,8",,,,
20/07/2014 23.00,"63,9","77,2","1,5",,,,,
21/07/2014 0.00,"38,1","41,9","1,2","27,8",,,,
21/07/2014 1.00,"22,5","24,7","1,0",,,,,
21/07/2014 2.00,"14,0","15,3","0,9","31,7",,,,
21/07/2014 3.00,"11,1","12,3",,,,,,
21/07/2014 4.00,,,"0,9","30,8",,,,
21/07/2014 5.00,"39,3","47,8","1,0",,,,,
21/07/2014 6.00,"55,8","75,6","1,2","30,3",,,,
21/07/2014 7.00,"56,8","75,7","1,1",,,,,
21/07/2014 8.00,"57,0","81,7","1,2","39,1",,,,
21/07/2014 9.00,"22,3","28,3","1,0",,,,,
21/07/2014 10.00,"15,8","19,6","1,0","30,8",,,,
21/07/2014 11.00,"22,5","28,4","0,9",,,,,
21/07/2014 12.00,"26,4","32,3","0,9","31,3",,,,
21/07/2014 13.00,"19,6","24,5","0,9",,,,,
21/07/2014 14.00,"15,6","19,6","0,9","29,8",,,,
21/07/2014 15.00,"17,2","20,7","0,9",,,,,
21/07/2014 16.00,"19,8","24,3","1,0","41,0",,,,
21/07/2014 17.00,"21,0","25,2","1,0",,,,,
21/07/2014 18.00,"31,3","37,0","1,0","25,4",,,,
21/07/2014 19.00,"41,0","46,5","1,0",,,,,
21/07/2014 20.00,"41,2","48,6","1,0","34,2",,,,
21/07/2014 21.00,"36,0","40,6","1,1",,,,,
21/07/2014 22.00,"16,3","18,4","1,0","38,1",,,,
21/07/2014 23.00,"22,8","25,7","0,9",,,,,
22/07/2014 0.00,"11,2","12,6","0,8",,,,,
22/07/2014 1.00,"10,6","12,4","0,8",,,,,
22/07/2014 2.00,"11,2","13,3","0,9","8,3",,,,
22/07/2014 3.00,"6,6","7,8","0,8",,,,,
22/07/2014 4.00,"6,1","7,6","0,8","17,6",,,,
22/07/2014 5.00,"12,2","14,3","0,9",,,,,
22/07/2014 6.00,"32,6","44,0","1,0","18,6",,,,
22/07/2014 7.00,"21,9","27,6","0,9",,,,,
22/07/2014 8.00,"18,0","22,1","0,9","28,3",,,,
22/07/2014 9.00,"20,4","25,4","0,9",,,,,
22/07/2014 10.00,"21,4","27,5","0,9","15,6",,,,
22/07/2014 11.00,"21,1","30,3","1,0",,,,,
22/07/2014 12.00,"26,6","32,7","1,0","18,1",,,,
22/07/2014 13.00,"26,2","32,0","0,9",,,,,
22/07/2014 14.00,"20,2","25,5","0,9","17,6",,,,
22/07/2014 15.00,"17,5","23,9","0,8",,,,,
22/07/2014 16.00,"18,8","22,5","0,9","11,2",,,,
22/07/2014 17.00,"23,5","29,0","0,9",,,,,
22/07/2014 18.00,"28,3","36,1","0,9","10,7",,,,
22/07/2014 19.00,"26,1","34,3","1,0",,,,,
22/07/2014 20.00,"24,0","28,9","1,0","18,6",,,,
22/07/2014 21.00,"35,5","46,8","1,0",,,,,
22/07/2014 22.00,"42,6","57,2","1,1","22,0",,,,
22/07/2014 23.00,"31,4","39,9","1,0",,,,,
23/07/2014 0.00,"22,1","26,3","1,0","23,9",,,,
23/07/2014 1.00,"15,0","16,9","0,9",,,,,
23/07/2014 2.00,"9,9","11,4","0,9","12,7",,,,
23/07/2014 3.00,"7,1","8,2",,,,,,
23/07/2014 4.00,,,"0,9","10,7",,,,
23/07/2014 5.00,"9,5","12,4","0,9",,,,,
23/07/2014 6.00,"14,7","18,1","0,9","17,1",,,,
23/07/2014 7.00,"16,6","20,2","0,9",,,,,
23/07/2014 8.00,"24,6","32,5","1,0","12,7",,,,
23/07/2014 9.00,"27,7","37,6","1,0",,,,,
23/07/2014 10.00,"34,9","49,4","1,0","16,1",,,,
23/07/2014 11.00,"37,7","58,4","1,0",,,,,
23/07/2014 12.00,"31,5","45,5","0,9","9,8",,,,
23/07/2014 13.00,"31,5","40,7","1,0",,,,,
23/07/2014 14.00,"34,2","42,9",,"14,2",,,,
23/07/2014 15.00,"21,0","26,5",,,,,,
23/07/2014 16.00,"31,9","40,6","0,4","7,8",,,,
23/07/2014 17.00,"36,1","47,2","0,5",,,,,
23/07/2014 18.00,"37,7","48,7","0,4","7,8",,,,
23/07/2014 19.00,"38,2","45,1","0,5",,,,,
23/07/2014 20.00,"47,2","61,7","0,6","11,7",,,,
23/07/2014 21.00,"33,9","40,0","0,5",,,,,
23/07/2014 22.00,"35,7","41,4","0,4","25,4",,,,
23/07/2014 23.00,"21,5","24,1","0,4",,,,,
24/07/2014 0.00,"13,5","15,4","0,4","13,2",,,,
24/07/2014 1.00,"11,5","13,7","0,3",,,,,
24/07/2014 2.00,"8,0","9,7","0,3","14,2",,,,
24/07/2014 3.00,"7,6","8,5","0,3",,,,,
24/07/2014 4.00,"11,2","12,5","0,3","20,0",,,,
24/07/2014 5.00,"16,6","18,5","0,3",,,,,
24/07/2014 6.00,"17,5","21,6","0,3","12,2",,,,
24/07/2014 7.00,"24,6","31,9","0,4",,,,,
24/07/2014 8.00,"21,2","28,1","0,4","10,7",,,,
24/07/2014 9.00,"23,3","30,3","0,4",,,,,
24/07/2014 10.00,"21,5","29,9","0,4","14,7",,,,
24/07/2014 11.00,"22,5","31,7","0,4",,,,,
24/07/2014 12.00,"26,8","37,8","0,5","11,7",,,,
24/07/2014 13.00,"17,9","23,8","0,4",,,,,
24/07/2014 14.00,"15,4","20,8",,"13,7",,,,
24/07/2014 15.00,"14,5","18,0","0,7",,,,,
24/07/2014 16.00,"20,5","27,2","0,7","10,7",,,,
24/07/2014 17.00,"18,9","23,3","0,6",,,,,
24/07/2014 18.00,"23,0","28,7","0,7",,,,,
24/07/2014 19.00,"31,7","38,3","0,8",,,,,
24/07/2014 20.00,"20,0","22,2","0,8","11,7",,,,
24/07/2014 21.00,"57,9","77,4","1,0",,,,,
24/07/2014 22.00,"57,2","75,9","1,0","20,0",,,,
24/07/2014 23.00,"36,2","41,1","0,9",,,,,
25/07/2014 0.00,"45,1","53,8","1,0","12,7",,,,
25/07/2014 1.00,"25,8","28,8","0,8",,,,,
25/07/2014 2.00,"20,4","23,0","0,7","24,4",,,,
25/07/2014 3.00,"14,2","15,9",,,,,,
25/07/2014 4.00,,,"0,7","16,1",,,,
25/07/2014 5.00,"29,7","35,0","0,7",,,,,
25/07/2014 6.00,"41,3","51,0","0,8","18,6",,,,
25/07/2014 7.00,"30,4","38,7","0,8",,,,,
25/07/2014 8.00,"19,0","22,6","0,7","25,4",,,,
25/07/2014 9.00,"18,2","22,7","0,7",,,,,
25/07/2014 10.00,"24,0","31,6","0,7","16,1",,,,
25/07/2014 11.00,"31,5","42,4","0,8",,,,,
25/07/2014 12.00,"28,7","38,5","0,8","16,1",,,,
25/07/2014 13.00,"21,5","29,4","0,7",,,,,
25/07/2014 14.00,"13,5","18,0","0,7","13,2",,,,
25/07/2014 15.00,"15,4","19,9","0,7",,,,,
25/07/2014 16.00,"19,3","24,9","0,7","15,1",,,,
25/07/2014 17.00,"21,9","26,4","0,7",,,,,
25/07/2014 18.00,"21,4","25,3","0,8","3,4",,,,
25/07/2014 19.00,"32,0","36,3","0,9",,,,,
25/07/2014 20.00,"30,6","35,8","0,9","16,1",,,,
25/07/2014 21.00,"19,4","22,4","0,8",,,,,
25/07/2014 22.00,"19,2","21,0","0,7","21,5",,,,
25/07/2014 23.00,"21,3","22,9","0,8",,,,,
26/07/2014 0.00,"12,7","14,4","0,7","20,5",,,,
26/07/2014 1.00,"13,0","15,4","0,8",,,,,
26/07/2014 2.00,"14,5","16,9","0,7","23,4",,,,
26/07/2014 3.00,"9,0","10,4","0,7",,,,,
26/07/2014 4.00,"10,6","11,8","0,7","16,1",,,,
26/07/2014 5.00,"11,1","12,9","0,7",,,,,
26/07/2014 6.00,"22,4","28,7","0,7","27,4",,,,
26/07/2014 7.00,"20,6","25,3","0,7",,,,,
26/07/2014 8.00,"17,5","21,9","0,7","19,5",,,,
26/07/2014 9.00,"16,9","21,4","0,8",,,,,
26/07/2014 10.00,"23,4","29,9","0,7","12,7",,,,
26/07/2014 11.00,"17,1","22,4","0,7",,,,,
26/07/2014 12.00,"19,8","25,7","0,7","15,1",,,,
26/07/2014 13.00,"14,6","18,6","0,7",,,,,
26/07/2014 14.00,"15,6","20,3","0,6","14,2",,,,
26/07/2014 15.00,"13,0","15,7","0,7",,,,,
26/07/2014 16.00,"15,9","19,1","0,7","14,2",,,,
26/07/2014 17.00,"23,8","30,2","0,7",,,,,
26/07/2014 18.00,"25,9","35,3","0,8","10,7",,,,
26/07/2014 19.00,"41,7","48,0","0,9",,,,,
26/07/2014 20.00,"66,6","86,6","1,3","27,4",,,,
26/07/2014 21.00,"63,6","88,4","1,0",,,,,
26/07/2014 22.00,"59,0","76,6","1,0","24,9",,,,
26/07/2014 23.00,"39,4","43,7","0,9",,,,,
27/07/2014 0.00,"36,4","39,9","0,8","27,8",,,,
27/07/2014 1.00,"28,1","30,5","0,8",,,,,
27/07/2014 2.00,"15,2","16,8","0,7","24,4",,,,
27/07/2014 3.00,"7,5","8,7",,,,,,
27/07/2014 4.00,,,"0,7","19,0",,,,
27/07/2014 5.00,"5,8","7,1","0,7",,,,,
27/07/2014 6.00,"7,4","9,7","0,7","20,5",,,,
27/07/2014 7.00,"10,2","15,6","0,7",,,,,
27/07/2014 8.00,"11,0","14,6","0,7","10,7",,,,
27/07/2014 9.00,"20,7","30,0","0,7",,,,,
27/07/2014 10.00,"22,9","33,4","0,8","19,0",,,,
27/07/2014 11.00,"27,5","40,8","0,8",,,,,
27/07/2014 12.00,"15,4","21,4","0,6","23,0",,,,
27/07/2014 13.00,"8,4","11,5","0,6",,,,,
27/07/2014 14.00,"8,9","12,0","0,6","24,4",,,,
27/07/2014 15.00,"11,7","15,7","0,6",,,,,
27/07/2014 16.00,"21,1","27,3","0,6","21,5",,,,
27/07/2014 17.00,"19,9","24,7","0,7",,,,,
27/07/2014 18.00,"18,6","21,7","0,7","17,1",,,,
27/07/2014 19.00,"26,2","31,1","0,9",,,,,
27/07/2014 20.00,"31,0","37,6","1,1","23,0",,,,
27/07/2014 21.00,"29,2","35,6","1,2",,,,,
27/07/2014 22.00,"24,0","28,3","1,1","24,4",,,,
27/07/2014 23.00,"22,0","26,1","0,8",,,,,
28/07/2014 0.00,"19,5","22,6","0,8","23,9",,,,
28/07/2014 1.00,"11,7","13,2","0,7",,,,,
28/07/2014 2.00,"6,5","7,5","0,7","20,0",,,,
28/07/2014 3.00,"5,1","6,3","0,6",,,,,
28/07/2014 4.00,"4,0","4,8","0,6","15,6",,,,
28/07/2014 5.00,"6,8","7,9","0,7",,,,,
28/07/2014 6.00,"23,1","29,0","0,6","20,5",,,,
28/07/2014 7.00,"14,7","17,7","0,6",,,,,
28/07/2014 8.00,"17,5","21,5","0,7","21,0",,,,
28/07/2014 9.00,"12,5","15,7","0,7",,,,,
28/07/2014 10.00,"17,9","23,6","0,7","12,7",,,,
28/07/2014 11.00,"23,1","28,2","0,8",,,,,
28/07/2014 12.00,"23,5","29,0","0,8","13,7",,,,
