,SIMAGE Brindisi,,,,,,
18/01/2009 9.00,"0,8","35,9","28,1","0,9","101,8",,
18/01/2009 10.00,"0,8","31,3","23,8","0,9","101,8",,
18/01/2009 11.00,"0,6","32,8","25,5","0,5","101,8",,
18/01/2009 12.00,"0,6","25,7","19,1","0,6","101,8",,
18/01/2009 13.00,"0,3","24,9","18,4","0,7","101,8",,
18/01/2009 14.00,"0,6","22,6","16,1","0,5","101,8",,
18/01/2009 15.00,"0,5","21,2","14,5","0,4","101,8",,
18/01/2009 16.00,"0,5","21,6","14,7","0,4","101,8",,
18/01/2009 17.00,"0,7","26,4","19,1","0,6","101,8",,
18/01/2009 18.00,"1,1","33,3","26,0","1,1","101,8",,
18/01/2009 19.00,"1,1","35,9","28,3","1,6","101,8",,
18/01/2009 20.00,"1,1","45,9","38,0","2,0","101,8",,
18/01/2009 21.00,"1,3","46,2","38,3","2,1","101,8",,
18/01/2009 22.00,"1,3","39,2","31,6","1,9","101,8",,
18/01/2009 23.00,"1,6","33,0","25,5","1,4","101,8",,
19/01/2009 0.00,"2,1","28,0","20,6","0,9","101,8",,
19/01/2009 1.00,"2,1","22,6","15,1","0,6","79,7",,
19/01/2009 2.00,"1,8","19,4","11,8","0,5","79,7",,
19/01/2009 3.00,"1,7","17,7","9,9","0,5","79,7",,
19/01/2009 4.00,"1,9","16,5","8,7","0,3","79,7",,
19/01/2009 5.00,"1,9","16,1","8,2","0,2","79,7",,
19/01/2009 6.00,"1,6","16,0","8,0","0,2","79,7",,
19/01/2009 7.00,"1,7","18,2","10,5","0,3","79,7",,
19/01/2009 8.00,"2,1","24,5","16,9","0,4","79,7",,
19/01/2009 9.00,"3,3","69,7","54,1","0,0","79,7",,
19/01/2009 10.00,"2,4","52,6","45,4",,"79,7",,
19/01/2009 11.00,"2,1","35,9","28,7",,"79,7",,
19/01/2009 12.00,"2,3","27,7","20,8",,"79,7",,
19/01/2009 13.00,"2,1","23,6","17,1",,"79,7",,
19/01/2009 14.00,"2,2","23,0","16,5",,"79,7",,
19/01/2009 15.00,"2,6","22,6","16,0",,"79,7",,
19/01/2009 16.00,"2,2","23,3","16,3",,"79,7",,
19/01/2009 17.00,"2,5","31,2","23,8",,"79,7",,
19/01/2009 18.00,"3,4","44,8","37,3","0,1","79,7",,
19/01/2009 19.00,"4,1","51,9","44,2","0,3","79,7",,
19/01/2009 20.00,"3,3","52,2","44,6","0,3","79,7",,
19/01/2009 21.00,"2,9","46,0","38,3","0,1","79,7",,
19/01/2009 22.00,"2,6","37,6","30,1","0,0","79,7",,
19/01/2009 23.00,"2,3","32,2","24,6",,"79,7",,
20/01/2009 0.00,"1,8","27,2","19,5",,"79,7",,
20/01/2009 1.00,,"24,1","16,3",,"33,3",,
20/01/2009 2.00,"1,4","20,4","12,5",,"33,3",,
20/01/2009 3.00,"1,5","17,9","9,8","0,8","33,3",,
20/01/2009 4.00,"1,2",,,"0,7","33,3",,
20/01/2009 5.00,"1,2","15,0","7,8","0,6","33,3",,
20/01/2009 6.00,"1,2","15,3","7,8","0,6","33,3",,
20/01/2009 7.00,"1,3","18,2","10,8","0,8","33,3",,
20/01/2009 8.00,"1,5","29,6","22,1","0,9","33,3",,
20/01/2009 9.00,"1,7","36,0","28,3","0,8","33,3",,
20/01/2009 10.00,"1,7","32,2","24,6","0,6","33,3",,
20/01/2009 11.00,"1,6","27,1","19,7","0,5","33,3",,
20/01/2009 12.00,"1,3","22,6","15,2","0,7","33,3",,
20/01/2009 13.00,"1,6","24,0","16,6","0,6","33,3",,
20/01/2009 14.00,"1,6","25,0","17,6","0,7","33,3",,
20/01/2009 15.00,"1,6","26,0","18,5","0,8","33,3",,
20/01/2009 16.00,"1,6","29,3","21,8","0,8","33,3",,
20/01/2009 17.00,"1,7","24,1","16,6","0,8","33,3",,
20/01/2009 18.00,"1,7","22,5","15,0","0,8","33,3",,
20/01/2009 19.00,"1,5","21,5","14,0","0,6","33,3",,
20/01/2009 20.00,"1,6","21,7","13,9","0,8","33,3",,
20/01/2009 21.00,"1,5","21,3","13,3","0,6","33,3",,
20/01/2009 22.00,"1,6","19,5","11,2","0,5","33,3",,
20/01/2009 23.00,"1,4","18,1","9,7","0,5","33,3",,
21/01/2009 0.00,"1,8","17,7","9,3","0,5","33,3",,
21/01/2009 1.00,"1,8","16,8","8,3","0,3","55,6",,
21/01/2009 2.00,"2,1","16,9","8,1","0,2","55,6",,
21/01/2009 3.00,"1,5","16,7","7,6","0,3","55,6",,
21/01/2009 4.00,"1,0","17,2","7,9","0,1","55,6",,
21/01/2009 5.00,"1,0","17,2","7,9","0,1","55,6",,
21/01/2009 6.00,"1,3","15,9","6,7","0,3","55,6",,
21/01/2009 7.00,"1,2","15,7","6,7","0,3","55,6",,
21/01/2009 8.00,"0,9","17,2","8,5","0,4","55,6",,
21/01/2009 9.00,"1,2","19,4","10,4","0,3","55,6",,
21/01/2009 10.00,"1,5","24,2","14,7","0,3","55,6",,
21/01/2009 11.00,"1,4","20,3","11,0","0,4","55,6",,
21/01/2009 12.00,"1,3","19,3","10,0","0,3","55,6",,
21/01/2009 13.00,"1,5","20,5","11,1","0,3","55,6",,
21/01/2009 14.00,"1,4","18,6","9,4","0,3","55,6",,
21/01/2009 15.00,"1,7","19,3","10,1","0,4","55,6",,
21/01/2009 16.00,"1,9","22,0","12,7","0,3","55,6",,
21/01/2009 17.00,"1,5","21,3","12,1","0,4","55,6",,
21/01/2009 18.00,"1,7","21,1","12,2","0,6","55,6",,
21/01/2009 19.00,"1,6","20,5","12,0","0,7","55,6",,
21/01/2009 20.00,"1,5","21,2","12,7","0,6","55,6",,
21/01/2009 21.00,"1,3","21,1","12,6","0,5","55,6",,
21/01/2009 22.00,"1,7","20,8","12,3","0,5","55,6",,
21/01/2009 23.00,"1,7","19,1","10,6","0,4","55,6",,
22/01/2009 0.00,"2,3","18,1","9,4","0,2","55,6",,
22/01/2009 1.00,,"16,8","7,8","0,1","59,6",,
22/01/2009 2.00,"0,9","16,4","7,3",,"59,6",,
22/01/2009 3.00,"0,7","15,9","6,7","0,1","59,6",,
22/01/2009 4.00,"0,7",,,"0,0","59,6",,
22/01/2009 5.00,"0,6","14,5","6,4","0,1","59,6",,
22/01/2009 6.00,"0,9","14,8","6,5","0,1","59,6",,
22/01/2009 7.00,"0,9","16,6","8,2","0,2","59,6",,
22/01/2009 8.00,"0,9","18,4","10,0","0,2","59,6",,
22/01/2009 9.00,"1,1","20,6","12,3","0,3","59,6",,
22/01/2009 10.00,"1,0","22,2","13,8","0,4","59,6",,
22/01/2009 11.00,"1,2","24,1","15,7","0,6","59,6",,
22/01/2009 12.00,"1,5","26,8","18,2","0,5","59,6",,
22/01/2009 13.00,"1,4","23,7","15,0","0,3","59,6",,
22/01/2009 14.00,"1,2","21,1","12,3","0,3","59,6",,
22/01/2009 15.00,"1,0","20,2","11,5","0,2","59,6",,
22/01/2009 16.00,"1,2","21,5","12,6","0,4","59,6",,
22/01/2009 17.00,"1,4",,,"0,7","59,6",,
22/01/2009 18.00,"2,2",,,,"59,6",,
22/01/2009 19.00,"2,0",,,"2,9","59,6",,
22/01/2009 20.00,"2,1",,,"2,6","59,6",,
22/01/2009 21.00,"1,6",,,"2,2","59,6",,
22/01/2009 22.00,"1,7",,,"2,2","59,6",,
22/01/2009 23.00,"1,2",,,"1,8","59,6",,
23/01/2009 0.00,"0,8",,,"1,7","59,6",,
23/01/2009 1.00,"0,7",,,"1,4","46,3",,
23/01/2009 2.00,"0,6",,,"1,4","46,3",,
23/01/2009 3.00,"0,8",,,"1,2","46,3",,
23/01/2009 4.00,"0,5",,,"1,0","46,3",,
23/01/2009 5.00,"0,6",,,"0,8","46,3",,
23/01/2009 6.00,"0,7",,,"0,6","46,3",,
23/01/2009 7.00,"0,5",,,"1,0","46,3",,
23/01/2009 8.00,"0,6",,,"1,2","46,3",,
23/01/2009 9.00,"0,5",,,"1,1","46,3",,
23/01/2009 10.00,"0,4",,,"1,2","46,3",,
23/01/2009 11.00,"0,5",,,,"46,3",,
23/01/2009 12.00,"0,7",,,,"46,3",,
23/01/2009 13.00,"0,5",,,"3,0","46,3",,
23/01/2009 14.00,"0,2",,,"3,1","46,3",,
23/01/2009 15.00,"0,2",,,"2,6","46,3",,
23/01/2009 16.00,"0,3",,,,"46,3",,
23/01/2009 17.00,"0,2",,,"2,2","46,3",,
23/01/2009 18.00,"0,2",,,"2,1","46,3",,
23/01/2009 19.00,"0,2",,,"2,3","46,3",,
23/01/2009 20.00,"0,3",,,"2,2","46,3",,
23/01/2009 21.00,"0,2",,,"2,8","46,3",,
23/01/2009 22.00,"0,3",,,"2,7","46,3",,
23/01/2009 23.00,"0,6",,,"2,5","46,3",,
24/01/2009 0.00,"0,5",,,"2,0","46,3",,
24/01/2009 1.00,,,,"1,6","36,5",,
24/01/2009 2.00,"0,8",,,,"36,5",,
24/01/2009 3.00,"0,5",,,"1,0","36,5",,
24/01/2009 4.00,"0,9",,,"0,6","36,5",,
24/01/2009 5.00,"0,8",,,"0,6","36,5",,
24/01/2009 6.00,"0,9",,,"0,6","36,5",,
24/01/2009 7.00,"0,8",,,"0,6","36,5",,
24/01/2009 8.00,"0,6",,,"0,7","36,5",,
24/01/2009 9.00,"0,8",,,"0,7","36,5",,
24/01/2009 10.00,"0,9",,,"0,7","36,5",,
24/01/2009 11.00,"0,7",,,"0,7","36,5",,
24/01/2009 12.00,"0,6",,,"1,2","36,5",,
24/01/2009 13.00,"0,8",,,"1,2","36,5",,
24/01/2009 14.00,"0,7",,,"1,1","36,5",,
24/01/2009 15.00,"0,8",,,"0,9","36,5",,
24/01/2009 16.00,"0,6",,,"0,9","36,5",,
24/01/2009 17.00,"0,7",,,"0,8","36,5",,
24/01/2009 18.00,"1,1",,,"0,9","36,5",,
24/01/2009 19.00,"1,1",,,"1,1","36,5",,
24/01/2009 20.00,"1,1",,,"1,0","36,5",,
24/01/2009 21.00,"0,9",,,"1,2","36,5",,
24/01/2009 22.00,"1,1",,,"1,4","36,5",,
24/01/2009 23.00,"1,3",,,"1,0","36,5",,
25/01/2009 0.00,"1,8",,,"0,8","36,5",,
25/01/2009 1.00,"1,7",,,"0,4","60,8",,
25/01/2009 2.00,"1,8",,,"0,4","60,8",,
25/01/2009 3.00,"1,6",,,"0,6","60,8",,
25/01/2009 4.00,"1,6",,,"0,6","60,8",,
25/01/2009 5.00,"1,5",,,"0,5","60,8",,
25/01/2009 6.00,"1,4",,,"0,6","60,8",,
25/01/2009 7.00,"1,4",,,"0,5","60,8",,
25/01/2009 8.00,"1,3",,,"0,7","60,8",,
25/01/2009 9.00,"1,6",,,"0,8","60,8",,
25/01/2009 10.00,"1,4",,,"0,9","60,8",,
25/01/2009 11.00,"1,2",,,"0,9","60,8",,
25/01/2009 12.00,"1,4",,,"1,1","60,8",,
25/01/2009 13.00,"1,8",,,"1,3","60,8",,
25/01/2009 14.00,"1,7",,,"1,5","60,8",,
25/01/2009 15.00,"1,8",,,"1,5","60,8",,
25/01/2009 16.00,"1,6",,,"1,0","60,8",,
25/01/2009 17.00,"1,4",,,"0,9","60,8",,
25/01/2009 18.00,"1,4",,,"0,9","60,8",,
25/01/2009 19.00,"1,3",,,"1,2","60,8",,
25/01/2009 20.00,"1,8",,,"2,0","60,8",,
25/01/2009 21.00,"2,3",,,"2,5","60,8",,
25/01/2009 22.00,"2,0",,,"2,6","60,8",,
25/01/2009 23.00,"1,4",,,"2,1","60,8",,
26/01/2009 0.00,"1,0",,,"1,4","60,8",,
26/01/2009 1.00,,,,"0,8","34,1",,
26/01/2009 2.00,"0,6",,,,"34,1",,
26/01/2009 3.00,"0,5",,,"0,8","34,1",,
26/01/2009 4.00,"0,5",,,"0,7","34,1",,
26/01/2009 5.00,"0,4",,,"0,7","34,1",,
26/01/2009 6.00,"0,4",,,"0,7","34,1",,
26/01/2009 7.00,"0,7",,,"1,0","34,1",,
26/01/2009 8.00,"0,4",,,"1,0","34,1",,
26/01/2009 9.00,"1,3",,,,"34,1",,
26/01/2009 10.00,"1,8",,,,"34,1",,
26/01/2009 11.00,"1,2",,,"0,3","34,1",,
26/01/2009 12.00,"0,7",,,"0,1","34,1",,
26/01/2009 13.00,"0,6",,,"0,1","34,1",,
26/01/2009 14.00,"0,5",,,"0,2","34,1",,
26/01/2009 15.00,"0,5",,,"0,1","34,1",,
26/01/2009 16.00,"0,5",,,"0,1","34,1",,
26/01/2009 17.00,"1,1",,,,"34,1",,
26/01/2009 18.00,"0,8",,,,"34,1",,
26/01/2009 19.00,"1,3","27,3","24,3","0,2","34,1",,
26/01/2009 20.00,"1,0","24,8","21,2","0,1","34,1",,
26/01/2009 21.00,"0,8","21,2","17,4","0,0","34,1",,
26/01/2009 22.00,"0,8","18,9","15,1",,"34,1",,
26/01/2009 23.00,"0,8","15,9","11,9",,"34,1",,
27/01/2009 0.00,"0,8","13,5","9,4",,"34,1",,
27/01/2009 1.00,"0,7","12,2","8,2",,"75,5",,
27/01/2009 2.00,"0,8","12,2","7,9",,"75,5",,
27/01/2009 3.00,"0,8","11,4","6,8",,"75,5",,
27/01/2009 4.00,"0,6","11,0","6,4",,"75,5",,
27/01/2009 5.00,"0,8","10,9","6,3",,"75,5",,
27/01/2009 6.00,"0,9","11,8","7,2",,"75,5",,
27/01/2009 7.00,"1,0","16,2","11,5",,"75,5",,
27/01/2009 8.00,"0,9","20,8","16,0","0,0","75,5",,
27/01/2009 9.00,"0,9","28,8","23,9","0,1","75,5",,
27/01/2009 10.00,"0,9","29,1","24,4","0,0","75,5",,
27/01/2009 11.00,"1,0","22,7","18,2","0,0","75,5",,
27/01/2009 12.00,"0,8","18,9","14,7","0,1","75,5",,
27/01/2009 13.00,"0,7","17,2","13,2","0,1","75,5",,
27/01/2009 14.00,"0,5","18,0","14,0","0,3","75,5",,
27/01/2009 15.00,"0,4","16,7","12,8","0,2","75,5",,
27/01/2009 16.00,"0,4","16,2","12,4","0,2","75,5",,
27/01/2009 17.00,"0,6","17,1","13,3","0,4","75,5",,
27/01/2009 18.00,"0,8","24,4","20,1","0,5","75,5",,
27/01/2009 19.00,"1,1","35,8","30,9","1,2","75,5",,
27/01/2009 20.00,"1,1","43,6","38,1","1,4","75,5",,
27/01/2009 21.00,"1,2","50,0","44,4","1,3","75,5",,
27/01/2009 22.00,"1,4","50,1","44,6","1,5","75,5",,
27/01/2009 23.00,"1,5","40,9","36,2","1,4","75,5",,
28/01/2009 0.00,"1,5","34,7","30,0","1,1","75,5",,
28/01/2009 1.00,,"28,6","23,9","0,7","59,2",,
28/01/2009 2.00,"0,9","22,7","18,1",,"59,2",,
28/01/2009 3.00,"0,7","18,5","13,8","0,8","59,2",,
28/01/2009 4.00,"0,8","17,0","12,3","0,8","59,2",,
28/01/2009 5.00,"0,8","16,5","11,8","0,6","59,2",,
28/01/2009 6.00,"0,7","19,4","14,7","0,5","59,2",,
28/01/2009 7.00,"0,7","22,8","17,9","0,7","59,2",,
28/01/2009 8.00,"1,0","31,0","25,7","0,9","59,2",,
28/01/2009 9.00,"1,6","66,9","60,1","0,9","59,2",,
28/01/2009 10.00,"1,3","77,4","71,0","1,0","59,2",,
28/01/2009 11.00,"1,0","51,3","46,4","0,6","59,2",,
28/01/2009 12.00,"0,3","32,6","28,1","0,6","59,2",,
28/01/2009 13.00,"0,8","25,7","21,4","0,8","59,2",,
28/01/2009 14.00,"0,4","22,4","18,3","0,9","59,2",,
28/01/2009 15.00,"0,6","22,1","18,3","1,2","59,2",,
28/01/2009 16.00,"0,8","21,6","17,4","1,1","59,2",,
28/01/2009 17.00,"0,7","21,5","17,7","0,8","59,2",,
28/01/2009 18.00,"0,6","23,8","19,9","0,7","59,2",,
28/01/2009 19.00,"0,5","20,3","16,3","0,8","59,2",,
28/01/2009 20.00,"0,6","24,7","20,3","0,9","59,2",,
28/01/2009 21.00,"0,6","27,7","23,5","0,7","59,2",,
28/01/2009 22.00,"0,6","25,8","21,4","0,9","59,2",,
28/01/2009 23.00,"0,6","20,9","16,5","0,6","59,2",,
29/01/2009 0.00,"0,7","17,0","12,5","0,5","59,2",,
29/01/2009 1.00,"0,7","16,7","12,1","0,5","24,4",,
29/01/2009 2.00,"0,7","15,0","10,3","0,5","24,4",,
29/01/2009 3.00,"0,7","13,1","8,4","0,3","24,4",,
29/01/2009 4.00,"0,5","12,8","7,8","0,3","24,4",,
29/01/2009 5.00,"0,4","13,6","8,3","0,2","24,4",,
29/01/2009 6.00,"0,5","16,1","10,7","0,4","24,4",,
29/01/2009 7.00,"0,6","17,9","12,8","0,4","24,4",,
29/01/2009 8.00,"0,5","16,4","11,5","0,2","24,4",,
29/01/2009 9.00,"0,3","16,7","11,8","0,1","24,4",,
29/01/2009 10.00,"0,2","18,1","13,4","0,2","24,4",,
29/01/2009 11.00,"0,4","18,0","13,4","0,3","24,4",,
29/01/2009 12.00,"0,2","19,9","15,3","0,3","24,4",,
29/01/2009 13.00,"0,2","18,3","13,9","0,2","24,4",,
29/01/2009 14.00,"0,2","16,7","12,3","0,3","24,4",,
29/01/2009 15.00,"0,2","14,5","10,5","0,3","24,4",,
29/01/2009 16.00,"0,1","13,4","9,5","0,5","24,4",,
29/01/2009 17.00,"0,2","13,8","9,5","0,3","24,4",,
29/01/2009 18.00,"0,4","15,2","11,0","0,6","24,4",,
29/01/2009 19.00,"0,3","17,2","12,9","0,7","24,4",,
29/01/2009 20.00,"0,5","18,1","13,6","0,6","24,4",,
29/01/2009 21.00,"0,5","19,7","15,1","0,7","24,4",,
29/01/2009 22.00,"0,5","19,2","14,7","0,7","24,4",,
29/01/2009 23.00,"0,4","19,3","14,7","0,9","24,4",,
30/01/2009 0.00,"0,2","16,4","11,8","0,7","24,4",,
30/01/2009 1.00,,"13,8","9,1","0,4","28,5",,
30/01/2009 2.00,"0,4","12,3","7,6",,"28,5",,
30/01/2009 3.00,"0,4","11,7","7,0","0,4","28,5",,
30/01/2009 4.00,"0,3","11,9","7,2","0,3","28,5",,
30/01/2009 5.00,"0,4","11,9","7,3","0,3","28,5",,
30/01/2009 6.00,"0,4","11,5","6,9","0,3","28,5",,
30/01/2009 7.00,"0,7","12,2","7,5","0,4","28,5",,
30/01/2009 8.00,"0,5","17,1","12,4","0,4","28,5",,
30/01/2009 9.00,"0,5","21,7","17,0","0,6","28,5",,
30/01/2009 10.00,"0,4","19,7","15,0",,"28,5",,
30/01/2009 11.00,"0,5","18,1","13,4","0,7","28,5",,
30/01/2009 12.00,"0,3","15,1","10,5","0,9","28,5",,
30/01/2009 13.00,"0,4","16,8","12,3","0,8","28,5",,
30/01/2009 14.00,"0,3","15,3","11,4","0,9","28,5",,
30/01/2009 15.00,"0,3","12,1","8,1","0,8","28,5",,
30/01/2009 16.00,"0,3","11,7","7,6","0,8","28,5",,
30/01/2009 17.00,"0,3","15,4","11,0","1,0","28,5",,
30/01/2009 18.00,"0,5","18,9","14,5","1,1","28,5",,
30/01/2009 19.00,"0,6","15,7","11,6","1,0","28,5",,
30/01/2009 20.00,"0,6","15,6","11,4","1,0","28,5",,
30/01/2009 21.00,"0,6","16,5","12,1","0,9","28,5",,
30/01/2009 22.00,"0,8","21,7","17,1","1,4","28,5",,
30/01/2009 23.00,"0,6","21,9","17,2","1,5","28,5",,
31/01/2009 0.00,"0,7","16,9","12,2","1,1","28,5",,
31/01/2009 1.00,"0,9","16,3","11,6","1,0","56,9",,
31/01/2009 2.00,"0,7","14,7","9,9","0,9","56,9",,
31/01/2009 3.00,"0,8","12,4","7,6","0,8","56,9",,
31/01/2009 4.00,"0,8","12,0","7,2","0,6","56,9",,
31/01/2009 5.00,"0,6","11,8","7,1","0,6","56,9",,
31/01/2009 6.00,"0,6","11,3","6,6","0,7","56,9",,
31/01/2009 7.00,"0,6","12,0","7,2","0,6","56,9",,
31/01/2009 8.00,"0,5","13,3","8,5","0,6","56,9",,
31/01/2009 9.00,"0,6","14,9","10,2","0,7","56,9",,
31/01/2009 10.00,"0,4","15,0","10,4","0,7","56,9",,
31/01/2009 11.00,"0,5","15,5","10,9","0,8","56,9",,
31/01/2009 12.00,"0,7","15,5","10,8","0,8","56,9",,
31/01/2009 13.00,"0,6","15,6","11,1","0,7","56,9",,
31/01/2009 14.00,"1,0","15,3","11,2","0,8","56,9",,
31/01/2009 15.00,"0,6","13,8","10,0","0,8","56,9",,
31/01/2009 16.00,"0,4","12,9","9,1","1,0","56,9",,
31/01/2009 17.00,"0,4","14,4","10,3","0,9","56,9",,
31/01/2009 18.00,"0,8","15,9","11,8","1,0","56,9",,
31/01/2009 19.00,"1,0","17,9","13,8","1,1","56,9",,
31/01/2009 20.00,"0,8","26,3","21,8","1,7","56,9",,
31/01/2009 21.00,"0,9","32,2","27,5","2,1","56,9",,
31/01/2009 22.00,"1,2","39,4","34,0","2,6","56,9",,
31/01/2009 23.00,"1,3","43,5","37,7","3,2","56,9",,
01/02/2009 0.00,"1,3","35,9","31,0","2,9","56,9",,
01/02/2009 1.00,,"28,8","24,0","2,2","35,4",,
01/02/2009 2.00,"0,6","24,5","19,5",,"35,4",,
01/02/2009 3.00,"0,6","23,5","18,3","1,2","35,4",,
01/02/2009 4.00,"0,4","21,5","16,6","1,1","35,4",,
01/02/2009 5.00,"0,5","20,2","15,5","0,8","35,4",,
01/02/2009 6.00,"0,4","17,9","13,3","0,7","35,4",,
01/02/2009 7.00,"0,4","16,0","11,3","0,4","35,4",,
01/02/2009 8.00,"0,6","21,3","16,3","0,5","35,4",,
01/02/2009 9.00,"0,3","21,2","16,4","0,4","35,4",,
01/02/2009 10.00,"0,2","18,3","13,6","0,5","35,4",,
01/02/2009 11.00,"0,2","16,1","11,7","0,7","35,4",,
01/02/2009 12.00,"0,1","14,7","10,8","0,6","35,4",,
01/02/2009 13.00,"0,1","14,4","10,7","0,5","35,4",,
01/02/2009 14.00,"0,2","13,5","9,7","0,5","35,4",,
01/02/2009 15.00,"0,2","12,7","8,8","0,5","35,4",,
01/02/2009 16.00,"0,5","12,3","8,0","0,3","35,4",,
01/02/2009 17.00,"0,4","11,6","7,1","0,2","35,4",,
01/02/2009 18.00,"0,5","11,9","7,3","0,3","35,4",,
01/02/2009 19.00,"0,7","12,1","7,6","0,3","35,4",,
01/02/2009 20.00,"0,8","14,5","9,9","0,3","35,4",,
01/02/2009 21.00,"0,7","17,9","13,5","0,5","35,4",,
01/02/2009 22.00,"0,7","22,1","17,6","0,5","35,4",,
01/02/2009 23.00,"0,7","20,3","15,8","0,5","35,4",,
02/02/2009 0.00,"0,8","14,5","9,9","0,3","35,4",,
02/02/2009 1.00,"0,6","12,4","7,8","0,2","23,9",,
02/02/2009 2.00,"0,5","10,8","6,1","0,1","23,9",,
02/02/2009 3.00,"0,5","10,5","5,8","0,1","23,9",,
02/02/2009 4.00,"0,4","10,2","5,5","0,1","23,9",,
02/02/2009 5.00,"0,5","10,0","5,3","0,1","23,9",,
02/02/2009 6.00,"0,5","10,3","5,6","0,1","23,9",,
02/02/2009 7.00,"0,6","12,0","7,3","0,2","23,9",,
02/02/2009 8.00,"0,7","16,6","11,9","0,2","23,9",,
02/02/2009 9.00,"0,8","30,5","24,4","0,3","23,9",,
02/02/2009 10.00,"1,1","35,5","30,8","0,1","23,9",,
02/02/2009 11.00,"0,8","20,9","16,4","0,1","23,9",,
02/02/2009 12.00,"0,8","18,7","14,5","0,2","23,9",,
02/02/2009 13.00,"0,6","17,4","13,6","0,2","23,9",,
02/02/2009 14.00,"0,7","17,2","13,4","0,3","23,9",,
02/02/2009 15.00,"0,9","16,4","12,6","0,2","23,9",,
02/02/2009 16.00,"0,8","16,8","12,9","0,3","23,9",,
02/02/2009 17.00,"1,1","18,1","14,2","0,3","23,9",,
02/02/2009 18.00,"1,3","17,9","14,1","0,4","23,9",,
02/02/2009 19.00,"1,2","16,8","13,0","0,3","23,9",,
02/02/2009 20.00,"0,9","17,0","13,0","0,3","23,9",,
02/02/2009 21.00,"0,9","14,7","10,9","0,1","23,9",,
02/02/2009 22.00,"1,0","13,7","9,9","0,1","23,9",,
02/02/2009 23.00,"1,0","12,3","8,5","0,1","23,9",,
03/02/2009 0.00,"0,6","11,0","7,1",,"23,9",,
03/02/2009 1.00,,"10,2","6,1",,"68,7",,
03/02/2009 2.00,"0,7","10,2","6,0",,"68,7",,
03/02/2009 3.00,"0,6","9,8","5,4",,"68,7",,
03/02/2009 4.00,"0,5","9,6","5,1",,"68,7",,
03/02/2009 5.00,"0,7","9,5","5,2",,"68,7",,
03/02/2009 6.00,"0,7","9,9","5,4",,"68,7",,
03/02/2009 7.00,"0,5","11,0","6,5",,"68,7",,
03/02/2009 8.00,"0,7","12,9","8,3",,"68,7",,
03/02/2009 9.00,"0,8","14,4","10,1",,"68,7",,
03/02/2009 10.00,"1,0","15,4","10,9",,"68,7",,
03/02/2009 11.00,"0,7","14,7","10,4",,"68,7",,
03/02/2009 12.00,"0,5","14,2","10,0",,"68,7",,
03/02/2009 13.00,"0,6","14,6","10,6",,"68,7",,
03/02/2009 14.00,"0,5","14,1","10,3",,"68,7",,
03/02/2009 15.00,"0,6","13,5","9,6",,"68,7",,
03/02/2009 16.00,"0,5","14,2","10,3",,"68,7",,
03/02/2009 17.00,"0,8","14,3","10,4",,"68,7",,
03/02/2009 18.00,"1,0","13,7","9,7",,"68,7",,
03/02/2009 19.00,"1,0","14,2","10,3",,"68,7",,
03/02/2009 20.00,"0,8","14,3","10,5",,"68,7",,
03/02/2009 21.00,"0,8","13,2","9,4",,"68,7",,
03/02/2009 22.00,"0,9","13,5","9,5",,"68,7",,
03/02/2009 23.00,"0,7","12,3","8,3",,"68,7",,
04/02/2009 0.00,"0,9","11,1","7,0",,"68,7",,
04/02/2009 1.00,"0,9","10,7","6,3",,"105,5",,
04/02/2009 2.00,"0,8","10,6","6,1",,"105,5",,
04/02/2009 3.00,"0,8","10,6","6,0",,"105,5",,
04/02/2009 4.00,"0,8","10,8","6,1",,"105,5",,
04/02/2009 5.00,"0,8","10,7","6,1",,"105,5",,
04/02/2009 6.00,"0,7","10,9","6,4",,"105,5",,
04/02/2009 7.00,"0,8","11,9","7,3",,"105,5",,
04/02/2009 8.00,"1,0","13,8","9,2",,"105,5",,
04/02/2009 9.00,"0,9","16,0","11,3",,"105,5",,
04/02/2009 10.00,"0,8","16,4","11,9",,"105,5",,
04/02/2009 11.00,"0,7","14,7","10,4",,"105,5",,
04/02/2009 12.00,"0,6","13,5","9,7",,"105,5",,
04/02/2009 13.00,"0,9","16,4","12,6",,"105,5",,
04/02/2009 14.00,"1,1","17,7","13,4",,"105,5",,
04/02/2009 15.00,"0,8","15,6","11,8",,"105,5",,
04/02/2009 16.00,"0,6","16,5","12,6",,"105,5",,
04/02/2009 17.00,"1,0","26,5","19,5",,"105,5",,
04/02/2009 18.00,"1,1","28,8","24,8","1,2","105,5",,
04/02/2009 19.00,"1,0","25,2","21,5","1,2","105,5",,
04/02/2009 20.00,"1,3","26,1","21,9","1,4","105,5",,
04/02/2009 21.00,"1,1","28,3","24,2","1,4","105,5",,
04/02/2009 22.00,"1,2","27,6","23,8","1,2","105,5",,
04/02/2009 23.00,"0,8","25,4","21,6","1,1","105,5",,
05/02/2009 0.00,"0,3","19,5","15,8","0,9","105,5",,
05/02/2009 1.00,,"16,5","12,7","0,7","54,6",,
05/02/2009 2.00,"0,3","14,8","11,0",,"54,6",,
05/02/2009 3.00,"0,3","12,6","8,8","0,7","54,6",,
05/02/2009 4.00,"0,5",,,"0,5","54,6",,
05/02/2009 5.00,"0,2","10,1","7,1","0,4","54,6",,
05/02/2009 6.00,"0,2","10,7","7,2","0,4","54,6",,
05/02/2009 7.00,"0,5","18,2","14,5","0,6","54,6",,
