Stat,MOLFETTA VERDI,,,
24/01/2014 17.00,"7,7","37,4","55,4","35,1"
24/01/2014 18.00,"7,8","32,2","49,0","35,1"
24/01/2014 19.00,"7,8","33,3","50,9","35,1"
24/01/2014 20.00,"8,0","36,2","55,7","35,1"
24/01/2014 21.00,"7,9","38,0","58,5","35,1"
24/01/2014 22.00,"8,7","40,0","67,3","35,1"
24/01/2014 23.00,"8,7","41,7","72,8","35,1"
25/01/2014 0.00,"9,0","45,1","79,5","35,1"
25/01/2014 1.00,"8,5","44,3","72,7",
25/01/2014 2.00,"8,1","37,9","58,0",
25/01/2014 3.00,"7,7","27,7","43,5",
25/01/2014 4.00,"7,7","21,3","36,5",
25/01/2014 5.00,"7,7","15,8","30,5",
25/01/2014 6.00,"7,7","11,2","25,2","15,5"
25/01/2014 7.00,"7,8","8,9","22,7","15,5"
25/01/2014 8.00,"7,7","7,9","21,7","15,5"
25/01/2014 9.00,"7,7","10,1","24,3","15,5"
25/01/2014 10.00,"7,8","16,0","31,6","15,5"
25/01/2014 11.00,"7,9","24,5","44,9","15,5"
25/01/2014 12.00,"8,5","28,1","51,8","15,5"
25/01/2014 13.00,"8,2","29,9","58,3","15,5"
25/01/2014 14.00,"7,7","29,2","51,0","15,5"
25/01/2014 15.00,"7,7","20,9","35,6","15,5"
25/01/2014 16.00,"7,7","16,6","30,5","15,5"
25/01/2014 17.00,"7,6","11,8","25,6","15,5"
25/01/2014 18.00,"7,6","10,4","24,1","15,5"
25/01/2014 19.00,"7,5","13,4","27,2","15,5"
25/01/2014 20.00,"7,5","17,6","31,8","15,5"
25/01/2014 21.00,"7,1","19,3","33,6","15,5"
25/01/2014 22.00,"7,2","19,2","33,5","15,5"
25/01/2014 23.00,"7,6","21,0","35,4","15,5"
26/01/2014 0.00,"7,6","13,1","26,3","15,5"
26/01/2014 1.00,,"11,2","24,5",
26/01/2014 2.00,"7,3","12,0","25,2",
26/01/2014 3.00,"7,0","8,9","22,2",
26/01/2014 4.00,"7,3","7,8","20,7",
26/01/2014 5.00,"7,7","5,1","17,9",
26/01/2014 6.00,"7,6","3,4","16,0","14,4"
26/01/2014 7.00,"7,6","3,9","16,2","14,4"
26/01/2014 8.00,"7,4","3,8","16,4","14,4"
26/01/2014 9.00,"7,5","6,0","18,6","14,4"
26/01/2014 10.00,"7,5","11,8","24,8","14,4"
26/01/2014 11.00,"7,6","14,1","27,7","14,4"
26/01/2014 12.00,"7,3","18,0","32,1","14,4"
26/01/2014 13.00,"7,4","21,7","36,1","14,4"
26/01/2014 14.00,"6,9","20,4","34,3","14,4"
26/01/2014 15.00,"6,7","16,8","30,5","14,4"
26/01/2014 16.00,"7,7","17,3","30,6","14,4"
26/01/2014 17.00,"7,6","12,2","25,5","14,4"
26/01/2014 18.00,"7,6","11,5","24,9","14,4"
26/01/2014 19.00,"7,7","14,1","27,6","14,4"
26/01/2014 20.00,"7,7","18,1","31,8","14,4"
26/01/2014 21.00,"7,9","21,1","34,9","14,4"
26/01/2014 22.00,"7,7","12,0","25,3","14,4"
26/01/2014 23.00,"7,7","9,8","22,9","14,4"
27/01/2014 0.00,"7,5","8,1","21,0","14,4"
27/01/2014 1.00,"7,6","6,0","18,8",
27/01/2014 2.00,"7,6","4,1","17,0",
27/01/2014 3.00,"7,6","3,1","15,5",
27/01/2014 4.00,"7,6","1,6","14,0",
27/01/2014 5.00,"7,7","2,2","14,6",
27/01/2014 6.00,"7,8","2,6","15,1","15,0"
27/01/2014 7.00,"7,7","3,2","16,1","15,0"
27/01/2014 8.00,"7,7","4,8","17,4","15,0"
27/01/2014 9.00,"7,8","11,1","24,6","15,0"
27/01/2014 10.00,"7,8","24,3","39,9","15,0"
27/01/2014 11.00,"7,9","39,5","58,4","15,0"
27/01/2014 12.00,"7,7","43,4","63,3","15,0"
27/01/2014 13.00,"7,6","44,1","63,2","15,0"
27/01/2014 14.00,"7,7","40,0","56,4","15,0"
27/01/2014 15.00,"8,2","38,0","54,0","15,0"
27/01/2014 16.00,"8,7","37,8","53,1","15,0"
27/01/2014 17.00,"3,8","32,4","47,0","15,0"
27/01/2014 18.00,"1,2","29,6","44,0","15,0"
27/01/2014 19.00,"4,4","30,2","45,0","15,0"
27/01/2014 20.00,"7,5","41,1","64,0","15,0"
27/01/2014 21.00,"6,9","47,8","85,5","15,0"
27/01/2014 22.00,"9,3","50,2","102,8","15,0"
27/01/2014 23.00,"8,8","48,6","100,4","15,0"
28/01/2014 0.00,"9,1","47,1","93,6","15,0"
28/01/2014 1.00,,"44,1","77,5",
28/01/2014 2.00,"9,0","37,1","56,2",
28/01/2014 3.00,"9,0","25,9","40,8",
28/01/2014 4.00,"8,8","15,4","29,6",
28/01/2014 5.00,"8,9","9,4","23,0",
28/01/2014 6.00,"9,0","7,4","21,4","18,7"
28/01/2014 7.00,"9,0","6,4","20,3","18,7"
28/01/2014 8.00,"9,0","6,7","20,5","18,7"
28/01/2014 9.00,"9,0","9,2","22,7","18,7"
28/01/2014 10.00,"5,7","29,2","46,2","18,7"
28/01/2014 11.00,"10,6","40,5","57,0","18,7"
28/01/2014 12.00,"9,4","41,4","61,6","18,7"
28/01/2014 13.00,"8,0","42,0","62,4","18,7"
28/01/2014 14.00,"7,1","43,9","65,5","18,7"
28/01/2014 15.00,"8,5","41,9","60,0","18,7"
28/01/2014 16.00,"9,2","37,3","53,5","18,7"
28/01/2014 17.00,"9,2","29,2","44,3","18,7"
28/01/2014 18.00,"9,1","29,1","44,7","18,7"
28/01/2014 19.00,"8,4","27,5","42,6","18,7"
28/01/2014 20.00,"6,8","33,9","50,5","18,7"
28/01/2014 21.00,"8,5","44,8","70,7","18,7"
28/01/2014 22.00,"9,0","48,3","78,2","18,7"
28/01/2014 23.00,"8,2","48,9","75,8","18,7"
29/01/2014 0.00,"9,0","45,2","66,3","18,7"
29/01/2014 1.00,"9,2","38,5","55,6",
29/01/2014 2.00,"3,1","32,0","47,7",
29/01/2014 3.00,"1,3","23,3","37,7",
29/01/2014 4.00,"1,4","15,9","30,0",
29/01/2014 5.00,"2,2","13,3","27,2",
29/01/2014 6.00,"8,1","13,7","28,0","15,1"
29/01/2014 7.00,"8,7","11,2","25,1","15,1"
29/01/2014 8.00,"7,9","12,8","26,9","15,1"
29/01/2014 9.00,"8,7","20,1","35,3","15,1"
29/01/2014 10.00,"8,4","28,8","48,1","15,1"
29/01/2014 11.00,"9,3","40,8","74,9","15,1"
29/01/2014 12.00,"8,1","46,2","76,8","15,1"
29/01/2014 13.00,"7,4","41,9","59,3","15,1"
29/01/2014 14.00,"8,0","31,6","46,2","15,1"
29/01/2014 15.00,"7,7","26,3","40,9","15,1"
29/01/2014 16.00,"7,7","23,5","38,1","15,1"
29/01/2014 17.00,"7,7","19,9","34,2","15,1"
29/01/2014 18.00,"7,6","18,0","32,4","15,1"
29/01/2014 19.00,"7,6","23,1","37,6","15,1"
29/01/2014 20.00,"7,5","37,9","54,5","15,1"
29/01/2014 21.00,"7,5","49,3","70,9","15,1"
29/01/2014 22.00,"7,1","53,9","84,2","15,1"
29/01/2014 23.00,"8,4","52,6","91,5","15,1"
30/01/2014 0.00,"7,9","49,0","84,8","15,1"
30/01/2014 1.00,,"43,6","66,3",
30/01/2014 2.00,"7,6","33,6","49,4",
30/01/2014 3.00,"7,4","25,7","40,5",
30/01/2014 4.00,"7,4","22,7","37,1",
30/01/2014 5.00,"7,6","21,8","36,6",
30/01/2014 6.00,"7,6","19,9","34,6","27,3"
30/01/2014 7.00,"7,7","17,5","31,9","27,3"
30/01/2014 8.00,"7,3","19,2","33,8","27,3"
30/01/2014 9.00,"7,6","23,8","39,5","27,3"
30/01/2014 10.00,"8,0","36,0","70,2","27,3"
30/01/2014 11.00,"11,3","50,1","152,2","27,3"
30/01/2014 12.00,"10,0","53,8","156,6","27,3"
30/01/2014 13.00,"7,3","50,0","109,1","27,3"
30/01/2014 14.00,"7,6","46,8","74,0","27,3"
30/01/2014 15.00,"7,6","36,3","52,5","27,3"
30/01/2014 16.00,"7,6","27,8","43,0","27,3"
30/01/2014 17.00,"7,6","22,3","37,3","27,3"
30/01/2014 18.00,"7,7","18,4","33,3","27,3"
30/01/2014 19.00,"7,6","19,8","34,7","27,3"
30/01/2014 20.00,"7,5","20,9","35,8","27,3"
30/01/2014 21.00,"7,6","21,6","36,5","27,3"
30/01/2014 22.00,"6,7","22,0","37,1","27,3"
30/01/2014 23.00,"4,8","20,1","35,0","27,3"
31/01/2014 0.00,"4,5","16,5","31,2","27,3"
31/01/2014 1.00,"4,4","13,4","27,7",
31/01/2014 2.00,"4,5","11,7","26,3",
31/01/2014 3.00,"4,4","10,1","24,2",
31/01/2014 4.00,"4,3","8,7","23,1",
31/01/2014 5.00,"4,3","7,8","22,3",
31/01/2014 6.00,"4,3","7,0","21,2","28,7"
31/01/2014 7.00,"4,3","7,0","21,2","28,7"
31/01/2014 8.00,"4,3","6,8","21,1","28,7"
31/01/2014 9.00,"4,5","8,1","22,4","28,7"
31/01/2014 10.00,"4,4","10,1","24,7","28,7"
31/01/2014 11.00,"4,4","12,7","27,4","28,7"
31/01/2014 12.00,"4,3","13,4","28,1","28,7"
31/01/2014 13.00,"4,6","13,2","27,9","28,7"
31/01/2014 14.00,"4,7","12,7","27,5",
31/01/2014 15.00,"4,6",,,"28,7"
31/01/2014 16.00,"4,6","13,9","28,2","28,7"
31/01/2014 17.00,"5,3","10,0","24,0","28,7"
31/01/2014 18.00,"4,9","11,8","26,2","28,7"
31/01/2014 19.00,"5,1","13,3","28,3","28,7"
31/01/2014 20.00,"5,4","15,0","29,7","28,7"
31/01/2014 21.00,"5,5","17,4","32,4","28,7"
31/01/2014 22.00,"4,6","16,6","31,6","28,7"
31/01/2014 23.00,"4,6","17,4","32,2","28,7"
01/02/2014 0.00,"4,3","15,3","30,3","28,7"
01/02/2014 1.00,,"12,8","27,4",
01/02/2014 2.00,"4,8","10,7","25,3",
01/02/2014 3.00,"4,6","8,6","22,9",
01/02/2014 4.00,"4,6","7,6","22,2",
01/02/2014 5.00,"4,5","7,8","22,4",
01/02/2014 6.00,"4,6","6,9","21,2","29,7"
01/02/2014 7.00,"4,9","6,8","21,0","29,7"
01/02/2014 8.00,"5,0","6,5","20,8","29,7"
01/02/2014 9.00,"5,0","6,4","21,0","29,7"
01/02/2014 10.00,"4,7","8,2","22,8","29,7"
01/02/2014 11.00,"4,7","11,4","26,1","29,7"
01/02/2014 12.00,"4,5","13,6","28,4","29,7"
01/02/2014 13.00,"4,7","15,4","30,5","29,7"
01/02/2014 14.00,"4,9","16,2","31,7","29,7"
01/02/2014 15.00,"5,2","17,4","32,9","29,7"
01/02/2014 16.00,"4,6","17,0","32,3","29,7"
01/02/2014 17.00,"5,2","15,0","30,2","29,7"
01/02/2014 18.00,"4,7","15,1","30,2","29,7"
01/02/2014 19.00,"5,1","15,5","31,0","29,7"
01/02/2014 20.00,"5,6","15,5","30,9","29,7"
01/02/2014 21.00,"4,9","16,1","31,3","29,7"
01/02/2014 22.00,"5,5","15,7","30,9","29,7"
01/02/2014 23.00,"5,3","15,3","30,6","29,7"
02/02/2014 0.00,"5,2","15,3","30,5","29,7"
02/02/2014 1.00,"7,1","15,1","29,9",
02/02/2014 2.00,"6,0","15,9","31,2",
02/02/2014 3.00,"5,5","15,2","30,5",
02/02/2014 4.00,"5,9","14,8","30,0",
02/02/2014 5.00,"5,9","14,6","29,8",
02/02/2014 6.00,"5,9","14,8","30,1","19,4"
02/02/2014 7.00,"5,6","13,0","28,3","19,4"
02/02/2014 8.00,"5,2","12,6","27,5","19,4"
02/02/2014 9.00,"5,8","12,7","27,8","19,4"
02/02/2014 10.00,"5,1","14,1","29,3","19,4"
02/02/2014 11.00,"5,7","15,5","30,9","19,4"
02/02/2014 12.00,"5,2","16,4","32,0","19,4"
02/02/2014 13.00,"5,5","17,6","33,6","19,4"
02/02/2014 14.00,"4,8","18,0","33,6","19,4"
02/02/2014 15.00,"5,8","19,9","35,7","19,4"
02/02/2014 16.00,"5,6","20,6","35,8","19,4"
02/02/2014 17.00,"5,8","16,0","30,8","19,4"
02/02/2014 18.00,"5,5","13,5","28,3","19,4"
02/02/2014 19.00,"5,4","13,7","28,8","19,4"
02/02/2014 20.00,"5,5","15,4","30,6","19,4"
02/02/2014 21.00,"4,6","20,2","36,0","19,4"
02/02/2014 22.00,"4,7","23,3","39,5","19,4"
02/02/2014 23.00,"5,2","21,1","36,7","19,4"
03/02/2014 0.00,"5,6","22,7","37,9","19,4"
03/02/2014 1.00,,"22,6","38,3",
03/02/2014 2.00,"5,7","20,2","35,2",
03/02/2014 3.00,"6,0","16,8","31,5",
03/02/2014 4.00,"5,5","13,6","28,4",
03/02/2014 5.00,"5,4","12,2","26,8",
03/02/2014 6.00,"6,0","10,9","25,6","12,8"
03/02/2014 7.00,"5,7","10,7","25,1","12,8"
03/02/2014 8.00,"5,1","11,3","25,8","12,8"
03/02/2014 9.00,"5,4","15,2","30,4","12,8"
03/02/2014 10.00,"5,0","25,4","42,9","12,8"
03/02/2014 11.00,"5,5","32,4","55,8","12,8"
03/02/2014 12.00,"5,2","35,6","60,9","12,8"
03/02/2014 13.00,"4,9","36,5","61,7","12,8"
03/02/2014 14.00,"5,6","36,2","57,9","12,8"
03/02/2014 15.00,"4,9","34,5","53,5","12,8"
03/02/2014 16.00,"5,0","34,9","54,3","12,8"
03/02/2014 17.00,"5,0","30,9","47,3","12,8"
03/02/2014 18.00,"5,3","29,2","45,6","12,8"
03/02/2014 19.00,"5,2","31,7","49,0","12,8"
03/02/2014 20.00,"6,2","34,1","52,8","12,8"
03/02/2014 21.00,"5,9","37,0","59,4","12,8"
03/02/2014 22.00,"6,0","37,7","62,8","12,8"
03/02/2014 23.00,"5,1","36,9","59,2","12,8"
04/02/2014 0.00,"4,6","38,1","60,3","12,8"
04/02/2014 1.00,"4,7","36,7","56,0",
04/02/2014 2.00,"4,3","32,4","49,3",
04/02/2014 3.00,"4,6","24,4","39,6",
04/02/2014 4.00,"4,5","18,2","32,9",
04/02/2014 5.00,"4,4","15,5","30,1",
04/02/2014 6.00,"4,3","13,7","27,9","12,1"
04/02/2014 7.00,"4,2","12,8","27,5","12,1"
04/02/2014 8.00,"4,3","14,0","28,7","12,1"
04/02/2014 9.00,"4,1","14,1","28,5","12,1"
04/02/2014 10.00,"4,1","20,7","36,0","12,1"
04/02/2014 11.00,"4,3","29,3","45,8","12,1"
04/02/2014 12.00,"4,2","26,6","41,8","12,1"
04/02/2014 13.00,"3,9","23,2","38,4","12,1"
04/02/2014 14.00,"3,9","24,0","39,5","12,1"
04/02/2014 15.00,"4,4","25,8","41,8","12,1"
04/02/2014 16.00,"4,3","23,9","39,3","12,1"
04/02/2014 17.00,"4,4","20,5","35,5","12,1"
04/02/2014 18.00,"4,4","19,7","34,8","12,1"
04/02/2014 19.00,"4,5","23,3","38,8","12,1"
04/02/2014 20.00,"4,6","31,2","50,3","12,1"
04/02/2014 21.00,"4,5","34,6","58,0","12,1"
04/02/2014 22.00,"4,8","35,4","60,3","12,1"
04/02/2014 23.00,"4,7","36,1","59,2","12,1"
05/02/2014 0.00,"4,6","34,1","53,2","12,1"
05/02/2014 1.00,,"27,8","43,6",
05/02/2014 2.00,"4,4","21,7","37,0",
05/02/2014 3.00,"4,6","17,3","32,3",
05/02/2014 4.00,"4,7","16,1","31,6",
05/02/2014 5.00,"4,7","14,5","29,1",
05/02/2014 6.00,"4,5","9,9","23,6","12,6"
05/02/2014 7.00,"4,2","7,7","22,0","12,6"
05/02/2014 8.00,"4,0","8,7","23,0","12,6"
05/02/2014 9.00,"4,6","13,6","28,4","12,6"
05/02/2014 10.00,"4,4","22,4","39,5","12,6"
05/02/2014 11.00,"4,6","29,8","51,9","12,6"
05/02/2014 12.00,"4,5","31,4","51,5","12,6"
05/02/2014 13.00,"4,3","30,7","48,7","12,6"
05/02/2014 14.00,"4,2","27,6","43,6","12,6"
05/02/2014 15.00,"3,7","23,6","38,8","12,6"
05/02/2014 16.00,"4,9","21,9","37,0","12,6"
05/02/2014 17.00,"4,5","17,6","32,2","12,6"
05/02/2014 18.00,"4,6","16,8","31,4","12,6"
05/02/2014 19.00,"4,6","22,9","38,1","12,6"
05/02/2014 20.00,"5,0","28,4","44,4","12,6"
05/02/2014 21.00,"5,7","31,7","48,5","12,6"
05/02/2014 22.00,"5,0","34,5","51,9","12,6"
05/02/2014 23.00,"5,1","36,0","54,6","12,6"
06/02/2014 0.00,"4,7","34,0","50,7","12,6"
06/02/2014 1.00,"4,6","30,2","46,0",
06/02/2014 2.00,"4,8","23,7","38,6",
06/02/2014 3.00,"5,0","19,2","34,3",
06/02/2014 4.00,"5,0","14,8","29,1",
06/02/2014 5.00,"4,7","13,1","27,1",
06/02/2014 6.00,"5,0","13,1","27,4","13,5"
06/02/2014 7.00,"4,7","11,7","25,9","13,5"
06/02/2014 8.00,"4,7","11,5","25,3","13,5"
06/02/2014 9.00,"4,8","18,4","33,3","13,5"
06/02/2014 10.00,"5,1","28,0","45,1","13,5"
06/02/2014 11.00,"5,5","37,1","61,1","13,5"
06/02/2014 12.00,"6,1","37,9","58,9","13,5"
06/02/2014 13.00,"5,7","35,1","52,1","13,5"
06/02/2014 14.00,"5,1","29,6","44,8","13,5"
06/02/2014 15.00,"5,3","26,5","41,5","13,5"
06/02/2014 16.00,"4,5","25,1","39,6","13,5"
06/02/2014 17.00,"4,7","19,5","34,1","13,5"
06/02/2014 18.00,"6,0","15,7","29,8","13,5"
06/02/2014 19.00,"5,8","14,4","28,2","13,5"
06/02/2014 20.00,"6,2","17,8","32,0","13,5"
06/02/2014 21.00,"6,2","41,4","63,1","13,5"
06/02/2014 22.00,"6,3","47,2","74,5","13,5"
06/02/2014 23.00,"5,4","47,1","73,1","13,5"
07/02/2014 0.00,"5,2","43,6","64,0","13,5"
07/02/2014 1.00,,"32,5","47,8",
07/02/2014 2.00,"4,7","23,7","38,2",
07/02/2014 3.00,"4,6","17,1","31,7",
07/02/2014 4.00,"4,7","12,3","26,2",
07/02/2014 5.00,"4,6","9,2","23,1",
07/02/2014 6.00,"4,5","7,3","20,9","15,4"
07/02/2014 7.00,"4,3","6,7","20,5","15,4"
07/02/2014 8.00,"4,6","10,2","24,2","15,4"
07/02/2014 9.00,"4,8","18,1","32,8","15,4"
07/02/2014 10.00,"5,2","29,5","52,5","15,4"
07/02/2014 11.00,"5,6","36,5","74,7","15,4"
07/02/2014 12.00,"4,8","39,9","65,8","15,4"
07/02/2014 13.00,"4,4","37,2","54,7","15,4"
07/02/2014 14.00,"4,4","29,7","44,8","15,4"
07/02/2014 15.00,"3,8","25,8","40,9","15,4"
07/02/2014 16.00,"4,5","25,0","39,6","15,4"
07/02/2014 17.00,"4,2","20,2","34,9","15,4"
07/02/2014 18.00,"4,6","26,2","41,8","15,4"
07/02/2014 19.00,"4,5","26,3","41,4","15,4"
07/02/2014 20.00,"5,2","25,0","40,0","15,4"
07/02/2014 21.00,"4,6","25,1","39,7","15,4"
07/02/2014 22.00,"5,1","24,1","38,8","15,4"
07/02/2014 23.00,"5,1","25,9","41,0","15,4"
08/02/2014 0.00,"5,4","26,5","41,4","15,4"
08/02/2014 1.00,"4,9","29,1","44,9",
08/02/2014 2.00,"4,6","33,3","49,5",
08/02/2014 3.00,"4,6","28,2","43,6",
08/02/2014 4.00,"4,6","22,8","37,7",
08/02/2014 5.00,"4,5","17,0","31,6",
08/02/2014 6.00,"4,8","12,3","26,5","16,7"
08/02/2014 7.00,"5,6","9,4","23,3","16,7"
08/02/2014 8.00,"5,2","8,3","22,2","16,7"
08/02/2014 9.00,"4,5","10,1","24,2","16,7"
08/02/2014 10.00,"4,6","15,5","30,3","16,7"
08/02/2014 11.00,"4,6","23,8","39,9","16,7"
08/02/2014 12.00,"5,0","30,5","49,7","16,7"
08/02/2014 13.00,"5,4","36,8","59,3","16,7"
08/02/2014 14.00,"5,4","38,8","59,8","16,7"
08/02/2014 15.00,"5,7","36,6","54,0","16,7"
08/02/2014 16.00,"4,5","32,8","48,7","16,7"
08/02/2014 17.00,"4,5","28,8","44,2","16,7"
08/02/2014 18.00,"4,6","26,3","41,7","16,7"
08/02/2014 19.00,"5,0","27,7","43,8","16,7"
08/02/2014 20.00,"5,2","32,8","50,4","16,7"
08/02/2014 21.00,"6,1","35,6","53,5","16,7"
08/02/2014 22.00,"6,0","38,5","57,7","16,7"
08/02/2014 23.00,"5,6","41,0","61,3","16,7"
09/02/2014 0.00,"5,9","38,9","56,1","16,7"
09/02/2014 1.00,,"29,3","44,2",
09/02/2014 2.00,"5,6","20,3","34,9",
09/02/2014 3.00,"5,0","15,8","30,1",
09/02/2014 4.00,"5,2","16,4","31,0",
09/02/2014 5.00,"5,0","16,5","30,8",
09/02/2014 6.00,"5,5","15,5","29,6","18,5"
09/02/2014 7.00,"4,7","10,3","24,2","18,5"
09/02/2014 8.00,"4,7","8,6","22,1","18,5"
09/02/2014 9.00,"4,7","8,2","22,1","18,5"
09/02/2014 10.00,"5,7","9,0","22,7","18,5"
09/02/2014 11.00,"5,2","11,0","24,8","18,5"
09/02/2014 12.00,"5,8","12,4","26,5","18,5"
09/02/2014 13.00,"4,8","13,8","28,2","18,5"
09/02/2014 14.00,"4,8","16,1","30,5","18,5"
09/02/2014 15.00,"5,2","17,0","31,1","18,5"
09/02/2014 16.00,"5,8","17,4","31,6","18,5"
09/02/2014 17.00,"6,1","14,0","28,2","18,5"
09/02/2014 18.00,"6,1","12,5","26,5","18,5"
09/02/2014 19.00,"5,6","14,1","28,4","18,5"
09/02/2014 20.00,"5,4","14,9","28,8","18,5"
09/02/2014 21.00,"4,7","20,4","35,0","18,5"
09/02/2014 22.00,"4,8","27,4","42,0","18,5"
09/02/2014 23.00,"5,6","35,2","52,4","18,5"
10/02/2014 0.00,"5,9","38,7","55,2","18,5"
10/02/2014 1.00,"5,3","34,7","50,5",
10/02/2014 2.00,"4,7","29,5","44,4",
10/02/2014 3.00,"4,7","24,5","39,0",
10/02/2014 4.00,"4,9","22,2","36,4",
10/02/2014 5.00,"5,2","17,7","31,8",
10/02/2014 6.00,"5,7","13,3","27,2","11,6"
10/02/2014 7.00,"4,9","10,9","24,8","11,6"
10/02/2014 8.00,"4,9","9,0","22,8","11,6"
10/02/2014 9.00,"5,0","12,2","26,3","11,6"
10/02/2014 10.00,"5,1","24,7","41,4","11,6"
10/02/2014 11.00,"5,3","35,1","58,1","11,6"
10/02/2014 12.00,"5,6","38,4","60,9","11,6"
10/02/2014 13.00,"4,9","35,7","53,5","11,6"
10/02/2014 14.00,"4,7","27,8","42,6","11,6"
10/02/2014 15.00,"5,6","24,9","39,8","11,6"
10/02/2014 16.00,"6,1","28,6","43,9","11,6"
10/02/2014 17.00,"5,9","25,6","40,3","11,6"
10/02/2014 18.00,"5,5","21,5","36,1","11,6"
10/02/2014 19.00,"5,3","19,8","34,2","11,6"
10/02/2014 20.00,"5,6","19,7","34,5","11,6"
10/02/2014 21.00,"5,7","21,3","36,4","11,6"
10/02/2014 22.00,"5,1","21,4","36,2","11,6"
10/02/2014 23.00,"5,4","19,4","34,0","11,6"
11/02/2014 0.00,"4,5","18,0","32,7","11,6"
11/02/2014 1.00,,"17,5","32,2",
11/02/2014 2.00,"5,2","19,5","34,8",
11/02/2014 3.00,"4,9","19,0","33,9",
11/02/2014 4.00,"5,0","14,5","29,0",
11/02/2014 5.00,"4,9","13,6","27,8",
11/02/2014 6.00,"5,1","10,2","24,7","22,9"
11/02/2014 7.00,"4,9","8,6","22,7","22,9"
11/02/2014 8.00,"4,6","8,2","22,4","22,9"
11/02/2014 9.00,"5,1","8,9","23,1","22,9"
11/02/2014 10.00,"5,5","12,0","26,5","22,9"
11/02/2014 11.00,"5,8","14,5","29,3","22,9"
11/02/2014 12.00,"4,4","15,8","30,9","22,9"
11/02/2014 13.00,"5,1","14,0","28,5","22,9"
11/02/2014 14.00,"5,8","14,1","28,9","22,9"
11/02/2014 15.00,"5,4","14,3","29,2","22,9"
11/02/2014 16.00,"6,0","13,8","28,8","22,9"
11/02/2014 17.00,"6,0","12,6","27,0","22,9"
11/02/2014 18.00,"6,1","11,6","26,2","22,9"
11/02/2014 19.00,"6,1","12,9","27,9","22,9"
11/02/2014 20.00,"5,5","15,4","30,8","22,9"
11/02/2014 21.00,"5,7","19,5","35,3","22,9"
11/02/2014 22.00,"6,2","21,7","37,7","22,9"
11/02/2014 23.00,"5,5","21,8","37,9","22,9"
12/02/2014 0.00,"5,6","18,6","33,8","22,9"
12/02/2014 1.00,"5,6","13,9","29,0",
12/02/2014 2.00,"5,8","11,5","26,3",
12/02/2014 3.00,"6,5","10,0","24,3",
12/02/2014 4.00,"6,2","8,8","23,1",
12/02/2014 5.00,"6,1","9,0","23,5",
12/02/2014 6.00,"6,3","7,0","21,3","34,7"
12/02/2014 7.00,"6,2","5,4","19,7","34,7"
12/02/2014 8.00,"5,0","5,4","19,4","34,7"
12/02/2014 9.00,"5,6","9,5","23,5","34,7"
12/02/2014 10.00,"6,2","22,8","38,9","34,7"
12/02/2014 11.00,"6,1","35,4","57,0","34,7"
12/02/2014 12.00,"5,1","39,7","60,4","34,7"
12/02/2014 13.00,"5,4","39,9","58,9","34,7"
12/02/2014 14.00,"5,5","36,9","54,1","34,7"
12/02/2014 15.00,"5,3","32,3","48,2","34,7"
12/02/2014 16.00,"6,1","30,7","46,2","34,7"
12/02/2014 17.00,"5,9","24,3","39,4","34,7"
12/02/2014 18.00,"5,3","17,9","32,1","34,7"
12/02/2014 19.00,"5,7","16,7","31,2","34,7"
12/02/2014 20.00,"5,4","18,2","32,7","34,7"
12/02/2014 21.00,"4,0","36,9","57,7","34,7"
12/02/2014 22.00,"4,6","52,8","76,7","34,7"
12/02/2014 23.00,"5,3","47,3","74,0","34,7"
13/02/2014 0.00,"4,4","43,0","65,9","34,7"
13/02/2014 1.00,,"37,5","55,9",
13/02/2014 2.00,"4,7","29,1","44,5",
13/02/2014 3.00,"4,4","22,1","37,0",
13/02/2014 4.00,"4,1","16,1","30,5",
13/02/2014 5.00,"4,1","9,8","23,9",
13/02/2014 6.00,"3,0","6,4","19,9","28,1"
13/02/2014 7.00,"3,6","5,4","19,3","28,1"
13/02/2014 8.00,"4,0","7,6","21,3","28,1"
13/02/2014 9.00,"4,5","13,8","27,9","28,1"
13/02/2014 10.00,"4,6","26,5","48,1","28,1"
13/02/2014 11.00,"4,8","35,1","66,5","28,1"
13/02/2014 12.00,"4,2","38,6","61,5","28,1"
13/02/2014 13.00,"4,1","33,8","50,0","28,1"
13/02/2014 14.00,"3,6","25,0","39,9","28,1"
13/02/2014 15.00,"3,9","20,0","34,4","28,1"
13/02/2014 16.00,"5,3","17,6","32,1","28,1"
13/02/2014 17.00,"4,6","15,1","29,3","28,1"
13/02/2014 18.00,"4,4","12,9","27,1","28,1"
13/02/2014 19.00,"4,0","14,5","28,7","28,1"
13/02/2014 20.00,"4,7","21,9","36,5","28,1"
13/02/2014 21.00,"4,8","38,0","56,4","28,1"
13/02/2014 22.00,"5,7","46,6","76,3","28,1"
13/02/2014 23.00,"5,2","46,2","72,9","28,1"
14/02/2014 0.00,"4,7","41,9","59,4","28,1"
14/02/2014 1.00,"4,9","33,5","48,7",
14/02/2014 2.00,"4,6","26,6","41,2",
14/02/2014 3.00,"5,2","21,2","35,9",
14/02/2014 4.00,"5,3","16,6","30,9",
14/02/2014 5.00,"5,1","14,0","28,2",
14/02/2014 6.00,"4,6","11,1","24,7","17,7"
14/02/2014 7.00,"4,5","11,0","24,7","17,7"
14/02/2014 8.00,"5,1","12,2","26,1","17,7"
14/02/2014 9.00,"5,5","21,6","37,9","17,7"
