Stat,Italgreen,,,,
,,,,,,,,,
Parm,NO2,NOX,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,,Aver
,,,,,,,
,,,,,,
,,,,,,,
02/03/2014 13.00,"6,4","15,0","8,1",,"5,4"
02/03/2014 14.00,"5,9","14,7","8,1",,"5,4"
02/03/2014 15.00,"4,5","12,4","8,1",,"5,4"
02/03/2014 16.00,"4,9","12,8","8,1",,"5,4"
02/03/2014 17.00,"7,5","16,1","8,1",,"5,4"
02/03/2014 18.00,"8,3","18,3","8,1",,"5,4"
02/03/2014 19.00,"17,7","27,5","8,1",,"5,4"
02/03/2014 20.00,"18,2","29,5","8,1",,"5,4"
02/03/2014 21.00,"17,4","29,1","8,1",,"5,4"
02/03/2014 22.00,"19,3","31,0","8,1",,"5,4"
02/03/2014 23.00,"19,0","30,6","8,1",,"5,4"
03/03/2014 0.00,"15,7","27,2","8,1",,"5,4"
03/03/2014 1.00,"16,4","27,4",,,"7,4"
03/03/2014 2.00,,,,,"7,4"
03/03/2014 3.00,"15,3","29,0",,,"7,4"
03/03/2014 4.00,"19,1","31,7",,,"7,4"
03/03/2014 5.00,"11,4","22,2",,,"7,4"
03/03/2014 6.00,"21,9","35,3",,,"7,4"
03/03/2014 7.00,"15,8","26,7",,,"7,4"
03/03/2014 8.00,"18,5","32,6",,,"7,4"
03/03/2014 9.00,"15,3","28,8",,,"7,4"
03/03/2014 10.00,"16,4","29,4",,,"7,4"
03/03/2014 11.00,"13,5","25,1",,,"7,4"
03/03/2014 12.00,"9,6","19,6",,,"7,4"
03/03/2014 13.00,"7,7","17,0",,,"7,4"
03/03/2014 14.00,"6,8","15,9",,,"7,4"
03/03/2014 15.00,"6,2","15,1",,,"7,4"
03/03/2014 16.00,"7,0","16,3",,,"7,4"
03/03/2014 17.00,"8,3","17,8",,,"7,4"
03/03/2014 18.00,"12,5","23,5",,,"7,4"
03/03/2014 19.00,"55,7","97,0",,,"7,4"
03/03/2014 20.00,"40,5","63,0",,,"7,4"
03/03/2014 21.00,"35,9","59,8",,,"7,4"
03/03/2014 22.00,"31,7","50,1",,,"7,4"
03/03/2014 23.00,"25,2","41,4",,,"7,4"
04/03/2014 0.00,"16,6","28,4",,,"7,4"
04/03/2014 1.00,"12,1","22,0",,,"7,3"
04/03/2014 2.00,"8,5","17,2",,,"7,3"
04/03/2014 3.00,"8,4","17,1",,,"7,3"
04/03/2014 4.00,"8,2","16,7",,,"7,3"
04/03/2014 5.00,"7,9","16,5",,,"7,3"
04/03/2014 6.00,"9,4","18,4",,,"7,3"
04/03/2014 7.00,"13,6","23,4",,,"7,3"
04/03/2014 8.00,"29,6","44,4",,,"7,3"
04/03/2014 9.00,"33,3","49,4",,,"7,3"
04/03/2014 10.00,"22,7","37,0",,,"7,3"
04/03/2014 11.00,"26,9","42,3",,,"7,3"
04/03/2014 12.00,"34,7","54,0",,,"7,3"
04/03/2014 13.00,"19,0","33,7",,,"7,3"
04/03/2014 14.00,"14,4","27,4",,,"7,3"
04/03/2014 15.00,"14,3","26,0",,,"7,3"
04/03/2014 16.00,"14,1","25,0",,,"7,3"
04/03/2014 17.00,"17,0","28,5",,,"7,3"
04/03/2014 18.00,"41,1","59,0",,,"7,3"
04/03/2014 19.00,"41,0","61,8",,,"7,3"
04/03/2014 20.00,"49,3","71,1",,,"7,3"
04/03/2014 21.00,"27,0","43,9",,,"7,3"
04/03/2014 22.00,"24,9","39,6",,,"7,3"
04/03/2014 23.00,"18,9","32,3",,,"7,3"
05/03/2014 0.00,"14,4","26,9",,,"7,3"
05/03/2014 1.00,"13,6","25,4",,,"6,2"
05/03/2014 2.00,,,,,"6,2"
05/03/2014 3.00,"11,8","24,1",,,"6,2"
05/03/2014 4.00,"24,6","39,7",,,"6,2"
05/03/2014 5.00,"21,8","38,4",,,"6,2"
05/03/2014 6.00,"33,1","57,7",,,"6,2"
05/03/2014 7.00,"40,5","75,0",,,"6,2"
05/03/2014 8.00,"44,6","100,4",,,"6,2"
05/03/2014 9.00,"19,8","39,1",,,"6,2"
05/03/2014 10.00,"13,3","26,8",,,"6,2"
05/03/2014 11.00,"15,5","30,0",,,"6,2"
05/03/2014 12.00,"16,7","31,2",,,"6,2"
05/03/2014 13.00,"8,7","19,0",,,"6,2"
05/03/2014 14.00,"5,0","14,2",,,"6,2"
05/03/2014 15.00,"7,6","17,0",,,"6,2"
05/03/2014 16.00,"6,0","15,2",,,"6,2"
05/03/2014 17.00,"7,3","16,6",,,"6,2"
05/03/2014 18.00,"8,5","18,6",,,"6,2"
05/03/2014 19.00,"11,9","23,0",,,"6,2"
05/03/2014 20.00,"13,8","25,2",,,"6,2"
05/03/2014 21.00,"13,9","25,9",,,"6,2"
05/03/2014 22.00,"27,2","40,2",,,"6,2"
05/03/2014 23.00,"31,0","47,4",,,"6,2"
06/03/2014 0.00,"28,9","49,1",,,"6,2"
06/03/2014 1.00,"20,2","36,8",,,
06/03/2014 2.00,"13,7","26,6",,,
06/03/2014 3.00,"14,3","26,3",,,
06/03/2014 4.00,"14,1","25,8",,,
06/03/2014 5.00,"15,6","27,5",,,
06/03/2014 6.00,"15,1","27,2",,,
06/03/2014 7.00,"19,9","34,5",,,
06/03/2014 8.00,"19,6","33,6",,,
06/03/2014 9.00,"23,0","37,3",,,
06/03/2014 10.00,"27,6","42,9",,,
06/03/2014 11.00,"22,0","40,8",,,
06/03/2014 12.00,"13,4","27,2",,,
06/03/2014 13.00,"6,8","16,8",,,
06/03/2014 14.00,"8,8","21,1",,"0,6",
06/03/2014 15.00,"6,6","16,8",,"1,1",
06/03/2014 16.00,"8,4","19,4",,"1,1",
06/03/2014 17.00,"10,5","25,9",,"1,2",
06/03/2014 18.00,"10,7","29,6",,"1,0",
06/03/2014 19.00,"11,3","30,1",,"0,9",
06/03/2014 20.00,"29,1","50,4",,"1,1",
06/03/2014 21.00,"21,7","43,2",,"1,0",
06/03/2014 22.00,"14,8","32,6",,"1,1",
06/03/2014 23.00,"19,4","41,2",,"1,0",
07/03/2014 0.00,"8,2","24,5",,"1,0",
07/03/2014 1.00,"4,8","15,3","19,5","1,1","6,3"
07/03/2014 2.00,,,"19,5","1,1","6,3"
07/03/2014 3.00,"4,4","12,4","19,5","1,1","6,3"
07/03/2014 4.00,"5,0","12,9","19,5",,"6,3"
07/03/2014 5.00,"5,7","14,0","19,5",,"6,3"
07/03/2014 6.00,"5,0","13,2","19,5",,"6,3"
07/03/2014 7.00,"5,1","13,8","19,5",,"6,3"
07/03/2014 8.00,"7,6","17,7","19,5",,"6,3"
07/03/2014 9.00,"8,2","19,8","19,5",,"6,3"
07/03/2014 10.00,"7,0","17,3","19,5",,"6,3"
07/03/2014 11.00,"5,9","15,5","19,5",,"6,3"
07/03/2014 12.00,"6,9","17,6","19,5",,"6,3"
07/03/2014 13.00,"6,2","16,2","19,5",,"6,3"
07/03/2014 14.00,"6,4","16,4","19,5",,"6,3"
07/03/2014 15.00,"7,1","17,2","19,5",,"6,3"
07/03/2014 16.00,"7,7","18,2","19,5",,"6,3"
07/03/2014 17.00,"8,1","18,0","19,5",,"6,3"
07/03/2014 18.00,"7,1","16,3","19,5",,"6,3"
07/03/2014 19.00,"12,2","21,8","19,5",,"6,3"
07/03/2014 20.00,"16,3","25,8","19,5",,"6,3"
07/03/2014 21.00,"22,5","33,0","19,5",,"6,3"
07/03/2014 22.00,"13,3","23,0","19,5",,"6,3"
07/03/2014 23.00,"11,5","20,9","19,5",,"6,3"
08/03/2014 0.00,"15,0","25,9","19,5",,"6,3"
08/03/2014 1.00,"17,6","29,2","16,7",,"9,3"
08/03/2014 2.00,"11,5","21,4","16,7",,"9,3"
08/03/2014 3.00,"9,9","19,5","16,7",,"9,3"
08/03/2014 4.00,"9,6","19,4","16,7",,"9,3"
08/03/2014 5.00,"8,2","17,8","16,7",,"9,3"
08/03/2014 6.00,"9,4","19,3","16,7",,"9,3"
08/03/2014 7.00,"10,9","21,6","16,7",,"9,3"
08/03/2014 8.00,"11,8","22,8","16,7",,"9,3"
08/03/2014 9.00,"15,7","29,2","16,7",,"9,3"
08/03/2014 10.00,"17,0","33,1","16,7",,"9,3"
08/03/2014 11.00,"11,2","24,0","16,7",,"9,3"
08/03/2014 12.00,"8,5","19,3","16,7",,"9,3"
08/03/2014 13.00,"6,1","15,3","16,7",,"9,3"
08/03/2014 14.00,"6,5","15,6","16,7",,"9,3"
08/03/2014 15.00,"6,4","15,5","16,7",,"9,3"
08/03/2014 16.00,"5,5","14,5","16,7",,"9,3"
08/03/2014 17.00,"4,4","12,8","16,7",,"9,3"
08/03/2014 18.00,"4,3","12,8","16,7",,"9,3"
08/03/2014 19.00,"11,1","20,4","16,7",,"9,3"
08/03/2014 20.00,"12,1","21,8","16,7",,"9,3"
08/03/2014 21.00,"6,0","14,8","16,7",,"9,3"
08/03/2014 22.00,"9,6","19,1","16,7",,"9,3"
08/03/2014 23.00,"13,6","24,3","16,7",,"9,3"
09/03/2014 0.00,"12,6","22,7","16,7",,"9,3"
09/03/2014 1.00,"11,1","21,2","25,5",,"9,1"
09/03/2014 2.00,,,"25,5",,"9,1"
09/03/2014 3.00,"5,5","13,9","25,5",,"9,1"
09/03/2014 4.00,"3,8","11,5","25,5",,"9,1"
09/03/2014 5.00,"3,9","11,7","25,5",,"9,1"
09/03/2014 6.00,"4,1","11,9","25,5",,"9,1"
09/03/2014 7.00,"4,5","12,6","25,5",,"9,1"
09/03/2014 8.00,"4,3","12,5","25,5",,"9,1"
09/03/2014 9.00,"4,1","12,5","25,5",,"9,1"
09/03/2014 10.00,"5,5","14,4","25,5",,"9,1"
09/03/2014 11.00,"4,3","12,9","25,5",,"9,1"
09/03/2014 12.00,"3,7","11,7","25,5",,"9,1"
09/03/2014 13.00,"3,3","11,2","25,5",,"9,1"
09/03/2014 14.00,"4,2","12,3","25,5",,"9,1"
09/03/2014 15.00,"3,7","11,5","25,5",,"9,1"
09/03/2014 16.00,"5,7","13,9","25,5",,"9,1"
09/03/2014 17.00,"4,9","12,7","25,5",,"9,1"
09/03/2014 18.00,"7,0","14,9","25,5",,"9,1"
09/03/2014 19.00,"22,2","31,5","25,5",,"9,1"
09/03/2014 20.00,"22,5","32,4","25,5",,"9,1"
09/03/2014 21.00,"16,0","25,7","25,5",,"9,1"
09/03/2014 22.00,"12,7","22,3","25,5",,"9,1"
09/03/2014 23.00,"5,9","14,1","25,5",,"9,1"
10/03/2014 0.00,"3,5","11,4","25,5",,"9,1"
10/03/2014 1.00,"3,3","11,1","23,6",,"12,3"
10/03/2014 2.00,"3,1","10,6","23,6",,"12,3"
10/03/2014 3.00,"3,4","10,8","23,6",,"12,3"
10/03/2014 4.00,"3,0","10,5","23,6",,"12,3"
10/03/2014 5.00,"3,3","10,8","23,6",,"12,3"
10/03/2014 6.00,"3,3","10,8","23,6",,"12,3"
10/03/2014 7.00,"4,8","13,1","23,6",,"12,3"
10/03/2014 8.00,"6,1","14,6","23,6",,"12,3"
10/03/2014 9.00,"8,5","18,3","23,6",,"12,3"
10/03/2014 10.00,"11,3","20,6","23,6",,"12,3"
10/03/2014 11.00,"13,9","23,3","23,6",,"12,3"
10/03/2014 12.00,"8,4","17,9","23,6",,"12,3"
10/03/2014 13.00,"5,5","14,2","23,6",,"12,3"
10/03/2014 14.00,"6,1","15,7","23,6",,"12,3"
10/03/2014 15.00,"8,8","18,0","23,6",,"12,3"
10/03/2014 16.00,,"15,4","23,6",,"12,3"
10/03/2014 17.00,"5,3","13,5","23,6",,"12,3"
10/03/2014 18.00,"7,8","17,0","23,6",,"12,3"
10/03/2014 19.00,"21,9","40,8","23,6",,"12,3"
10/03/2014 20.00,"63,4","107,6","23,6",,"12,3"
10/03/2014 21.00,"50,6","76,3","23,6",,"12,3"
10/03/2014 22.00,"27,7","41,5","23,6",,"12,3"
10/03/2014 23.00,"13,6","23,7","23,6",,"12,3"
11/03/2014 0.00,"13,2","23,6","23,6",,"12,3"
11/03/2014 1.00,"13,0","24,2","17,9",,"10,3"
11/03/2014 2.00,,,"17,9",,"10,3"
11/03/2014 3.00,"12,0","23,8","17,9",,"10,3"
11/03/2014 4.00,"15,4","27,4","17,9",,"10,3"
11/03/2014 5.00,"11,6","21,8","17,9",,"10,3"
11/03/2014 6.00,"13,3","23,7","17,9",,"10,3"
11/03/2014 7.00,"20,8","32,4","17,9",,"10,3"
11/03/2014 8.00,"28,3","43,6","17,9",,"10,3"
11/03/2014 9.00,"30,0","47,9","17,9",,"10,3"
11/03/2014 10.00,"21,6","34,5","17,9",,"10,3"
11/03/2014 11.00,"9,8","19,1","17,9",,"10,3"
11/03/2014 12.00,"8,7","18,4","17,9",,"10,3"
11/03/2014 13.00,"7,5","16,8","17,9",,"10,3"
11/03/2014 14.00,"10,0","19,8","17,9",,"10,3"
11/03/2014 15.00,"5,5","13,8","17,9",,"10,3"
11/03/2014 16.00,"5,6","13,8","17,9",,"10,3"
11/03/2014 17.00,"6,5","14,8","17,9",,"10,3"
11/03/2014 18.00,"6,4","14,7","17,9",,"10,3"
11/03/2014 19.00,"6,0","14,6","17,9",,"10,3"
11/03/2014 20.00,"17,6","26,5","17,9",,"10,3"
11/03/2014 21.00,"29,0","39,3","17,9",,"10,3"
11/03/2014 22.00,"20,7","30,8","17,9",,"10,3"
11/03/2014 23.00,"19,2","28,7","17,9",,"10,3"
12/03/2014 0.00,"19,5","29,6","17,9",,"10,3"
12/03/2014 1.00,"16,6","27,5","22,7",,"16,9"
12/03/2014 2.00,"12,6","22,7","22,7",,"16,9"
12/03/2014 3.00,"11,3","21,9","22,7",,"16,9"
12/03/2014 4.00,"11,1","22,2","22,7",,"16,9"
12/03/2014 5.00,"13,7","24,4","22,7",,"16,9"
12/03/2014 6.00,"14,2","24,4","22,7",,"16,9"
12/03/2014 7.00,"20,5","31,1","22,7",,"16,9"
12/03/2014 8.00,"24,9","38,4","22,7",,"16,9"
12/03/2014 9.00,"20,9","33,5","22,7",,"16,9"
12/03/2014 10.00,"17,8","30,1","22,7",,"16,9"
12/03/2014 11.00,,"24,1","22,7",,"16,9"
12/03/2014 12.00,"9,1","18,3","22,7",,"16,9"
12/03/2014 13.00,"6,9","15,2","22,7","0,7","16,9"
12/03/2014 14.00,"8,1","16,9","22,7","0,7","16,9"
12/03/2014 15.00,"8,3","16,9","22,7","0,7","16,9"
12/03/2014 16.00,"9,9","18,9","22,7","0,5","16,9"
12/03/2014 17.00,"11,2","20,3","22,7","0,5","16,9"
12/03/2014 18.00,"18,3","27,6","22,7","0,6","16,9"
12/03/2014 19.00,"22,8","32,9","22,7","0,7","16,9"
12/03/2014 20.00,"21,6","32,6","22,7","0,8","16,9"
12/03/2014 21.00,"22,5","33,1","22,7","1,1","16,9"
12/03/2014 22.00,"20,3","30,2","22,7","1,6","16,9"
12/03/2014 23.00,"16,7","26,3","22,7","1,2","16,9"
13/03/2014 0.00,"17,5","27,0","22,7","1,1","16,9"
13/03/2014 1.00,"14,0","23,4","36,1","1,1","27,4"
13/03/2014 2.00,,,"36,1","0,9","27,4"
13/03/2014 3.00,"14,0","22,9","36,1","0,8","27,4"
13/03/2014 4.00,"14,9","23,4","36,1","0,7","27,4"
13/03/2014 5.00,"11,8","20,2","36,1","0,6","27,4"
13/03/2014 6.00,"19,0","27,8","36,1","0,5","27,4"
13/03/2014 7.00,"22,1","31,6","36,1","0,6","27,4"
13/03/2014 8.00,"19,2","29,1","36,1","0,7","27,4"
13/03/2014 9.00,"17,2","27,8","36,1","0,8","27,4"
13/03/2014 10.00,"14,7","24,7","36,1","0,8","27,4"
13/03/2014 11.00,"11,8","21,2","36,1","0,8","27,4"
13/03/2014 12.00,"11,6","20,9","36,1","1,0","27,4"
13/03/2014 13.00,"7,7","15,9","36,1","1,0","27,4"
13/03/2014 14.00,"6,6","14,3","36,1","0,8","27,4"
13/03/2014 15.00,"7,4","15,5","36,1","0,6","27,4"
13/03/2014 16.00,"8,9","17,3","36,1","0,5","27,4"
13/03/2014 17.00,"9,1","17,3","36,1","0,6","27,4"
13/03/2014 18.00,"17,6","26,5","36,1","0,5","27,4"
13/03/2014 19.00,"41,8","52,8","36,1","0,7","27,4"
13/03/2014 20.00,"31,0","42,8","36,1","1,0","27,4"
13/03/2014 21.00,"32,8","44,9","36,1","1,2","27,4"
13/03/2014 22.00,"31,3","44,0","36,1","1,3","27,4"
13/03/2014 23.00,"24,7","38,6","36,1","2,5","27,4"
14/03/2014 0.00,"23,6","38,1","36,1","2,6","27,4"
14/03/2014 1.00,"18,1","32,5","43,2","2,1","37,9"
14/03/2014 2.00,"15,7","29,9","43,2","1,5","37,9"
14/03/2014 3.00,"12,7","25,0","43,2","1,4","37,9"
14/03/2014 4.00,"14,1","25,5","43,2","1,2","37,9"
14/03/2014 5.00,"20,5","32,6","43,2","1,3","37,9"
14/03/2014 6.00,"35,9","50,2","43,2","1,3","37,9"
14/03/2014 7.00,"52,4","83,7","43,2","1,1","37,9"
14/03/2014 8.00,"52,8","113,8","43,2","1,5","37,9"
14/03/2014 9.00,"22,4","38,3","43,2","1,2","37,9"
14/03/2014 10.00,"15,4","26,7","43,2","0,9","37,9"
14/03/2014 11.00,"12,9","22,9","43,2","0,8","37,9"
14/03/2014 12.00,"11,7","21,5","43,2","0,7","37,9"
14/03/2014 13.00,"10,3","19,5","43,2","0,8","37,9"
14/03/2014 14.00,"10,8","20,0","43,2","0,6","37,9"
14/03/2014 15.00,"12,5","22,4","43,2","0,6","37,9"
14/03/2014 16.00,"14,1","23,6","43,2","0,5","37,9"
14/03/2014 17.00,"17,1","26,6","43,2","0,6","37,9"
14/03/2014 18.00,"23,8","34,6","43,2","0,6","37,9"
14/03/2014 19.00,"40,8","55,6","43,2","0,7","37,9"
14/03/2014 20.00,"57,3","72,3","43,2","1,0","37,9"
14/03/2014 21.00,"65,2","99,7","43,2","2,0","37,9"
14/03/2014 22.00,"56,1","86,3","43,2","2,8","37,9"
14/03/2014 23.00,"45,1","73,0","43,2","3,7","37,9"
15/03/2014 0.00,"26,8","44,9","43,2","3,3","37,9"
15/03/2014 1.00,"21,7","37,6","38,7","2,2","30,0"
15/03/2014 2.00,,,"38,7","1,9","30,0"
15/03/2014 3.00,"15,5","28,2","38,7","1,6","30,0"
15/03/2014 4.00,"24,5","39,4","38,7","1,4","30,0"
15/03/2014 5.00,"20,8","33,1","38,7","1,7","30,0"
15/03/2014 6.00,"38,7","58,6","38,7","1,5","30,0"
15/03/2014 7.00,"47,5","90,7","38,7","1,5","30,0"
15/03/2014 8.00,"47,0","98,4","38,7","2,3","30,0"
15/03/2014 9.00,"29,0","50,9","38,7","2,9","30,0"
15/03/2014 10.00,"19,8","34,4","38,7","1,3","30,0"
15/03/2014 11.00,"13,0","23,6","38,7","1,1","30,0"
15/03/2014 12.00,"10,0","19,1","38,7","1,1","30,0"
15/03/2014 13.00,"12,1","21,9","38,7","1,1","30,0"
15/03/2014 14.00,"9,5","18,5","38,7","0,9","30,0"
15/03/2014 15.00,"8,2","16,4","38,7","0,8","30,0"
15/03/2014 16.00,"11,8","20,4","38,7","0,8","30,0"
15/03/2014 17.00,"14,2","22,8","38,7","0,8","30,0"
15/03/2014 18.00,"27,3","38,1","38,7","0,7","30,0"
15/03/2014 19.00,"27,2","40,0","38,7","1,8","30,0"
15/03/2014 20.00,"14,7","27,0","38,7","1,2","30,0"
15/03/2014 21.00,"14,1","25,7","38,7","1,1","30,0"
15/03/2014 22.00,"12,7","24,3","38,7","0,8","30,0"
15/03/2014 23.00,"11,5","22,1","38,7","0,6","30,0"
16/03/2014 0.00,"13,8","24,4","38,7","0,6","30,0"
16/03/2014 1.00,"19,3","29,9","32,1","0,7","26,3"
16/03/2014 2.00,"16,2","25,9","32,1","0,8","26,3"
16/03/2014 3.00,"13,5","22,9","32,1","0,8","26,3"
16/03/2014 4.00,"12,0","21,3","32,1","0,8","26,3"
16/03/2014 5.00,"13,7","22,3","32,1","0,8","26,3"
16/03/2014 6.00,"11,6","20,7","32,1","0,8","26,3"
16/03/2014 7.00,"10,9","19,8","32,1","0,7","26,3"
16/03/2014 8.00,"12,0","21,4","32,1","0,8","26,3"
16/03/2014 9.00,"9,2","18,3","32,1","0,7","26,3"
16/03/2014 10.00,"8,2","17,2","32,1","0,7","26,3"
16/03/2014 11.00,"10,6","20,2","32,1","0,8","26,3"
16/03/2014 12.00,"7,4","16,2","32,1","0,7","26,3"
16/03/2014 13.00,"5,0","13,1","32,1","0,5","26,3"
16/03/2014 14.00,"5,5","14,0","32,1","0,5","26,3"
16/03/2014 15.00,"5,1","13,5","32,1","0,4","26,3"
16/03/2014 16.00,"8,0","16,9","32,1","0,5","26,3"
16/03/2014 17.00,"6,7","15,2","32,1","0,4","26,3"
16/03/2014 18.00,"9,3","17,8","32,1","0,4","26,3"
16/03/2014 19.00,"13,6","22,3","32,1","0,5","26,3"
16/03/2014 20.00,"12,7","21,3","32,1","0,6","26,3"
16/03/2014 21.00,"14,0","22,9","32,1","0,7","26,3"
16/03/2014 22.00,"16,1","25,3","32,1","0,6","26,3"
16/03/2014 23.00,"13,0","21,5","32,1","0,7","26,3"
17/03/2014 0.00,"12,4","21,1","32,1","0,6","26,3"
17/03/2014 1.00,"12,2","20,5","49,0","0,6","38,7"
17/03/2014 2.00,,,"49,0","0,7","38,7"
17/03/2014 3.00,"8,6","16,4","49,0","0,6","38,7"
17/03/2014 4.00,"8,8","16,7","49,0","0,6","38,7"
17/03/2014 5.00,"12,1","20,6","49,0","0,6","38,7"
17/03/2014 6.00,"16,1","24,7","49,0","0,6","38,7"
17/03/2014 7.00,"34,2","44,7","49,0","0,7","38,7"
17/03/2014 8.00,"35,7","48,9","49,0","0,9","38,7"
17/03/2014 9.00,"18,3","28,9","49,0","0,9","38,7"
17/03/2014 10.00,"17,3","28,3","49,0","0,9","38,7"
17/03/2014 11.00,"15,9","26,7","49,0","0,7","38,7"
17/03/2014 12.00,"13,5","23,3","49,0","0,8","38,7"
17/03/2014 13.00,"8,2","16,8","49,0","0,6","38,7"
17/03/2014 14.00,"12,6","21,6","49,0","0,7","38,7"
17/03/2014 15.00,"8,6","16,8","49,0","0,6","38,7"
17/03/2014 16.00,"8,9","17,5","49,0","0,6","38,7"
17/03/2014 17.00,"12,4","21,2","49,0","0,7","38,7"
17/03/2014 18.00,"34,3","49,6","49,0","0,6","38,7"
17/03/2014 19.00,"50,5","63,6","49,0","1,4","38,7"
17/03/2014 20.00,"68,7","89,2","49,0","1,8","38,7"
17/03/2014 21.00,"76,2","128,4","49,0","3,0","38,7"
17/03/2014 22.00,"65,2","110,7","49,0","4,0","38,7"
17/03/2014 23.00,"30,5","46,9","49,0","3,8","38,7"
18/03/2014 0.00,"20,2","30,9","49,0","1,4","38,7"
18/03/2014 1.00,"18,5","28,4","51,0","1,2","39,8"
18/03/2014 2.00,"17,7","27,6","51,0","1,0","39,8"
18/03/2014 3.00,"26,6","38,7","51,0","1,2","39,8"
18/03/2014 4.00,"23,9","36,5","51,0","1,3","39,8"
18/03/2014 5.00,"24,5","38,0","51,0","1,2","39,8"
18/03/2014 6.00,"34,5","50,7","51,0","1,1","39,8"
18/03/2014 7.00,"47,0","80,0","51,0","1,8","39,8"
18/03/2014 8.00,"49,3","84,6","51,0","1,9","39,8"
18/03/2014 9.00,,"59,5","51,0","1,1","39,8"
18/03/2014 10.00,,"30,6","51,0","0,8","39,8"
18/03/2014 11.00,"14,2","24,2","51,0","0,8","39,8"
18/03/2014 12.00,"10,4","19,3","51,0","0,7","39,8"
18/03/2014 13.00,"21,9","35,0","51,0","0,7","39,8"
18/03/2014 14.00,"15,5","25,5","51,0","0,7","39,8"
18/03/2014 15.00,"11,9","20,8","51,0","0,6","39,8"
18/03/2014 16.00,"12,1","21,1","51,0","0,6","39,8"
18/03/2014 17.00,"13,1","21,7","51,0","0,6","39,8"
18/03/2014 18.00,"17,1","25,9","51,0","0,6","39,8"
18/03/2014 19.00,"32,9","43,5","51,0","0,7","39,8"
18/03/2014 20.00,"53,7","72,7","51,0","1,0","39,8"
18/03/2014 21.00,"76,2","111,9","51,0","2,6","39,8"
18/03/2014 22.00,"66,8","91,5","51,0","2,7","39,8"
18/03/2014 23.00,"27,7","40,3","51,0","1,9","39,8"
19/03/2014 0.00,"16,8","26,1","51,0","1,2","39,8"
19/03/2014 1.00,"11,9","20,7","32,4","0,8","23,7"
19/03/2014 2.00,,,"32,4","0,4","23,7"
19/03/2014 3.00,"7,3","15,7","32,4","0,4","23,7"
19/03/2014 4.00,"9,3","17,7","32,4","0,5","23,7"
19/03/2014 5.00,"18,0","27,6","32,4","0,7","23,7"
19/03/2014 6.00,"42,6","61,2","32,4","1,0","23,7"
19/03/2014 7.00,"70,0","139,2","32,4","1,1","23,7"
19/03/2014 8.00,"42,1","70,3","32,4","1,3","23,7"
19/03/2014 9.00,"29,7","52,9","32,4","1,1","23,7"
19/03/2014 10.00,"21,1","36,1","32,4","0,8","23,7"
19/03/2014 11.00,"13,5","24,3","32,4","0,9","23,7"
19/03/2014 12.00,"10,5","20,0","32,4","0,6","23,7"
19/03/2014 13.00,"8,6","17,7","32,4","0,5","23,7"
19/03/2014 14.00,"8,1","17,2","32,4","0,5","23,7"
19/03/2014 15.00,"5,7","13,6","32,4","0,4","23,7"
19/03/2014 16.00,"5,6","13,5","32,4","0,3","23,7"
19/03/2014 17.00,"6,8","15,2","32,4","0,2","23,7"
19/03/2014 18.00,"12,2","21,0","32,4","0,3","23,7"
19/03/2014 19.00,"19,3","28,6","32,4","0,7","23,7"
19/03/2014 20.00,"20,9","30,7","32,4","0,6","23,7"
19/03/2014 21.00,"15,0","24,3","32,4","0,7","23,7"
19/03/2014 22.00,"15,6","24,8","32,4","0,7","23,7"
19/03/2014 23.00,"11,7","20,9","32,4","0,6","23,7"
20/03/2014 0.00,"12,4","22,4","32,4","0,4","23,7"
20/03/2014 1.00,"8,6","17,5","29,2","0,3","20,1"
20/03/2014 2.00,"9,3","18,1","29,2","0,3","20,1"
20/03/2014 3.00,"9,0","17,9","29,2","0,3","20,1"
20/03/2014 4.00,"11,3","20,6","29,2","0,4","20,1"
20/03/2014 5.00,"12,6","22,2","29,2","0,4","20,1"
20/03/2014 6.00,"16,1","26,4","29,2","0,3","20,1"
20/03/2014 7.00,"18,9","30,2","29,2","0,3","20,1"
20/03/2014 8.00,"18,4","31,3","29,2","0,4","20,1"
20/03/2014 9.00,"14,2","25,6","29,2","0,4","20,1"
20/03/2014 10.00,"10,3","20,1","29,2","0,4","20,1"
20/03/2014 11.00,"8,3","17,5","29,2","0,3","20,1"
20/03/2014 12.00,"7,4","16,6","29,2","0,4","20,1"
20/03/2014 13.00,"6,7","15,5","29,2","0,3","20,1"
20/03/2014 14.00,"6,4","15,2","29,2","0,2","20,1"
20/03/2014 15.00,"5,8","14,4","29,2","0,2","20,1"
20/03/2014 16.00,"6,1","14,5","29,2","0,2","20,1"
20/03/2014 17.00,"5,9","14,1","29,2","0,2","20,1"
20/03/2014 18.00,"8,6","17,0","29,2","0,4","20,1"
20/03/2014 19.00,"23,5","33,2","29,2","0,2","20,1"
20/03/2014 20.00,"24,9","35,7","29,2","0,6","20,1"
20/03/2014 21.00,"22,5","32,8","29,2","0,8","20,1"
20/03/2014 22.00,"26,4","37,6","29,2","1,0","20,1"
20/03/2014 23.00,"22,7","33,1","29,2","0,9","20,1"
21/03/2014 0.00,"18,1","28,3","29,2","1,0","20,1"
21/03/2014 1.00,"14,8","24,6","18,1","1,0","12,1"
21/03/2014 2.00,,,"18,1","0,9","12,1"
21/03/2014 3.00,"11,0","20,4","18,1","0,9","12,1"
